PheCode	Phenotype	Variance	Maximum Difference
368.3	Anisometropia	0.0	0.11
367.4	Presbyopia	0.0	0.01
368.7	Disorders of accommodation	0.0	0.0
368.0	Visual disturbances	0.01	0.35000000000000003
368.1	Amblyopia	0.0	0.13
368.9	Subjective visual disturbances	0.01	0.21999999999999997
368.2	Diplopia and disorders of binocular vision	0.0	0.16
368.4	Visual field defects	0.0	0.16
368.5	Color vision deficiencies	0.0	0.0
367.9	Blindness and low vision	0.01	0.32
378.2	Nystagmus and other irregular eye movements	0.0	0.11
379.4	Anomalies of pupillary function	0.0	0.04
379.9	Pain, swelling or discharge of eye	0.0	0.17
380.1	Otitis externa	0.0	0.17
686.1	Carbuncle and furuncle	0.2	1.2400000000000002
385.3	Cholesteatoma	0.0	0.19
380.0	Disorders of external ear	0.0	0.12
380.4	Impacted cerumen	0.0	0.09
381.11	Suppurative and unspecified otitis media	0.01	0.20999999999999996
381.2	Eustachian tube disorders	0.0	0.07
381.3	Mastoiditis & related conditions	0.0	0.04
384.4	Perforation of tympanic membrane	0.13	1.0
384.0	Other disorders of tympanic membrane	0.0	0.13
384.1	Myringitis	0.0	0.02
385.0	Other disorders of middle ear and mastoid	0.0	0.07
385.5	Tympanosclerosis and middle ear disease related to otitis media	0.0	0.09
383.0	Otosclerosis	0.0	0.13
386.0	Vertiginous syndromes and other disorders of vestibular system	0.0	0.05
386.1	Meniere's disease	0.01	0.21
386.21	Central origin vertigo	0.0	0.01
386.3	Labyrinthitis	0.0	0.17
389.3	Degenerative and vascular disorders of ear	0.0	0.02
389.0	Hearing loss	0.06	0.5700000000000001
389.2	Conductive hearing loss	0.0	0.12
389.1	Sensorineural hearing loss	0.01	0.22999999999999998
382.0	Otalgia	0.0	0.1
381.9	Otorrhea	0.0	0.06
389.4	Tinnitus	0.01	0.22000000000000003
389.5	Disorders of acoustic nerve	0.0	0.02
388.0	Other disorders of ear	0.0	0.05
41.21	Rheumatic fever / chorea	0.0	0.02
394.4	Acute rheumatic heart disease	0.0	0.07
420.21	Acute pericarditis	0.0	0.1
420.1	Myocarditis	0.0	0.1
394.2	Mitral valve disease	0.02	0.30000000000000004
394.0	Rheumatic disease of the heart valves	0.01	0.32
394.3	Aortic valve disease	0.01	0.18
394.7	Disease of tricuspid valve	0.01	0.26
395.1	Nonrheumatic mitral valve disorders	0.02	0.30999999999999994
395.2	Nonrheumatic aortic valve disorders	0.0	0.1
420.22	Chronic pericarditis	0.0	0.04
401.1	Essential hypertension	32.42	14.159999999999998
401.21	Hypertensive heart disease	0.01	0.29000000000000004
401.22	Hypertensive chronic kidney disease	0.25	1.31
401.2	Hypertensive heart and/or renal disease	0.0	0.09
401.3	Other hypertensive complications	0.0	0.16
411.3	Angina pectoris	5.0	6.27
411.1	Unstable angina (intermediate coronary syndrome)	0.81	2.38
411.2	Myocardial infarction	3.1	4.99
414.0	Other forms of chronic heart disease	0.06	0.71
411.9	Other acute and subacute forms of ischemic heart disease	0.09	0.79
411.4	Coronary atherosclerosis	9.88	8.62
411.8	Other chronic ischemic heart disease, unspecified	5.66	6.8
440.0	Atherosclerosis	0.0	0.06
411.41	Aneurysm and dissection of heart	0.01	0.22999999999999998
415.11	Pulmonary embolism and infarction, acute	0.0	0.02
415.0	Pulmonary heart disease	0.09	0.7300000000000001
415.21	Primary pulmonary hypertension	0.0	0.16
415.2	Chronic pulmonary heart disease	0.0	0.06
420.2	Pericarditis	0.01	0.30999999999999994
747.13	Congenital anomalies of great vessels	0.04	0.44999999999999996
395.3	Nonrheumatic tricuspid valve disorders	0.0	0.06
395.4	Nonrheumatic pulmonary valve disorders	0.0	0.08
425.1	Primary/intrinsic cardiomyopathies	0.02	0.47000000000000003
425.11	Hypertrophic obstructive cardiomyopathy	0.0	0.11
425.12	Other hypertrophic cardiomyopathy	0.0	0.18
425.8	Other cardiomyopathy	0.0	0.03
425.0	Cardiomyopathy	0.0	0.01
425.2	Secondary/extrinsic cardiomyopathies	0.0	0.01
426.21	First degree AV block	0.02	0.36
426.23	Second degree AV block	0.0	0.12
426.24	Atrioventricular block, complete	0.0	0.15
426.2	Atrioventricular [AV] block	0.0	0.08
426.32	Left bundle branch block	0.06	0.72
426.3	Bundle branch block	0.0	0.15
426.31	Right bundle branch block	0.03	0.39000000000000007
426.25	Other heart block	0.0	0.04
426.4	Anomalous atrioventricular excitation	0.0	0.12
426.8	Other cardiac conduction disorders	0.0	0.07
426.0	Cardiac conduction disorders	0.0	0.07
427.42	Cardiac arrest	0.02	0.45999999999999996
427.1	Paroxysmal tachycardia, unspecified	0.0	0.03
427.12	Paroxysmal ventricular tachycardia	0.01	0.32
427.11	Paroxysmal supraventricular tachycardia	0.02	0.35
427.2	Atrial fibrillation and flutter	1.14	2.8699999999999997
427.41	Ventricular fibrillation and flutter	0.0	0.07
427.61	Supraventricular premature beats	0.0	0.07
427.6	Premature beats	0.0	0.15000000000000002
427.3	Other specified cardiac dysrhythmias	0.05	0.5599999999999999
427.8	Sinoatrial node dysfunction (Bradycardia)	0.0	0.09999999999999999
427.5	Arrhythmia (cardiac) NOS	0.01	0.24
428.2	Heart failure NOS	0.4	1.9100000000000001
428.1	Congestive heart failure (CHF) NOS	0.13	1.15
416.0	Cardiomegaly	0.13	1.0699999999999998
430.1	Subarachnoid hemorrhage	0.01	0.25
459.9	Circulatory disease NEC	1.25	3.0800000000000005
430.2	Intracerebral hemorrhage	0.01	0.24000000000000002
430.3	Subdural hemorrhage	0.0	0.16999999999999998
430.0	Intracranial hemorrhage	0.0	0.04
433.2	Occlusion of cerebral arteries	0.07	0.7000000000000001
433.21	Cerebral artery occlusion, with cerebral infarction	0.02	0.45999999999999996
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.0	0.039999999999999994
433.1	Occlusion and stenosis of precerebral arteries	0.01	0.32
433.3	Cerebral ischemia	0.04	0.5900000000000001
442.4	Arterial dissection	0.0	0.01
433.5	Cerebral aneurysm	0.0	0.08000000000000002
433.12	Cerebral atherosclerosis	0.0	0.08
433.32	Moyamoya disease	0.0	0.01
433.8	Late effects of cerebrovascular disease	0.02	0.47000000000000003
440.9	Atherosclerosis of aorta	0.0	0.1
440.1	Atherosclerosis of renal artery	0.0	0.07
440.2	Atherosclerosis of the extremities	0.0	0.14
442.1	Aortic aneurysm	0.0	0.19
442.11	Abdominal aortic aneurysm	0.01	0.3
442.0	Other aneurysm	0.0	0.03
442.8	Aneurysm of other specified artery	0.0	0.1
442.2	Aneurysm of iliac artery	0.0	0.03
442.3	Aneurysm of artery of lower extremity	0.0	0.05
443.8	Other specified peripheral vascular diseases	0.0	0.03
443.1	Raynaud's syndrome	0.01	0.23
446.1	Thromboangiitis obliterans	0.0	0.01
443.9	Peripheral vascular disease, unspecified	0.03	0.42999999999999994
444.0	Arterial embolism and thrombosis	0.0	0.15999999999999998
444.2	Embolism and thrombosis of abdominal aorta	0.0	0.02
444.1	Arterial embolism and thrombosis of lower extremity artery	0.01	0.21
447.0	Other disorders of arteries and arterioles	0.0	0.14
447.1	Stricture of artery	0.01	0.26
446.9	Arteritis NOS	0.0	0.13
448.0	Disease of capillaries	0.0	0.06
217.1	Nevus, non-neoplastic	0.0	0.17
451.0	Phlebitis and thrombophlebitis	0.0	0.19
451.2	Phlebitis and thrombophlebitis of lower extremities	0.1	0.8399999999999999
452.0	Other venous embolism and thrombosis	0.0	0.12
454.1	Varicose veins of lower extremity	0.43	1.8900000000000001
454.11	Varicose veins of lower extremity, symptomtic	0.01	0.29000000000000004
455.0	Hemorrhoids	1.25	3.070000000000001
530.2	Esophageal bleeding (varices/hemorrhage)	0.01	0.27999999999999997
454.0	Varicose veins	0.0	0.10999999999999999
452.8	Postphlebitic syndrome	0.0	0.0
459.0	Other disorders of circulatory system	0.0	0.07
456.0	Chronic venous insufficiency [CVI]	0.0	0.15
289.4	Lymphadenitis	0.08	0.6100000000000001
450.0	Noninfectious disorders of lymphatic channels	0.0	0.1
458.9	Hypotension NOS	0.05	0.5100000000000001
458.1	Orthostatic hypotension	0.02	0.36000000000000004
458.2	Iatrogenic hypotension	0.0	0.11
429.1	Heart transplant/surgery	0.0	0.03
464.0	Acute sinusitis	0.0	0.09
465.2	Acute pharyngitis	0.0	0.09999999999999998
474.1	Acute tonsillitis	0.03	0.42
465.4	Acute laryngitis and tracheitis	0.0	0.05
483.0	Acute bronchitis and bronchiolitis	0.0	0.18
481.0	Influenza	0.0	0.16999999999999998
480.11	Pneumococcal pneumonia	0.23	1.2599999999999998
480.12	Pseudomonal pneumonia	0.0	0.03
480.5	Bronchopneumonia and lung abscess	0.01	0.2
503.0	Pulmonary congestion and hypostasis	0.03	0.43
519.8	Other diseases of respiratory system, NEC	0.5	2.08
476.0	Allergic rhinitis	0.08	0.8099999999999999
472.0	Chronic pharyngitis and nasopharyngitis	0.0	0.13
475.0	Chronic sinusitis	0.01	0.26
471.0	Nasal polyps	0.09	0.6799999999999999
479.0	Other upper respiratory disease	0.03	0.42999999999999994
470.0	Septal Deviations/Turbinate Hypertrophy	0.17	1.0099999999999998
474.2	Chronic tonsillitis and adenoiditis	0.01	0.27
474.0	Acute and chronic tonsillitis	0.0	0.15
473.1	Chronic laryngitis	0.0	0.07
473.3	Paralysis/spasm of vocal cords or larynx	0.0	0.13
473.0	Diseases of the larynx and vocal cords	0.0	0.18
497.0	Bronchitis	0.01	0.27
496.2	Chronic bronchitis	0.0	0.1
496.1	Emphysema	0.03	0.45999999999999996
496.21	Obstructive chronic bronchitis	0.16	0.9299999999999999
496.0	Chronic airway obstruction	0.55	1.91
495.0	Asthma	3.03	4.709999999999999
495.2	Asthma with exacerbation	0.02	0.35
496.3	Bronchiectasis	0.01	0.29
500.2	Pneumoconiosis	0.0	0.08
500.1	Extrinsic allergic alveolitis	0.0	0.05
500.0	Lung disease due to external agents	0.0	0.06
501.0	Pneumonitis due to inhalation of food or vomitus	0.0	0.12
509.2	Respiratory insufficiency	0.05	0.6100000000000001
505.0	Other pulmonary inflamation or edema	0.0	0.02
502.0	Postinflammatory pulmonary fibrosis	0.01	0.32
506.0	Empyema and pneumothorax	0.02	0.36
507.0	Pleurisy; pleural effusion	0.28	1.5299999999999998
509.3	Pulmonary insufficiency or respiratory failure following trauma and surgery	0.0	0.0
519.2	Respiratory complications	0.0	0.08
509.1	Respiratory failure	0.07	0.71
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.03	0.56
510.0	Other diseases of lung	0.0	0.10999999999999999
513.8	Disorders of diaphragm	0.0	0.08
519.0	Other diseases of respiratory system, not elsewhere classified	0.0	0.07
714.1	Rheumatoid arthritis	0.05	0.6500000000000001
520.0	Disorders of tooth development	0.0	0.03
520.1	Hereditary disturbances in tooth structure	0.0	0.07
520.2	Disturbances in tooth eruption	0.01	0.25999999999999995
521.1	Dental caries	1.23	3.1300000000000003
521.2	Dental abrasion, erosion and attrition	0.0	0.0
521.4	Tooth complications likely association with other diseases	0.0	0.02
523.0	Gingival and periodontal diseases	0.01	0.26
521.0	Diseases of hard tissues of teeth	0.0	0.07
522.0	Diseases of pulp and periapical tissues	0.01	0.19
522.1	Pulpitis and necrosis of tooth pulp	0.0	0.05
523.31	Acute periodontitis	0.0	0.11
523.32	Chronic periodontitis	0.02	0.34
522.5	Periapical abscess	0.03	0.49999999999999994
523.1	Gingivitis	0.0	0.05
523.3	Periodontitis (acute or chronic)	0.0	0.0
526.3	Anomalies of jaw size/symmetry	0.0	0.04
524.3	Anomalies of tooth position/malocclusion	0.0	0.13
524.0	Dentofacial anomalies, including malocclusion	0.0	0.13
526.41	Temporomandibular joint disorder, unspecified	0.0	0.09
525.0	Other diseases of the teeth and supporting structures	0.16	1.2000000000000002
525.2	Atrophy of edentulous alveolar ridge	0.0	0.02
526.1	Cysts of the jaws	0.0	0.060000000000000005
706.2	Sebaceous cyst	0.18	1.2
528.4	Cysts of oral soft tissues	0.0	0.01
526.9	Jaw disease NOS	0.0	0.12
526.0	Diseases of the jaws	0.0	0.0
526.5	Inflammatory conditions of jaw	0.0	0.07
527.0	Diseases of the salivary glands	0.0	0.13
527.1	Hypertrophy of salivary gland	0.0	0.04
527.2	Sialoadenitis	0.0	0.11
528.3	Cellulitis and abscess of oral soft tissues	0.0	0.09
528.7	Sialolithiasis	0.0	0.11
528.41	Cyst of the salivary gland	0.0	0.05
527.7	Disturbance of salivary secretion	0.0	0.06
527.8	Other specified diseases of the salivary glands	0.0	0.13
528.12	Oral aphthae	0.0	0.04
528.11	Stomatitis and mucositis (ulcerative)	0.0	0.08000000000000002
681.2	Cellulitis and abscess of face/neck	0.0	0.18
528.5	Diseases of lips	0.01	0.25
528.6	Leukoplakia of oral mucosa	0.0	0.11
529.0	Diseases and other conditions of the tongue	0.01	0.22
529.6	Glossodynia	0.0	0.07
530.1	Esophagitis, GERD and related diseases	0.39	1.5399999999999998
530.11	GERD	0.68	2.42
530.14	Reflux esophagitis	0.59	1.9300000000000002
530.5	Disorders of esophageal motility	0.0	0.10999999999999999
530.12	Ulcer of esophagus	0.26	1.4
530.3	Stricture and stenosis of esophagus	0.02	0.32
530.0	Diseases of esophagus	0.0	0.16000000000000003
530.6	Diverticulum of esophagus, acquired	0.0	0.14
530.7	Gastroesophageal laceration-hemorrhage syndrome	0.0	0.12
531.2	Gastric ulcer	0.02	0.33000000000000007
531.1	Hemorrhage from gastrointestinal ulcer	0.0	0.10000000000000003
531.3	Duodenal ulcer	0.03	0.41000000000000003
531.4	Peptic ulcer, site unspecified	0.0	0.08000000000000002
531.5	Gastrojejunal ulcer	0.0	0.05
535.0	Gastritis and duodenitis	0.75	2.29
535.1	Acute gastritis	0.02	0.41000000000000003
535.8	Other specified gastritis	0.32	1.5
535.2	Atrophic gastritis	0.01	0.21000000000000002
535.6	Duodenitis	0.3	1.4700000000000002
785.0	Abdominal pain	2.93	4.540000000000001
537.0	Other disorders of stomach and duodenum	0.03	0.48
536.0	Disorders of function of stomach	0.0	0.02
540.11	Acute appendicitis	0.01	0.25999999999999995
540.1	Appendicitis	0.0	0.18
540.0	Appendiceal conditions	0.0	0.14
550.1	Inguinal hernia	1.46	3.4400000000000004
550.3	Femoral hernia	0.0	0.18
550.4	Umbilical hernia	0.27	1.48
550.5	Ventral hernia	0.13	0.97
550.0	Abdominal hernia	0.14	0.97
550.2	Diaphragmatic hernia	3.13	4.9399999999999995
555.1	Regional enteritis	0.04	0.47
555.2	Ulcerative colitis	0.14	1.01
555.21	Ulcerative colitis (chronic)	0.01	0.25
990.0	Effects radiation NOS	0.03	0.44999999999999996
569.1	Toxic gastroenteritis and colitis	0.0	0.04
561.1	Diarrhea	0.01	0.2
558.0	Noninfectious gastroenteritis	1.04	2.6499999999999995
441.0	Vascular insufficiency of intestine	0.0	0.07
441.1	Acute vascular insufficiency of intestine	0.0	0.11000000000000001
441.2	Chronic vascular insufficiency of intestine	0.0	0.01
569.0	Other disorders of intestine	0.11	0.94
560.1	Paralytic ileus	0.01	0.21999999999999997
560.4	Other intestinal obstruction	0.05	0.61
560.2	Impaction of intestine	0.0	0.09
560.3	Peritoneal or intestinal adhesions	0.01	0.22999999999999998
562.1	Diverticulosis	8.37	8.81
564.1	Irritable Bowel Syndrome	0.28	1.4900000000000002
564.0	Functional digestive disorders	0.01	0.31
563.0	Constipation	0.9	2.7699999999999996
565.0	Anal and rectal conditions	0.5	2.12
565.1	Anal and rectal polyp	0.09	0.8199999999999998
578.8	Hemorrhage of rectum and anus	0.12	0.9500000000000002
556.0	Ulceration of the lower GI tract	0.01	0.22999999999999998
567.0	Peritonitis and retroperitoneal infections	0.0	0.15000000000000002
556.1	Ulceration of intestine	0.01	0.31
568.0	Other disorders of peritoneum	0.0	0.07999999999999999
568.1	Peritoneal adhesions (postoperative) (postinfection)	0.08	0.84
317.11	Alcoholic liver damage	0.01	0.24
571.8	Liver abscess and sequelae of chronic liver disease	0.0	0.10999999999999999
70.9	Hepatitis NOS	0.01	0.22999999999999998
573.0	Other disorders of liver	0.02	0.39000000000000007
70.4	Chronic hepatitis	0.0	0.14
571.51	Cirrhosis of liver without mention of alcohol	0.01	0.24000000000000002
571.5	Other chronic nonalcoholic liver disease	0.02	0.32999999999999996
571.6	Primary biliary cirrhosis	0.0	0.11
573.1	Chronic passive congestion of liver	0.0	0.01
573.4	Acute and subacute necrosis of liver	0.0	0.01
571.81	Portal hypertension	0.0	0.16000000000000003
574.1	Cholelithiasis	0.2	1.26
574.11	Cholelithiasis with acute cholecystitis	0.01	0.26
574.12	Cholelithiasis with other cholecystitis	0.12	0.9400000000000001
574.2	Calculus of bile duct	0.05	0.5800000000000001
574.3	Cholecystitis without cholelithiasis	0.02	0.34
575.7	Other disorders of gallbladder	0.01	0.29
575.6	Cholesterolosis of gallbladder	0.0	0.18
575.8	Other disorders of biliary tract	0.02	0.35000000000000003
575.1	Cholangitis	0.0	0.18
575.2	Obstruction of bile duct	0.01	0.22999999999999998
577.2	Chronic pancreatitis	0.0	0.13
577.3	Cyst and pseudocyst of pancreas	0.0	0.06999999999999999
577.0	Diseases of pancreas	0.0	0.18
557.0	Intestinal malabsorption (non-celiac)	0.0	0.19
557.1	Celiac disease	0.05	0.65
569.2	Gastrointestinal complications	0.0	0.18
539.0	Bariatric surgery	0.0	0.02
853.0	Complication of colostomy or enterostomy	0.0	0.09999999999999999
578.1	Hematemesis	0.02	0.33999999999999997
578.2	Blood in stool	0.01	0.24
578.9	Hemorrhage of gastrointestinal tract	0.03	0.43999999999999995
695.8	Other specified erythematous conditions	0.0	0.06999999999999999
686.2	Impetigo	0.0	0.049999999999999996
681.0	Superficial cellulitis and abscess	0.0	0.15
681.1	Cellulitis and abscess of fingers/toes	0.0	0.14
681.5	Cellulitis and abscess of leg, except foot	0.15	1.16
681.6	Cellulitis and abscess of foot, toe	0.15	1.16
681.3	Cellulitis and abscess of arm/hand	0.15	1.16
681.7	Cellulitis and abscess of trunk	0.0	0.18
686.3	Pilonidal cyst	0.0	0.09999999999999999
686.5	Pyoderma	0.0	0.06
701.1	Keratoderma, acquired	0.0	0.04
702.0	Degenerative skin conditions and other dermatoses	0.0	0.0
701.0	Other hypertrophic and atrophic conditions of skin	0.0	0.15000000000000002
695.21	Dermatitis herpetiformis	0.0	0.05
695.1	Toxic erythema	0.0	0.18
695.2	Bullous dermatoses	0.0	0.03
939.0	Atopic/contact dermatitis due to other or unspecified	0.02	0.37
690.1	Seborrheic dermatitis	0.0	0.03
949.1	Diaper or napkin rash	0.0	0.02
930.0	Allergic reaction to food	0.0	0.17
931.0	Contact dermatitis and other eczema due to plants [except food]	0.0	0.0
695.9	Unspecified erythematous condition	0.0	0.13
687.1	Rash and other nonspecific skin eruption	0.04	0.47000000000000003
695.7	Prurigo and Lichen	0.01	0.22999999999999998
698.0	Pruritus and related conditions	0.01	0.33
705.1	Dyshidrosis	0.0	0.02
690.0	Erythematosquamous dermatosis	0.0	0.06
696.3	Pityriasis	0.0	0.03
696.2	Parapsoriasis	0.0	0.06
689.0	Disorder of skin and subcutaneous tissue NOS	0.14	1.0899999999999999
947.0	Urticaria	0.01	0.28
695.81	Erythema nodosum	0.0	0.06
938.1	Acute dermatitis due to solar radiation	0.0	0.01
938.0	Dermatitis due to solar radiation	0.0	0.03
938.2	Chronic dermatitis due to solar radiation	0.0	0.08
694.2	Other dyschromia	0.02	0.42000000000000004
703.0	Diseases of nail, NOS	0.0	0.1
703.1	Ingrowing nail	0.0	0.13999999999999999
731.0	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	0.0	0.0
704.11	Alopecia Areata	0.0	0.04
704.1	Alopecia	0.0	0.18
704.12	Telogen effluvium	0.0	0.01
704.8	Other specified diseases of hair and hair follicles	0.0	0.03
704.0	Diseases of hair and hair follicles	0.15	0.9999999999999999
704.2	Hirsutism	0.0	0.03
706.1	Acne	0.0	0.04
695.3	Rosacea	0.0	0.1
705.3	Hidradenitis	0.0	0.11
705.0	Disorders of sweat glands	0.0	0.01
694.1	Vitiligo	0.0	0.12000000000000001
701.6	Acquired acanthosis nigricans	0.0	0.049999999999999996
700.0	Corns and callosities	0.0	0.17
706.8	Other specified diseases of sebaceous glands	0.0	0.01
707.1	Decubitus ulcer	0.0	0.08
701.2	Scar conditions and fibrosis of skin	0.02	0.35
701.4	Keloid scar	0.01	0.36
701.5	Abnormal granulation tissue	0.0	0.13
702.4	Degenerative skin disorders	0.0	0.0
686.4	Pyogenic granuloma	0.0	0.13999999999999999
695.41	Cutaneous lupus erythematosus	0.01	0.24
701.3	Circumscribed scleroderma	0.0	0.03
694.3	Vascular disorders of skin	0.0	0.11
707.0	Chronic ulcer of skin	0.02	0.34
711.1	Pyogenic arthritis	0.0	0.04
713.0	Arthropathy associated with other disorders classified elsewhere	0.0	0.05
716.9	Arthropathy NOS	3.82	5.47
711.2	Reiter's disease	0.0	0.01
446.3	Hypersensitivity angiitis	0.0	0.06
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	0.0	0.13
714.2	Juvenile rheumatoid arthritis	0.0	0.02
715.2	Ankylosing spondylitis	0.01	0.2
274.1	Gout	0.02	0.32
274.11	Gouty arthropathy	0.0	0.03
588.0	Disorders resulting from impaired renal function	0.0	0.08
274.2	Crystal arthropathies	0.0	0.0
274.21	Chondrocalcinosis	0.0	0.1
741.0	Symptoms and disorders of the joints	0.0	0.04000000000000001
741.6	Villonodular synovitis	0.0	0.0
716.8	Palindromic rheumatism	0.0	0.01
836.0	Traumatic arthropathy	0.0	0.13
716.0	Other arthropathies	0.0	0.02
716.2	Unspecified monoarthritis	1.82	3.8100000000000005
740.9	Osteoarthrosis NOS	0.31	1.5
713.5	Arthropathy associated with neurological disorders	0.0	0.04
740.2	Osteoarthrosis, generalized	0.0	0.13
740.1	Osteoarthritis; localized	0.8	2.36
740.11	Osteoarthrosis, localized, primary	0.25	1.51
740.12	Osteoarthrosis, localized, secondary	0.0	0.08
736.2	Acquired deformities of finger	0.0	0.13
735.3	Hallux valgus (Bunion)	0.19	1.1999999999999997
735.23	Hallux rigidus	0.03	0.45
735.2	Acquired toe deformities	0.02	0.37
735.21	Hammer toe (acquired)	0.03	0.43000000000000005
736.0	Other acquired deformities of limbs	0.0	0.08
739.0	Contracture of joint	0.0	0.02
735.1	Flat foot	0.0	0.12000000000000001
735.0	Acquired foot deformities	0.0	0.06
835.0	Internal derangement of knee	0.07	0.7400000000000001
742.2	Pathological, developmental or recurrent dislocation	0.0	0.04
742.9	Other derangement of joint	0.0	0.18
742.1	Loose body in joint	0.0	0.06
742.8	Articular cartilage disorder	0.0	0.04
728.2	Laxity of ligament or hypermobility syndrome	0.0	0.04
741.1	Ankylosis of joint	0.0	0.01
742.0	Derangement of joint, non-traumatic	0.0	0.01
741.5	Hemarthrosis	0.0	0.01
741.4	Joint effusions	0.0	0.11
745.0	Pain in joint	0.02	0.4
741.2	Stiffness of joint	0.0	0.05
726.1	Enthesopathy	0.11	0.9500000000000002
446.0	Polyarteritis nodosa and allied conditions	0.0	0.0
446.6	Polyarteritis nodosa	0.0	0.03
446.4	Wegener's granulomatosis	0.0	0.05
446.2	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	0.0	0.01
446.8	Thrombotic microangiopathy	0.0	0.02
446.7	Takayasu's disease	0.0	0.0
446.5	Giant cell arteritis	0.0	0.13
695.42	Systemic lupus erythematosus	0.02	0.44000000000000006
711.3	Behcet's syndrome	0.0	0.02
717.0	Polymyalgia Rheumatica	0.01	0.34
772.0	Symptoms of the muscles	0.0	0.19
729.3	Panniculitis	0.0	0.04
737.1	Kyphosis (acquired)	0.0	0.02
721.8	Other allied disorders of spine	0.0	0.04
724.9	Other unspecified back disorders	0.01	0.24
737.2	Lordosis (acquired)	0.0	0.01
737.3	Kyphoscoliosis and scoliosis	0.0	0.09
732.0	Osteochondropathies	0.0	0.11000000000000001
732.1	Juvenile osteochondrosis	0.0	0.08
738.4	Acquired spondylolisthesis	0.0	0.1
723.1	Torticollis	0.0	0.04
737.0	Curvature of spine	0.0	0.02
715.0	Other inflammatory spondylopathies	0.0	0.11000000000000001
715.3	Spinal enthesopathy	0.0	0.0
715.1	Sacroiliitis NEC	0.0	0.07
710.19	Unspecified osteomyelitis	0.0	0.05
710.0	Osteomyelitis, periostitis, and other infections involving bone	0.0	0.0
721.0	Spondylosis and allied disorders	0.01	0.16999999999999998
721.2	Spondylosis with myelopathy	0.0	0.03
721.1	Spondylosis without myelopathy	0.01	0.27
720.0	Spinal stenosis	0.0	0.12
743.4	Stress fracture	0.0	0.0
743.21	Pathologic fracture of vertebrae	0.0	0.02
724.8	Other symptoms referable to back	0.0	0.02
805.0	Fracture of vertebral column without mention of spinal cord injury	0.0	0.1
723.0	Other disorders of cervical region	0.01	0.24
722.7	Intervertebral disc disorder with myelopathy	0.01	0.23
765.0	Cervical radiculitis	0.0	0.14
722.1	Displacement of intervertebral disc	0.0	0.07
722.6	Degeneration of intervertebral disc	0.05	0.67
722.3	Schmorl's nodes	0.0	0.01
760.0	Back pain	0.55	2.04
766.0	Neuralgia, neuritis, and radiculitis NOS	0.0	0.13
761.0	Cervicalgia	0.02	0.37
764.0	Sciatica	0.02	0.35000000000000003
770.0	Myalgia and myositis unspecified	0.0	0.12
712.0	Infective connective tissue disorders	0.0	0.03
728.0	Disorders of muscle, ligament, and fascia	0.0	0.04
728.1	Muscular calcification and ossification	0.0	0.0
772.4	Rhabdomyolysis	0.0	0.0
727.7	Contracture of tendon (sheath)	0.0	0.05
772.1	Muscular wasting and disuse atrophy	0.0	0.03
729.0	Other disorders of soft tissues	0.02	0.36
727.1	Synovitis and tenosynovitis	0.02	0.39
727.0	Other disorders of synovium, tendon, and bursa	0.01	0.33
727.5	Rupture of synovium	0.0	0.22
727.6	Rupture of tendon, nontraumatic	0.0	0.04
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.04	0.58
781.0	Symptoms involving nervous and musculoskeletal systems	0.06	0.64
727.2	Bursitis disorders	0.0	0.05
726.3	Bursitis	0.0	0.18
728.7	Fasciitis	0.0	0.13
728.71	Contracture of palmar fascia [Dupuytren's disease]	0.08	0.78
726.0	Peripheral enthesopathies and allied syndromes	0.27	1.48
726.2	Synoviopathy	0.0	0.17
726.4	Calcaneal spur; Exostosis NOS	0.0	0.04
729.1	Rheumatism, unspecified and fibrositis	0.0	0.12
773.0	Pain in limb	0.05	0.68
771.1	Swelling of limb	0.01	0.22999999999999998
743.2	Pathologic fracture	0.0	0.02
743.11	Osteoporosis NOS	0.08	0.62
733.0	Other disorders of bone and cartilage	0.01	0.18999999999999997
733.8	Malunion and nonunion of fracture	0.0	0.05
733.2	Cyst of bone	0.0	0.04
743.9	Osteopenia or other disorder of bone and cartilage	0.0	0.08
710.11	Acute osteomyelitis	0.0	0.01
710.12	Chronic osteomyelitis	0.0	0.03
733.4	Aseptic necrosis of bone	0.0	0.06
731.1	Osteitis deformans [Paget's disease of bone]	0.0	0.09
710.3	Osteopathy resulting from poliomyelitis	0.0	0.0
756.5	Congenital osteodystrophies	0.0	0.060000000000000005
732.7	Osteochondritis dissecans	0.0	0.04
738.0	Other acquired musculoskeletal deformity	0.0	0.16
858.0	Complication of internal orthopedic device	0.08	0.75
722.8	Postlaminectomy syndrome	0.0	0.02
769.0	Nonallopathic lesions NEC	0.0	0.01
830.0	Dislocation	0.04	0.61
580.11	Proliferative glomerulonephritis	0.0	0.05
580.12	Non-proliferative glomerulonephritis	0.0	0.07
593.0	Hematuria	0.11	0.8900000000000001
580.14	Chronic glomerulonephritis, NOS	0.01	0.29
580.32	Nephritis and nephropathy with pathological lesion	0.0	0.12
269.0	Proteinuria	0.01	0.16999999999999998
590.0	Pyelonephritis	0.08	0.8300000000000001
586.4	Stricture/obstruction of ureter	0.01	0.22000000000000003
