PheCode	Phenotype	Difference
415.0	Pulmonary heart disease	0.37
415.21	Primary pulmonary hypertension	0.020000000000000018
415.2	Chronic pulmonary heart disease	0.020000000000000004
420.2	Pericarditis	0.21000000000000002
747.13	Congenital anomalies of great vessels	0.4
395.3	Nonrheumatic tricuspid valve disorders	0.020000000000000004
395.4	Nonrheumatic pulmonary valve disorders	0.020000000000000004
425.1	Primary/intrinsic cardiomyopathies	0.24000000000000002
425.11	Hypertrophic obstructive cardiomyopathy	0.03
425.12	Other hypertrophic cardiomyopathy	0.06
425.8	Other cardiomyopathy	0.03
425.0	Cardiomyopathy	0.01
425.2	Secondary/extrinsic cardiomyopathies	0.0
426.21	First degree AV block	0.46
426.23	Second degree AV block	0.16
426.24	Atrioventricular block, complete	0.21000000000000002
426.2	Atrioventricular [AV] block	0.03
426.32	Left bundle branch block	0.37
426.3	Bundle branch block	0.11000000000000001
426.31	Right bundle branch block	0.5800000000000001
426.25	Other heart block	0.039999999999999994
426.4	Anomalous atrioventricular excitation	0.03
426.8	Other cardiac conduction disorders	0.0
426.0	Cardiac conduction disorders	0.05
427.42	Cardiac arrest	0.36000000000000004
427.1	Paroxysmal tachycardia, unspecified	0.010000000000000002
427.12	Paroxysmal ventricular tachycardia	0.36
427.11	Paroxysmal supraventricular tachycardia	0.09000000000000008
427.2	Atrial fibrillation and flutter	3.79
427.41	Ventricular fibrillation and flutter	0.16
427.61	Supraventricular premature beats	0.020000000000000004
427.6	Premature beats	0.10999999999999999
427.3	Other specified cardiac dysrhythmias	0.8400000000000001
427.8	Sinoatrial node dysfunction (Bradycardia)	0.09000000000000001
427.5	Arrhythmia (cardiac) NOS	0.10999999999999999
428.2	Heart failure NOS	1.3599999999999999
428.1	Congestive heart failure (CHF) NOS	0.6400000000000001
416.0	Cardiomegaly	0.7100000000000001
430.1	Subarachnoid hemorrhage	0.08000000000000002
459.9	Circulatory disease NEC	1.6600000000000001
430.2	Intracerebral hemorrhage	0.12999999999999998
430.3	Subdural hemorrhage	0.09000000000000001
430.0	Intracranial hemorrhage	0.020000000000000004
433.2	Occlusion of cerebral arteries	0.66
433.21	Cerebral artery occlusion, with cerebral infarction	0.42000000000000004
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.05
433.1	Occlusion and stenosis of precerebral arteries	0.29
433.3	Cerebral ischemia	0.15000000000000002
442.4	Arterial dissection	0.01
433.5	Cerebral aneurysm	0.06000000000000001
433.12	Cerebral atherosclerosis	0.05
433.32	Moyamoya disease	0.0
433.8	Late effects of cerebrovascular disease	0.22000000000000003
440.9	Atherosclerosis of aorta	0.030000000000000006
440.1	Atherosclerosis of renal artery	0.019999999999999997
440.2	Atherosclerosis of the extremities	0.17
442.1	Aortic aneurysm	0.21
442.11	Abdominal aortic aneurysm	0.48000000000000004
442.0	Other aneurysm	0.0
442.8	Aneurysm of other specified artery	0.010000000000000009
442.2	Aneurysm of iliac artery	0.049999999999999996
442.3	Aneurysm of artery of lower extremity	0.06
443.8	Other specified peripheral vascular diseases	0.01
443.1	Raynaud's syndrome	0.24999999999999997
446.1	Thromboangiitis obliterans	0.01
443.9	Peripheral vascular disease, unspecified	0.81
444.0	Arterial embolism and thrombosis	0.08000000000000002
444.2	Embolism and thrombosis of abdominal aorta	0.01
444.1	Arterial embolism and thrombosis of lower extremity artery	0.2
447.0	Other disorders of arteries and arterioles	0.11000000000000001
447.1	Stricture of artery	0.26
446.9	Arteritis NOS	0.0
448.0	Disease of capillaries	0.010000000000000002
217.1	Nevus, non-neoplastic	0.010000000000000009
451.0	Phlebitis and thrombophlebitis	0.009999999999999995
451.2	Phlebitis and thrombophlebitis of lower extremities	0.45000000000000007
452.0	Other venous embolism and thrombosis	0.04999999999999999
454.1	Varicose veins of lower extremity	1.3599999999999999
454.11	Varicose veins of lower extremity, symptomtic	0.09000000000000002
455.0	Hemorrhoids	0.7699999999999996
530.2	Esophageal bleeding (varices/hemorrhage)	0.16000000000000003
454.0	Varicose veins	0.19
452.8	Postphlebitic syndrome	0.01
459.0	Other disorders of circulatory system	0.010000000000000002
456.0	Chronic venous insufficiency [CVI]	0.04000000000000001
289.4	Lymphadenitis	0.14
450.0	Noninfectious disorders of lymphatic channels	0.09000000000000002
458.9	Hypotension NOS	0.26
458.1	Orthostatic hypotension	0.28
458.2	Iatrogenic hypotension	0.04000000000000001
429.1	Heart transplant/surgery	0.019999999999999997
464.0	Acute sinusitis	0.019999999999999997
465.2	Acute pharyngitis	0.030000000000000027
474.1	Acute tonsillitis	0.020000000000000018
465.4	Acute laryngitis and tracheitis	0.010000000000000002
483.0	Acute bronchitis and bronchiolitis	0.010000000000000009
481.0	Influenza	0.010000000000000009
480.11	Pneumococcal pneumonia	0.8200000000000001
480.12	Pseudomonal pneumonia	0.0
480.5	Bronchopneumonia and lung abscess	0.06
503.0	Pulmonary congestion and hypostasis	0.07
519.8	Other diseases of respiratory system, NEC	0.6600000000000001
476.0	Allergic rhinitis	0.010000000000000009
472.0	Chronic pharyngitis and nasopharyngitis	0.06999999999999998
475.0	Chronic sinusitis	0.08999999999999997
471.0	Nasal polyps	0.74
479.0	Other upper respiratory disease	0.3800000000000001
470.0	Septal Deviations/Turbinate Hypertrophy	0.83
474.2	Chronic tonsillitis and adenoiditis	0.019999999999999962
474.0	Acute and chronic tonsillitis	0.06
473.1	Chronic laryngitis	0.009999999999999998
473.3	Paralysis/spasm of vocal cords or larynx	0.009999999999999995
473.0	Diseases of the larynx and vocal cords	0.12
497.0	Bronchitis	0.009999999999999981
496.2	Chronic bronchitis	0.020000000000000004
496.1	Emphysema	0.32
496.21	Obstructive chronic bronchitis	0.3899999999999999
496.0	Chronic airway obstruction	0.9199999999999999
495.0	Asthma	1.83
495.2	Asthma with exacerbation	0.01999999999999999
496.3	Bronchiectasis	0.06999999999999995
500.2	Pneumoconiosis	0.15
500.1	Extrinsic allergic alveolitis	0.009999999999999998
500.0	Lung disease due to external agents	0.02
501.0	Pneumonitis due to inhalation of food or vomitus	0.2
509.2	Respiratory insufficiency	0.29
505.0	Other pulmonary inflamation or edema	0.0
502.0	Postinflammatory pulmonary fibrosis	0.17999999999999997
506.0	Empyema and pneumothorax	0.26
507.0	Pleurisy; pleural effusion	1.06
509.3	Pulmonary insufficiency or respiratory failure following trauma and surgery	0.0
519.2	Respiratory complications	0.009999999999999995
509.1	Respiratory failure	0.38999999999999996
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.27
510.0	Other diseases of lung	0.07
513.8	Disorders of diaphragm	0.08
519.0	Other diseases of respiratory system, not elsewhere classified	0.0
714.1	Rheumatoid arthritis	0.52
520.0	Disorders of tooth development	0.0
520.1	Hereditary disturbances in tooth structure	0.0
520.2	Disturbances in tooth eruption	0.07000000000000006
521.1	Dental caries	0.08999999999999997
521.2	Dental abrasion, erosion and attrition	0.0
521.4	Tooth complications likely association with other diseases	0.01
523.0	Gingival and periodontal diseases	0.010000000000000009
521.0	Diseases of hard tissues of teeth	0.01
522.0	Diseases of pulp and periapical tissues	0.020000000000000018
522.1	Pulpitis and necrosis of tooth pulp	0.01
523.31	Acute periodontitis	0.0
523.32	Chronic periodontitis	0.10999999999999999
522.5	Periapical abscess	0.07
523.1	Gingivitis	0.0
523.3	Periodontitis (acute or chronic)	0.0
526.3	Anomalies of jaw size/symmetry	0.0
524.3	Anomalies of tooth position/malocclusion	0.0
524.0	Dentofacial anomalies, including malocclusion	0.0
526.41	Temporomandibular joint disorder, unspecified	0.08
525.0	Other diseases of the teeth and supporting structures	0.030000000000000027
525.2	Atrophy of edentulous alveolar ridge	0.01
526.1	Cysts of the jaws	0.039999999999999994
706.2	Sebaceous cyst	0.18000000000000016
528.4	Cysts of oral soft tissues	0.0
526.9	Jaw disease NOS	0.020000000000000004
526.0	Diseases of the jaws	0.0
526.5	Inflammatory conditions of jaw	0.010000000000000002
527.0	Diseases of the salivary glands	0.0
527.1	Hypertrophy of salivary gland	0.0
527.2	Sialoadenitis	0.03
528.3	Cellulitis and abscess of oral soft tissues	0.019999999999999997
528.7	Sialolithiasis	0.009999999999999995
528.41	Cyst of the salivary gland	0.009999999999999998
527.7	Disturbance of salivary secretion	0.0
527.8	Other specified diseases of the salivary glands	0.010000000000000002
528.12	Oral aphthae	0.0
528.11	Stomatitis and mucositis (ulcerative)	0.010000000000000009
681.2	Cellulitis and abscess of face/neck	0.009999999999999981
528.5	Diseases of lips	0.020000000000000018
528.6	Leukoplakia of oral mucosa	0.020000000000000004
529.0	Diseases and other conditions of the tongue	0.010000000000000009
529.6	Glossodynia	0.01
530.1	Esophagitis, GERD and related diseases	0.7399999999999998
530.11	GERD	0.8500000000000005
530.14	Reflux esophagitis	0.5999999999999996
530.5	Disorders of esophageal motility	0.03
530.12	Ulcer of esophagus	0.99
530.3	Stricture and stenosis of esophagus	0.36
530.0	Diseases of esophagus	0.06
530.6	Diverticulum of esophagus, acquired	0.020000000000000004
530.7	Gastroesophageal laceration-hemorrhage syndrome	0.05
531.2	Gastric ulcer	0.17000000000000015
531.1	Hemorrhage from gastrointestinal ulcer	0.18999999999999997
531.3	Duodenal ulcer	0.5700000000000001
531.4	Peptic ulcer, site unspecified	0.07
531.5	Gastrojejunal ulcer	0.01
535.0	Gastritis and duodenitis	0.25
535.1	Acute gastritis	0.050000000000000044
535.8	Other specified gastritis	0.20999999999999996
535.2	Atrophic gastritis	0.020000000000000004
535.6	Duodenitis	1.1600000000000001
785.0	Abdominal pain	4.520000000000001
537.0	Other disorders of stomach and duodenum	0.10999999999999988
536.0	Disorders of function of stomach	0.0
540.11	Acute appendicitis	0.06999999999999995
540.1	Appendicitis	0.0
540.0	Appendiceal conditions	0.020000000000000004
550.1	Inguinal hernia	8.73
550.3	Femoral hernia	0.14
550.4	Umbilical hernia	1.38
550.5	Ventral hernia	0.29000000000000004
550.0	Abdominal hernia	0.26
550.2	Diaphragmatic hernia	0.22999999999999865
555.1	Regional enteritis	0.050000000000000044
555.2	Ulcerative colitis	0.22999999999999987
555.21	Ulcerative colitis (chronic)	0.05000000000000002
990.0	Effects radiation NOS	0.06999999999999984
569.1	Toxic gastroenteritis and colitis	0.0
561.1	Diarrhea	0.09999999999999998
558.0	Noninfectious gastroenteritis	1.2199999999999998
441.0	Vascular insufficiency of intestine	0.020000000000000004
441.1	Acute vascular insufficiency of intestine	0.009999999999999995
441.2	Chronic vascular insufficiency of intestine	0.01
569.0	Other disorders of intestine	0.0
560.1	Paralytic ileus	0.16999999999999998
560.4	Other intestinal obstruction	0.17000000000000015
560.2	Impaction of intestine	0.04000000000000001
560.3	Peritoneal or intestinal adhesions	0.07
562.1	Diverticulosis	0.22999999999999865
564.1	Irritable Bowel Syndrome	1.6899999999999997
564.0	Functional digestive disorders	0.10999999999999999
563.0	Constipation	0.8900000000000001
565.0	Anal and rectal conditions	0.6699999999999999
565.1	Anal and rectal polyp	1.08
578.8	Hemorrhage of rectum and anus	0.029999999999999805
556.0	Ulceration of the lower GI tract	0.010000000000000009
567.0	Peritonitis and retroperitoneal infections	0.1
556.1	Ulceration of intestine	0.010000000000000009
568.0	Other disorders of peritoneum	0.009999999999999995
568.1	Peritoneal adhesions (postoperative) (postinfection)	0.38
317.11	Alcoholic liver damage	0.37
571.8	Liver abscess and sequelae of chronic liver disease	0.16000000000000003
70.9	Hepatitis NOS	0.03
573.0	Other disorders of liver	0.020000000000000018
70.4	Chronic hepatitis	0.06
571.51	Cirrhosis of liver without mention of alcohol	0.16999999999999998
571.5	Other chronic nonalcoholic liver disease	0.12
571.6	Primary biliary cirrhosis	0.08
573.1	Chronic passive congestion of liver	0.0
573.4	Acute and subacute necrosis of liver	0.0
571.81	Portal hypertension	0.16000000000000003
574.1	Cholelithiasis	1.5400000000000003
574.11	Cholelithiasis with acute cholecystitis	0.16000000000000003
574.12	Cholelithiasis with other cholecystitis	1.08
574.2	Calculus of bile duct	0.3500000000000001
574.3	Cholecystitis without cholelithiasis	0.20999999999999996
575.7	Other disorders of gallbladder	0.25000000000000006
575.6	Cholesterolosis of gallbladder	0.10999999999999999
575.8	Other disorders of biliary tract	0.15000000000000002
575.1	Cholangitis	0.09
575.2	Obstruction of bile duct	0.06999999999999998
577.2	Chronic pancreatitis	0.13
577.3	Cyst and pseudocyst of pancreas	0.009999999999999995
577.0	Diseases of pancreas	0.06
557.0	Intestinal malabsorption (non-celiac)	0.05
557.1	Celiac disease	0.29000000000000004
569.2	Gastrointestinal complications	0.04999999999999999
539.0	Bariatric surgery	0.0
853.0	Complication of colostomy or enterostomy	0.03999999999999998
578.1	Hematemesis	0.29
578.2	Blood in stool	0.39
578.9	Hemorrhage of gastrointestinal tract	0.27
695.8	Other specified erythematous conditions	0.019999999999999997
686.2	Impetigo	0.0
681.0	Superficial cellulitis and abscess	0.04000000000000001
681.1	Cellulitis and abscess of fingers/toes	0.06999999999999998
681.5	Cellulitis and abscess of leg, except foot	0.9900000000000002
681.6	Cellulitis and abscess of foot, toe	0.9900000000000002
681.3	Cellulitis and abscess of arm/hand	0.9900000000000002
681.7	Cellulitis and abscess of trunk	0.01999999999999999
686.3	Pilonidal cyst	0.16
686.5	Pyoderma	0.0
701.1	Keratoderma, acquired	0.0
702.0	Degenerative skin conditions and other dermatoses	0.0
701.0	Other hypertrophic and atrophic conditions of skin	0.03999999999999998
695.21	Dermatitis herpetiformis	0.0
695.1	Toxic erythema	0.009999999999999998
695.2	Bullous dermatoses	0.0
939.0	Atopic/contact dermatitis due to other or unspecified	0.0
690.1	Seborrheic dermatitis	0.019999999999999997
949.1	Diaper or napkin rash	0.0
930.0	Allergic reaction to food	0.030000000000000006
931.0	Contact dermatitis and other eczema due to plants [except food]	0.0
695.9	Unspecified erythematous condition	0.01999999999999999
687.1	Rash and other nonspecific skin eruption	0.020000000000000018
695.7	Prurigo and Lichen	0.1
698.0	Pruritus and related conditions	0.04999999999999999
705.1	Dyshidrosis	0.0
690.0	Erythematosquamous dermatosis	0.0
696.3	Pityriasis	0.01
696.2	Parapsoriasis	0.01
689.0	Disorder of skin and subcutaneous tissue NOS	0.0
947.0	Urticaria	0.01999999999999999
695.81	Erythema nodosum	0.019999999999999997
938.1	Acute dermatitis due to solar radiation	0.01
938.0	Dermatitis due to solar radiation	0.0
938.2	Chronic dermatitis due to solar radiation	0.009999999999999995
694.2	Other dyschromia	0.07
703.0	Diseases of nail, NOS	0.010000000000000009
703.1	Ingrowing nail	0.07
731.0	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	0.0
704.11	Alopecia Areata	0.01
704.1	Alopecia	0.039999999999999994
704.12	Telogen effluvium	0.0
704.8	Other specified diseases of hair and hair follicles	0.0
704.0	Diseases of hair and hair follicles	0.21999999999999997
704.2	Hirsutism	0.01
706.1	Acne	0.0
695.3	Rosacea	0.03
705.3	Hidradenitis	0.04000000000000001
705.0	Disorders of sweat glands	0.01
694.1	Vitiligo	0.019999999999999997
701.6	Acquired acanthosis nigricans	0.0
700.0	Corns and callosities	0.07999999999999999
706.8	Other specified diseases of sebaceous glands	0.0
707.1	Decubitus ulcer	0.05
701.2	Scar conditions and fibrosis of skin	0.29000000000000004
701.4	Keloid scar	0.039999999999999994
701.5	Abnormal granulation tissue	0.030000000000000013
702.4	Degenerative skin disorders	0.0
686.4	Pyogenic granuloma	0.009999999999999995
695.41	Cutaneous lupus erythematosus	0.05
701.3	Circumscribed scleroderma	0.01
694.3	Vascular disorders of skin	0.0
707.0	Chronic ulcer of skin	0.28
711.1	Pyogenic arthritis	0.01
713.0	Arthropathy associated with other disorders classified elsewhere	0.0
716.9	Arthropathy NOS	0.8100000000000005
711.2	Reiter's disease	0.01
446.3	Hypersensitivity angiitis	0.0
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	0.04999999999999999
714.2	Juvenile rheumatoid arthritis	0.01
715.2	Ankylosing spondylitis	0.1
274.1	Gout	1.05
274.11	Gouty arthropathy	0.02
588.0	Disorders resulting from impaired renal function	0.0
274.2	Crystal arthropathies	0.01
274.21	Chondrocalcinosis	0.01999999999999999
741.0	Symptoms and disorders of the joints	0.01999999999999999
741.6	Villonodular synovitis	0.0
716.8	Palindromic rheumatism	0.01
836.0	Traumatic arthropathy	0.039999999999999994
716.0	Other arthropathies	0.0
716.2	Unspecified monoarthritis	0.3099999999999996
740.9	Osteoarthrosis NOS	0.69
713.5	Arthropathy associated with neurological disorders	0.03
740.2	Osteoarthrosis, generalized	0.09000000000000001
740.1	Osteoarthritis; localized	0.75
740.11	Osteoarthrosis, localized, primary	0.06999999999999984
740.12	Osteoarthrosis, localized, secondary	0.0
736.2	Acquired deformities of finger	0.010000000000000009
735.3	Hallux valgus (Bunion)	2.62
735.23	Hallux rigidus	0.35
735.2	Acquired toe deformities	0.7000000000000001
735.21	Hammer toe (acquired)	0.6799999999999999
736.0	Other acquired deformities of limbs	0.0
739.0	Contracture of joint	0.009999999999999998
735.1	Flat foot	0.03
735.0	Acquired foot deformities	0.020000000000000004
835.0	Internal derangement of knee	0.39
742.2	Pathological, developmental or recurrent dislocation	0.01
742.9	Other derangement of joint	0.06
742.1	Loose body in joint	0.01
742.8	Articular cartilage disorder	0.009999999999999998
728.2	Laxity of ligament or hypermobility syndrome	0.030000000000000002
741.1	Ankylosis of joint	0.0
742.0	Derangement of joint, non-traumatic	0.01
741.5	Hemarthrosis	0.01
741.4	Joint effusions	0.020000000000000004
745.0	Pain in joint	0.030000000000000027
741.2	Stiffness of joint	0.0
726.1	Enthesopathy	0.20000000000000018
446.0	Polyarteritis nodosa and allied conditions	0.0
446.6	Polyarteritis nodosa	0.0
446.4	Wegener's granulomatosis	0.019999999999999997
446.2	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	0.0
446.8	Thrombotic microangiopathy	0.01
446.7	Takayasu's disease	0.0
446.5	Giant cell arteritis	0.08
695.42	Systemic lupus erythematosus	0.13999999999999999
711.3	Behcet's syndrome	0.0
717.0	Polymyalgia Rheumatica	0.16999999999999998
772.0	Symptoms of the muscles	0.020000000000000004
729.3	Panniculitis	0.0
737.1	Kyphosis (acquired)	0.0
721.8	Other allied disorders of spine	0.010000000000000002
724.9	Other unspecified back disorders	0.06000000000000001
737.2	Lordosis (acquired)	0.0
737.3	Kyphoscoliosis and scoliosis	0.12000000000000001
732.0	Osteochondropathies	0.010000000000000009
732.1	Juvenile osteochondrosis	0.010000000000000002
738.4	Acquired spondylolisthesis	0.04000000000000001
723.1	Torticollis	0.009999999999999998
737.0	Curvature of spine	0.01
715.0	Other inflammatory spondylopathies	0.05
715.3	Spinal enthesopathy	0.0
715.1	Sacroiliitis NEC	0.03
710.19	Unspecified osteomyelitis	0.030000000000000002
710.0	Osteomyelitis, periostitis, and other infections involving bone	0.0
721.0	Spondylosis and allied disorders	0.13
721.2	Spondylosis with myelopathy	0.0
721.1	Spondylosis without myelopathy	0.08000000000000002
720.0	Spinal stenosis	0.04000000000000001
743.4	Stress fracture	0.0
743.21	Pathologic fracture of vertebrae	0.0
724.8	Other symptoms referable to back	0.0
805.0	Fracture of vertebral column without mention of spinal cord injury	0.039999999999999994
723.0	Other disorders of cervical region	0.04999999999999999
722.7	Intervertebral disc disorder with myelopathy	0.06
765.0	Cervical radiculitis	0.01999999999999999
722.1	Displacement of intervertebral disc	0.009999999999999995
722.6	Degeneration of intervertebral disc	0.20999999999999996
722.3	Schmorl's nodes	0.0
760.0	Back pain	0.33999999999999986
766.0	Neuralgia, neuritis, and radiculitis NOS	0.03
761.0	Cervicalgia	0.10000000000000003
764.0	Sciatica	0.09999999999999998
770.0	Myalgia and myositis unspecified	0.0
712.0	Infective connective tissue disorders	0.01
728.0	Disorders of muscle, ligament, and fascia	0.01
728.1	Muscular calcification and ossification	0.0
772.4	Rhabdomyolysis	0.0
727.7	Contracture of tendon (sheath)	0.0
772.1	Muscular wasting and disuse atrophy	0.01
729.0	Other disorders of soft tissues	0.04999999999999999
727.1	Synovitis and tenosynovitis	0.15000000000000002
727.0	Other disorders of synovium, tendon, and bursa	0.010000000000000009
727.5	Rupture of synovium	0.009999999999999995
727.6	Rupture of tendon, nontraumatic	0.009999999999999998
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.43000000000000005
781.0	Symptoms involving nervous and musculoskeletal systems	0.04999999999999993
727.2	Bursitis disorders	0.01
726.3	Bursitis	0.2
728.7	Fasciitis	0.03
728.71	Contracture of palmar fascia [Dupuytren's disease]	0.8899999999999999
726.0	Peripheral enthesopathies and allied syndromes	0.1299999999999999
726.2	Synoviopathy	0.06
726.4	Calcaneal spur; Exostosis NOS	0.0
729.1	Rheumatism, unspecified and fibrositis	0.12
773.0	Pain in limb	0.10999999999999999
771.1	Swelling of limb	0.04000000000000001
743.2	Pathologic fracture	0.0
743.11	Osteoporosis NOS	1.44
733.0	Other disorders of bone and cartilage	0.27
733.8	Malunion and nonunion of fracture	0.010000000000000002
733.2	Cyst of bone	0.0
743.9	Osteopenia or other disorder of bone and cartilage	0.020000000000000004
710.11	Acute osteomyelitis	0.0
710.12	Chronic osteomyelitis	0.01
733.4	Aseptic necrosis of bone	0.0
731.1	Osteitis deformans [Paget's disease of bone]	0.01
710.3	Osteopathy resulting from poliomyelitis	0.0
756.5	Congenital osteodystrophies	0.0
732.7	Osteochondritis dissecans	0.01
738.0	Other acquired musculoskeletal deformity	0.020000000000000004
858.0	Complication of internal orthopedic device	0.09000000000000008
722.8	Postlaminectomy syndrome	0.0
769.0	Nonallopathic lesions NEC	0.0
830.0	Dislocation	0.26999999999999996
580.11	Proliferative glomerulonephritis	0.009999999999999998
580.12	Non-proliferative glomerulonephritis	0.020000000000000004
593.0	Hematuria	2.05
580.14	Chronic glomerulonephritis, NOS	0.08000000000000002
580.32	Nephritis and nephropathy with pathological lesion	0.05
269.0	Proteinuria	0.07
590.0	Pyelonephritis	0.26999999999999996
586.4	Stricture/obstruction of ureter	0.12999999999999998
599.1	Urinary obstruction	0.06
595.0	Hydronephrosis	0.37999999999999995
586.12	Vesicoureteral reflux	0.0
585.1	Acute renal failure	1.3599999999999999
585.3	Chronic renal failure [CKD]	0.5800000000000001
585.2	Renal failure NOS	0.32999999999999996
594.0	Urinary calculus	0.13999999999999999
594.1	Calculus of kidney	0.76
594.3	Calculus of ureter	0.78
594.2	Calculus of lower urinary tract	0.35
594.8	Renal colic	0.48
588.1	Renal osteodystrophy	0.0
586.11	Small kidney	0.03
586.3	Vascular disorders of kidney/hypertrophy	0.02
586.2	Cyst of kidney, acquired	0.29
586.0	Other disorders of the kidney and ureters	0.16999999999999998
592.1	Cystitis	0.14
592.11	Acute cystitis	0.0
592.13	Chronic interstitial cystitis	0.09
592.12	Chronic cystitis	0.12
596.5	Functional disorders of bladder	0.020000000000000018
596.0	Other disorders of bladder	1.4200000000000002
596.1	Bladder neck obstruction	1.0899999999999999
592.2	Urethritis and urethral syndrome	0.030000000000000002
592.21	Urethral syndrome	0.02
597.1	Urethral stricture (not specified as infectious)	0.5800000000000001
592.3	Urethral stricture due to infecton	0.0
597.0	Other disorders of urethra and urinary tract	0.06
618.1	Prolapse of vaginal walls	3.63
599.0	Other symptoms/disorders or the urinary system	1.4500000000000002
591.0	Urinary tract infection	0.4199999999999995
599.4	Urinary incontinence	2.9
624.9	stress incontinence, female	2.6
600.0	Hyperplasia of prostate	7.55
601.1	Prostatitis	0.43
601.11	Acute prostatitis	0.17
601.12	Chronic prostatitis	0.61
602.0	Other disorders of prostate	0.91
603.1	Hydrocele	0.92
603.2	Spermatocele	0.02
603.0	Other disorders of testis	0.62
609.1	Infertility, male	0.04
604.1	Redundant prepuce and phimosis/BXO	1.79
604.0	Disorders of penis	0.52
601.4	Balanoposthitis	0.19
601.8	Other inflammatory disorders of male genital organs	0.19
608.0	Other disorders of male genital organs	1.78
610.8	Other specified benign mammary dysplasias	0.32
610.1	Cystic mastopathy	0.38
610.2	Fibroadenosis of breast	0.14
610.3	Fibrosclerosis of breast	0.14
613.1	Inflammatory disease of breast	0.32
612.2	Hypertrophy of breast (Gynecomastia)	0.2
611.3	Lump or mass in breast	0.73
613.0	Other nonmalignant breast conditions	0.0
612.1	Galactorrhea	0.0
613.5	Mastodynia	0.04
613.7	Other signs and symptoms in breast	0.23
613.8	Other specified disorders of breast	0.17
613.9	Breast disorder NOS	0.08
614.3	Pelvic inflammatory disease (PID)	0.07
614.31	Acute inflammatory pelvic disease	0.02
614.32	Chronic inflammatory pelvic disease	0.21
614.5	Inflammatory disease of cervix, vagina, and vulva	0.08
614.4	Inflammatory diseases of uterus, except cervix	0.14
614.51	Cervicitis and endocervicitis	0.55
614.0	Inflammatory diseases of female pelvic organs	0.01
614.33	Pelvic inflammatory disease, NOS	0.15
614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	1.31
614.53	Cyst or abscess of Bartholin's gland	0.35
614.52	Vaginitis and vulvovaginitis	0.2
614.54	Abscess or ulceration of vulva	0.13
615.0	Endometriosis	1.87
618.2	Uterine/Uterovaginal prolapse	2.67
618.6	Vaginal enterocele, congenital or acquired	0.34
618.0	Genital prolapse	0.22
617.0	Disorders secondary to childbirth, surgery, trauma	0.16
619.1	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	0.38
628.0	Ovarian cyst	2.5
624.2	Atrophy of female genital tract	0.25
622.1	Polyp of corpus uteri	3.94
622.2	Mucous polyp of cervix	1.56
622.0	Polyp of female genital organs	0.11
621.0	Endometrial hyperplasia	0.57
623.0	Hypertrophy of female genital organs	0.64
674.0	Other complications of the puerperium NEC	0.13
619.2	Disorders of uterus, NEC	1.68
626.0	Disorders of menstruation and other abnormal bleeding from female genital tract	0.87
619.3	Noninflammatory disorders of cervix	1.32
624.0	Symptoms involving female genital tract	0.01
620.0	Dysplasia of female genital organs	0.04
619.4	Noninflammatory disorders of vagina	0.79
626.1	Irregular menstrual cycle/bleeding	0.89
624.1	Dystrophy of female genital tract	0.14
619.5	Noninflammatory disorders of vulva and perineum	0.68
626.11	Absent or infrequent menstruation	0.06
626.12	Excessive or frequent menstruation	4.57
626.14	Irregular menstrual bleeding	1.89
627.4	Premenopausal menorrhagia	0.16
626.13	Irregular menstrual cycle	0.89
625.0	Pain and other symptoms associated with female genital organs	0.91
626.21	Mittelschmerz	0.01
625.1	Dyspareunia	0.49
626.4	Premenstrual tension syndromes	0.07
626.2	Dysmenorrhea	0.81
619.0	Noninflammatory female genital disorders	0.09
627.1	Postmenopausal bleeding	4.74
627.2	Symptomatic menopause	0.1
627.3	Postmenopausal atrophic vaginitis	0.66
627.0	Menopausal and postmenopausal disorders	0.31
634.0	Miscarriage; stillbirth	2.11
626.8	Infertility, female	0.56
626.15	Infertility, female, associated with anovulation	0.01
80.0	Postoperative infection	0.13000000000000012
618.5	Prolapse of vaginal vault after hysterectomy	0.25
597.2	Urinary complications NEC	0.009999999999999998
634.3	Ectopic pregnancy	0.14
634.1	Missed abortion/Hydatidiform mole	0.59
642.0	Hypertension complicating pregnancy, childbirth, and the puerperium	0.49
649.0	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	0.06
646.0	Other complications of pregnancy NEC	1.17
642.1	Preeclampsia and eclampsia	0.16
636.3	Hemorrhage in early pregnancy	0.44
643.0	Excessive vomiting in pregnancy	0.05
643.1	Hyperemesis gravidarum	0.07
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	0.1
647.1	Infections of genitourinary tract during pregnancy	0.14
649.1	Diabetes or abnormal glucose tolerance complicating pregnancy	0.11
857.0	Mechanical complication of unspecified genitourinary device, implant, and graft	0.09000000000000002
669.0	Complications of labor and delivery NEC	1.32
656.0	Other perinatal conditions of fetus or newborn	0.26
651.0	Multiple gestation	0.17
652.0	Malposition and malpresentation of fetus or obstruction	0.84
