PheCode	Phenotype	Total_Cases	Total_Controls	Total_Prevalence	index	Female_Controls	Male_Controls	Female_Cases	Male_Cases	index	Female_Prevalence	Male_Prevalence	index	30-39_Controls	40-49_Controls	50-59_Controls	60-69_Controls	70-79_Controls	30-39_Cases	40-49_Cases	50-59_Cases	60-69_Cases	70-79_Cases	index	30-39_Prevalence	40-49_Prevalence	50-59_Prevalence	60-69_Prevalence	70-79_Prevalence	index	AsianG_Controls	BlackG_Controls	ChineseG_Controls	MixedG_Controls	OtherEthnicityG_Controls	WhiteG_Controls	AsianG_Cases	BlackG_Cases	ChineseG_Cases	MixedG_Cases	OtherEthnicityG_Cases	WhiteG_Cases	index	AsianG_Prevalence	BlackG_Prevalence	ChineseG_Prevalence	MixedG_Prevalence	OtherEthnicityG_Prevalence	WhiteG_Prevalence	index	African_Controls	Any other Asian background_Controls	Any other Black background_Controls	Any other mixed background_Controls	Any other white background_Controls	Asian or Asian British_Controls	Bangladeshi_Controls	Black or Black British_Controls	British_Controls	Caribbean_Controls	Chinese_Controls	Do not know_Controls	Indian_Controls	Irish_Controls	Mixed_Controls	Other ethnic group_Controls	Pakistani_Controls	Prefer not to answer_Controls	White_Controls	White and Asian_Controls	White and Black African_Controls	White and Black Caribbean_Controls	African_Cases	Any other Asian background_Cases	Any other Black background_Cases	Any other mixed background_Cases	Any other white background_Cases	Asian or Asian British_Cases	Bangladeshi_Cases	Black or Black British_Cases	British_Cases	Caribbean_Cases	Chinese_Cases	Do not know_Cases	Indian_Cases	Irish_Cases	Mixed_Cases	Other ethnic group_Cases	Pakistani_Cases	Prefer not to answer_Cases	White_Cases	White and Asian_Cases	White and Black African_Cases	White and Black Caribbean_Cases	index	African_Prevalence	Any other Asian background_Prevalence	Any other Black background_Prevalence	Any other mixed background_Prevalence	Any other white background_Prevalence	Asian or Asian British_Prevalence	Bangladeshi_Prevalence	Black or Black British_Prevalence	British_Prevalence	Caribbean_Prevalence	Chinese_Prevalence	Do not know_Prevalence	Indian_Prevalence	Irish_Prevalence	Mixed_Prevalence	Other ethnic group_Prevalence	Pakistani_Prevalence	Prefer not to answer_Prevalence	White_Prevalence	White and Asian_Prevalence	White and Black African_Prevalence	White and Black Caribbean_Prevalence	index	0_Controls	1_Controls	2_Controls	3_Controls	4_Controls	0_Cases	1_Cases	2_Cases	3_Cases	4_Cases	index	0.0_Prevalence	1.0_Prevalence	2.0_Prevalence	3.0_Prevalence	4.0_Prevalence
557.0	Intestinal malabsorption (non-celiac)	429	395128	0.0010845466013747703	0	212855.0	182273.0	276.0	153.0	Status	0.0012949782058921508	0.0008386962384747788	0	6.0	101905.0	134805.0	156801.0	1611.0		86.0	154.0	183.0	6.0	Status	0.0	0.0008432116559304253	0.0011410872931779282	0.0011657238954288335	0.0037105751391465678	0	8094.0	6737.0	1391.0	2422.0	5214.0	371270.0	4.0	9.0		3.0	10.0	403.0	Status	0.0004939491232403062	0.0013341239252890602	0.0	0.0012371134020618556	0.0019142419601837673	0.0010842864561052322	0	2959.0	1538.0	96.0	846.0	13255.0	34.0	178.0	24.0	347463.0	3658.0	1391.0	171.0	4864.0	10122.0	39.0	3739.0	1480.0	1304.0	430.0	701.0	322.0	514.0	2.0	2.0		1.0	6.0				381.0	7.0			2.0	16.0		9.0		1.0		1.0	1.0		Status	0.0006754474839581223	0.0012987012987012987	0.0	0.0011806375442739079	0.0004524545660206621	0.0	0.0	0.0	0.0010953185910925587	0.0019099590723055935	0.0	0.0	0.0004110152075626798	0.001578220556322746	0.0	0.00240128068303095	0.0	0.0007662835249042146	0.0	0.0014245014245014246	0.0030959752321981426	0.0	0	80524.0	79670.0	79482.0	78939.0	76513.0	87.0	67.0	88.0	90.0	97.0	Status	0.0010792571733386261	0.0008402623625167739	0.001105944451426417	0.0011388224575788635	0.0012661532437018665
557.1	Celiac disease	2479	395128	0.006234799689140281	0	212855.0	182273.0	1624.0	855.0	Status	0.007571836869810098	0.004668865492988511	0	6.0	101905.0	134805.0	156801.0	1611.0		439.0	789.0	1230.0	21.0	Status	0.0	0.004289455170796529	0.005818841541661135	0.007783283026747917	0.012867647058823529	0	8094.0	6737.0	1391.0	2422.0	5214.0	371270.0	26.0	7.0		6.0	16.0	2424.0	Status	0.0032019704433497538	0.0010379596678529062	0.0	0.002471169686985173	0.0030592734225621415	0.006486590632977784	0	2959.0	1538.0	96.0	846.0	13255.0	34.0	178.0	24.0	347463.0	3658.0	1391.0	171.0	4864.0	10122.0	39.0	3739.0	1480.0	1304.0	430.0	701.0	322.0	514.0	3.0	6.0		1.0	64.0				2275.0	4.0		1.0	13.0	82.0		10.0	7.0	5.0	3.0	3.0	1.0	1.0	Status	0.001012829169480081	0.0038860103626943004	0.0	0.0011806375442739079	0.004805165552969442	0.0	0.0	0.0	0.006504869359348998	0.0010922992900054614	0.0	0.005813953488372093	0.0026655730982161163	0.008036064288514309	0.0	0.002667377967457989	0.004707464694014795	0.0038197097020626434	0.006928406466512702	0.004261363636363636	0.0030959752321981426	0.001941747572815534	0	80524.0	79670.0	79482.0	78939.0	76513.0	529.0	503.0	477.0	510.0	460.0	Status	0.00652659371028833	0.00627393262070772	0.005965557348140922	0.006419212324887664	0.00597612149714835
569.2	Gastrointestinal complications	723	469819	0.0015365259636759311	0	257104.0	212715.0	333.0	390.0	Status	0.0012935203564367205	0.0018300837615260084	0	5.0	111961.0	157095.0	198541.0	2217.0		108.0	208.0	405.0	2.0	Status	0.0	0.0009636920111716888	0.0013222888311093877	0.002035728288078172	0.0009013068949977468	0	9206.0	7575.0	1508.0	2764.0	6046.0	442720.0	11.0	19.0	1.0	6.0	8.0	678.0	Status	0.0011934468916133232	0.002501975243613379	0.0006626905235255136	0.0021660649819494585	0.0013214403700033035	0.0015291002665776571	0	3216.0	1703.0	118.0	969.0	15426.0	41.0	221.0	26.0	414501.0	4215.0	1508.0	202.0	5536.0	12264.0	46.0	4282.0	1705.0	1562.0	529.0	778.0	392.0	579.0	8.0	2.0		3.0	16.0				644.0	11.0	1.0		8.0	15.0		3.0	1.0	5.0	3.0	1.0	1.0	1.0	Status	0.0024813895781637717	0.0011730205278592375	0.0	0.0030864197530864196	0.0010361352156456418	0.0	0.0	0.0	0.0015512652205855785	0.002602934216753431	0.0006626905235255136	0.0	0.001443001443001443	0.001221597849987784	0.0	0.0007001166861143524	0.0005861664712778429	0.003190810465858328	0.005639097744360902	0.0012836970474967907	0.002544529262086514	0.0017241379310344827	0	94748.0	94194.0	94165.0	93767.0	92945.0	129.0	144.0	131.0	157.0	162.0	Status	0.001359655132434626	0.0015264262545315779	0.001389242385679138	0.001671564243430859	0.0017399336247543148
539.0	Bariatric surgery	59	501058	0.00011773697559651738	0	272658.0	228400.0	25.0	34.0	Status	9.16815496382246e-05	0.0001488394897432081	0	6.0	117422.0	166658.0	214552.0	2420.0		9.0	22.0	28.0		Status	0.0	7.664075073873168e-05	0.0001319894408447324	0.0001304874638829341	0.0	0	9866.0	8045.0	1569.0	2957.0	6421.0	472200.0		1.0			1.0	57.0	Status	0.0	0.00012428535918468804	0.0	0.0	0.00015571473061351605	0.00012069699337437031	0	3381.0	1808.0	123.0	1032.0	16316.0	43.0	236.0	27.0	442113.0	4514.0	1569.0	216.0	5944.0	13201.0	49.0	4544.0	1835.0	1661.0	570.0	831.0	425.0	620.0	1.0				2.0				54.0			1.0		1.0									Status	0.00029568302779420464	0.0	0.0	0.0	0.00012256403971074888	0.0	0.0	0.0	0.00012212580314677486	0.0	0.0	0.004608294930875576	0.0	7.57460990758976e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	100312.0	100164.0	100182.0	100196.0	100204.0	5.0	11.0	14.0	10.0	19.0	Status	4.984200085728241e-05	0.00010980783628649863	0.00013972613677192702	9.979442348761551e-05	0.00018957724274867047
853.0	Complication of colostomy or enterostomy	748	476928	0.001565914971654427	0	260108.0	216820.0	360.0	388.0	Status	0.0013821275550163553	0.001786306213399138	0	6.0	114117.0	159781.0	200804.0	2220.0		101.0	239.0	405.0	3.0	Status	0.0	0.0008842739323048906	0.0014935633045869267	0.0020128324279729036	0.001349527665317139	0	9458.0	7693.0	1525.0	2833.0	6139.0	449280.0	9.0	6.0	2.0	5.0	7.0	719.0	Status	0.0009506707510298934	0.0007793219898688141	0.0013097576948264572	0.0017618040873854828	0.0011389521640091116	0.001597781328402952	0	3259.0	1757.0	120.0	990.0	15684.0	38.0	228.0	24.0	420507.0	4290.0	1525.0	207.0	5683.0	12555.0	45.0	4357.0	1752.0	1575.0	534.0	799.0	411.0	588.0	1.0	3.0		1.0	14.0				686.0	5.0	2.0	1.0	6.0	18.0		4.0		2.0	1.0	3.0	1.0		Status	0.00030674846625766873	0.0017045454545454545	0.0	0.0010090817356205853	0.0008918333545674609	0.0	0.0	0.0	0.0016287070297939423	0.0011641443538998836	0.0013097576948264572	0.004807692307692308	0.001054666901037089	0.0014316392269148174	0.0	0.0009172208209126347	0.0	0.0012682308180088776	0.001869158878504673	0.003740648379052369	0.0024271844660194173	0.0	0	96048.0	95607.0	95464.0	95160.0	94649.0	124.0	122.0	127.0	191.0	184.0	Status	0.0012893565694796823	0.0012744309456904387	0.0013285769580818278	0.0020031252949628217	0.0019402528655636752
578.1	Hematemesis	2717	467034	0.00578391530832292	0	254750.0	212284.0	1145.0	1572.0	Status	0.004474491490650462	0.007350740685320964	0	6.0	111415.0	155756.0	197650.0	2207.0		492.0	807.0	1392.0	26.0	Status	0.0	0.004396507814524561	0.005154474556568283	0.0069934988595371835	0.011643528884908196	0	9102.0	7442.0	1459.0	2745.0	5915.0	440371.0	55.0	40.0	13.0	17.0	42.0	2550.0	Status	0.0060063339521677405	0.005346164127238706	0.008831521739130434	0.006154960173787111	0.007050528789659225	0.005757234360077757	0	3168.0	1684.0	115.0	952.0	15251.0	39.0	212.0	27.0	412431.0	4132.0	1459.0	201.0	5477.0	12161.0	43.0	4196.0	1690.0	1518.0	528.0	775.0	387.0	588.0	20.0	4.0		6.0	53.0				2394.0	20.0	13.0	1.0	36.0	100.0	1.0	29.0	15.0	12.0	3.0	5.0	3.0	2.0	Status	0.006273525721455458	0.002369668246445498	0.0	0.006263048016701462	0.003463146889702039	0.0	0.0	0.0	0.005771108298680166	0.004816955684007707	0.008831521739130434	0.0049504950495049506	0.006530019952838745	0.008155941603458118	0.022727272727272728	0.006863905325443787	0.008797653958944282	0.00784313725490196	0.005649717514124294	0.00641025641025641	0.007692307692307693	0.003389830508474576	0	94320.0	93781.0	93733.0	93426.0	91774.0	364.0	411.0	432.0	543.0	967.0	Status	0.003844366524439187	0.0043634278919653475	0.004587691817554293	0.0057785014206812885	0.01042688778425939
578.2	Blood in stool	3797	467034	0.00806446474425006	0	254750.0	212284.0	1606.0	2191.0	Status	0.006264725615940333	0.010215642848816878	0	6.0	111415.0	155756.0	197650.0	2207.0		505.0	1080.0	2185.0	27.0	Status	0.0	0.004512151536812009	0.0068861740926828025	0.010934020566967748	0.012085944494180842	0	9102.0	7442.0	1459.0	2745.0	5915.0	440371.0	86.0	58.0	11.0	26.0	59.0	3557.0	Status	0.00936003482803657	0.007733333333333333	0.007482993197278911	0.009382894261999277	0.00987612989621694	0.00801256059541187	0	3168.0	1684.0	115.0	952.0	15251.0	39.0	212.0	27.0	412431.0	4132.0	1459.0	201.0	5477.0	12161.0	43.0	4196.0	1690.0	1518.0	528.0	775.0	387.0	588.0	27.0	12.0		10.0	96.0	2.0	3.0		3311.0	31.0	11.0	2.0	57.0	144.0	1.0	39.0	12.0	18.0	6.0	7.0	6.0	2.0	Status	0.008450704225352112	0.007075471698113208	0.0	0.010395010395010396	0.006255294194305076	0.04878048780487805	0.013953488372093023	0.0	0.00796407387273838	0.0074465529666106174	0.007482993197278911	0.009852216748768473	0.01029996385977593	0.011702559934985778	0.022727272727272728	0.009208972845336482	0.007050528789659225	0.01171875	0.011235955056179775	0.008951406649616368	0.015267175572519083	0.003389830508474576	0	94320.0	93781.0	93733.0	93426.0	91774.0	576.0	679.0	669.0	776.0	1097.0	Status	0.006069802731411229	0.007188227821300021	0.007086714264528294	0.008237617035731726	0.011812083427550043
578.9	Hemorrhage of gastrointestinal tract	9012	467034	0.018930943648302896	0	254750.0	212284.0	4578.0	4434.0	Status	0.017653319348469892	0.02045976799342925	0	6.0	111415.0	155756.0	197650.0	2207.0		1763.0	2749.0	4449.0	51.0	Status	0.0	0.01557723232430331	0.017343301473139647	0.02201396345355494	0.022586359610274578	0	9102.0	7442.0	1459.0	2745.0	5915.0	440371.0	206.0	169.0	31.0	64.0	140.0	8402.0	Status	0.02213149978513107	0.02220470371830246	0.02080536912751678	0.022783908864364544	0.023121387283236993	0.01872216020125988	0	3168.0	1684.0	115.0	952.0	15251.0	39.0	212.0	27.0	412431.0	4132.0	1459.0	201.0	5477.0	12161.0	43.0	4196.0	1690.0	1518.0	528.0	775.0	387.0	588.0	58.0	34.0	3.0	25.0	293.0	1.0	8.0		7829.0	108.0	31.0	4.0	124.0	269.0		98.0	39.0	38.0	11.0	15.0	15.0	9.0	Status	0.017978921264724116	0.01979045401629802	0.025423728813559324	0.0255885363357216	0.018849716932578486	0.025	0.03636363636363636	0.0	0.018628943987055634	0.02547169811320755	0.02080536912751678	0.01951219512195122	0.022138903767184432	0.02164119066773934	0.0	0.022822543083372147	0.022556390977443608	0.02442159383033419	0.02040816326530612	0.0189873417721519	0.03731343283582089	0.01507537688442211	0	94320.0	93781.0	93733.0	93426.0	91774.0	1547.0	1651.0	1747.0	1772.0	2295.0	Status	0.016136939718568433	0.01730027663676754	0.018297025555090073	0.01861383642513498	0.024396985191720972
695.8	Other specified erythematous conditions	251	494966	0.0005068485128741541	0	268979.0	225987.0	169.0	82.0	Status	0.0006279073223653901	0.00036272111611941485	0	6.0	116366.0	164735.0	211480.0	2379.0		41.0	80.0	130.0		Status	0.0	0.00035221249581210754	0.00048539271304189546	0.0006143376967062048	0.0	0	9681.0	7897.0	1549.0	2922.0	6340.0	466577.0	2.0	3.0	1.0	2.0	6.0	237.0	Status	0.00020654755757513167	0.00037974683544303797	0.0006451612903225806	0.0006839945280437756	0.0009454774661203908	0.000507696855706984	0	3341.0	1785.0	122.0	1023.0	16118.0	43.0	230.0	26.0	436849.0	4408.0	1549.0	214.0	5830.0	13051.0	49.0	4487.0	1793.0	1639.0	559.0	823.0	419.0	608.0	1.0			1.0	12.0				217.0	2.0	1.0		2.0	8.0		5.0		1.0			1.0		Status	0.0002992220227408737	0.0	0.0	0.0009765625	0.0007439553626782394	0.0	0.0	0.0	0.0004964925205804158	0.00045351473922902497	0.0006451612903225806	0.0	0.0003429355281207133	0.0006126043341756643	0.0	0.0011130899376669634	0.0	0.0006097560975609756	0.0	0.0	0.002380952380952381	0.0	0	99191.0	99016.0	99036.0	98926.0	98797.0	36.0	45.0	45.0	57.0	68.0	Status	0.00036280447861973054	0.00045426555354781395	0.0004541738577527477	0.0005758564602002364	0.0006878066049663682
686.2	Impetigo	48	485038	9.89515261211414e-05	0	265645.0	219393.0	23.0	25.0	Status	8.657422045560625e-05	0.00011393778085662981	0	6.0	114260.0	161672.0	206774.0	2326.0		14.0	12.0	22.0		Status	0.0	0.00012251255753714755	7.421884663912323e-05	0.0001063850364610534	0.0	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	1.0	2.0	1.0	1.0	3.0	40.0	Status	0.00010497585555322275	0.00025660764690787786	0.0006430868167202572	0.00034782608695652176	0.00048115477145148355	8.750801245239017e-05	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	1.0				2.0				35.0	1.0	1.0	1.0	1.0	3.0		2.0				1.0			Status	0.00030358227079538557	0.0	0.0	0.0	0.00012605571662674902	0.0	0.0	0.0	8.177856700585301e-05	0.0002295684113865932	0.0006430868167202572	0.0047169811320754715	0.00017470300489168413	0.00023610892491736187	0.0	0.00045238633793259444	0.0	0.0	0.0	0.001226993865030675	0.0	0.0	0	97727.0	97355.0	97215.0	96852.0	95889.0	7.0	7.0	11.0	9.0	14.0	Status	7.162297665090961e-05	7.189663318337749e-05	0.0001131384609055191	9.291665376157587e-05	0.00014598083480183102
681.0	Superficial cellulitis and abscess	727	485038	0.001496608442353813	0	265645.0	219393.0	353.0	374.0	Status	0.0013270776472003548	0.0017018023634121592	0	6.0	114260.0	161672.0	206774.0	2326.0		120.0	227.0	377.0	3.0	Status	0.0	0.0010491344640671447	0.001402108722104522	0.0018199284579847551	0.0012881064834693002	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	12.0	5.0		3.0	6.0	701.0	Status	0.0012582573136206354	0.0006412722842118764	0.0	0.0010427528675703858	0.0009618467457518436	0.0015313634596143847	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0		2.0		3.0	21.0		1.0		655.0	5.0			9.0	25.0		5.0		1.0					Status	0.0	0.0011267605633802818	0.0	0.0029910269192422734	0.0013220018885741266	0.0	0.004310344827586207	0.0	0.0015282136232661774	0.0011467889908256881	0.0	0.0	0.00157013258897418	0.0019641734758013827	0.0	0.0011301989150090416	0.0	0.0006238303181534623	0.0	0.0	0.0	0.0	0	97727.0	97355.0	97215.0	96852.0	95889.0	116.0	117.0	134.0	148.0	212.0	Status	0.0011855728054127532	0.0012003447143795142	0.0013764907703212154	0.0015257731958762887	0.0022060124244284657
681.1	Cellulitis and abscess of fingers/toes	829	485038	0.0017062282476480188	0	265645.0	219393.0	368.0	461.0	Status	0.0013833910372801328	0.0020968460887680006	0	6.0	114260.0	161672.0	206774.0	2326.0		161.0	271.0	391.0	6.0	Status	0.0	0.001407084363884252	0.0016734283050209024	0.0018873844520068545	0.002572898799313894	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	26.0	20.0	2.0	4.0	8.0	769.0	Status	0.0027222280389488014	0.002560163850486431	0.0012853470437017994	0.001389854065323141	0.001282051282051282	0.0016796627569185068	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	4.0	5.0		1.0	26.0				711.0	16.0	2.0	1.0	13.0	29.0		6.0	8.0	1.0	3.0			3.0	Status	0.001213224143160449	0.00281214848143982	0.0	0.000999000999000999	0.0016362492133417243	0.0	0.0	0.0	0.0016586533414516367	0.0036604895904827272	0.0012853470437017994	0.0047169811320754715	0.0022663877266387725	0.0022777254162739554	0.0	0.0013559322033898306	0.004532577903682719	0.0006238303181534623	0.005484460694698354	0.0	0.0	0.004991680532445923	0	97727.0	97355.0	97215.0	96852.0	95889.0	128.0	143.0	164.0	153.0	241.0	Status	0.0013080578406826427	0.0014666967527539026	0.0016841413446430956	0.0015772382866862532	0.0025070217413918653
681.5	Cellulitis and abscess of leg, except foot	8099	485038	0.016423427972348456	0	265645.0	219393.0	3203.0	4896.0	Status	0.011913795155626971	0.02182897957545845	0	6.0	114260.0	161672.0	206774.0	2326.0		1305.0	2402.0	4331.0	61.0	Status	0.0	0.011292346298619825	0.01463973572900033	0.02051585703796689	0.025555090071219103	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	127.0	82.0	8.0	35.0	78.0	7769.0	Status	0.013157894736842105	0.010414020828041656	0.005121638924455826	0.012031625988312134	0.012361331220285262	0.016713637243723514	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	24.0	12.0	1.0	15.0	230.0	2.0	2.0	1.0	7274.0	56.0	8.0	2.0	83.0	251.0		47.0	28.0	29.0	14.0	5.0	5.0	10.0	Status	0.007235453723243895	0.0067226890756302525	0.008264462809917356	0.014778325123152709	0.014291040139182304	0.046511627906976744	0.008583690987124463	0.04	0.016713232726136427	0.012695533892541374	0.005121638924455826	0.009389671361502348	0.014295556321047193	0.019376254438783387	0.0	0.01052395879982087	0.01568627450980392	0.017780502759043533	0.025089605734767026	0.006105006105006105	0.011904761904761904	0.01644736842105263	0	97727.0	97355.0	97215.0	96852.0	95889.0	1273.0	1449.0	1482.0	1697.0	2198.0	Status	0.01285858585858586	0.014665398162017732	0.015015653971245326	0.017219860171082405	0.02240867801033776
681.6	Cellulitis and abscess of foot, toe	8099	485038	0.016423427972348456	0	265645.0	219393.0	3203.0	4896.0	Status	0.011913795155626971	0.02182897957545845	0	6.0	114260.0	161672.0	206774.0	2326.0		1305.0	2402.0	4331.0	61.0	Status	0.0	0.011292346298619825	0.01463973572900033	0.02051585703796689	0.025555090071219103	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	127.0	82.0	8.0	35.0	78.0	7769.0	Status	0.013157894736842105	0.010414020828041656	0.005121638924455826	0.012031625988312134	0.012361331220285262	0.016713637243723514	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	24.0	12.0	1.0	15.0	230.0	2.0	2.0	1.0	7274.0	56.0	8.0	2.0	83.0	251.0		47.0	28.0	29.0	14.0	5.0	5.0	10.0	Status	0.007235453723243895	0.0067226890756302525	0.008264462809917356	0.014778325123152709	0.014291040139182304	0.046511627906976744	0.008583690987124463	0.04	0.016713232726136427	0.012695533892541374	0.005121638924455826	0.009389671361502348	0.014295556321047193	0.019376254438783387	0.0	0.01052395879982087	0.01568627450980392	0.017780502759043533	0.025089605734767026	0.006105006105006105	0.011904761904761904	0.01644736842105263	0	97727.0	97355.0	97215.0	96852.0	95889.0	1273.0	1449.0	1482.0	1697.0	2198.0	Status	0.01285858585858586	0.014665398162017732	0.015015653971245326	0.017219860171082405	0.02240867801033776
681.3	Cellulitis and abscess of arm/hand	8099	485038	0.016423427972348456	0	265645.0	219393.0	3203.0	4896.0	Status	0.011913795155626971	0.02182897957545845	0	6.0	114260.0	161672.0	206774.0	2326.0		1305.0	2402.0	4331.0	61.0	Status	0.0	0.011292346298619825	0.01463973572900033	0.02051585703796689	0.025555090071219103	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	127.0	82.0	8.0	35.0	78.0	7769.0	Status	0.013157894736842105	0.010414020828041656	0.005121638924455826	0.012031625988312134	0.012361331220285262	0.016713637243723514	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	24.0	12.0	1.0	15.0	230.0	2.0	2.0	1.0	7274.0	56.0	8.0	2.0	83.0	251.0		47.0	28.0	29.0	14.0	5.0	5.0	10.0	Status	0.007235453723243895	0.0067226890756302525	0.008264462809917356	0.014778325123152709	0.014291040139182304	0.046511627906976744	0.008583690987124463	0.04	0.016713232726136427	0.012695533892541374	0.005121638924455826	0.009389671361502348	0.014295556321047193	0.019376254438783387	0.0	0.01052395879982087	0.01568627450980392	0.017780502759043533	0.025089605734767026	0.006105006105006105	0.011904761904761904	0.01644736842105263	0	97727.0	97355.0	97215.0	96852.0	95889.0	1273.0	1449.0	1482.0	1697.0	2198.0	Status	0.01285858585858586	0.014665398162017732	0.015015653971245326	0.017219860171082405	0.02240867801033776
681.7	Cellulitis and abscess of trunk	873	485038	0.0017966253079267603	0	265645.0	219393.0	502.0	371.0	Status	0.0018861756848658825	0.0016881745872845415	0	6.0	114260.0	161672.0	206774.0	2326.0		160.0	279.0	431.0	3.0	Status	0.0	0.0013983569306065373	0.0017227432988990497	0.002080065635481769	0.0012881064834693002	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	14.0	4.0		3.0	8.0	844.0	Status	0.0014676590837614007	0.000513083632632119	0.0	0.0010427528675703858	0.001282051282051282	0.0018431770782149136	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	1.0	1.0		1.0	19.0		1.0		801.0	3.0			8.0	24.0		5.0	4.0	3.0				2.0	Status	0.00030358227079538557	0.0005636978579481398	0.0	0.000999000999000999	0.001196247560284581	0.0	0.004310344827586207	0.0	0.0018682172169860829	0.0006883891693437356	0.0	0.0	0.001395916942941895	0.0018857546947434588	0.0	0.0011301989150090416	0.002271436683702442	0.001869158878504673	0.0	0.0	0.0	0.0033333333333333335	0	97727.0	97355.0	97215.0	96852.0	95889.0	159.0	157.0	155.0	170.0	232.0	Status	0.0016243385162331692	0.001610058249241119	0.0015918660778473862	0.001752179917956752	0.0024136244941271937
686.3	Pilonidal cyst	643	485038	0.001323914256476988	0	265645.0	219393.0	165.0	478.0	Status	0.0006207441405515218	0.0021740020284621436	0	6.0	114260.0	161672.0	206774.0	2326.0		287.0	199.0	156.0	1.0	Status	0.0	0.002505521750897012	0.0012293740076974875	0.0007538781230367757	0.0004297378599054577	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	20.0	9.0	2.0	3.0	12.0	597.0	Status	0.0020953378732320588	0.0011536982438148954	0.0012853470437017994	0.0010427528675703858	0.0019218449711723255	0.0013044675281542112	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	3.0	5.0			20.0				560.0	6.0	2.0		11.0	17.0		8.0	4.0	4.0		2.0		1.0	Status	0.0009101941747572816	0.00281214848143982	0.0	0.0	0.0012591286829513977	0.0	0.0	0.0	0.0013068539824041445	0.001375831231368952	0.0012853470437017994	0.0	0.0019183815835367981	0.0013364779874213836	0.0	0.0018070928393946238	0.002271436683702442	0.0024906600249066002	0.0	0.0024509803921568627	0.0	0.001669449081803005	0	97727.0	97355.0	97215.0	96852.0	95889.0	102.0	92.0	120.0	154.0	175.0	Status	0.0010426356192948922	0.0009441029482693157	0.0012328556017876407	0.0015875306682060903	0.0018217021985343104
686.5	Pyoderma	68	485038	0.00014017554926139855	0	265645.0	219393.0	36.0	32.0	Status	0.00013550084499832507	0.00014583570696137632	0	6.0	114260.0	161672.0	206774.0	2326.0		21.0	26.0	21.0		Status	0.0	0.000183757580000175	0.00016079357815186336	0.00010154984404845378	0.0	0	9525.0	7792.0	1554.0	2874.0	6232.0	457061.0	1.0	1.0			4.0	62.0	Status	0.00010497585555322275	0.00012832028743744385	0.0	0.0	0.0006414368184733803	0.0001356308914668481	0	3293.0	1773.0	120.0	1000.0	15864.0	41.0	231.0	24.0	427950.0	4355.0	1554.0	211.0	5723.0	12703.0	47.0	4419.0	1757.0	1602.0	544.0	814.0	415.0	598.0	1.0				1.0				58.0				1.0	3.0		1.0		3.0					Status	0.00030358227079538557	0.0	0.0	0.0	6.303183107469272e-05	0.0	0.0	0.0	0.00013551148576662118	0.0	0.0	0.0	0.00017470300489168413	0.00023610892491736187	0.0	0.00022624434389140272	0.0	0.001869158878504673	0.0	0.0	0.0	0.0	0	97727.0	97355.0	97215.0	96852.0	95889.0	13.0	14.0	11.0	10.0	20.0	Status	0.0001330059341109065	0.00014378292885826086	0.0001131384609055191	0.00010323966054799612	0.0002085310033469226
