PheCode	Phenotype	Age	Prevalence	Case	Controls
575.8	Other disorders of biliary tract	45-54	0.21	283	136328
575.8	Other disorders of biliary tract	55-64	0.38	760	200585
575.8	Other disorders of biliary tract	65-74	0.53	480	89591
747.11	Cardiac shunt/ heart septal defect	Total	0.16	798	496162
747.11	Cardiac shunt/ heart septal defect	35-44	0.16	81	51286
747.11	Cardiac shunt/ heart septal defect	45-54	0.19	271	141082
747.11	Cardiac shunt/ heart septal defect	55-64	0.14	302	209721
747.11	Cardiac shunt/ heart septal defect	65-74	0.15	144	94073
225.1	Benign neoplasm of brain, cranial nerves, meninges	Total	0.22	1106	497969
225.1	Benign neoplasm of brain, cranial nerves, meninges	35-44	0.11	55	51346
225.1	Benign neoplasm of brain, cranial nerves, meninges	45-54	0.18	248	141264
225.1	Benign neoplasm of brain, cranial nerves, meninges	55-64	0.25	523	210326
225.1	Benign neoplasm of brain, cranial nerves, meninges	65-74	0.29	280	95033
556.0	Ulceration of the lower GI tract	Total	0.15	611	394601
556.0	Ulceration of the lower GI tract	35-44	0.08	36	45533
556.0	Ulceration of the lower GI tract	45-54	0.12	148	119105
556.0	Ulceration of the lower GI tract	55-64	0.16	265	162836
556.0	Ulceration of the lower GI tract	65-74	0.24	162	67127
427.41	Ventricular fibrillation and flutter	Total	0.11	513	458792
427.41	Ventricular fibrillation and flutter	35-44	0.02	11	50067
427.41	Ventricular fibrillation and flutter	45-54	0.06	88	135573
427.41	Ventricular fibrillation and flutter	55-64	0.14	265	192722
427.41	Ventricular fibrillation and flutter	65-74	0.18	149	80430
705.8	Hyperhidrosis	Total	0.18	897	488374
705.8	Hyperhidrosis	35-44	0.16	83	50381
705.8	Hyperhidrosis	45-54	0.16	220	138503
705.8	Hyperhidrosis	55-64	0.18	365	206380
705.8	Hyperhidrosis	65-74	0.25	229	93110
458.0	Hypotension	Total	0.37	1732	467602
458.0	Hypotension	35-44	0.19	95	50186
458.0	Hypotension	45-54	0.2	267	136518
458.0	Hypotension	55-64	0.41	814	196669
458.0	Hypotension	65-74	0.66	556	84229
529.1	Glossitis	Total	0.09	437	492610
529.1	Glossitis	35-44	0.05	26	50929
529.1	Glossitis	45-54	0.07	99	139847
529.1	Glossitis	55-64	0.1	214	207918
529.1	Glossitis	65-74	0.1	98	93916
622.0	Polyp of female genital organs	Total	0.06	281	484324
622.0	Polyp of female genital organs	35-44	0.04	19	50189
622.0	Polyp of female genital organs	45-54	0.05	67	136867
622.0	Polyp of female genital organs	55-64	0.07	142	204162
622.0	Polyp of female genital organs	65-74	0.06	53	93106
481.0	Influenza	Total	0.13	648	483389
481.0	Influenza	35-44	0.11	56	50666
481.0	Influenza	45-54	0.11	152	138919
481.0	Influenza	55-64	0.13	264	204018
481.0	Influenza	65-74	0.2	176	89786
395.4	Nonrheumatic pulmonary valve disorders	Total	0.04	194	489731
395.4	Nonrheumatic pulmonary valve disorders	35-44	0.02	12	51135
395.4	Nonrheumatic pulmonary valve disorders	45-54	0.02	35	140326
395.4	Nonrheumatic pulmonary valve disorders	55-64	0.04	83	206777
395.4	Nonrheumatic pulmonary valve disorders	65-74	0.07	64	91493
479.0	Other upper respiratory disease	Total	1.11	5349	475549
479.0	Other upper respiratory disease	35-44	0.93	460	49017
479.0	Other upper respiratory disease	45-54	1.06	1447	135198
479.0	Other upper respiratory disease	55-64	1.15	2334	201020
479.0	Other upper respiratory disease	65-74	1.21	1108	90314
443.9	Peripheral vascular disease, unspecified	Total	0.8	3930	488142
443.9	Peripheral vascular disease, unspecified	35-44	0.13	66	51100
443.9	Peripheral vascular disease, unspecified	45-54	0.31	432	140019
443.9	Peripheral vascular disease, unspecified	55-64	0.85	1761	205978
443.9	Peripheral vascular disease, unspecified	65-74	1.8	1671	91045
41.0	Bacterial infection NOS	Total	1.94	9444	477621
41.0	Bacterial infection NOS	35-44	0.92	467	50193
41.0	Bacterial infection NOS	45-54	1.32	1832	137254
41.0	Bacterial infection NOS	55-64	2.07	4259	201363
41.0	Bacterial infection NOS	65-74	3.15	2886	88811
627.0	Menopausal and postmenopausal disorders	Total	0.16	737	463077
627.0	Menopausal and postmenopausal disorders	35-44	0.05	21	46571
627.0	Menopausal and postmenopausal disorders	45-54	0.14	174	127615
627.0	Menopausal and postmenopausal disorders	55-64	0.21	413	197475
627.0	Menopausal and postmenopausal disorders	65-74	0.14	129	91416
385.0	Other disorders of middle ear and mastoid	Total	0.04	189	495303
385.0	Other disorders of middle ear and mastoid	35-44	0.03	17	51066
385.0	Other disorders of middle ear and mastoid	45-54	0.04	51	140466
385.0	Other disorders of middle ear and mastoid	55-64	0.04	79	209247
385.0	Other disorders of middle ear and mastoid	65-74	0.04	42	94524
577.3	Cyst and pseudocyst of pancreas	Total	0.11	571	497285
577.3	Cyst and pseudocyst of pancreas	35-44	0.04	23	51337
577.3	Cyst and pseudocyst of pancreas	45-54	0.08	114	141160
577.3	Cyst and pseudocyst of pancreas	55-64	0.13	275	210017
577.3	Cyst and pseudocyst of pancreas	65-74	0.17	159	94771
480.3	Pneumonia due to fungus (mycoses)	Total	0.04	180	483389
480.3	Pneumonia due to fungus (mycoses)	35-44	0.03	14	50666
480.3	Pneumonia due to fungus (mycoses)	45-54	0.03	38	138919
480.3	Pneumonia due to fungus (mycoses)	55-64	0.03	66	204018
480.3	Pneumonia due to fungus (mycoses)	65-74	0.07	62	89786
609.2	Abnormal spermatozoa	Total	0.04	196	472891
609.2	Abnormal spermatozoa	35-44	0.01	4	50327
609.2	Abnormal spermatozoa	45-54	0.01	7	137561
609.2	Abnormal spermatozoa	55-64	0.04	87	198939
609.2	Abnormal spermatozoa	65-74	0.11	98	86064
619.4	Noninflammatory disorders of vagina	Total	0.42	2078	488638
619.4	Noninflammatory disorders of vagina	35-44	0.55	277	49945
619.4	Noninflammatory disorders of vagina	45-54	0.46	638	137947
619.4	Noninflammatory disorders of vagina	55-64	0.39	810	206886
619.4	Noninflammatory disorders of vagina	65-74	0.37	353	93860
574.12	Cholelithiasis with other cholecystitis	Total	1.55	7484	476419
574.12	Cholelithiasis with other cholecystitis	35-44	1.0	505	49915
574.12	Cholelithiasis with other cholecystitis	45-54	1.27	1755	136328
574.12	Cholelithiasis with other cholecystitis	55-64	1.68	3428	200585
574.12	Cholelithiasis with other cholecystitis	65-74	1.97	1796	89591
807.0	Fracture of ribs	Total	0.07	369	495626
807.0	Fracture of ribs	35-44	0.04	22	51087
807.0	Fracture of ribs	45-54	0.07	94	140641
807.0	Fracture of ribs	55-64	0.08	159	209460
807.0	Fracture of ribs	65-74	0.1	94	94438
573.9	Abnormal serum enzyme levels	Total	0.07	342	486179
573.9	Abnormal serum enzyme levels	35-44	0.03	14	50688
573.9	Abnormal serum enzyme levels	45-54	0.05	74	138658
573.9	Abnormal serum enzyme levels	55-64	0.07	145	204988
573.9	Abnormal serum enzyme levels	65-74	0.12	109	91845
378.1	Strabismus (not specified as paralytic)	Total	0.25	1225	488734
378.1	Strabismus (not specified as paralytic)	35-44	0.24	122	51015
378.1	Strabismus (not specified as paralytic)	45-54	0.23	327	139972
378.1	Strabismus (not specified as paralytic)	55-64	0.24	496	206218
378.1	Strabismus (not specified as paralytic)	65-74	0.3	280	91529
433.0	Cerebrovascular disease	Total	0.47	2281	485596
433.0	Cerebrovascular disease	35-44	0.09	48	51070
433.0	Cerebrovascular disease	45-54	0.17	238	139684
433.0	Cerebrovascular disease	55-64	0.5	1040	204931
433.0	Cerebrovascular disease	65-74	1.05	955	89911
38.2	Gram positive septicemia	Total	0.16	748	477621
38.2	Gram positive septicemia	35-44	0.1	51	50193
38.2	Gram positive septicemia	45-54	0.11	148	137254
38.2	Gram positive septicemia	55-64	0.16	326	201363
38.2	Gram positive septicemia	65-74	0.25	223	88811
278.3	Localized adiposity	Total	0.02	102	481189
278.3	Localized adiposity	35-44	0.03	16	50058
278.3	Localized adiposity	45-54	0.02	30	136826
278.3	Localized adiposity	55-64	0.02	43	202860
278.3	Localized adiposity	65-74	0.01	13	91445
272.9	Unspecified disorder of lipoid metabolism	Total	0.09	399	446989
272.9	Unspecified disorder of lipoid metabolism	35-44	0.02	9	50285
272.9	Unspecified disorder of lipoid metabolism	45-54	0.04	50	134285
272.9	Unspecified disorder of lipoid metabolism	55-64	0.1	187	185766
272.9	Unspecified disorder of lipoid metabolism	65-74	0.2	153	76653
426.9	Cardiac pacemaker/device in situ	Total	0.07	334	458792
426.9	Cardiac pacemaker/device in situ	35-44	0.01	6	50067
426.9	Cardiac pacemaker/device in situ	45-54	0.03	37	135573
426.9	Cardiac pacemaker/device in situ	55-64	0.08	163	192722
426.9	Cardiac pacemaker/device in situ	65-74	0.16	128	80430
455.0	Hemorrhoids	Total	6.6	31735	449158
455.0	Hemorrhoids	35-44	4.51	2263	47878
455.0	Hemorrhoids	45-54	5.87	8072	129350
455.0	Hemorrhoids	55-64	7.03	14237	188372
455.0	Hemorrhoids	65-74	7.9	7163	83558
615.0	Endometriosis	Total	1.01	4975	489046
615.0	Endometriosis	35-44	2.1	1060	49424
615.0	Endometriosis	45-54	1.67	2328	137182
615.0	Endometriosis	55-64	0.62	1293	207867
615.0	Endometriosis	65-74	0.31	294	94573
523.1	Gingivitis	Total	0.03	156	485832
523.1	Gingivitis	35-44	0.02	12	49484
523.1	Gingivitis	45-54	0.03	35	137277
523.1	Gingivitis	55-64	0.03	69	205889
523.1	Gingivitis	65-74	0.04	40	93182
874.0	Complication of amputation stump	Total	0.05	240	488645
874.0	Complication of amputation stump	35-44	0.05	23	50255
874.0	Complication of amputation stump	45-54	0.04	59	138553
874.0	Complication of amputation stump	55-64	0.05	112	206818
874.0	Complication of amputation stump	65-74	0.05	46	93019
733.0	Other disorders of bone and cartilage	Total	0.24	1186	483416
733.0	Other disorders of bone and cartilage	35-44	0.09	45	50631
733.0	Other disorders of bone and cartilage	45-54	0.18	251	138132
733.0	Other disorders of bone and cartilage	55-64	0.27	559	203198
733.0	Other disorders of bone and cartilage	65-74	0.36	331	91455
79.0	Viral infection	Total	0.75	3745	492293
79.0	Viral infection	35-44	0.88	451	50601
79.0	Viral infection	45-54	0.84	1184	139395
79.0	Viral infection	55-64	0.69	1441	208189
79.0	Viral infection	65-74	0.71	669	94108
610.8	Other specified benign mammary dysplasias	Total	0.18	863	491692
610.8	Other specified benign mammary dysplasias	35-44	0.14	72	50530
610.8	Other specified benign mammary dysplasias	45-54	0.18	253	138974
610.8	Other specified benign mammary dysplasias	55-64	0.18	379	207868
610.8	Other specified benign mammary dysplasias	65-74	0.17	159	94320
198.6	Secondary malignancy of bone	Total	0.78	3538	447279
198.6	Secondary malignancy of bone	35-44	0.19	94	48958
198.6	Secondary malignancy of bone	45-54	0.39	510	131599
198.6	Secondary malignancy of bone	55-64	0.91	1711	186859
198.6	Secondary malignancy of bone	65-74	1.51	1223	79863
550.4	Umbilical hernia	Total	1.22	5353	434812
550.4	Umbilical hernia	35-44	0.87	424	48295
550.4	Umbilical hernia	45-54	1.07	1399	129133
550.4	Umbilical hernia	55-64	1.27	2327	180775
550.4	Umbilical hernia	65-74	1.55	1203	76609
383.0	Otosclerosis	Total	0.08	391	495303
383.0	Otosclerosis	35-44	0.08	42	51066
383.0	Otosclerosis	45-54	0.1	135	140466
383.0	Otosclerosis	55-64	0.07	143	209247
383.0	Otosclerosis	65-74	0.08	71	94524
571.51	Cirrhosis of liver without mention of alcohol	Total	0.22	1073	486179
571.51	Cirrhosis of liver without mention of alcohol	35-44	0.1	52	50688
571.51	Cirrhosis of liver without mention of alcohol	45-54	0.17	236	138658
571.51	Cirrhosis of liver without mention of alcohol	55-64	0.25	523	204988
571.51	Cirrhosis of liver without mention of alcohol	65-74	0.28	262	91845
771.0	Musculoskeletal symptoms referable to limbs	Total	0.23	1161	498117
771.0	Musculoskeletal symptoms referable to limbs	35-44	0.14	74	51313
771.0	Musculoskeletal symptoms referable to limbs	45-54	0.2	281	141264
771.0	Musculoskeletal symptoms referable to limbs	55-64	0.24	510	210512
771.0	Musculoskeletal symptoms referable to limbs	65-74	0.31	296	95028
253.0	Disorders of the pituitary gland and its hypothalamic control	Total	0.03	138	494804
253.0	Disorders of the pituitary gland and its hypothalamic control	35-44	0.02	11	51011
253.0	Disorders of the pituitary gland and its hypothalamic control	45-54	0.02	34	140504
253.0	Disorders of the pituitary gland and its hypothalamic control	55-64	0.03	65	209124
253.0	Disorders of the pituitary gland and its hypothalamic control	65-74	0.03	28	94165
292.3	Memory loss	Total	0.22	1072	489014
292.3	Memory loss	35-44	0.13	66	50975
292.3	Memory loss	45-54	0.13	183	140100
292.3	Memory loss	55-64	0.23	477	206745
292.3	Memory loss	65-74	0.38	346	91194
444.0	Arterial embolism and thrombosis	Total	0.12	606	488142
444.0	Arterial embolism and thrombosis	35-44	0.04	22	51100
444.0	Arterial embolism and thrombosis	45-54	0.08	108	140019
444.0	Arterial embolism and thrombosis	55-64	0.13	273	205978
444.0	Arterial embolism and thrombosis	65-74	0.22	203	91045
559.0	Ileostomy status	Total	0.58	2314	394601
559.0	Ileostomy status	35-44	0.23	104	45533
559.0	Ileostomy status	45-54	0.37	437	119105
559.0	Ileostomy status	55-64	0.68	1114	162836
559.0	Ileostomy status	65-74	0.97	659	67127
159.4	Malignant neoplasm of retroperitoneum and peritoneum	Total	0.06	290	477326
159.4	Malignant neoplasm of retroperitoneum and peritoneum	35-44	0.02	9	50774
159.4	Malignant neoplasm of retroperitoneum and peritoneum	45-54	0.03	35	137994
159.4	Malignant neoplasm of retroperitoneum and peritoneum	55-64	0.07	138	200318
159.4	Malignant neoplasm of retroperitoneum and peritoneum	65-74	0.12	108	88240
501.0	Pneumonitis due to inhalation of food or vomitus	Total	0.23	1114	482092
501.0	Pneumonitis due to inhalation of food or vomitus	35-44	0.07	35	50757
501.0	Pneumonitis due to inhalation of food or vomitus	45-54	0.1	145	138991
501.0	Pneumonitis due to inhalation of food or vomitus	55-64	0.25	501	203324
501.0	Pneumonitis due to inhalation of food or vomitus	65-74	0.48	433	89020
289.0	Other diseases of blood and blood-forming organs	Total	0.15	742	489304
289.0	Other diseases of blood and blood-forming organs	35-44	0.05	27	50748
289.0	Other diseases of blood and blood-forming organs	45-54	0.09	124	139371
289.0	Other diseases of blood and blood-forming organs	55-64	0.16	335	206419
289.0	Other diseases of blood and blood-forming organs	65-74	0.28	256	92766
594.1	Calculus of kidney	Total	0.9	4470	489504
594.1	Calculus of kidney	35-44	0.65	333	50690
594.1	Calculus of kidney	45-54	0.77	1075	139203
594.1	Calculus of kidney	55-64	0.96	2010	206622
594.1	Calculus of kidney	65-74	1.12	1052	92989
367.9	Blindness and low vision	Total	0.22	1098	496505
367.9	Blindness and low vision	35-44	0.12	63	51313
367.9	Blindness and low vision	45-54	0.16	226	141124
367.9	Blindness and low vision	55-64	0.22	455	209651
367.9	Blindness and low vision	65-74	0.37	354	94417
324.0	Other CNS infection and poliomyelitis	Total	0.09	432	498944
324.0	Other CNS infection and poliomyelitis	35-44	0.04	20	51329
324.0	Other CNS infection and poliomyelitis	45-54	0.06	79	141387
324.0	Other CNS infection and poliomyelitis	55-64	0.1	220	210874
324.0	Other CNS infection and poliomyelitis	65-74	0.12	113	95354
427.2	Atrial fibrillation and flutter	Total	4.51	21671	458792
427.2	Atrial fibrillation and flutter	35-44	0.66	332	50067
427.2	Atrial fibrillation and flutter	45-54	1.56	2149	135573
427.2	Atrial fibrillation and flutter	55-64	4.84	9800	192722
427.2	Atrial fibrillation and flutter	65-74	10.45	9390	80430
287.1	Spontaneous ecchymoses	Total	0.04	182	496348
287.1	Spontaneous ecchymoses	35-44	0.03	15	51166
287.1	Spontaneous ecchymoses	45-54	0.02	34	140910
287.1	Spontaneous ecchymoses	55-64	0.04	89	209767
287.1	Spontaneous ecchymoses	65-74	0.05	44	94505
246.0	Other disorders of thyroid	Total	0.13	614	474858
246.0	Other disorders of thyroid	35-44	0.07	34	50119
246.0	Other disorders of thyroid	45-54	0.09	126	136454
246.0	Other disorders of thyroid	55-64	0.14	283	199504
246.0	Other disorders of thyroid	65-74	0.19	171	88781
8.0	Intestinal infection	Total	0.13	663	494563
8.0	Intestinal infection	35-44	0.11	57	51063
8.0	Intestinal infection	45-54	0.12	168	140524
8.0	Intestinal infection	55-64	0.14	284	208962
8.0	Intestinal infection	65-74	0.16	154	94014
250.14	Type 1 diabetes with neurological manifestations	Total	0.05	248	468659
250.14	Type 1 diabetes with neurological manifestations	35-44	0.03	16	50183
250.14	Type 1 diabetes with neurological manifestations	45-54	0.06	82	135840
250.14	Type 1 diabetes with neurological manifestations	55-64	0.05	90	196931
250.14	Type 1 diabetes with neurological manifestations	65-74	0.07	60	85705
427.8	Sinoatrial node dysfunction (Bradycardia)	Total	0.15	692	458792
427.8	Sinoatrial node dysfunction (Bradycardia)	35-44	0.02	12	50067
427.8	Sinoatrial node dysfunction (Bradycardia)	45-54	0.06	81	135573
427.8	Sinoatrial node dysfunction (Bradycardia)	55-64	0.16	305	192722
427.8	Sinoatrial node dysfunction (Bradycardia)	65-74	0.36	294	80430
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	Total	0.25	1236	496422
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	35-44	0.2	101	51098
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	45-54	0.23	323	140594
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	55-64	0.26	545	209756
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	65-74	0.28	267	94974
290.0	Delirium dementia and amnestic and other cognitive disorders	Total	0.14	701	489014
290.0	Delirium dementia and amnestic and other cognitive disorders	35-44	0.02	9	50975
290.0	Delirium dementia and amnestic and other cognitive disorders	45-54	0.04	56	140100
290.0	Delirium dementia and amnestic and other cognitive disorders	55-64	0.14	282	206745
290.0	Delirium dementia and amnestic and other cognitive disorders	65-74	0.39	354	91194
636.2	Early onset of delivery	Total	0.17	859	490289
636.2	Early onset of delivery	35-44	1.16	535	45538
636.2	Early onset of delivery	45-54	0.23	319	137676
636.2	Early onset of delivery	55-64	0.0	5	211421
636.2	Early onset of delivery	65-74	0.0	0	95654
474.2	Chronic tonsillitis and adenoiditis	Total	0.28	1339	475549
474.2	Chronic tonsillitis and adenoiditis	35-44	0.69	339	49017
474.2	Chronic tonsillitis and adenoiditis	45-54	0.34	464	135198
474.2	Chronic tonsillitis and adenoiditis	55-64	0.19	390	201020
474.2	Chronic tonsillitis and adenoiditis	65-74	0.16	146	90314
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	Total	0.05	248	500145
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	35-44	0.04	22	51449
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	45-54	0.04	54	141714
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	55-64	0.05	113	211389
271.3	Intestinal disaccharidase deficiencies and disaccharide malabsorption	65-74	0.06	59	95593
644.0	Anemia during pregnancy	Total	0.23	1166	499262
644.0	Anemia during pregnancy	35-44	1.35	696	50777
644.0	Anemia during pregnancy	45-54	0.33	468	141313
644.0	Anemia during pregnancy	55-64	0.0	2	211516
644.0	Anemia during pregnancy	65-74	0.0	0	95656
621.0	Endometrial hyperplasia	Total	0.3	1474	484324
621.0	Endometrial hyperplasia	35-44	0.21	106	50189
621.0	Endometrial hyperplasia	45-54	0.31	428	136867
621.0	Endometrial hyperplasia	55-64	0.34	698	204162
621.0	Endometrial hyperplasia	65-74	0.26	242	93106
555.21	Ulcerative colitis (chronic)	Total	0.2	801	394601
555.21	Ulcerative colitis (chronic)	35-44	0.2	89	45533
555.21	Ulcerative colitis (chronic)	45-54	0.18	218	119105
555.21	Ulcerative colitis (chronic)	55-64	0.22	357	162836
555.21	Ulcerative colitis (chronic)	65-74	0.2	137	67127
802.0	Fracture of pelvis	Total	0.03	143	495626
802.0	Fracture of pelvis	35-44	0.02	8	51087
802.0	Fracture of pelvis	45-54	0.02	33	140641
802.0	Fracture of pelvis	55-64	0.03	57	209460
802.0	Fracture of pelvis	65-74	0.05	45	94438
722.1	Displacement of intervertebral disc	Total	0.11	515	487642
722.1	Displacement of intervertebral disc	35-44	0.11	57	50485
722.1	Displacement of intervertebral disc	45-54	0.14	192	138806
722.1	Displacement of intervertebral disc	55-64	0.09	189	205913
722.1	Displacement of intervertebral disc	65-74	0.08	77	92438
800.0	Fracture of lower limb	Total	0.12	574	495626
800.0	Fracture of lower limb	35-44	0.09	44	51087
800.0	Fracture of lower limb	45-54	0.09	128	140641
800.0	Fracture of lower limb	55-64	0.12	260	209460
800.0	Fracture of lower limb	65-74	0.15	142	94438
519.0	Other diseases of respiratory system, not elsewhere classified	Total	0.03	136	485913
519.0	Other diseases of respiratory system, not elsewhere classified	35-44	0.01	4	50624
519.0	Other diseases of respiratory system, not elsewhere classified	45-54	0.02	21	139005
519.0	Other diseases of respiratory system, not elsewhere classified	55-64	0.03	68	205136
519.0	Other diseases of respiratory system, not elsewhere classified	65-74	0.05	43	91148
496.0	Chronic airway obstruction	Total	2.59	12028	452084
496.0	Chronic airway obstruction	35-44	0.45	215	47909
496.0	Chronic airway obstruction	45-54	1.08	1428	130908
496.0	Chronic airway obstruction	55-64	2.91	5709	190364
496.0	Chronic airway obstruction	65-74	5.34	4676	82903
550.1	Inguinal hernia	Total	4.6	20970	434812
550.1	Inguinal hernia	35-44	1.92	943	48295
550.1	Inguinal hernia	45-54	2.6	3445	129133
550.1	Inguinal hernia	55-64	5.18	9870	180775
550.1	Inguinal hernia	65-74	8.06	6712	76609
590.0	Pyelonephritis	Total	0.45	2076	460745
590.0	Pyelonephritis	35-44	0.43	211	49406
590.0	Pyelonephritis	45-54	0.42	567	133797
590.0	Pyelonephritis	55-64	0.45	874	193797
590.0	Pyelonephritis	65-74	0.5	424	83745
184.2	Cancer of other female genital organs (excluding uterus and ovary)	Total	0.09	425	476572
184.2	Cancer of other female genital organs (excluding uterus and ovary)	35-44	0.04	22	49938
184.2	Cancer of other female genital organs (excluding uterus and ovary)	45-54	0.09	126	136217
184.2	Cancer of other female genital organs (excluding uterus and ovary)	55-64	0.09	186	200147
184.2	Cancer of other female genital organs (excluding uterus and ovary)	65-74	0.1	91	90270
858.0	Complication of internal orthopedic device	Total	1.06	5097	476287
858.0	Complication of internal orthopedic device	35-44	0.43	218	50177
858.0	Complication of internal orthopedic device	45-54	0.61	839	136981
858.0	Complication of internal orthopedic device	55-64	1.19	2411	200700
858.0	Complication of internal orthopedic device	65-74	1.81	1629	88429
790.0	Nonspecific findings on examination of blood	Total	0.05	269	490106
790.0	Nonspecific findings on examination of blood	35-44	0.04	20	51178
790.0	Nonspecific findings on examination of blood	45-54	0.03	36	140366
790.0	Nonspecific findings on examination of blood	55-64	0.06	123	206554
790.0	Nonspecific findings on examination of blood	65-74	0.1	90	92008
112.0	Candidiasis	Total	0.71	3537	496017
112.0	Candidiasis	35-44	0.48	246	51171
112.0	Candidiasis	45-54	0.47	663	140941
112.0	Candidiasis	55-64	0.73	1547	209561
112.0	Candidiasis	65-74	1.13	1081	94344
596.0	Other disorders of bladder	Total	2.13	10467	480785
596.0	Other disorders of bladder	35-44	0.78	399	50541
596.0	Other disorders of bladder	45-54	1.24	1730	138197
596.0	Other disorders of bladder	55-64	2.29	4751	202610
596.0	Other disorders of bladder	65-74	3.86	3587	89437
738.0	Other acquired musculoskeletal deformity	Total	0.1	480	485349
738.0	Other acquired musculoskeletal deformity	35-44	0.15	78	50782
738.0	Other acquired musculoskeletal deformity	45-54	0.12	172	138619
738.0	Other acquired musculoskeletal deformity	55-64	0.08	169	204032
738.0	Other acquired musculoskeletal deformity	65-74	0.07	61	91916
395.2	Nonrheumatic aortic valve disorders	Total	0.08	402	489731
395.2	Nonrheumatic aortic valve disorders	35-44	0.02	9	51135
395.2	Nonrheumatic aortic valve disorders	45-54	0.02	35	140326
395.2	Nonrheumatic aortic valve disorders	55-64	0.08	168	206777
395.2	Nonrheumatic aortic valve disorders	65-74	0.21	190	91493
700.0	Corns and callosities	Total	0.08	415	493586
700.0	Corns and callosities	35-44	0.03	15	50956
700.0	Corns and callosities	45-54	0.07	101	140101
700.0	Corns and callosities	55-64	0.09	193	208483
700.0	Corns and callosities	65-74	0.11	106	94046
367.2	Astigmatism	Total	0.07	341	496505
367.2	Astigmatism	35-44	0.02	10	51313
367.2	Astigmatism	45-54	0.04	52	141124
367.2	Astigmatism	55-64	0.07	157	209651
367.2	Astigmatism	65-74	0.13	122	94417
803.0	Fracture of upper limb	Total	0.06	297	495626
803.0	Fracture of upper limb	35-44	0.07	36	51087
803.0	Fracture of upper limb	45-54	0.06	89	140641
803.0	Fracture of upper limb	55-64	0.05	105	209460
803.0	Fracture of upper limb	65-74	0.07	67	94438
356.0	Hereditary and idiopathic peripheral neuropathy	Total	0.04	215	497291
356.0	Hereditary and idiopathic peripheral neuropathy	35-44	0.02	11	51299
356.0	Hereditary and idiopathic peripheral neuropathy	45-54	0.04	50	141138
356.0	Hereditary and idiopathic peripheral neuropathy	55-64	0.05	103	210096
356.0	Hereditary and idiopathic peripheral neuropathy	65-74	0.05	51	94758
465.0	Acute upper respiratory infections of multiple or unspecified sites	Total	0.38	1890	496898
465.0	Acute upper respiratory infections of multiple or unspecified sites	35-44	0.36	183	51126
465.0	Acute upper respiratory infections of multiple or unspecified sites	45-54	0.33	470	140877
465.0	Acute upper respiratory infections of multiple or unspecified sites	55-64	0.4	836	209975
465.0	Acute upper respiratory infections of multiple or unspecified sites	65-74	0.42	401	94920
713.5	Arthropathy associated with neurological disorders	Total	0.02	104	458152
713.5	Arthropathy associated with neurological disorders	35-44	0.01	6	50001
713.5	Arthropathy associated with neurological disorders	45-54	0.02	22	134586
713.5	Arthropathy associated with neurological disorders	55-64	0.03	52	191385
713.5	Arthropathy associated with neurological disorders	65-74	0.03	24	82180
840.0	Sprains and strains	Total	0.09	469	499910
840.0	Sprains and strains	35-44	0.11	58	51410
840.0	Sprains and strains	45-54	0.11	152	141613
840.0	Sprains and strains	55-64	0.09	192	211300
840.0	Sprains and strains	65-74	0.07	67	95587
527.7	Disturbance of salivary secretion	Total	0.02	101	492610
527.7	Disturbance of salivary secretion	35-44	0.0	2	50929
527.7	Disturbance of salivary secretion	45-54	0.02	28	139847
527.7	Disturbance of salivary secretion	55-64	0.02	47	207918
527.7	Disturbance of salivary secretion	65-74	0.03	24	93916
594.0	Urinary calculus	Total	0.13	656	489504
594.0	Urinary calculus	35-44	0.09	48	50690
594.0	Urinary calculus	45-54	0.13	188	139203
594.0	Urinary calculus	55-64	0.14	298	206622
594.0	Urinary calculus	65-74	0.13	122	92989
277.5	Other disorders of lipoid metabolism	Total	0.06	307	498010
277.5	Other disorders of lipoid metabolism	35-44	0.04	18	51314
277.5	Other disorders of lipoid metabolism	45-54	0.05	66	141233
277.5	Other disorders of lipoid metabolism	55-64	0.07	137	210449
277.5	Other disorders of lipoid metabolism	65-74	0.09	86	95014
189.0	Cancer of urinary organs (incl. kidney and bladder)	Total	0.82	4086	494561
189.0	Cancer of urinary organs (incl. kidney and bladder)	35-44	0.1	51	51373
189.0	Cancer of urinary organs (incl. kidney and bladder)	45-54	0.3	422	141116
189.0	Cancer of urinary organs (incl. kidney and bladder)	55-64	0.91	1907	208763
189.0	Cancer of urinary organs (incl. kidney and bladder)	65-74	1.8	1706	93309
300.1	Anxiety disorder	Total	2.15	9722	441655
300.1	Anxiety disorder	35-44	1.71	836	47941
300.1	Anxiety disorder	45-54	1.96	2602	130046
300.1	Anxiety disorder	55-64	2.21	4169	184821
300.1	Anxiety disorder	65-74	2.61	2115	78847
474.1	Acute tonsillitis	Total	0.16	779	475549
