PheCode	Phenotype	Age	Prevalence	Case	Controls
465.0	Acute upper respiratory infections of multiple or unspecified sites	Scotland	0.31	111	35450
465.0	Acute upper respiratory infections of multiple or unspecified sites	Wales	0.44	90	20547
713.5	Arthropathy associated with neurological disorders	Total	0.02	104	458152
713.5	Arthropathy associated with neurological disorders	England	0.02	89	403926
713.5	Arthropathy associated with neurological disorders	Scotland	0.01	5	34929
713.5	Arthropathy associated with neurological disorders	Wales	0.05	10	19297
840.0	Sprains and strains	Total	0.09	469	499910
840.0	Sprains and strains	England	0.1	439	443579
840.0	Sprains and strains	Scotland	0.04	14	35637
840.0	Sprains and strains	Wales	0.08	16	20694
527.7	Disturbance of salivary secretion	Total	0.02	101	492610
527.7	Disturbance of salivary secretion	England	0.02	97	436800
527.7	Disturbance of salivary secretion	Scotland	0.01	2	35337
527.7	Disturbance of salivary secretion	Wales	0.01	2	20473
594.0	Urinary calculus	Total	0.13	656	489504
594.0	Urinary calculus	England	0.13	574	434359
594.0	Urinary calculus	Scotland	0.17	61	34852
594.0	Urinary calculus	Wales	0.1	21	20293
277.5	Other disorders of lipoid metabolism	Total	0.06	307	498010
277.5	Other disorders of lipoid metabolism	England	0.06	276	441844
277.5	Other disorders of lipoid metabolism	Scotland	0.05	19	35546
277.5	Other disorders of lipoid metabolism	Wales	0.06	12	20620
189.0	Cancer of urinary organs (incl. kidney and bladder)	Total	0.82	4086	494561
189.0	Cancer of urinary organs (incl. kidney and bladder)	England	0.84	3696	438816
189.0	Cancer of urinary organs (incl. kidney and bladder)	Scotland	0.6	214	35259
189.0	Cancer of urinary organs (incl. kidney and bladder)	Wales	0.85	176	20486
300.1	Anxiety disorder	Total	2.15	9722	441655
300.1	Anxiety disorder	England	2.31	9167	388188
300.1	Anxiety disorder	Scotland	0.74	260	34823
300.1	Anxiety disorder	Wales	1.56	295	18644
474.1	Acute tonsillitis	Total	0.16	779	475549
474.1	Acute tonsillitis	England	0.16	659	421847
474.1	Acute tonsillitis	Scotland	0.22	76	34033
474.1	Acute tonsillitis	Wales	0.22	44	19669
751.12	Congenital anomalies of male genital organs	Total	0.06	278	497444
751.12	Congenital anomalies of male genital organs	England	0.05	242	441393
751.12	Congenital anomalies of male genital organs	Scotland	0.07	24	35479
751.12	Congenital anomalies of male genital organs	Wales	0.06	12	20572
625.0	Pain and other symptoms associated with female genital organs	Total	0.49	2395	488771
625.0	Pain and other symptoms associated with female genital organs	England	0.51	2214	433513
625.0	Pain and other symptoms associated with female genital organs	Scotland	0.19	65	35021
625.0	Pain and other symptoms associated with female genital organs	Wales	0.57	116	20237
411.8	Other chronic ischemic heart disease, unspecified	Total	4.53	21630	455461
411.8	Other chronic ischemic heart disease, unspecified	England	4.72	20009	403764
411.8	Other chronic ischemic heart disease, unspecified	Scotland	2.75	925	32671
411.8	Other chronic ischemic heart disease, unspecified	Wales	3.53	696	19026
681.3	Cellulitis and abscess of arm/hand	Total	1.64	8082	484382
681.3	Cellulitis and abscess of arm/hand	England	1.63	7117	429783
681.3	Cellulitis and abscess of arm/hand	Scotland	1.72	605	34528
681.3	Cellulitis and abscess of arm/hand	Wales	1.76	360	20071
516.0	Abnormal sputum	Total	0.03	134	497319
516.0	Abnormal sputum	England	0.03	126	441315
516.0	Abnormal sputum	Scotland	0.01	4	35409
516.0	Abnormal sputum	Wales	0.02	4	20595
334.0	Degenerative disease of the spinal cord	Total	0.45	2189	480324
334.0	Degenerative disease of the spinal cord	England	0.47	2026	425910
334.0	Degenerative disease of the spinal cord	Scotland	0.29	102	34483
334.0	Degenerative disease of the spinal cord	Wales	0.31	61	19931
800.4	Fracture of patella	Total	0.03	162	495626
800.4	Fracture of patella	England	0.04	155	439482
800.4	Fracture of patella	Scotland	0.01	4	35498
800.4	Fracture of patella	Wales	0.01	3	20646
343.0	Infantile cerebral palsy	Total	0.04	197	480324
343.0	Infantile cerebral palsy	England	0.04	165	425910
343.0	Infantile cerebral palsy	Scotland	0.06	21	34483
343.0	Infantile cerebral palsy	Wales	0.06	11	19931
345.3	Convulsions	Total	0.68	3274	480324
345.3	Convulsions	England	0.67	2871	425910
345.3	Convulsions	Scotland	0.83	288	34483
345.3	Convulsions	Wales	0.57	115	19931
870.6	Open wound of neck	Total	0.03	168	488645
870.6	Open wound of neck	England	0.04	152	433476
870.6	Open wound of neck	Scotland	0.03	9	34867
870.6	Open wound of neck	Wales	0.03	7	20302
281.11	Pernicious anemia	Total	0.23	1083	470418
281.11	Pernicious anemia	England	0.24	984	416771
281.11	Pernicious anemia	Scotland	0.13	46	34088
281.11	Pernicious anemia	Wales	0.27	53	19559
618.1	Prolapse of vaginal walls	Total	1.96	9672	484670
618.1	Prolapse of vaginal walls	England	1.96	8606	430009
618.1	Prolapse of vaginal walls	Scotland	1.77	624	34682
618.1	Prolapse of vaginal walls	Wales	2.16	442	19979
647.1	Infections of genitourinary tract during pregnancy	Total	0.07	375	499884
647.1	Infections of genitourinary tract during pregnancy	England	0.08	342	443551
647.1	Infections of genitourinary tract during pregnancy	Scotland	0.0	1	35654
647.1	Infections of genitourinary tract during pregnancy	Wales	0.15	32	20679
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Total	0.12	559	476419
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	England	0.12	515	422984
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Scotland	0.08	27	33758
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Wales	0.09	17	19677
569.0	Other disorders of intestine	Total	1.13	5358	469177
569.0	Other disorders of intestine	England	1.15	4821	415648
569.0	Other disorders of intestine	Scotland	0.89	304	33925
569.0	Other disorders of intestine	Wales	1.17	233	19604
204.12	Lymphoid leukemia, chronic	Total	0.15	751	494261
204.12	Lymphoid leukemia, chronic	England	0.15	676	438529
204.12	Lymphoid leukemia, chronic	Scotland	0.13	46	35238
204.12	Lymphoid leukemia, chronic	Wales	0.14	29	20494
605.0	Erectile dysfunction [ED]	Total	0.16	762	472891
605.0	Erectile dysfunction [ED]	England	0.17	732	419419
605.0	Erectile dysfunction [ED]	Scotland	0.06	19	33775
605.0	Erectile dysfunction [ED]	Wales	0.06	11	19697
250.1	Type 1 diabetes	Total	0.81	3808	468659
250.1	Type 1 diabetes	England	0.83	3477	415021
250.1	Type 1 diabetes	Scotland	0.58	201	34260
250.1	Type 1 diabetes	Wales	0.67	130	19378
262.0	Mineral deficiency NEC	Total	0.09	455	495737
262.0	Mineral deficiency NEC	England	0.09	406	439679
262.0	Mineral deficiency NEC	Scotland	0.08	28	35487
262.0	Mineral deficiency NEC	Wales	0.1	21	20571
222.0	Benign neoplasm of male genital organs	Total	0.04	205	490679
222.0	Benign neoplasm of male genital organs	England	0.04	186	435333
222.0	Benign neoplasm of male genital organs	Scotland	0.05	17	35028
222.0	Benign neoplasm of male genital organs	Wales	0.01	2	20318
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Total	0.1	494	498117
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	England	0.1	461	441970
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Scotland	0.06	21	35503
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Wales	0.06	12	20644
150.0	Cancer of esophagus	Total	0.22	1060	477326
150.0	Cancer of esophagus	England	0.22	933	423298
150.0	Cancer of esophagus	Scotland	0.26	90	34178
150.0	Cancer of esophagus	Wales	0.19	37	19850
377.0	Disorders of optic nerve and visual pathways	Total	0.06	302	488734
377.0	Disorders of optic nerve and visual pathways	England	0.07	292	433154
377.0	Disorders of optic nerve and visual pathways	Scotland	0.01	3	35232
377.0	Disorders of optic nerve and visual pathways	Wales	0.03	7	20348
440.9	Atherosclerosis of aorta	Total	0.05	250	488142
440.9	Atherosclerosis of aorta	England	0.05	205	433025
440.9	Atherosclerosis of aorta	Scotland	0.1	35	34819
440.9	Atherosclerosis of aorta	Wales	0.05	10	20298
334.2	Anterior horn cell disease	Total	0.08	364	480324
334.2	Anterior horn cell disease	England	0.08	320	425910
334.2	Anterior horn cell disease	Scotland	0.09	31	34483
334.2	Anterior horn cell disease	Wales	0.07	13	19931
170.2	Cancer of connective tissue	Total	0.09	453	499806
170.2	Cancer of connective tissue	England	0.09	403	443513
170.2	Cancer of connective tissue	Scotland	0.1	35	35608
170.2	Cancer of connective tissue	Wales	0.07	15	20685
372.0	Disorders of conjunctiva	Total	0.25	1227	486857
372.0	Disorders of conjunctiva	England	0.26	1130	431568
372.0	Disorders of conjunctiva	Scotland	0.16	55	35034
372.0	Disorders of conjunctiva	Wales	0.21	42	20255
695.42	Systemic lupus erythematosus	Total	0.11	567	492583
695.42	Systemic lupus erythematosus	England	0.12	516	436949
695.42	Systemic lupus erythematosus	Scotland	0.09	30	35221
695.42	Systemic lupus erythematosus	Wales	0.1	21	20413
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Total	0.33	1626	495118
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	England	0.35	1552	438980
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Scotland	0.0	0	35655
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Wales	0.36	74	20483
573.2	Liver replaced by transplant	Total	0.03	146	486179
573.2	Liver replaced by transplant	England	0.03	128	431148
573.2	Liver replaced by transplant	Scotland	0.03	12	34744
573.2	Liver replaced by transplant	Wales	0.03	6	20287
526.9	Jaw disease NOS	Total	0.07	340	485832
526.9	Jaw disease NOS	England	0.07	306	430313
526.9	Jaw disease NOS	Scotland	0.05	18	35167
526.9	Jaw disease NOS	Wales	0.08	16	20352
591.0	Urinary tract infection	Total	3.83	18360	460745
591.0	Urinary tract infection	England	3.76	15998	409517
591.0	Urinary tract infection	Scotland	4.6	1566	32479
591.0	Urinary tract infection	Wales	4.07	796	18749
201.0	Hodgkin's disease	Total	0.07	362	494261
201.0	Hodgkin's disease	England	0.07	319	438529
201.0	Hodgkin's disease	Scotland	0.08	29	35238
201.0	Hodgkin's disease	Wales	0.07	14	20494
276.6	Fluid overload	Total	0.2	983	487225
276.6	Fluid overload	England	0.21	908	431890
276.6	Fluid overload	Scotland	0.13	47	35034
276.6	Fluid overload	Wales	0.14	28	20301
364.2	Corneal edema	Total	0.03	135	482838
364.2	Corneal edema	England	0.03	122	427807
364.2	Corneal edema	Scotland	0.03	10	34924
364.2	Corneal edema	Wales	0.01	3	20107
599.5	Frequency of urination and polyuria	Total	1.11	5226	466682
599.5	Frequency of urination and polyuria	England	1.15	4808	413734
599.5	Frequency of urination and polyuria	Scotland	0.81	272	33421
599.5	Frequency of urination and polyuria	Wales	0.74	146	19527
378.2	Nystagmus and other irregular eye movements	Total	0.07	336	488734
378.2	Nystagmus and other irregular eye movements	England	0.07	304	433154
378.2	Nystagmus and other irregular eye movements	Scotland	0.06	21	35232
378.2	Nystagmus and other irregular eye movements	Wales	0.05	11	20348
687.3	Changes in skin texture	Total	0.03	152	492407
687.3	Changes in skin texture	England	0.03	140	436728
687.3	Changes in skin texture	Scotland	0.02	7	35271
687.3	Changes in skin texture	Wales	0.02	5	20408
295.2	Paranoid disorders	Total	0.07	314	441655
295.2	Paranoid disorders	England	0.08	296	388188
295.2	Paranoid disorders	Scotland	0.03	9	34823
295.2	Paranoid disorders	Wales	0.05	9	18644
735.1	Flat foot	Total	0.05	232	485349
735.1	Flat foot	England	0.05	218	430364
735.1	Flat foot	Scotland	0.02	7	34757
735.1	Flat foot	Wales	0.03	7	20228
241.2	Nontoxic multinodular goiter	Total	0.21	999	474858
241.2	Nontoxic multinodular goiter	England	0.22	909	420321
241.2	Nontoxic multinodular goiter	Scotland	0.16	55	34885
241.2	Nontoxic multinodular goiter	Wales	0.18	35	19652
636.0	Early or threatened labor; hemorrhage in early pregnancy	Total	0.28	1354	490289
636.0	Early or threatened labor; hemorrhage in early pregnancy	England	0.3	1295	434697
636.0	Early or threatened labor; hemorrhage in early pregnancy	Scotland	0.0	0	35227
636.0	Early or threatened labor; hemorrhage in early pregnancy	Wales	0.29	59	20365
353.0	Nerve root and plexus disorders	Total	0.33	1573	480141
353.0	Nerve root and plexus disorders	England	0.34	1457	425702
353.0	Nerve root and plexus disorders	Scotland	0.16	57	34609
353.0	Nerve root and plexus disorders	Wales	0.3	59	19830
335.0	Multiple sclerosis	Total	0.36	1756	480324
335.0	Multiple sclerosis	England	0.36	1557	425910
335.0	Multiple sclerosis	Scotland	0.38	131	34483
335.0	Multiple sclerosis	Wales	0.34	68	19931
426.0	Cardiac conduction disorders	Total	0.05	241	458792
426.0	Cardiac conduction disorders	England	0.05	215	406604
426.0	Cardiac conduction disorders	Scotland	0.06	19	33194
426.0	Cardiac conduction disorders	Wales	0.04	7	18994
601.1	Prostatitis	Total	0.19	880	474083
601.1	Prostatitis	England	0.19	792	420440
601.1	Prostatitis	Scotland	0.18	62	33932
601.1	Prostatitis	Wales	0.13	26	19711
601.4	Balanoposthitis	Total	0.08	380	474083
601.4	Balanoposthitis	England	0.08	334	420440
601.4	Balanoposthitis	Scotland	0.09	29	33932
601.4	Balanoposthitis	Wales	0.09	17	19711
331.1	Hydrocephalus	Total	0.16	762	480324
331.1	Hydrocephalus	England	0.16	675	425910
331.1	Hydrocephalus	Scotland	0.12	40	34483
331.1	Hydrocephalus	Wales	0.24	47	19931
525.0	Other diseases of the teeth and supporting structures	Total	0.77	3781	485832
525.0	Other diseases of the teeth and supporting structures	England	0.83	3621	430313
525.0	Other diseases of the teeth and supporting structures	Scotland	0.17	59	35167
525.0	Other diseases of the teeth and supporting structures	Wales	0.49	101	20352
459.1	Hemorrhage NOS	Total	0.03	132	467602
459.1	Hemorrhage NOS	England	0.03	116	413927
459.1	Hemorrhage NOS	Scotland	0.03	11	34312
459.1	Hemorrhage NOS	Wales	0.03	5	19363
287.32	Secondary thrombocytopenia	Total	0.03	130	496348
287.32	Secondary thrombocytopenia	England	0.03	118	440363
287.32	Secondary thrombocytopenia	Scotland	0.03	10	35417
287.32	Secondary thrombocytopenia	Wales	0.01	2	20568
260.6	Anorexia	Total	0.26	1303	495737
260.6	Anorexia	England	0.27	1203	439679
260.6	Anorexia	Scotland	0.15	54	35487
260.6	Anorexia	Wales	0.22	46	20571
420.21	Acute pericarditis	Total	0.06	282	495513
420.21	Acute pericarditis	England	0.06	266	439597
420.21	Acute pericarditis	Scotland	0.03	10	35395
420.21	Acute pericarditis	Wales	0.03	6	20521
764.0	Sciatica	Total	0.4	1979	497290
764.0	Sciatica	England	0.43	1925	441049
764.0	Sciatica	Scotland	0.06	22	35595
764.0	Sciatica	Wales	0.15	32	20646
595.0	Hydronephrosis	Total	0.62	3061	489504
595.0	Hydronephrosis	England	0.63	2774	434359
595.0	Hydronephrosis	Scotland	0.52	182	34852
595.0	Hydronephrosis	Wales	0.51	105	20293
433.8	Late effects of cerebrovascular disease	Total	0.41	1999	485596
433.8	Late effects of cerebrovascular disease	England	0.42	1832	430981
433.8	Late effects of cerebrovascular disease	Scotland	0.22	75	34498
433.8	Late effects of cerebrovascular disease	Wales	0.46	92	20117
572.0	Ascites (non malignant)	Total	0.5	2462	486179
572.0	Ascites (non malignant)	England	0.52	2240	431148
572.0	Ascites (non malignant)	Scotland	0.31	109	34744
572.0	Ascites (non malignant)	Wales	0.55	113	20287
228.0	Hemangioma and lymphangioma, any site	Total	0.43	2134	498294
228.0	Hemangioma and lymphangioma, any site	England	0.44	1953	442108
228.0	Hemangioma and lymphangioma, any site	Scotland	0.29	103	35552
228.0	Hemangioma and lymphangioma, any site	Wales	0.38	78	20634
411.2	Myocardial infarction	Total	3.65	17263	455461
411.2	Myocardial infarction	England	3.66	15322	403764
411.2	Myocardial infarction	Scotland	3.85	1308	32671
411.2	Myocardial infarction	Wales	3.22	633	19026
187.0	Cancer of other male genital organs	Total	0.04	209	490679
187.0	Cancer of other male genital organs	England	0.04	181	435333
187.0	Cancer of other male genital organs	Scotland	0.05	17	35028
187.0	Cancer of other male genital organs	Wales	0.05	11	20318
819.0	Skull and face fracture and other intercranial injury	Total	0.28	1380	498860
819.0	Skull and face fracture and other intercranial injury	England	0.29	1287	442608
819.0	Skull and face fracture and other intercranial injury	Scotland	0.2	72	35561
819.0	Skull and face fracture and other intercranial injury	Wales	0.1	21	20691
425.11	Hypertrophic obstructive cardiomyopathy	Total	0.04	213	495513
425.11	Hypertrophic obstructive cardiomyopathy	England	0.04	191	439597
425.11	Hypertrophic obstructive cardiomyopathy	Scotland	0.03	11	35395
425.11	Hypertrophic obstructive cardiomyopathy	Wales	0.05	11	20521
362.3	Other nondiabetic retinopathy	Total	0.02	107	481288
362.3	Other nondiabetic retinopathy	England	0.02	96	426355
362.3	Other nondiabetic retinopathy	Scotland	0.0	0	34888
362.3	Other nondiabetic retinopathy	Wales	0.05	11	20045
293.0	Symptoms involving head and neck	Total	0.56	2781	496422
293.0	Symptoms involving head and neck	England	0.56	2500	440460
293.0	Symptoms involving head and neck	Scotland	0.56	200	35385
293.0	Symptoms involving head and neck	Wales	0.39	81	20577
331.9	Cerebral degeneration, unspecified	Total	0.15	728	480324
331.9	Cerebral degeneration, unspecified	England	0.15	659	425910
331.9	Cerebral degeneration, unspecified	Scotland	0.12	41	34483
331.9	Cerebral degeneration, unspecified	Wales	0.14	28	19931
759.1	Anomalies of endocrine glands, congenital	Total	0.02	121	499418
759.1	Anomalies of endocrine glands, congenital	England	0.02	109	443133
759.1	Anomalies of endocrine glands, congenital	Scotland	0.01	4	35609
759.1	Anomalies of endocrine glands, congenital	Wales	0.04	8	20676
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Total	0.05	262	499745
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	England	0.06	254	443410
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Scotland	0.0	1	35653
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Wales	0.03	7	20682
365.2	Primary angle-closure glaucoma	Total	0.23	1089	482838
365.2	Primary angle-closure glaucoma	England	0.24	1020	427807
365.2	Primary angle-closure glaucoma	Scotland	0.12	41	34924
365.2	Primary angle-closure glaucoma	Wales	0.14	28	20107
256.4	Polycystic ovaries	Total	0.06	318	494804
256.4	Polycystic ovaries	England	0.07	300	438977
256.4	Polycystic ovaries	Scotland	0.02	7	35362
256.4	Polycystic ovaries	Wales	0.05	11	20465
285.2	Anemia of chronic disease	Total	0.1	468	470418
285.2	Anemia of chronic disease	England	0.11	451	416771
285.2	Anemia of chronic disease	Scotland	0.03	11	34088
285.2	Anemia of chronic disease	Wales	0.03	6	19559
290.2	Delirium due to conditions classified elsewhere	Total	0.33	1598	489014
290.2	Delirium due to conditions classified elsewhere	England	0.33	1450	433723
290.2	Delirium due to conditions classified elsewhere	Scotland	0.36	127	34965
290.2	Delirium due to conditions classified elsewhere	Wales	0.1	21	20326
212.0	Benign neoplasm of respiratory and intrathoracic organs	Total	0.1	493	499935
212.0	Benign neoplasm of respiratory and intrathoracic organs	England	0.1	426	443635
212.0	Benign neoplasm of respiratory and intrathoracic organs	Scotland	0.12	44	35611
212.0	Benign neoplasm of respiratory and intrathoracic organs	Wales	0.11	23	20689
253.11	Acromegaly and gigantism	Total	0.03	133	494804
253.11	Acromegaly and gigantism	England	0.03	119	438977
253.11	Acromegaly and gigantism	Scotland	0.03	9	35362
253.11	Acromegaly and gigantism	Wales	0.02	5	20465
359.2	Myopathy	Total	0.07	369	497291
359.2	Myopathy	England	0.07	330	441197
359.2	Myopathy	Scotland	0.05	19	35497
359.2	Myopathy	Wales	0.1	20	20597
530.11	GERD	Total	5.05	23564	442592
530.11	GERD	England	5.29	21857	391270
530.11	GERD	Scotland	2.36	793	32758
530.11	GERD	Wales	4.69	914	18564
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	Total	0.12	606	494646
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	England	0.13	591	438509
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	Scotland	0.03	9	35575
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	Wales	0.03	6	20562
341.0	Other demyelinating diseases of central nervous system	Total	0.07	317	480324
341.0	Other demyelinating diseases of central nervous system	England	0.06	271	425910
341.0	Other demyelinating diseases of central nervous system	Scotland	0.1	36	34483
341.0	Other demyelinating diseases of central nervous system	Wales	0.05	10	19931
577.0	Diseases of pancreas	Total	0.18	900	497285
577.0	Diseases of pancreas	England	0.19	823	441288
577.0	Diseases of pancreas	Scotland	0.15	52	35419
577.0	Diseases of pancreas	Wales	0.12	25	20578
151.0	Cancer of stomach	Total	0.18	854	477326
151.0	Cancer of stomach	England	0.17	736	423298
151.0	Cancer of stomach	Scotland	0.23	80	34178
151.0	Cancer of stomach	Wales	0.19	38	19850
871.4	Open wound of toe(s)	Total	0.02	111	488645
871.4	Open wound of toe(s)	England	0.02	99	433476
871.4	Open wound of toe(s)	Scotland	0.01	4	34867
871.4	Open wound of toe(s)	Wales	0.04	8	20302
381.11	Suppurative and unspecified otitis media	Total	0.21	1046	495303
381.11	Suppurative and unspecified otitis media	England	0.21	923	439470
381.11	Suppurative and unspecified otitis media	Scotland	0.25	89	35319
381.11	Suppurative and unspecified otitis media	Wales	0.17	34	20514
283.1	Autoimmune hemolytic anemias	Total	0.03	163	470418
283.1	Autoimmune hemolytic anemias	England	0.04	146	416771
283.1	Autoimmune hemolytic anemias	Scotland	0.04	12	34088
283.1	Autoimmune hemolytic anemias	Wales	0.03	5	19559
426.2	Atrioventricular [AV] block	Total	0.04	197	458792
426.2	Atrioventricular [AV] block	England	0.04	168	406604
426.2	Atrioventricular [AV] block	Scotland	0.06	19	33194
426.2	Atrioventricular [AV] block	Wales	0.05	10	18994
614.33	Pelvic inflammatory disease, NOS	Total	0.08	385	489046
614.33	Pelvic inflammatory disease, NOS	England	0.08	333	433752
614.33	Pelvic inflammatory disease, NOS	Scotland	0.07	25	35155
614.33	Pelvic inflammatory disease, NOS	Wales	0.13	27	20139
401.1	Essential hypertension	Total	22.51	112399	386883
401.1	Essential hypertension	England	23.44	103864	339188
401.1	Essential hypertension	Scotland	10.83	3856	31749
401.1	Essential hypertension	Wales	22.69	4679	15946
740.11	Osteoarthrosis, localized, primary	Total	2.43	11660	468627
740.11	Osteoarthrosis, localized, primary	England	2.23	9491	415349
740.11	Osteoarthrosis, localized, primary	Scotland	4.77	1684	33643
740.11	Osteoarthrosis, localized, primary	Wales	2.41	485	19635
798.0	Malaise and fatigue	Total	0.87	4340	495313
798.0	Malaise and fatigue	England	0.89	3935	439417
798.0	Malaise and fatigue	Scotland	0.69	246	35372
798.0	Malaise and fatigue	Wales	0.77	159	20524
370.1	Corneal ulcer	Total	0.04	214	486857
370.1	Corneal ulcer	England	0.04	190	431568
370.1	Corneal ulcer	Scotland	0.04	13	35034
370.1	Corneal ulcer	Wales	0.05	11	20255
528.5	Diseases of lips	Total	0.19	957	492610
528.5	Diseases of lips	England	0.2	895	436800
528.5	Diseases of lips	Scotland	0.08	30	35337
528.5	Diseases of lips	Wales	0.16	32	20473
741.2	Stiffness of joint	Total	0.03	142	497806
741.2	Stiffness of joint	England	0.03	137	441576
741.2	Stiffness of joint	Scotland	0.01	3	35576
741.2	Stiffness of joint	Wales	0.01	2	20654
722.7	Intervertebral disc disorder with myelopathy	Total	0.12	577	487642
722.7	Intervertebral disc disorder with myelopathy	England	0.13	548	431958
722.7	Intervertebral disc disorder with myelopathy	Scotland	0.03	12	35400
722.7	Intervertebral disc disorder with myelopathy	Wales	0.08	17	20284
250.22	Type 2 diabetes with renal manifestations	Total	0.08	392	468659
250.22	Type 2 diabetes with renal manifestations	England	0.09	357	415021
250.22	Type 2 diabetes with renal manifestations	Scotland	0.03	9	34260
250.22	Type 2 diabetes with renal manifestations	Wales	0.13	26	19378
270.35	Macroglobulinemia	Total	0.02	109	499210
270.35	Macroglobulinemia	England	0.02	96	442970
270.35	Macroglobulinemia	Scotland	0.02	6	35571
270.35	Macroglobulinemia	Wales	0.03	7	20669
414.0	Other forms of chronic heart disease	Total	0.7	3220	455461
414.0	Other forms of chronic heart disease	England	0.76	3073	403764
414.0	Other forms of chronic heart disease	Scotland	0.2	67	32671
414.0	Other forms of chronic heart disease	Wales	0.42	80	19026
223.0	Benign neoplasm of kidney and other urinary organs	Total	0.06	267	451142
223.0	Benign neoplasm of kidney and other urinary organs	England	0.06	243	399299
223.0	Benign neoplasm of kidney and other urinary organs	Scotland	0.05	17	32935
223.0	Benign neoplasm of kidney and other urinary organs	Wales	0.04	7	18908
440.2	Atherosclerosis of the extremities	Total	0.13	655	488142
440.2	Atherosclerosis of the extremities	England	0.13	563	433025
440.2	Atherosclerosis of the extremities	Scotland	0.18	64	34819
440.2	Atherosclerosis of the extremities	Wales	0.14	28	20298
384.0	Other disorders of tympanic membrane	Total	0.1	482	495303
384.0	Other disorders of tympanic membrane	England	0.1	436	439470
384.0	Other disorders of tympanic membrane	Scotland	0.06	21	35319
384.0	Other disorders of tympanic membrane	Wales	0.12	25	20514
480.0	Pneumonia	Total	1.32	6449	483389
480.0	Pneumonia	England	1.32	5724	428850
480.0	Pneumonia	Scotland	1.35	472	34498
480.0	Pneumonia	Wales	1.25	253	20041
949.0	Allergies, other	Total	0.12	605	494278
949.0	Allergies, other	England	0.12	544	438410
949.0	Allergies, other	Scotland	0.11	39	35375
949.0	Allergies, other	Wales	0.11	22	20493
681.0	Superficial cellulitis and abscess	Total	0.15	727	484382
681.0	Superficial cellulitis and abscess	England	0.15	650	429783
681.0	Superficial cellulitis and abscess	Scotland	0.15	52	34528
681.0	Superficial cellulitis and abscess	Wales	0.12	25	20071
446.5	Giant cell arteritis	Total	0.13	613	488142
446.5	Giant cell arteritis	England	0.13	542	433025
446.5	Giant cell arteritis	Scotland	0.16	56	34819
446.5	Giant cell arteritis	Wales	0.07	15	20298
695.9	Unspecified erythematous condition	Total	0.15	729	494289
695.9	Unspecified erythematous condition	England	0.15	658	438463
695.9	Unspecified erythematous condition	Scotland	0.11	40	35347
695.9	Unspecified erythematous condition	Wales	0.15	31	20479
117.4	Aspergillosis	Total	0.05	247	496017
117.4	Aspergillosis	England	0.05	208	440026
117.4	Aspergillosis	Scotland	0.08	30	35447
117.4	Aspergillosis	Wales	0.04	9	20544
695.41	Cutaneous lupus erythematosus	Total	0.05	228	492583
695.41	Cutaneous lupus erythematosus	England	0.05	218	436949
695.41	Cutaneous lupus erythematosus	Scotland	0.02	6	35221
695.41	Cutaneous lupus erythematosus	Wales	0.02	4	20413
426.32	Left bundle branch block	Total	0.64	2956	458792
426.32	Left bundle branch block	England	0.66	2694	406604
426.32	Left bundle branch block	Scotland	0.43	143	33194
426.32	Left bundle branch block	Wales	0.62	119	18994
626.2	Dysmenorrhea	Total	0.41	1923	463077
626.2	Dysmenorrhea	England	0.42	1718	410816
626.2	Dysmenorrhea	Scotland	0.29	97	33335
626.2	Dysmenorrhea	Wales	0.57	108	18926
705.3	Hidradenitis	Total	0.05	247	488374
705.3	Hidradenitis	England	0.05	202	433286
705.3	Hidradenitis	Scotland	0.09	31	34861
705.3	Hidradenitis	Wales	0.07	14	20227
395.1	Nonrheumatic mitral valve disorders	Total	0.96	4739	489731
395.1	Nonrheumatic mitral valve disorders	England	0.99	4336	434327
395.1	Nonrheumatic mitral valve disorders	Scotland	0.7	246	35121
395.1	Nonrheumatic mitral valve disorders	Wales	0.77	157	20283
252.2	Hypoparathyroidism	Total	0.05	248	494804
252.2	Hypoparathyroidism	England	0.05	227	438977
252.2	Hypoparathyroidism	Scotland	0.03	12	35362
252.2	Hypoparathyroidism	Wales	0.04	9	20465
