PheCode	Phenotype	MinPrev	MaxPrev
755.61	Congenital hip dysplasia and deformity	0.02	0.03
379.4	Anomalies of pupillary function	0.01	0.03
440.0	Atherosclerosis	0.02	0.09
962.0	Poisoning by hormones and synthetic substitutes	0.02	0.05
275.53	Disorders of phosphorus metabolism	0.02	0.09
250.13	Type 1 diabetes with ophthalmic manifestations	0.07	0.16
389.4	Tinnitus	0.07	0.19
573.7	Abnormal results of function study of liver	0.52	1.24
327.3	Sleep apnea	0.91	1.4
587.0	Kidney replaced by transpant	0.11	0.14
760.0	Back pain	0.52	1.94
569.1	Toxic gastroenteritis and colitis	0.01	0.08
428.2	Heart failure NOS	1.21	1.55
433.12	Cerebral atherosclerosis	0.04	0.08
626.14	Irregular menstrual bleeding	0.64	1.24
751.21	Cystic kidney disease	0.09	0.19
687.1	Rash and other nonspecific skin eruption	0.42	0.68
579.0	Other symptoms involving abdomen and pelvis	0.26	0.47
738.4	Acquired spondylolisthesis	0.01	0.09
704.0	Diseases of hair and hair follicles	1.32	1.37
301.0	Personality disorders	0.05	0.09
348.8	Encephalopathy, not elsewhere classified	0.02	0.05
580.12	Non-proliferative glomerulonephritis	0.03	0.04
661.0	Fetal distress and abnormal forces of labor	0.0	0.68
872.0	Traumatic amputation	0.08	0.12
695.1	Toxic erythema	0.02	0.03
371.0	Inflammation of the eye	0.02	0.03
378.5	Paralytic strabismus	0.07	0.08
523.32	Chronic periodontitis	0.17	0.33
291.8	Alteration of consciousness	0.06	0.16
721.1	Spondylosis without myelopathy	0.03	0.32
442.3	Aneurysm of artery of lower extremity	0.03	0.05
642.1	Preeclampsia and eclampsia	0.0	0.14
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	0.34	0.42
497.0	Bronchitis	0.07	0.22
994.2	Sepsis	0.77	1.11
737.3	Kyphoscoliosis and scoliosis	0.02	0.16
979.0	Adverse drug events and drug allergies	0.08	0.18
184.1	Malignant neoplasm of ovary and other uterine adnexa	0.02	0.04
272.1	Hyperlipidemia	1.09	2.43
189.4	Malignant neoplasm of other urinary organs	0.02	0.04
561.0	Symptoms involving digestive system	3.01	5.28
180.1	Cervical cancer	0.07	0.1
369.0	Infection of the eye	0.06	0.08
599.3	Dysuria	0.26	0.37
586.0	Other disorders of the kidney and ureters	0.29	0.36
752.2	Other specified congenital anomalies of nervous system	0.01	0.03
303.3	Psychogenic disorder	0.09	0.24
38.1	Gram negative septicemia	0.23	0.3
8.6	Viral Enteritis	0.17	0.27
556.1	Ulceration of intestine	0.1	0.3
426.25	Other heart block	0.03	0.07
300.11	Generalized anxiety disorder	0.02	0.05
276.11	Hyperosmolality and/or hypernatremia	0.08	0.1
427.3	Other specified cardiac dysrhythmias	0.74	1.12
327.0	Sleep disorders	0.21	1.0
473.4	Voice disturbance	0.29	0.43
618.5	Prolapse of vaginal vault after hysterectomy	0.04	0.18
450.0	Noninfectious disorders of lymphatic channels	0.12	0.27
600.0	Hyperplasia of prostate	3.02	3.39
296.1	Bipolar	0.15	0.38
528.7	Sialolithiasis	0.08	0.08
320.0	Meningitis	0.1	0.11
292.2	Mild cognitive impairment	0.04	0.16
789.0	Nausea and vomiting	3.21	3.47
483.0	Acute bronchitis and bronchiolitis	0.03	0.12
323.2	Acute (transverse) myelitis	0.01	0.02
597.2	Urinary complications NEC	0.01	0.02
41.1	Staphylococcus infections	0.93	1.45
751.2	Congenital anomalies of urinary system	0.02	0.02
573.5	Jaundice (not of newborn)	0.2	0.27
916.0	Contusion	0.19	0.44
610.1	Cystic mastopathy	0.12	0.26
306.9	Tension headache	0.06	0.19
594.2	Calculus of lower urinary tract	0.21	0.26
187.2	Malignant neoplasm of testis	0.06	0.11
350.1	Abnormal involuntary movements	0.18	0.3
204.22	Myeloid leukemia, chronic	0.03	0.04
353.1	Nerve plexus lesions	0.02	0.04
601.11	Acute prostatitis	0.03	0.08
244.2	Acquired hypothyroidism	0.01	0.07
655.0	Known or suspected fetal abnormality affecting management of mother	0.01	1.53
471.0	Nasal polyps	0.84	0.91
195.0	Cancer, suspected or other	0.25	0.52
394.2	Mitral valve disease	0.75	1.02
797.1	Cardiogenic shock	0.03	0.04
244.1	Secondary hypothyroidism	0.16	0.55
204.4	Multiple myeloma	0.14	0.18
701.4	Keloid scar	0.05	0.1
287.0	Purpura and other hemorrhagic conditions	0.01	0.03
295.3	Psychosis	0.03	0.07
531.4	Peptic ulcer, site unspecified	0.08	0.18
565.0	Anal and rectal conditions	2.03	2.42
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.59	0.84
739.0	Contracture of joint	0.0	0.02
441.0	Vascular insufficiency of intestine	0.09	0.15
430.0	Intracranial hemorrhage	0.01	0.09
509.2	Respiratory insufficiency	0.35	0.6
663.0	Umbilical cord complications during labor and delivery	0.0	0.47
287.31	Primary thrombocytopenia	0.1	0.12
798.1	Chronic fatigue syndrome	0.12	0.18
628.0	Ovarian cyst	0.87	1.32
255.12	Hyperaldosteronism	0.01	0.03
364.0	Corneal opacity and other disorders of cornea	0.04	0.08
418.0	Nonspecific chest pain	8.07	8.74
442.8	Aneurysm of other specified artery	0.03	0.07
695.7	Prurigo and Lichen	0.09	0.24
200.0	Myeloproliferative disease	0.13	0.22
681.5	Cellulitis and abscess of leg, except foot	1.63	1.76
385.5	Tympanosclerosis and middle ear disease related to otitis media	0.06	0.07
250.42	Other abnormal glucose	0.06	0.19
598.0	Abnormal findings on examination of urine	0.78	1.62
362.8	Retinal hemorrhage/ischemia	0.01	0.03
381.9	Otorrhea	0.07	0.08
526.41	Temporomandibular joint disorder, unspecified	0.03	0.07
446.9	Arteritis NOS	0.06	0.08
747.1	Cardiac congenital anomalies	0.06	0.06
586.4	Stricture/obstruction of ureter	0.18	0.29
297.2	Suicide or self-inflicted injury	0.17	0.41
747.12	Valvular heart disease/ heart chambers	0.05	0.08
198.0	Secondary malignant neoplasm	0.36	0.52
740.2	Osteoarthrosis, generalized	0.01	0.18
428.1	Congestive heart failure (CHF) NOS	0.39	0.8
870.0	Open wounds of head; neck; and trunk	0.02	0.07
415.2	Chronic pulmonary heart disease	0.03	0.19
198.3	Secondary malignant neoplasm of digestive systems	0.55	0.73
402.0	Elevated blood pressure reading without diagnosis of hypertension	0.11	0.98
728.7	Fasciitis	0.03	0.08
681.7	Cellulitis and abscess of trunk	0.14	0.18
530.9	Heartburn	0.65	0.69
250.2	Type 2 diabetes	3.49	6.17
332.0	Parkinson's disease	0.27	0.41
907.0	Injuries to the nervous system	0.3	0.36
348.2	Cerebral edema and compression of brain	0.06	0.15
187.8	Neoplasm of uncertain behavior of male genital organs	0.03	0.05
528.11	Stomatitis and mucositis (ulcerative)	0.1	0.14
379.5	Disorders of iris and ciliary body	0.04	0.12
379.9	Pain, swelling or discharge of eye	0.01	0.06
480.11	Pneumococcal pneumonia	1.63	2.05
627.4	Premenopausal menorrhagia	0.06	0.1
698.0	Pruritus and related conditions	0.2	0.23
368.3	Anisometropia	0.01	0.13
540.1	Appendicitis	0.14	0.15
172.2	Other non-epithelial cancer of skin	1.53	3.5
258.0	Iatrogenic endocrine disorders	0.02	0.04
599.6	Oliguria and anuria	0.01	0.04
110.11	Dermatophytosis of nail	0.01	0.04
512.8	Cough	0.62	0.97
427.5	Arrhythmia (cardiac) NOS	0.18	0.32
568.0	Other disorders of peritoneum	0.04	0.08
960.2	Allergy/adverse effect of penicillin	1.29	6.68
701.2	Scar conditions and fibrosis of skin	0.32	0.65
512.7	Shortness of breath	1.38	1.94
573.0	Other disorders of liver	0.39	0.53
250.23	Type 2 diabetes with ophthalmic manifestations	0.12	0.51
145.0	Cancer of mouth	0.02	0.08
288.11	Neutropenia	0.94	1.06
561.2	Flatulence	0.36	0.69
250.5	Glycosuria or Acetonuria	0.02	0.04
369.5	Conjunctivitis, infectious	0.04	0.08
389.1	Sensorineural hearing loss	0.03	0.17
427.6	Premature beats	0.14	0.24
681.6	Cellulitis and abscess of foot, toe	1.63	1.76
830.0	Dislocation	0.49	0.64
427.7	Tachycardia NOS	0.42	1.24
646.0	Other complications of pregnancy NEC	0.0	0.69
772.0	Symptoms of the muscles	0.02	0.06
221.0	Benign neoplasm of other female genital organs	0.05	0.06
585.31	Renal dialysis	0.14	0.18
286.7	Other and unspecified coagulation defects	0.08	0.12
761.0	Cervicalgia	0.07	0.32
619.3	Noninflammatory disorders of cervix	0.31	1.08
613.7	Other signs and symptoms in breast	0.1	0.13
395.3	Nonrheumatic tricuspid valve disorders	0.01	0.04
740.9	Osteoarthrosis NOS	0.1	1.95
801.0	Fracture of ankle and foot	0.03	0.1
755.1	Congenital deformities of feet	0.05	0.06
710.19	Unspecified osteomyelitis	0.01	0.03
300.8	Acute reaction to stress	0.01	0.04
159.2	Malignant neoplasm of small intestine, including duodenum	0.05	0.06
571.81	Portal hypertension	0.14	0.24
703.1	Ingrowing nail	0.21	0.29
626.13	Irregular menstrual cycle	0.32	0.49
687.2	Localized superficial swelling, mass, or lump	0.01	0.07
681.1	Cellulitis and abscess of fingers/toes	0.16	0.17
313.3	Autism	0.01	0.02
853.0	Complication of colostomy or enterostomy	0.1	0.19
444.1	Arterial embolism and thrombosis of lower extremity artery	0.1	0.17
279.7	Other immunological findings	0.03	0.15
557.0	Intestinal malabsorption (non-celiac)	0.05	0.12
276.8	Polydipsia	0.02	0.03
366.2	Senile cataract	0.49	3.38
756.5	Congenital osteodystrophies	0.01	0.05
871.0	Open wounds of extremities	1.14	1.2
915.0	Superficial injury without mention of infection	0.82	1.37
654.2	Rhesus isoimmunization in pregnancy	0.0	0.13
279.11	Deficiency of humoral immunity	0.01	0.04
41.2	Streptococcus infection	0.5	0.67
758.1	Chromosomal anomalies	0.02	0.04
586.11	Small kidney	0.05	0.07
242.0	Thyrotoxicosis with or without goiter	0.26	0.46
714.1	Rheumatoid arthritis	0.16	0.87
426.23	Second degree AV block	0.12	0.17
618.6	Vaginal enterocele, congenital or acquired	0.12	0.32
531.2	Gastric ulcer	0.76	1.27
384.4	Perforation of tympanic membrane	0.2	0.29
687.4	Disturbance of skin sensation	0.61	0.85
376.0	Disorders of the orbit	0.02	0.03
586.2	Cyst of kidney, acquired	0.34	0.45
456.0	Chronic venous insufficiency [CVI]	0.05	0.08
535.1	Acute gastritis	0.22	0.38
495.0	Asthma	3.07	8.32
290.1	Dementias	0.18	0.34
589.0	Abnormal results of function study of kidney	0.03	0.09
599.1	Urinary obstruction	0.03	0.05
226.0	Benign neoplasm of thyroid glands	0.03	0.11
516.1	Hemoptysis	0.55	0.68
740.12	Osteoarthrosis, localized, secondary	0.08	0.1
701.6	Acquired acanthosis nigricans	0.0	0.03
382.0	Otalgia	0.07	0.09
282.9	Other hereditary hemolytic anemias	0.02	0.03
961.0	Poisoning by other anti-infectives	0.03	0.15
729.0	Other disorders of soft tissues	0.16	0.36
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.02	0.03
261.4	Vitamin D deficiency	0.03	0.3
782.3	Edema	0.39	0.64
602.0	Other disorders of prostate	0.14	0.42
870.1	Open wound or laceration of eye or eyelid	0.09	0.16
728.2	Laxity of ligament or hypermobility syndrome	0.0	0.04
270.32	Paraproteinemia	0.06	0.08
859.0	Complication due to other implant and internal device	0.71	1.09
427.9	Palpitations	0.96	1.32
174.3	Neoplasm of uncertain behavior of breast	0.01	0.03
202.2	Non-Hodgkins lymphoma	0.29	0.43
790.1	Elevated sedimentation rate	0.02	0.03
691.0	Congenital anomalies of skin	0.01	0.02
204.0	Leukemia	0.09	0.14
394.7	Disease of tricuspid valve	0.17	0.44
352.1	Trigeminal nerve disorders [CN5]	0.11	0.14
930.0	Allergic reaction to food	0.05	0.06
425.1	Primary/intrinsic cardiomyopathies	0.25	0.33
502.0	Postinflammatory pulmonary fibrosis	0.31	0.34
526.1	Cysts of the jaws	0.04	0.09
287.3	Thrombocytopenia	0.32	0.41
870.2	Open wound of ear	0.03	0.05
364.41	Keratoconus	0.01	0.03
276.14	Hypopotassemia	0.32	0.58
530.0	Diseases of esophagus	0.15	0.23
8.5	Bacterial enteritis	0.41	0.61
973.0	Poisoning by agents primarily affecting the gastrointestinal system	0.03	0.04
674.0	Other complications of the puerperium NEC	0.0	0.11
427.42	Cardiac arrest	0.3	0.37
715.2	Ankylosing spondylitis	0.03	0.21
71.1	HIV infection, symptomatic	0.0	0.05
381.2	Eustachian tube disorders	0.04	0.07
292.1	Aphasia/speech disturbance	0.31	0.5
446.4	Wegener's granulomatosis	0.04	0.07
279.1	Immunity deficiency	0.03	0.04
972.0	Poisoning by agents primarily affecting the cardiovascular system	0.04	0.07
726.0	Peripheral enthesopathies and allied syndromes	1.24	2.61
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.01	0.05
253.1	Pituitary hyperfunction	0.01	0.03
870.3	Other open wound of head and face	0.54	0.88
642.0	Hypertension complicating pregnancy, childbirth, and the puerperium	0.0	0.32
560.1	Paralytic ileus	0.15	0.22
348.0	Other conditions of brain	0.03	0.07
694.1	Vitiligo	0.01	0.02
592.13	Chronic interstitial cystitis	0.08	0.1
276.41	Acidosis	0.12	0.42
8.52	Intestinal infection due to C. difficile	0.19	0.28
317.11	Alcoholic liver damage	0.19	0.31
380.0	Disorders of external ear	0.16	0.2
751.11	Congenital anomalies of female genital organs	0.06	0.15
496.21	Obstructive chronic bronchitis	0.92	1.03
603.1	Hydrocele	0.31	0.4
531.1	Hemorrhage from gastrointestinal ulcer	0.15	0.23
199.4	Neurofibromatosis	0.02	0.03
157.0	Pancreatic cancer	0.2	0.24
528.3	Cellulitis and abscess of oral soft tissues	0.02	0.07
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	0.01	0.03
647.0	Infectious and parasitic complications affecting pregnancy	0.0	0.03
448.0	Disease of capillaries	0.03	0.05
604.1	Redundant prepuce and phimosis/BXO	0.75	0.86
368.9	Subjective visual disturbances	0.08	0.21
745.0	Pain in joint	0.04	0.49
458.9	Hypotension NOS	0.67	1.33
250.41	Impaired fasting glucose	0.1	0.13
443.7	Peripheral angiopathy in diseases classified elsewhere	0.11	0.13
791.0	Gangrene	0.18	0.24
530.3	Stricture and stenosis of esophagus	0.4	0.65
158.0	Neoplasm of unspecified nature of digestive system	0.23	0.45
241.1	Nontoxic uninodular goiter	0.1	0.16
686.3	Pilonidal cyst	0.13	0.19
727.1	Synovitis and tenosynovitis	0.41	0.74
716.9	Arthropathy NOS	1.8	8.24
362.0	Other retinal disorders	0.07	0.33
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.02	0.03
339.0	Other headache syndromes	1.81	2.29
532.0	Dysphagia	1.7	2.24
578.9	Hemorrhage of gastrointestinal tract	0.85	2.38
194.0	Cancer of other endocrine glands	0.02	0.03
250.24	Type 2 diabetes with neurological manifestations	0.13	0.25
743.9	Osteopenia or other disorder of bone and cartilage	0.01	0.06
333.1	Essential tremor	0.02	0.09
193.0	Thyroid cancer	0.07	0.11
275.5	Disorders of calcium/phosphorus metabolism	0.3	0.38
429.2	Abnormal function study of cardiovascular system	0.05	0.18
218.2	Other benign neoplasm of uterus	0.06	0.22
250.11	Type 1 diabetes with ketoacidosis	0.05	0.13
611.3	Lump or mass in breast	0.35	0.42
182.0	Malignant neoplasm of uterus	0.39	0.45
785.0	Abdominal pain	9.72	11.32
195.1	Malignant neoplasm, other	3.46	5.04
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	0.04	0.06
727.6	Rupture of tendon, nontraumatic	0.01	0.03
352.0	Disorders of other cranial nerves	0.01	0.02
433.3	Cerebral ischemia	0.09	0.57
594.8	Renal colic	0.49	0.51
250.12	Type 1 diabetes with renal manifestations	0.03	0.03
614.3	Pelvic inflammatory disease (PID)	0.02	0.04
441.1	Acute vascular insufficiency of intestine	0.05	0.09
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.04	0.1
750.21	Congenital anomalies of intestine	0.05	0.08
189.11	Malignant neoplasm of kidney, except pelvis	0.29	0.35
803.3	Fracture of clavicle or scapula	0.03	0.07
947.0	Urticaria	0.12	0.17
318.0	Tobacco use disorder	3.09	6.17
754.0	Congenital musculoskeletal deformities of spine	0.02	0.03
396.0	Abnormal heart sounds	0.12	0.5
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	0.07	0.72
564.9	Personal history of diseases of digestive system	3.55	5.92
571.8	Liver abscess and sequelae of chronic liver disease	0.15	0.19
578.2	Blood in stool	0.74	1.59
645.0	Late pregnancy and failed induction	0.0	0.35
375.2	Epiphora	0.09	0.28
276.5	Hypovolemia	0.48	1.06
723.0	Other disorders of cervical region	0.03	0.13
735.21	Hammer toe (acquired)	0.36	0.56
362.6	Peripheral retinal degenerations	0.01	0.06
558.0	Noninfectious gastroenteritis	4.7	4.87
529.0	Diseases and other conditions of the tongue	0.18	0.28
850.0	Hemorrhage or hematoma complicating a procedure	1.1	1.57
133.0	Arthropod-borne diseases	0.01	0.04
371.1	Uveitis, noninfectious or NOS	0.07	0.18
703.0	Diseases of nail, NOS	0.08	0.14
732.1	Juvenile osteochondrosis	0.02	0.05
766.0	Neuralgia, neuritis, and radiculitis NOS	0.02	0.11
627.1	Postmenopausal bleeding	2.22	3.48
623.0	Hypertrophy of female genital organs	0.14	0.48
174.1	Breast cancer [female]	0.43	0.72
758.0	Chromosomal anomalies and genetic disorders	0.01	0.03
289.3	Personal history of diseases of blood and blood-forming organs	0.06	0.11
190.0	Cancer of eye	0.05	0.06
773.0	Pain in limb	0.12	0.4
368.1	Amblyopia	0.06	0.2
704.1	Alopecia	0.02	0.04
364.9	Cornea replaced by transplant	0.01	0.04
528.6	Leukoplakia of oral mucosa	0.02	0.1
430.2	Intracerebral hemorrhage	0.23	0.29
70.9	Hepatitis NOS	0.09	0.15
300.9	Posttraumatic stress disorder	0.01	0.05
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.1	0.59
840.3	Joint/ligament sprain	0.02	0.05
381.3	Mastoiditis & related conditions	0.03	0.04
530.5	Disorders of esophageal motility	0.21	0.23
451.2	Phlebitis and thrombophlebitis of lower extremities	0.8	1.13
255.0	Disorders of adrenal glands	0.04	0.05
345.1	Epilepsy	0.06	0.1
601.12	Chronic prostatitis	0.1	0.27
427.12	Paroxysmal ventricular tachycardia	0.2	0.31
374.0	Other disorders of eyelids	0.5	0.89
530.12	Ulcer of esophagus	1.07	1.55
213.0	Benign neoplasm of bone and articular cartilage	0.06	0.09
272.13	Mixed hyperlipidemia	0.05	0.08
964.1	Anticoagulants causing adverse effects	0.08	0.1
736.2	Acquired deformities of finger	0.04	0.07
368.0	Visual disturbances	0.14	0.35
530.1	Esophagitis, GERD and related diseases	1.54	2.99
716.2	Unspecified monoarthritis	1.29	5.17
624.2	Atrophy of female genital tract	0.05	0.14
741.3	Difficulty in walking	0.02	0.09
430.3	Subdural hemorrhage	0.09	0.11
614.52	Vaginitis and vulvovaginitis	0.08	0.16
433.31	Transient cerebral ischemia	0.59	0.7
613.9	Breast disorder NOS	0.04	0.11
635.3	Placenta previa and abruptio placenta	0.0	0.37
275.3	Disorders of magnesium metabolism	0.09	0.18
800.3	Fracture of tibia and fibula	0.02	0.11
426.21	First degree AV block	0.27	0.39
280.1	Iron deficiency anemias, unspecified or not due to blood loss	1.74	2.65
608.0	Other disorders of male genital organs	0.63	0.78
593.0	Hematuria	4.31	6.19
504.0	Other alveolar and parietoalveolar pneumonopathy	0.1	0.11
618.0	Genital prolapse	0.09	0.12
574.1	Cholelithiasis	2.43	2.91
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	0.01	0.05
557.1	Celiac disease	0.45	0.64
80.0	Postoperative infection	1.23	1.44
315.0	Develomental delays and disorders	0.05	0.1
565.1	Anal and rectal polyp	1.5	2.38
242.1	Graves' disease	0.13	0.21
704.8	Other specified diseases of hair and hair follicles	0.01	0.02
614.4	Inflammatory diseases of uterus, except cervix	0.06	0.08
636.3	Hemorrhage in early pregnancy	0.12	0.24
411.3	Angina pectoris	3.79	4.82
594.3	Calculus of ureter	0.63	0.83
426.24	Atrioventricular block, complete	0.15	0.24
735.2	Acquired toe deformities	0.46	0.7
447.1	Stricture of artery	0.15	0.26
958.0	Certain early complications of trauma or procedure	0.11	0.14
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.07	0.24
613.5	Mastodynia	0.02	0.03
153.2	Colon cancer	0.84	1.2
369.2	Eye infection, viral	0.04	0.05
560.3	Peritoneal or intestinal adhesions	0.27	0.39
809.0	Fracture of unspecified bones	0.01	0.07
342.0	Hemiplegia	0.22	0.55
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.04	0.06
291.1	Transient mental disorders due to conditions classified elsewhere	0.0	0.04
610.4	Benign neoplasm of breast	0.26	0.53
535.8	Other specified gastritis	1.51	2.85
344.0	Other paralytic syndromes	0.14	0.21
540.0	Appendiceal conditions	0.06	0.07
575.7	Other disorders of gallbladder	0.31	0.43
272.11	Hypercholesterolemia	2.79	10.7
250.7	Diabetic retinopathy	0.13	0.5
512.1	Wheezing	0.04	0.09
214.0	Lipoma	0.37	0.49
751.22	Other specified congenital anomalies of kidney	0.06	0.11
800.2	Fracture of unspecified part of femur	0.0	0.03
172.11	Melanomas of skin	0.59	0.78
358.1	Myasthenia gravis	0.04	0.06
411.9	Other acute and subacute forms of ischemic heart disease	0.29	0.45
752.11	Spina bifida	0.04	0.06
443.1	Raynaud's syndrome	0.14	0.39
340.1	Migrain with aura	0.05	0.07
173.0	Neoplasm of uncertain behavior of skin	0.02	0.05
535.6	Duodenitis	1.98	2.34
473.0	Diseases of the larynx and vocal cords	0.43	0.53
427.61	Supraventricular premature beats	0.03	0.04
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	0.01	0.04
722.6	Degeneration of intervertebral disc	0.17	0.93
707.0	Chronic ulcer of skin	0.28	0.41
727.5	Rupture of synovium	0.04	0.13
592.12	Chronic cystitis	0.14	0.28
750.13	Congenital anomalies of mouth/tongue	0.05	0.08
733.4	Aseptic necrosis of bone	0.0	0.02
447.0	Other disorders of arteries and arterioles	0.16	0.24
578.1	Hematemesis	0.54	0.61
521.1	Dental caries	0.27	1.05
304.0	Adjustment reaction	0.02	0.1
357.0	Inflammatory and toxic neuropathy	0.3	0.47
331.0	Other cerebral degenerations	0.06	0.09
535.2	Atrophic gastritis	0.06	0.13
726.2	Synoviopathy	0.1	0.1
794.0	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	0.01	0.03
555.1	Regional enteritis	0.59	0.63
723.1	Torticollis	0.0	0.02
580.14	Chronic glomerulonephritis, NOS	0.07	0.23
560.2	Impaction of intestine	0.04	0.12
513.4	Hyperventilation	0.07	0.14
394.0	Rheumatic disease of the heart valves	0.21	0.35
296.0	Mood disorders	0.0	0.03
198.2	Secondary malignancy of respiratory organs	0.8	0.93
464.0	Acute sinusitis	0.03	0.06
282.5	Sickle cell anemia	0.0	0.11
386.9	Dizziness and giddiness (Light-headedness and vertigo)	1.07	1.49
540.11	Acute appendicitis	0.56	0.58
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	0.11	0.18
514.0	Abnormal findings examination of lungs	0.69	1.13
512.9	Other dyspnea	0.19	0.45
427.11	Paroxysmal supraventricular tachycardia	0.67	0.75
359.1	Muscular dystrophies	0.03	0.05
327.41	Organic or persistent insomnia	0.03	0.05
380.1	Otitis externa	0.09	0.2
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.01	0.03
290.16	Vascular dementia	0.06	0.1
454.0	Varicose veins	0.11	0.22
10.0	Tuberculosis	0.04	0.08
742.9	Other derangement of joint	0.05	0.21
351.0	Other peripheral nerve disorders	2.51	3.56
749.0	Congenital anomalies of face and neck	0.06	0.13
854.0	Complications of cardiac/vascular device, implant, and graft	0.77	1.01
599.2	Retention of urine	1.51	2.34
780.0	Hypothermia/Chills	0.03	0.06
836.0	Traumatic arthropathy	0.05	0.07
475.0	Chronic sinusitis	0.57	0.72
706.2	Sebaceous cyst	2.02	2.19
155.1	Malignant neoplasm of liver, primary	0.05	0.08
480.2	Viral pneumonia	0.02	0.04
528.12	Oral aphthae	0.01	0.02
368.4	Visual field defects	0.05	0.11
442.2	Aneurysm of iliac artery	0.01	0.03
686.1	Carbuncle and furuncle	0.55	0.71
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	0.04	0.07
292.4	Altered mental status	0.56	0.79
41.4	E. coli	0.8	1.44
70.0	Viral hepatitis	0.08	0.1
574.2	Calculus of bile duct	0.63	0.92
610.3	Fibrosclerosis of breast	0.04	0.08
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.45	0.75
720.0	Spinal stenosis	0.02	0.25
575.6	Cholesterolosis of gallbladder	0.06	0.15
374.3	Ptosis of eyelid	0.43	0.56
197.0	Chemotherapy	4.75	5.86
202.21	Nodular lymphoma	0.1	0.12
375.0	Disorders of lacrimal system	0.28	0.52
580.32	Nephritis and nephropathy with pathological lesion	0.07	0.09
288.0	Diseases of white blood cells	0.1	0.29
535.0	Gastritis and duodenitis	3.66	5.49
420.22	Chronic pericarditis	0.01	0.02
260.0	Protein-calorie malnutrition	0.02	0.06
496.1	Emphysema	0.38	0.63
433.21	Cerebral artery occlusion, with cerebral infarction	0.47	0.8
282.8	Other hemoglobinopathies	0.02	0.08
346.1	Nonspecific abnormal findings on radiological and other examination of skull and head	0.04	0.06
218.1	Uterine leiomyoma	2.03	2.87
509.1	Respiratory failure	0.38	0.66
70.3	Viral hepatitis C	0.07	0.1
411.1	Unstable angina (intermediate coronary syndrome)	1.26	1.55
420.2	Pericarditis	0.26	0.35
389.0	Hearing loss	0.23	1.14
965.0	Poisoning by analgesics, antipyretics, and antirheumatics	0.79	3.82
620.0	Dysplasia of female genital organs	0.02	0.03
315.1	Learning disorder	0.02	0.07
612.3	Congenital anomalies of breast	0.01	0.03
204.21	Myeloid leukemia, acute	0.07	0.09
465.2	Acute pharyngitis	0.19	0.29
519.2	Respiratory complications	0.07	0.09
377.3	Optic neuritis/neuropathy	0.03	0.08
465.4	Acute laryngitis and tracheitis	0.04	0.05
803.2	Fracture of radius and ulna	0.04	0.22
317.1	Alcoholism	0.74	2.82
524.3	Anomalies of tooth position/malocclusion	0.05	0.08
530.14	Reflux esophagitis	2.48	3.31
617.0	Disorders secondary to childbirth, surgery, trauma	0.07	0.1
592.1	Cystitis	0.57	0.72
610.2	Fibroadenosis of breast	0.07	0.09
473.1	Chronic laryngitis	0.01	0.03
388.0	Other disorders of ear	0.02	0.04
170.1	Bone cancer	0.03	0.06
592.2	Urethritis and urethral syndrome	0.03	0.04
707.1	Decubitus ulcer	0.04	0.16
571.6	Primary biliary cirrhosis	0.06	0.08
695.81	Erythema nodosum	0.02	0.03
394.3	Aortic valve disease	0.31	0.44
597.0	Other disorders of urethra and urinary tract	0.15	0.23
145.3	Cancer of major salivary glands	0.03	0.05
603.0	Other disorders of testis	0.22	0.36
215.0	Other benign neoplasm of connective and other soft tissue	0.27	0.3
586.3	Vascular disorders of kidney/hypertrophy	0.0	0.03
803.1	Fracture of humerus	0.01	0.07
495.2	Asthma with exacerbation	0.07	0.09
618.2	Uterine/Uterovaginal prolapse	1.28	1.65
295.1	Schizophrenia	0.09	0.23
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.63	0.69
253.7	Other disorders of neurohypophysis	0.05	0.06
765.0	Cervical radiculitis	0.08	0.15
506.0	Empyema and pneumothorax	0.3	0.42
323.0	Encephalitis	0.07	0.09
653.0	Problems associated with amniotic cavity and membranes	0.0	0.5
427.1	Paroxysmal tachycardia, unspecified	0.02	0.05
643.0	Excessive vomiting in pregnancy	0.0	0.03
411.41	Aneurysm and dissection of heart	0.11	0.24
110.12	Althete's foot	0.03	0.04
401.3	Other hypertensive complications	0.02	0.06
