PheCode	Phenotype	MinPrev	MaxPrev
755.61	Congenital hip dysplasia and deformity	0.01	0.05
379.4	Anomalies of pupillary function	0.02	0.03
440.0	Atherosclerosis	0.03	0.08
962.0	Poisoning by hormones and synthetic substitutes	0.04	0.05
275.53	Disorders of phosphorus metabolism	0.06	0.1
250.13	Type 1 diabetes with ophthalmic manifestations	0.12	0.19
389.4	Tinnitus	0.16	0.18
573.7	Abnormal results of function study of liver	1.04	1.2
327.3	Sleep apnea	0.73	2.12
587.0	Kidney replaced by transpant	0.08	0.16
760.0	Back pain	1.6	1.94
569.1	Toxic gastroenteritis and colitis	0.07	0.07
428.2	Heart failure NOS	0.79	2.15
433.12	Cerebral atherosclerosis	0.06	0.11
626.14	Irregular menstrual bleeding	0.0	1.89
751.21	Cystic kidney disease	0.1	0.14
687.1	Rash and other nonspecific skin eruption	0.65	0.67
579.0	Other symptoms involving abdomen and pelvis	0.2	0.45
738.4	Acquired spondylolisthesis	0.06	0.1
704.0	Diseases of hair and hair follicles	1.23	1.45
301.0	Personality disorders	0.08	0.09
348.8	Encephalopathy, not elsewhere classified	0.03	0.06
580.12	Non-proliferative glomerulonephritis	0.03	0.05
661.0	Fetal distress and abnormal forces of labor	0.0	1.08
872.0	Traumatic amputation	0.04	0.22
695.1	Toxic erythema	0.02	0.03
371.0	Inflammation of the eye	0.02	0.03
378.5	Paralytic strabismus	0.08	0.09
523.32	Chronic periodontitis	0.26	0.37
291.8	Alteration of consciousness	0.13	0.18
721.1	Spondylosis without myelopathy	0.25	0.33
442.3	Aneurysm of artery of lower extremity	0.02	0.08
642.1	Preeclampsia and eclampsia	0.0	0.16
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	0.32	0.38
497.0	Bronchitis	0.2	0.21
994.2	Sepsis	0.89	1.16
737.3	Kyphoscoliosis and scoliosis	0.08	0.2
979.0	Adverse drug events and drug allergies	0.12	0.14
184.1	Malignant neoplasm of ovary and other uterine adnexa	0.0	0.05
272.1	Hyperlipidemia	1.13	2.44
189.4	Malignant neoplasm of other urinary organs	0.02	0.06
561.0	Symptoms involving digestive system	3.89	6.07
180.1	Cervical cancer	0.0	0.14
369.0	Infection of the eye	0.08	0.08
599.3	Dysuria	0.31	0.41
586.0	Other disorders of the kidney and ureters	0.27	0.44
752.2	Other specified congenital anomalies of nervous system	0.02	0.02
303.3	Psychogenic disorder	0.09	0.12
38.1	Gram negative septicemia	0.23	0.37
8.6	Viral Enteritis	0.25	0.27
556.1	Ulceration of intestine	0.27	0.28
426.25	Other heart block	0.02	0.06
300.11	Generalized anxiety disorder	0.05	0.05
276.11	Hyperosmolality and/or hypernatremia	0.07	0.14
427.3	Other specified cardiac dysrhythmias	0.71	1.55
327.0	Sleep disorders	0.15	0.41
473.4	Voice disturbance	0.29	0.3
618.5	Prolapse of vaginal vault after hysterectomy	0.0	0.25
450.0	Noninfectious disorders of lymphatic channels	0.19	0.28
600.0	Hyperplasia of prostate	0.0	7.55
296.1	Bipolar	0.32	0.38
528.7	Sialolithiasis	0.07	0.08
320.0	Meningitis	0.1	0.11
292.2	Mild cognitive impairment	0.06	0.09
789.0	Nausea and vomiting	2.73	4.05
483.0	Acute bronchitis and bronchiolitis	0.06	0.07
323.2	Acute (transverse) myelitis	0.01	0.03
597.2	Urinary complications NEC	0.02	0.03
41.1	Staphylococcus infections	0.74	1.2
751.2	Congenital anomalies of urinary system	0.02	0.03
573.5	Jaundice (not of newborn)	0.2	0.35
916.0	Contusion	0.37	0.48
610.1	Cystic mastopathy	0.0	0.38
306.9	Tension headache	0.08	0.13
594.2	Calculus of lower urinary tract	0.07	0.42
187.2	Malignant neoplasm of testis	0.0	0.15
350.1	Abnormal involuntary movements	0.27	0.31
204.22	Myeloid leukemia, chronic	0.04	0.05
353.1	Nerve plexus lesions	0.03	0.04
601.11	Acute prostatitis	0.0	0.17
244.2	Acquired hypothyroidism	0.02	0.05
655.0	Known or suspected fetal abnormality affecting management of mother	0.0	2.16
471.0	Nasal polyps	0.52	1.26
195.0	Cancer, suspected or other	0.25	0.27
394.2	Mitral valve disease	0.81	1.22
797.1	Cardiogenic shock	0.02	0.05
244.1	Secondary hypothyroidism	0.14	0.57
204.4	Multiple myeloma	0.14	0.22
701.4	Keloid scar	0.05	0.09
287.0	Purpura and other hemorrhagic conditions	0.03	0.03
295.3	Psychosis	0.06	0.07
531.4	Peptic ulcer, site unspecified	0.09	0.16
565.0	Anal and rectal conditions	2.09	2.76
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.58	1.01
739.0	Contracture of joint	0.02	0.03
441.0	Vascular insufficiency of intestine	0.09	0.11
430.0	Intracranial hemorrhage	0.03	0.05
509.2	Respiratory insufficiency	0.42	0.71
663.0	Umbilical cord complications during labor and delivery	0.0	0.3
287.31	Primary thrombocytopenia	0.12	0.12
798.1	Chronic fatigue syndrome	0.09	0.24
628.0	Ovarian cyst	0.0	2.5
255.12	Hyperaldosteronism	0.02	0.03
364.0	Corneal opacity and other disorders of cornea	0.07	0.08
418.0	Nonspecific chest pain	7.56	8.8
442.8	Aneurysm of other specified artery	0.06	0.07
695.7	Prurigo and Lichen	0.17	0.27
200.0	Myeloproliferative disease	0.19	0.24
681.5	Cellulitis and abscess of leg, except foot	1.19	2.18
385.5	Tympanosclerosis and middle ear disease related to otitis media	0.05	0.06
250.42	Other abnormal glucose	0.11	0.17
598.0	Abnormal findings on examination of urine	0.56	1.32
362.8	Retinal hemorrhage/ischemia	0.03	0.04
381.9	Otorrhea	0.06	0.08
526.41	Temporomandibular joint disorder, unspecified	0.02	0.1
446.9	Arteritis NOS	0.08	0.08
747.1	Cardiac congenital anomalies	0.05	0.07
586.4	Stricture/obstruction of ureter	0.22	0.35
297.2	Suicide or self-inflicted injury	0.37	0.41
747.12	Valvular heart disease/ heart chambers	0.05	0.1
198.0	Secondary malignant neoplasm	0.37	0.41
740.2	Osteoarthrosis, generalized	0.11	0.2
428.1	Congestive heart failure (CHF) NOS	0.44	1.08
870.0	Open wounds of head; neck; and trunk	0.03	0.08
415.2	Chronic pulmonary heart disease	0.05	0.07
198.3	Secondary malignant neoplasm of digestive systems	0.45	0.65
402.0	Elevated blood pressure reading without diagnosis of hypertension	0.49	0.66
728.7	Fasciitis	0.06	0.09
681.7	Cellulitis and abscess of trunk	0.17	0.19
530.9	Heartburn	0.49	0.8
250.2	Type 2 diabetes	4.35	7.87
332.0	Parkinson's disease	0.28	0.54
907.0	Injuries to the nervous system	0.28	0.46
348.2	Cerebral edema and compression of brain	0.08	0.09
187.8	Neoplasm of uncertain behavior of male genital organs	0.0	0.06
528.11	Stomatitis and mucositis (ulcerative)	0.12	0.13
379.5	Disorders of iris and ciliary body	0.1	0.13
379.9	Pain, swelling or discharge of eye	0.05	0.06
480.11	Pneumococcal pneumonia	1.64	2.46
627.4	Premenopausal menorrhagia	0.0	0.16
698.0	Pruritus and related conditions	0.2	0.25
368.3	Anisometropia	0.05	0.05
540.1	Appendicitis	0.15	0.15
172.2	Other non-epithelial cancer of skin	2.77	3.7
258.0	Iatrogenic endocrine disorders	0.03	0.04
599.6	Oliguria and anuria	0.03	0.05
110.11	Dermatophytosis of nail	0.02	0.03
512.8	Cough	0.93	0.94
427.5	Arrhythmia (cardiac) NOS	0.26	0.37
568.0	Other disorders of peritoneum	0.07	0.08
960.2	Allergy/adverse effect of penicillin	3.66	5.96
701.2	Scar conditions and fibrosis of skin	0.47	0.76
512.7	Shortness of breath	1.83	1.93
573.0	Other disorders of liver	0.51	0.53
250.23	Type 2 diabetes with ophthalmic manifestations	0.32	0.68
145.0	Cancer of mouth	0.03	0.06
288.11	Neutropenia	0.87	1.09
561.2	Flatulence	0.54	0.78
250.5	Glycosuria or Acetonuria	0.02	0.05
369.5	Conjunctivitis, infectious	0.07	0.08
389.1	Sensorineural hearing loss	0.14	0.17
427.6	Premature beats	0.18	0.29
681.6	Cellulitis and abscess of foot, toe	1.19	2.18
830.0	Dislocation	0.42	0.69
427.7	Tachycardia NOS	0.73	0.83
646.0	Other complications of pregnancy NEC	0.0	1.17
772.0	Symptoms of the muscles	0.05	0.07
221.0	Benign neoplasm of other female genital organs	0.0	0.12
585.31	Renal dialysis	0.11	0.24
286.7	Other and unspecified coagulation defects	0.11	0.12
761.0	Cervicalgia	0.24	0.34
619.3	Noninflammatory disorders of cervix	0.0	1.32
613.7	Other signs and symptoms in breast	0.0	0.23
395.3	Nonrheumatic tricuspid valve disorders	0.03	0.05
740.9	Osteoarthrosis NOS	1.38	2.07
801.0	Fracture of ankle and foot	0.08	0.11
755.1	Congenital deformities of feet	0.04	0.07
710.19	Unspecified osteomyelitis	0.02	0.05
300.8	Acute reaction to stress	0.04	0.04
159.2	Malignant neoplasm of small intestine, including duodenum	0.05	0.07
571.81	Portal hypertension	0.11	0.27
703.1	Ingrowing nail	0.19	0.26
626.13	Irregular menstrual cycle	0.0	0.89
687.2	Localized superficial swelling, mass, or lump	0.05	0.06
681.1	Cellulitis and abscess of fingers/toes	0.14	0.21
313.3	Autism	0.01	0.03
853.0	Complication of colostomy or enterostomy	0.14	0.18
444.1	Arterial embolism and thrombosis of lower extremity artery	0.07	0.27
279.7	Other immunological findings	0.03	0.12
557.0	Intestinal malabsorption (non-celiac)	0.08	0.13
276.8	Polydipsia	0.03	0.04
366.2	Senile cataract	2.92	3.27
756.5	Congenital osteodystrophies	0.04	0.04
871.0	Open wounds of extremities	0.79	1.68
915.0	Superficial injury without mention of infection	1.12	1.58
654.2	Rhesus isoimmunization in pregnancy	0.0	0.14
279.11	Deficiency of humoral immunity	0.04	0.04
41.2	Streptococcus infection	0.41	0.61
758.1	Chromosomal anomalies	0.03	0.03
586.11	Small kidney	0.05	0.08
242.0	Thyrotoxicosis with or without goiter	0.23	0.63
714.1	Rheumatoid arthritis	0.52	1.04
426.23	Second degree AV block	0.09	0.25
618.6	Vaginal enterocele, congenital or acquired	0.0	0.34
531.2	Gastric ulcer	1.14	1.31
384.4	Perforation of tympanic membrane	0.26	0.27
687.4	Disturbance of skin sensation	0.79	0.86
376.0	Disorders of the orbit	0.02	0.02
586.2	Cyst of kidney, acquired	0.31	0.6
456.0	Chronic venous insufficiency [CVI]	0.06	0.1
535.1	Acute gastritis	0.35	0.4
495.0	Asthma	6.59	8.42
290.1	Dementias	0.27	0.39
589.0	Abnormal results of function study of kidney	0.03	0.05
599.1	Urinary obstruction	0.02	0.08
226.0	Benign neoplasm of thyroid glands	0.03	0.11
516.1	Hemoptysis	0.46	0.76
740.12	Osteoarthrosis, localized, secondary	0.08	0.08
701.6	Acquired acanthosis nigricans	0.03	0.03
382.0	Otalgia	0.07	0.09
282.9	Other hereditary hemolytic anemias	0.03	0.03
961.0	Poisoning by other anti-infectives	0.08	0.2
729.0	Other disorders of soft tissues	0.31	0.36
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.01	0.05
261.4	Vitamin D deficiency	0.19	0.35
782.3	Edema	0.52	0.67
602.0	Other disorders of prostate	0.0	0.91
870.1	Open wound or laceration of eye or eyelid	0.09	0.23
728.2	Laxity of ligament or hypermobility syndrome	0.02	0.05
270.32	Paraproteinemia	0.06	0.09
859.0	Complication due to other implant and internal device	0.86	1.02
427.9	Palpitations	0.96	1.4
174.3	Neoplasm of uncertain behavior of breast	0.0	0.06
202.2	Non-Hodgkins lymphoma	0.35	0.51
790.1	Elevated sedimentation rate	0.02	0.03
691.0	Congenital anomalies of skin	0.02	0.02
204.0	Leukemia	0.1	0.17
394.7	Disease of tricuspid valve	0.33	0.51
352.1	Trigeminal nerve disorders [CN5]	0.09	0.18
930.0	Allergic reaction to food	0.04	0.07
425.1	Primary/intrinsic cardiomyopathies	0.21	0.45
502.0	Postinflammatory pulmonary fibrosis	0.23	0.41
526.1	Cysts of the jaws	0.07	0.11
287.3	Thrombocytopenia	0.33	0.48
870.2	Open wound of ear	0.03	0.07
364.41	Keratoconus	0.02	0.04
276.14	Hypopotassemia	0.51	0.59
530.0	Diseases of esophagus	0.17	0.23
8.5	Bacterial enteritis	0.59	0.6
973.0	Poisoning by agents primarily affecting the gastrointestinal system	0.03	0.03
674.0	Other complications of the puerperium NEC	0.0	0.13
427.42	Cardiac arrest	0.19	0.55
715.2	Ankylosing spondylitis	0.07	0.17
71.1	HIV infection, symptomatic	0.01	0.08
381.2	Eustachian tube disorders	0.04	0.06
292.1	Aphasia/speech disturbance	0.41	0.57
446.4	Wegener's granulomatosis	0.04	0.06
279.1	Immunity deficiency	0.03	0.03
972.0	Poisoning by agents primarily affecting the cardiovascular system	0.05	0.09
726.0	Peripheral enthesopathies and allied syndromes	2.43	2.56
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.02	0.07
253.1	Pituitary hyperfunction	0.02	0.03
870.3	Other open wound of head and face	0.58	1.21
642.0	Hypertension complicating pregnancy, childbirth, and the puerperium	0.0	0.49
560.1	Paralytic ileus	0.14	0.31
348.0	Other conditions of brain	0.02	0.07
694.1	Vitiligo	0.01	0.03
592.13	Chronic interstitial cystitis	0.03	0.12
276.41	Acidosis	0.3	0.52
8.52	Intestinal infection due to C. difficile	0.19	0.22
317.11	Alcoholic liver damage	0.1	0.47
380.0	Disorders of external ear	0.16	0.2
751.11	Congenital anomalies of female genital organs	0.0	0.21
496.21	Obstructive chronic bronchitis	0.79	1.18
603.1	Hydrocele	0.0	0.92
531.1	Hemorrhage from gastrointestinal ulcer	0.1	0.29
199.4	Neurofibromatosis	0.03	0.03
157.0	Pancreatic cancer	0.18	0.23
528.3	Cellulitis and abscess of oral soft tissues	0.04	0.06
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	0.01	0.03
647.0	Infectious and parasitic complications affecting pregnancy	0.0	0.05
448.0	Disease of capillaries	0.03	0.04
604.1	Redundant prepuce and phimosis/BXO	0.0	1.79
368.9	Subjective visual disturbances	0.18	0.22
745.0	Pain in joint	0.42	0.45
458.9	Hypotension NOS	1.16	1.42
250.41	Impaired fasting glucose	0.09	0.12
443.7	Peripheral angiopathy in diseases classified elsewhere	0.05	0.22
791.0	Gangrene	0.13	0.26
530.3	Stricture and stenosis of esophagus	0.47	0.83
158.0	Neoplasm of unspecified nature of digestive system	0.28	0.39
241.1	Nontoxic uninodular goiter	0.06	0.23
686.3	Pilonidal cyst	0.06	0.22
727.1	Synovitis and tenosynovitis	0.63	0.78
716.9	Arthropathy NOS	7.26	8.07
362.0	Other retinal disorders	0.26	0.36
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.02	0.03
339.0	Other headache syndromes	1.86	2.59
532.0	Dysphagia	2.06	2.32
578.9	Hemorrhage of gastrointestinal tract	1.77	2.04
194.0	Cancer of other endocrine glands	0.02	0.03
250.24	Type 2 diabetes with neurological manifestations	0.13	0.31
743.9	Osteopenia or other disorder of bone and cartilage	0.05	0.07
333.1	Essential tremor	0.08	0.09
193.0	Thyroid cancer	0.06	0.14
275.5	Disorders of calcium/phosphorus metabolism	0.37	0.38
429.2	Abnormal function study of cardiovascular system	0.15	0.21
218.2	Other benign neoplasm of uterus	0.0	0.19
250.11	Type 1 diabetes with ketoacidosis	0.07	0.09
611.3	Lump or mass in breast	0.02	0.75
182.0	Malignant neoplasm of uterus	0.0	0.77
785.0	Abdominal pain	8.7	13.22
195.1	Malignant neoplasm, other	4.28	5.66
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	0.04	0.05
727.6	Rupture of tendon, nontraumatic	0.02	0.03
352.0	Disorders of other cranial nerves	0.02	0.02
433.3	Cerebral ischemia	0.29	0.44
594.8	Renal colic	0.28	0.76
250.12	Type 1 diabetes with renal manifestations	0.02	0.04
614.3	Pelvic inflammatory disease (PID)	0.0	0.07
441.1	Acute vascular insufficiency of intestine	0.08	0.09
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.06	0.1
750.21	Congenital anomalies of intestine	0.06	0.06
189.11	Malignant neoplasm of kidney, except pelvis	0.2	0.42
803.3	Fracture of clavicle or scapula	0.04	0.1
947.0	Urticaria	0.16	0.18
318.0	Tobacco use disorder	4.62	7.2
754.0	Congenital musculoskeletal deformities of spine	0.02	0.04
396.0	Abnormal heart sounds	0.23	0.44
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	0.09	0.18
564.9	Personal history of diseases of digestive system	5.1	6.3
571.8	Liver abscess and sequelae of chronic liver disease	0.11	0.27
578.2	Blood in stool	0.63	1.02
645.0	Late pregnancy and failed induction	0.0	0.6
375.2	Epiphora	0.2	0.32
276.5	Hypovolemia	0.88	1.17
723.0	Other disorders of cervical region	0.1	0.15
735.21	Hammer toe (acquired)	0.18	0.86
362.6	Peripheral retinal degenerations	0.04	0.06
558.0	Noninfectious gastroenteritis	4.2	5.42
529.0	Diseases and other conditions of the tongue	0.26	0.27
850.0	Hemorrhage or hematoma complicating a procedure	1.53	1.54
133.0	Arthropod-borne diseases	0.04	0.05
371.1	Uveitis, noninfectious or NOS	0.15	0.15
703.0	Diseases of nail, NOS	0.09	0.1
732.1	Juvenile osteochondrosis	0.04	0.05
766.0	Neuralgia, neuritis, and radiculitis NOS	0.08	0.11
627.1	Postmenopausal bleeding	0.0	4.74
623.0	Hypertrophy of female genital organs	0.0	0.64
174.1	Breast cancer [female]	0.0	1.13
758.0	Chromosomal anomalies and genetic disorders	0.02	0.03
289.3	Personal history of diseases of blood and blood-forming organs	0.09	0.12
190.0	Cancer of eye	0.04	0.05
773.0	Pain in limb	0.31	0.42
368.1	Amblyopia	0.18	0.18
704.1	Alopecia	0.02	0.06
364.9	Cornea replaced by transplant	0.03	0.04
528.6	Leukoplakia of oral mucosa	0.08	0.1
430.2	Intracerebral hemorrhage	0.17	0.3
70.9	Hepatitis NOS	0.13	0.16
300.9	Posttraumatic stress disorder	0.03	0.07
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.0	1.07
840.3	Joint/ligament sprain	0.04	0.06
381.3	Mastoiditis & related conditions	0.04	0.05
530.5	Disorders of esophageal motility	0.19	0.22
451.2	Phlebitis and thrombophlebitis of lower extremities	0.9	1.35
255.0	Disorders of adrenal glands	0.05	0.05
345.1	Epilepsy	0.08	0.11
601.12	Chronic prostatitis	0.0	0.61
427.12	Paroxysmal ventricular tachycardia	0.14	0.5
374.0	Other disorders of eyelids	0.77	0.92
530.12	Ulcer of esophagus	1.05	2.04
213.0	Benign neoplasm of bone and articular cartilage	0.08	0.1
272.13	Mixed hyperlipidemia	0.03	0.08
964.1	Anticoagulants causing adverse effects	0.07	0.11
736.2	Acquired deformities of finger	0.06	0.07
368.0	Visual disturbances	0.3	0.35
530.1	Esophagitis, GERD and related diseases	2.49	3.23
716.2	Unspecified monoarthritis	4.73	5.04
624.2	Atrophy of female genital tract	0.0	0.25
741.3	Difficulty in walking	0.06	0.06
430.3	Subdural hemorrhage	0.05	0.14
614.52	Vaginitis and vulvovaginitis	0.0	0.2
433.31	Transient cerebral ischemia	0.48	0.78
613.9	Breast disorder NOS	0.0	0.08
635.3	Placenta previa and abruptio placenta	0.0	0.64
275.3	Disorders of magnesium metabolism	0.15	0.18
800.3	Fracture of tibia and fibula	0.08	0.11
426.21	First degree AV block	0.18	0.64
280.1	Iron deficiency anemias, unspecified or not due to blood loss	2.26	2.83
608.0	Other disorders of male genital organs	0.0	1.78
593.0	Hematuria	3.49	5.54
504.0	Other alveolar and parietoalveolar pneumonopathy	0.1	0.12
618.0	Genital prolapse	0.0	0.22
574.1	Cholelithiasis	1.64	3.18
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	0.04	0.05
557.1	Celiac disease	0.47	0.76
80.0	Postoperative infection	1.18	1.31
315.0	Develomental delays and disorders	0.07	0.12
565.1	Anal and rectal polyp	1.79	2.87
242.1	Graves' disease	0.05	0.22
704.8	Other specified diseases of hair and hair follicles	0.02	0.02
614.4	Inflammatory diseases of uterus, except cervix	0.0	0.14
636.3	Hemorrhage in early pregnancy	0.0	0.44
411.3	Angina pectoris	3.0	6.86
594.3	Calculus of ureter	0.3	1.08
426.24	Atrioventricular block, complete	0.12	0.33
735.2	Acquired toe deformities	0.22	0.92
447.1	Stricture of artery	0.13	0.39
958.0	Certain early complications of trauma or procedure	0.08	0.15
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.1	0.2
613.5	Mastodynia	0.0	0.04
153.2	Colon cancer	0.77	1.15
369.2	Eye infection, viral	0.04	0.04
560.3	Peritoneal or intestinal adhesions	0.29	0.36
809.0	Fracture of unspecified bones	0.02	0.03
342.0	Hemiplegia	0.39	0.64
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.05	0.07
291.1	Transient mental disorders due to conditions classified elsewhere	0.03	0.04
610.4	Benign neoplasm of breast	0.01	0.7
535.8	Other specified gastritis	2.59	2.8
344.0	Other paralytic syndromes	0.16	0.25
540.0	Appendiceal conditions	0.06	0.08
575.7	Other disorders of gallbladder	0.29	0.54
272.11	Hypercholesterolemia	7.42	13.05
250.7	Diabetic retinopathy	0.31	0.67
512.1	Wheezing	0.08	0.09
214.0	Lipoma	0.25	0.72
751.22	Other specified congenital anomalies of kidney	0.1	0.11
800.2	Fracture of unspecified part of femur	0.02	0.03
172.11	Melanomas of skin	0.76	0.76
358.1	Myasthenia gravis	0.05	0.06
411.9	Other acute and subacute forms of ischemic heart disease	0.23	0.71
752.11	Spina bifida	0.04	0.07
443.1	Raynaud's syndrome	0.23	0.48
340.1	Migrain with aura	0.04	0.09
173.0	Neoplasm of uncertain behavior of skin	0.04	0.05
535.6	Duodenitis	1.77	2.93
473.0	Diseases of the larynx and vocal cords	0.38	0.5
427.61	Supraventricular premature beats	0.03	0.05
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	0.03	0.05
722.6	Degeneration of intervertebral disc	0.76	0.97
707.0	Chronic ulcer of skin	0.27	0.55
727.5	Rupture of synovium	0.11	0.12
592.12	Chronic cystitis	0.2	0.32
750.13	Congenital anomalies of mouth/tongue	0.03	0.08
733.4	Aseptic necrosis of bone	0.02	0.02
447.0	Other disorders of arteries and arterioles	0.12	0.23
578.1	Hematemesis	0.45	0.74
521.1	Dental caries	0.92	1.01
304.0	Adjustment reaction	0.09	0.09
357.0	Inflammatory and toxic neuropathy	0.34	0.59
331.0	Other cerebral degenerations	0.06	0.12
535.2	Atrophic gastritis	0.11	0.13
726.2	Synoviopathy	0.07	0.13
794.0	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	0.01	0.05
555.1	Regional enteritis	0.57	0.62
723.1	Torticollis	0.02	0.03
580.14	Chronic glomerulonephritis, NOS	0.18	0.26
560.2	Impaction of intestine	0.09	0.13
513.4	Hyperventilation	0.06	0.09
394.0	Rheumatic disease of the heart valves	0.25	0.45
296.0	Mood disorders	0.03	0.03
198.2	Secondary malignancy of respiratory organs	0.79	0.84
464.0	Acute sinusitis	0.04	0.06
282.5	Sickle cell anemia	0.07	0.13
386.9	Dizziness and giddiness (Light-headedness and vertigo)	1.41	1.48
540.11	Acute appendicitis	0.54	0.61
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	0.13	0.16
514.0	Abnormal findings examination of lungs	0.7	0.93
512.9	Other dyspnea	0.24	0.3
427.11	Paroxysmal supraventricular tachycardia	0.7	0.79
359.1	Muscular dystrophies	0.03	0.05
327.41	Organic or persistent insomnia	0.05	0.05
380.1	Otitis externa	0.13	0.15
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.03	0.03
290.16	Vascular dementia	0.07	0.14
454.0	Varicose veins	0.07	0.26
10.0	Tuberculosis	0.05	0.09
742.9	Other derangement of joint	0.16	0.22
351.0	Other peripheral nerve disorders	2.36	4.26
749.0	Congenital anomalies of face and neck	0.07	0.07
854.0	Complications of cardiac/vascular device, implant, and graft	0.52	1.11
599.2	Retention of urine	1.03	3.7
780.0	Hypothermia/Chills	0.05	0.08
836.0	Traumatic arthropathy	0.05	0.09
475.0	Chronic sinusitis	0.66	0.75
706.2	Sebaceous cyst	2.09	2.27
155.1	Malignant neoplasm of liver, primary	0.03	0.08
480.2	Viral pneumonia	0.02	0.03
528.12	Oral aphthae	0.02	0.02
368.4	Visual field defects	0.09	0.13
442.2	Aneurysm of iliac artery	0.01	0.06
686.1	Carbuncle and furuncle	0.58	0.84
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	0.05	0.05
292.4	Altered mental status	0.58	1.0
41.4	E. coli	0.82	1.05
70.0	Viral hepatitis	0.06	0.1
574.2	Calculus of bile duct	0.57	0.92
610.3	Fibrosclerosis of breast	0.0	0.14
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.61	0.88
720.0	Spinal stenosis	0.21	0.25
575.6	Cholesterolosis of gallbladder	0.07	0.18
374.3	Ptosis of eyelid	0.45	0.63
197.0	Chemotherapy	4.83	6.49
202.21	Nodular lymphoma	0.1	0.11
375.0	Disorders of lacrimal system	0.35	0.62
580.32	Nephritis and nephropathy with pathological lesion	0.05	0.1
288.0	Diseases of white blood cells	0.18	0.2
535.0	Gastritis and duodenitis	5.16	5.41
420.22	Chronic pericarditis	0.01	0.03
260.0	Protein-calorie malnutrition	0.05	0.07
496.1	Emphysema	0.46	0.78
433.21	Cerebral artery occlusion, with cerebral infarction	0.37	0.79
282.8	Other hemoglobinopathies	0.07	0.09
346.1	Nonspecific abnormal findings on radiological and other examination of skull and head	0.05	0.05
218.1	Uterine leiomyoma	0.0	5.21
509.1	Respiratory failure	0.46	0.85
70.3	Viral hepatitis C	0.06	0.15
411.1	Unstable angina (intermediate coronary syndrome)	0.87	2.25
420.2	Pericarditis	0.25	0.46
389.0	Hearing loss	0.89	1.26
965.0	Poisoning by analgesics, antipyretics, and antirheumatics	1.34	2.37
620.0	Dysplasia of female genital organs	0.0	0.04
315.1	Learning disorder	0.04	0.07
612.3	Congenital anomalies of breast	0.0	0.04
204.21	Myeloid leukemia, acute	0.07	0.12
465.2	Acute pharyngitis	0.24	0.27
519.2	Respiratory complications	0.08	0.09
377.3	Optic neuritis/neuropathy	0.05	0.06
465.4	Acute laryngitis and tracheitis	0.04	0.05
803.2	Fracture of radius and ulna	0.13	0.25
317.1	Alcoholism	1.78	3.65
524.3	Anomalies of tooth position/malocclusion	0.08	0.08
530.14	Reflux esophagitis	2.97	3.57
617.0	Disorders secondary to childbirth, surgery, trauma	0.0	0.16
592.1	Cystitis	0.51	0.65
610.2	Fibroadenosis of breast	0.0	0.14
473.1	Chronic laryngitis	0.02	0.03
388.0	Other disorders of ear	0.03	0.03
170.1	Bone cancer	0.03	0.05
592.2	Urethritis and urethral syndrome	0.02	0.05
707.1	Decubitus ulcer	0.05	0.1
571.6	Primary biliary cirrhosis	0.03	0.11
695.81	Erythema nodosum	0.01	0.03
394.3	Aortic valve disease	0.29	0.6
597.0	Other disorders of urethra and urinary tract	0.19	0.25
145.3	Cancer of major salivary glands	0.03	0.03
603.0	Other disorders of testis	0.0	0.62
215.0	Other benign neoplasm of connective and other soft tissue	0.27	0.31
586.3	Vascular disorders of kidney/hypertrophy	0.02	0.04
803.1	Fracture of humerus	0.06	0.06
495.2	Asthma with exacerbation	0.07	0.09
618.2	Uterine/Uterovaginal prolapse	0.0	2.67
295.1	Schizophrenia	0.16	0.29
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.46	0.85
253.7	Other disorders of neurohypophysis	0.05	0.06
765.0	Cervical radiculitis	0.14	0.16
506.0	Empyema and pneumothorax	0.23	0.49
323.0	Encephalitis	0.07	0.09
653.0	Problems associated with amniotic cavity and membranes	0.0	0.76
427.1	Paroxysmal tachycardia, unspecified	0.03	0.04
643.0	Excessive vomiting in pregnancy	0.0	0.05
411.41	Aneurysm and dissection of heart	0.16	0.31
110.12	Althete's foot	0.02	0.06
401.3	Other hypertensive complications	0.03	0.08
