PheCode	Phenotype	Age	Prevalence	Case	Controls
474.1	Acute tonsillitis	Asian	0.23	21	9287
474.1	Acute tonsillitis	Black	0.39	30	7646
474.1	Acute tonsillitis	Chinese	0.07	1	1496
474.1	Acute tonsillitis	Mixed	0.44	12	2738
474.1	Acute tonsillitis	Other	0.49	30	6053
474.1	Acute tonsillitis	White	0.15	685	448329
751.12	Congenital anomalies of male genital organs	Total	0.06	278	497444
751.12	Congenital anomalies of male genital organs	Asian	0.08	8	9782
751.12	Congenital anomalies of male genital organs	Black	0.06	5	7980
751.12	Congenital anomalies of male genital organs	Chinese	0.06	1	1565
751.12	Congenital anomalies of male genital organs	Mixed	0.0	0	2894
751.12	Congenital anomalies of male genital organs	Other	0.09	6	6378
751.12	Congenital anomalies of male genital organs	White	0.05	258	468845
625.0	Pain and other symptoms associated with female genital organs	Total	0.49	2395	488771
625.0	Pain and other symptoms associated with female genital organs	Asian	0.43	42	9647
625.0	Pain and other symptoms associated with female genital organs	Black	0.7	56	7893
625.0	Pain and other symptoms associated with female genital organs	Chinese	0.83	13	1544
625.0	Pain and other symptoms associated with female genital organs	Mixed	0.59	17	2841
625.0	Pain and other symptoms associated with female genital organs	Other	0.58	37	6295
625.0	Pain and other symptoms associated with female genital organs	White	0.48	2230	460551
411.8	Other chronic ischemic heart disease, unspecified	Total	4.53	21630	455461
411.8	Other chronic ischemic heart disease, unspecified	Asian	8.43	774	8404
411.8	Other chronic ischemic heart disease, unspecified	Black	2.81	218	7536
411.8	Other chronic ischemic heart disease, unspecified	Chinese	1.63	25	1509
411.8	Other chronic ischemic heart disease, unspecified	Mixed	2.99	84	2724
411.8	Other chronic ischemic heart disease, unspecified	Other	4.76	291	5821
411.8	Other chronic ischemic heart disease, unspecified	White	4.5	20238	429467
681.3	Cellulitis and abscess of arm/hand	Total	1.64	8082	484382
681.3	Cellulitis and abscess of arm/hand	Asian	1.3	125	9484
681.3	Cellulitis and abscess of arm/hand	Black	1.03	81	7768
681.3	Cellulitis and abscess of arm/hand	Chinese	0.51	8	1554
681.3	Cellulitis and abscess of arm/hand	Mixed	1.22	35	2827
681.3	Cellulitis and abscess of arm/hand	Other	1.24	78	6232
681.3	Cellulitis and abscess of arm/hand	White	1.67	7755	456517
516.0	Abnormal sputum	Total	0.03	134	497319
516.0	Abnormal sputum	Asian	0.0	0	9744
516.0	Abnormal sputum	Black	0.01	1	7966
516.0	Abnormal sputum	Chinese	0.0	0	1561
516.0	Abnormal sputum	Mixed	0.0	0	2880
516.0	Abnormal sputum	Other	0.03	2	6372
516.0	Abnormal sputum	White	0.03	131	468796
334.0	Degenerative disease of the spinal cord	Total	0.45	2189	480324
334.0	Degenerative disease of the spinal cord	Asian	0.38	36	9490
334.0	Degenerative disease of the spinal cord	Black	0.67	52	7710
334.0	Degenerative disease of the spinal cord	Chinese	0.19	3	1537
334.0	Degenerative disease of the spinal cord	Mixed	0.35	10	2810
334.0	Degenerative disease of the spinal cord	Other	0.48	30	6184
334.0	Degenerative disease of the spinal cord	White	0.45	2058	452593
800.4	Fracture of patella	Total	0.03	162	495626
800.4	Fracture of patella	Asian	0.04	4	9769
800.4	Fracture of patella	Black	0.03	2	7991
800.4	Fracture of patella	Chinese	0.0	0	1566
800.4	Fracture of patella	Mixed	0.0	0	2892
800.4	Fracture of patella	Other	0.0	0	6389
800.4	Fracture of patella	White	0.03	156	467019
343.0	Infantile cerebral palsy	Total	0.04	197	480324
343.0	Infantile cerebral palsy	Asian	0.0	0	9490
343.0	Infantile cerebral palsy	Black	0.04	3	7710
343.0	Infantile cerebral palsy	Chinese	0.0	0	1537
343.0	Infantile cerebral palsy	Mixed	0.11	3	2810
343.0	Infantile cerebral palsy	Other	0.05	3	6184
343.0	Infantile cerebral palsy	White	0.04	188	452593
345.3	Convulsions	Total	0.68	3274	480324
345.3	Convulsions	Asian	0.62	59	9490
345.3	Convulsions	Black	0.48	37	7710
345.3	Convulsions	Chinese	0.32	5	1537
345.3	Convulsions	Mixed	0.46	13	2810
345.3	Convulsions	Other	0.48	30	6184
345.3	Convulsions	White	0.69	3130	452593
870.6	Open wound of neck	Total	0.03	168	488645
870.6	Open wound of neck	Asian	0.0	0	9640
870.6	Open wound of neck	Black	0.01	1	7893
870.6	Open wound of neck	Chinese	0.0	0	1557
870.6	Open wound of neck	Mixed	0.04	1	2843
870.6	Open wound of neck	Other	0.05	3	6297
870.6	Open wound of neck	White	0.04	163	460415
281.11	Pernicious anemia	Total	0.23	1083	470418
281.11	Pernicious anemia	Asian	0.27	24	8776
281.11	Pernicious anemia	Black	0.1	7	6955
281.11	Pernicious anemia	Chinese	0.07	1	1495
281.11	Pernicious anemia	Mixed	0.07	2	2702
281.11	Pernicious anemia	Other	0.17	10	5923
281.11	Pernicious anemia	White	0.23	1039	444567
618.1	Prolapse of vaginal walls	Total	1.96	9672	484670
618.1	Prolapse of vaginal walls	Asian	1.1	107	9615
618.1	Prolapse of vaginal walls	Black	1.3	104	7869
618.1	Prolapse of vaginal walls	Chinese	0.64	10	1548
618.1	Prolapse of vaginal walls	Mixed	1.56	45	2837
618.1	Prolapse of vaginal walls	Other	1.27	81	6289
618.1	Prolapse of vaginal walls	White	2.0	9325	456512
647.1	Infections of genitourinary tract during pregnancy	Total	0.07	375	499884
647.1	Infections of genitourinary tract during pregnancy	Asian	0.13	13	9805
647.1	Infections of genitourinary tract during pregnancy	Black	0.29	23	7990
647.1	Infections of genitourinary tract during pregnancy	Chinese	0.32	5	1561
647.1	Infections of genitourinary tract during pregnancy	Mixed	0.1	3	2903
647.1	Infections of genitourinary tract during pregnancy	Other	0.11	7	6413
647.1	Infections of genitourinary tract during pregnancy	White	0.07	324	471212
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Total	0.12	559	476419
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Asian	0.13	12	9451
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Black	0.11	9	7819
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Chinese	0.13	2	1520
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Mixed	0.11	3	2798
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Other	0.06	4	6157
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	White	0.12	529	448674
569.0	Other disorders of intestine	Total	1.13	5358	469177
569.0	Other disorders of intestine	Asian	1.09	101	9165
569.0	Other disorders of intestine	Black	1.27	97	7549
569.0	Other disorders of intestine	Chinese	0.33	5	1508
569.0	Other disorders of intestine	Mixed	0.8	22	2718
569.0	Other disorders of intestine	Other	0.84	51	6046
569.0	Other disorders of intestine	White	1.14	5082	442191
204.12	Lymphoid leukemia, chronic	Total	0.15	751	494261
204.12	Lymphoid leukemia, chronic	Asian	0.05	5	9736
204.12	Lymphoid leukemia, chronic	Black	0.09	7	7923
204.12	Lymphoid leukemia, chronic	Chinese	0.0	0	1559
204.12	Lymphoid leukemia, chronic	Mixed	0.07	2	2888
204.12	Lymphoid leukemia, chronic	Other	0.14	9	6350
204.12	Lymphoid leukemia, chronic	White	0.16	728	465805
605.0	Erectile dysfunction [ED]	Total	0.16	762	472891
605.0	Erectile dysfunction [ED]	Asian	0.3	28	9256
605.0	Erectile dysfunction [ED]	Black	0.35	27	7642
605.0	Erectile dysfunction [ED]	Chinese	0.13	2	1526
605.0	Erectile dysfunction [ED]	Mixed	0.18	5	2813
605.0	Erectile dysfunction [ED]	Other	0.28	17	6065
605.0	Erectile dysfunction [ED]	White	0.15	683	445589
250.1	Type 1 diabetes	Total	0.81	3808	468659
250.1	Type 1 diabetes	Asian	2.01	164	8014
250.1	Type 1 diabetes	Black	1.75	125	7009
250.1	Type 1 diabetes	Chinese	0.27	4	1485
250.1	Type 1 diabetes	Mixed	0.66	18	2719
250.1	Type 1 diabetes	Other	1.46	85	5729
250.1	Type 1 diabetes	White	0.76	3412	443703
262.0	Mineral deficiency NEC	Total	0.09	455	495737
262.0	Mineral deficiency NEC	Asian	0.21	20	9581
262.0	Mineral deficiency NEC	Black	0.1	8	7910
262.0	Mineral deficiency NEC	Chinese	0.13	2	1563
262.0	Mineral deficiency NEC	Mixed	0.14	4	2874
262.0	Mineral deficiency NEC	Other	0.09	6	6334
262.0	Mineral deficiency NEC	White	0.09	415	467475
222.0	Benign neoplasm of male genital organs	Total	0.04	205	490679
222.0	Benign neoplasm of male genital organs	Asian	0.05	5	9730
222.0	Benign neoplasm of male genital organs	Black	0.05	4	7824
222.0	Benign neoplasm of male genital organs	Chinese	0.0	0	1560
222.0	Benign neoplasm of male genital organs	Mixed	0.0	0	2871
222.0	Benign neoplasm of male genital organs	Other	0.03	2	6327
222.0	Benign neoplasm of male genital organs	White	0.04	194	462367
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Total	0.1	494	498117
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Asian	0.08	8	9776
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Black	0.36	29	7938
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Chinese	0.26	4	1560
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Mixed	0.1	3	2893
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Other	0.19	12	6378
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	White	0.09	438	469572
150.0	Cancer of esophagus	Total	0.22	1060	477326
150.0	Cancer of esophagus	Asian	0.05	5	9486
150.0	Cancer of esophagus	Black	0.05	4	7806
150.0	Cancer of esophagus	Chinese	0.07	1	1517
150.0	Cancer of esophagus	Mixed	0.07	2	2813
150.0	Cancer of esophagus	Other	0.21	13	6175
150.0	Cancer of esophagus	White	0.23	1035	449529
377.0	Disorders of optic nerve and visual pathways	Total	0.06	302	488734
377.0	Disorders of optic nerve and visual pathways	Asian	0.07	7	9530
377.0	Disorders of optic nerve and visual pathways	Black	0.05	4	7846
377.0	Disorders of optic nerve and visual pathways	Chinese	0.06	1	1538
377.0	Disorders of optic nerve and visual pathways	Mixed	0.04	1	2854
377.0	Disorders of optic nerve and visual pathways	Other	0.06	4	6276
377.0	Disorders of optic nerve and visual pathways	White	0.06	285	460690
440.9	Atherosclerosis of aorta	Total	0.05	250	488142
440.9	Atherosclerosis of aorta	Asian	0.05	5	9625
440.9	Atherosclerosis of aorta	Black	0.01	1	7884
440.9	Atherosclerosis of aorta	Chinese	0.0	0	1550
440.9	Atherosclerosis of aorta	Mixed	0.1	3	2858
440.9	Atherosclerosis of aorta	Other	0.03	2	6275
440.9	Atherosclerosis of aorta	White	0.05	239	459950
334.2	Anterior horn cell disease	Total	0.08	364	480324
334.2	Anterior horn cell disease	Asian	0.03	3	9490
334.2	Anterior horn cell disease	Black	0.04	3	7710
334.2	Anterior horn cell disease	Chinese	0.13	2	1537
334.2	Anterior horn cell disease	Mixed	0.28	8	2810
334.2	Anterior horn cell disease	Other	0.05	3	6184
334.2	Anterior horn cell disease	White	0.08	345	452593
170.2	Cancer of connective tissue	Total	0.09	453	499806
170.2	Cancer of connective tissue	Asian	0.11	11	9806
170.2	Cancer of connective tissue	Black	0.11	9	8008
170.2	Cancer of connective tissue	Chinese	0.0	0	1569
170.2	Cancer of connective tissue	Mixed	0.07	2	2905
170.2	Cancer of connective tissue	Other	0.09	6	6412
170.2	Cancer of connective tissue	White	0.09	425	471106
372.0	Disorders of conjunctiva	Total	0.25	1227	486857
372.0	Disorders of conjunctiva	Asian	0.47	45	9489
372.0	Disorders of conjunctiva	Black	1.2	94	7733
372.0	Disorders of conjunctiva	Chinese	0.19	3	1536
372.0	Disorders of conjunctiva	Mixed	0.39	11	2846
372.0	Disorders of conjunctiva	Other	0.61	38	6218
372.0	Disorders of conjunctiva	White	0.23	1036	459035
695.42	Systemic lupus erythematosus	Total	0.11	567	492583
695.42	Systemic lupus erythematosus	Asian	0.25	24	9632
695.42	Systemic lupus erythematosus	Black	0.54	43	7857
695.42	Systemic lupus erythematosus	Chinese	0.13	2	1549
695.42	Systemic lupus erythematosus	Mixed	0.21	6	2860
695.42	Systemic lupus erythematosus	Other	0.22	14	6326
695.42	Systemic lupus erythematosus	White	0.1	478	464359
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Total	0.33	1626	495118
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Asian	0.67	65	9643
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Black	0.7	55	7848
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Chinese	0.84	13	1534
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Mixed	0.87	25	2844
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Other	0.66	42	6321
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	White	0.3	1426	466928
573.2	Liver replaced by transplant	Total	0.03	146	486179
573.2	Liver replaced by transplant	Asian	0.03	3	9535
573.2	Liver replaced by transplant	Black	0.05	4	7783
573.2	Liver replaced by transplant	Chinese	0.13	2	1532
573.2	Liver replaced by transplant	Mixed	0.0	0	2841
573.2	Liver replaced by transplant	Other	0.1	6	6215
573.2	Liver replaced by transplant	White	0.03	131	458273
526.9	Jaw disease NOS	Total	0.07	340	485832
526.9	Jaw disease NOS	Asian	0.12	11	9511
526.9	Jaw disease NOS	Black	0.08	6	7538
526.9	Jaw disease NOS	Chinese	0.0	0	1534
526.9	Jaw disease NOS	Mixed	0.11	3	2784
526.9	Jaw disease NOS	Other	0.08	5	6206
526.9	Jaw disease NOS	White	0.07	315	458259
591.0	Urinary tract infection	Total	3.83	18360	460745
591.0	Urinary tract infection	Asian	4.06	383	9054
591.0	Urinary tract infection	Black	3.49	267	7377
591.0	Urinary tract infection	Chinese	2.59	39	1464
591.0	Urinary tract infection	Mixed	3.49	97	2679
591.0	Urinary tract infection	Other	4.2	257	5866
591.0	Urinary tract infection	White	3.83	17317	434305
201.0	Hodgkin's disease	Total	0.07	362	494261
201.0	Hodgkin's disease	Asian	0.05	5	9736
201.0	Hodgkin's disease	Black	0.04	3	7923
201.0	Hodgkin's disease	Chinese	0.0	0	1559
201.0	Hodgkin's disease	Mixed	0.07	2	2888
201.0	Hodgkin's disease	Other	0.09	6	6350
201.0	Hodgkin's disease	White	0.07	346	465805
276.6	Fluid overload	Total	0.2	983	487225
276.6	Fluid overload	Asian	0.36	34	9478
276.6	Fluid overload	Black	0.33	26	7803
276.6	Fluid overload	Chinese	0.06	1	1549
276.6	Fluid overload	Mixed	0.14	4	2846
276.6	Fluid overload	Other	0.27	17	6252
276.6	Fluid overload	White	0.2	901	459297
364.2	Corneal edema	Total	0.03	135	482838
364.2	Corneal edema	Asian	0.06	6	9402
364.2	Corneal edema	Black	0.04	3	7645
364.2	Corneal edema	Chinese	0.0	0	1531
364.2	Corneal edema	Mixed	0.04	1	2825
364.2	Corneal edema	Other	0.06	4	6186
364.2	Corneal edema	White	0.03	121	455249
599.5	Frequency of urination and polyuria	Total	1.11	5226	466682
599.5	Frequency of urination and polyuria	Asian	1.24	115	9142
599.5	Frequency of urination and polyuria	Black	1.39	106	7542
599.5	Frequency of urination and polyuria	Chinese	0.66	10	1503
599.5	Frequency of urination and polyuria	Mixed	1.01	28	2743
599.5	Frequency of urination and polyuria	Other	1.31	80	6009
599.5	Frequency of urination and polyuria	White	1.1	4887	439743
378.2	Nystagmus and other irregular eye movements	Total	0.07	336	488734
378.2	Nystagmus and other irregular eye movements	Asian	0.06	6	9530
378.2	Nystagmus and other irregular eye movements	Black	0.11	9	7846
378.2	Nystagmus and other irregular eye movements	Chinese	0.06	1	1538
378.2	Nystagmus and other irregular eye movements	Mixed	0.0	0	2854
378.2	Nystagmus and other irregular eye movements	Other	0.06	4	6276
378.2	Nystagmus and other irregular eye movements	White	0.07	316	460690
687.3	Changes in skin texture	Total	0.03	152	492407
687.3	Changes in skin texture	Asian	0.02	2	9648
687.3	Changes in skin texture	Black	0.03	2	7897
687.3	Changes in skin texture	Chinese	0.0	0	1555
687.3	Changes in skin texture	Mixed	0.0	0	2848
687.3	Changes in skin texture	Other	0.0	0	6319
687.3	Changes in skin texture	White	0.03	148	464140
295.2	Paranoid disorders	Total	0.07	314	441655
295.2	Paranoid disorders	Asian	0.07	6	9056
295.2	Paranoid disorders	Black	0.13	10	7405
295.2	Paranoid disorders	Chinese	0.13	2	1505
295.2	Paranoid disorders	Mixed	0.27	7	2545
295.2	Paranoid disorders	Other	0.26	15	5695
295.2	Paranoid disorders	White	0.07	274	415449
735.1	Flat foot	Total	0.05	232	485349
735.1	Flat foot	Asian	0.01	1	9630
735.1	Flat foot	Black	0.13	10	7825
735.1	Flat foot	Chinese	0.06	1	1544
735.1	Flat foot	Mixed	0.04	1	2819
735.1	Flat foot	Other	0.05	3	6232
735.1	Flat foot	White	0.05	216	457299
241.2	Nontoxic multinodular goiter	Total	0.21	999	474858
241.2	Nontoxic multinodular goiter	Asian	0.3	28	9198
241.2	Nontoxic multinodular goiter	Black	0.51	40	7728
241.2	Nontoxic multinodular goiter	Chinese	0.2	3	1500
241.2	Nontoxic multinodular goiter	Mixed	0.22	6	2771
241.2	Nontoxic multinodular goiter	Other	0.29	18	6099
241.2	Nontoxic multinodular goiter	White	0.2	904	447562
636.0	Early or threatened labor; hemorrhage in early pregnancy	Total	0.28	1354	490289
636.0	Early or threatened labor; hemorrhage in early pregnancy	Asian	0.4	38	9509
636.0	Early or threatened labor; hemorrhage in early pregnancy	Black	0.65	50	7611
636.0	Early or threatened labor; hemorrhage in early pregnancy	Chinese	0.47	7	1494
636.0	Early or threatened labor; hemorrhage in early pregnancy	Mixed	0.94	26	2754
636.0	Early or threatened labor; hemorrhage in early pregnancy	Other	0.43	27	6201
636.0	Early or threatened labor; hemorrhage in early pregnancy	White	0.26	1206	462720
353.0	Nerve root and plexus disorders	Total	0.33	1573	480141
353.0	Nerve root and plexus disorders	Asian	0.31	29	9459
353.0	Nerve root and plexus disorders	Black	0.49	38	7704
353.0	Nerve root and plexus disorders	Chinese	0.0	0	1526
353.0	Nerve root and plexus disorders	Mixed	0.32	9	2787
353.0	Nerve root and plexus disorders	Other	0.24	15	6147
353.0	Nerve root and plexus disorders	White	0.33	1482	452518
335.0	Multiple sclerosis	Total	0.36	1756	480324
335.0	Multiple sclerosis	Asian	0.06	6	9490
335.0	Multiple sclerosis	Black	0.18	14	7710
335.0	Multiple sclerosis	Chinese	0.0	0	1537
335.0	Multiple sclerosis	Mixed	0.46	13	2810
335.0	Multiple sclerosis	Other	0.23	14	6184
335.0	Multiple sclerosis	White	0.38	1709	452593
426.0	Cardiac conduction disorders	Total	0.05	241	458792
426.0	Cardiac conduction disorders	Asian	0.07	6	9129
426.0	Cardiac conduction disorders	Black	0.01	1	7555
426.0	Cardiac conduction disorders	Chinese	0.0	0	1498
426.0	Cardiac conduction disorders	Mixed	0.0	0	2744
426.0	Cardiac conduction disorders	Other	0.05	3	5953
426.0	Cardiac conduction disorders	White	0.05	231	431913
601.1	Prostatitis	Total	0.19	880	474083
601.1	Prostatitis	Asian	0.28	26	9365
601.1	Prostatitis	Black	0.14	11	7630
601.1	Prostatitis	Chinese	0.2	3	1531
601.1	Prostatitis	Mixed	0.07	2	2822
601.1	Prostatitis	Other	0.38	23	6103
601.1	Prostatitis	White	0.18	815	446632
601.4	Balanoposthitis	Total	0.08	380	474083
601.4	Balanoposthitis	Asian	0.05	5	9365
601.4	Balanoposthitis	Black	0.03	2	7630
601.4	Balanoposthitis	Chinese	0.13	2	1531
601.4	Balanoposthitis	Mixed	0.11	3	2822
601.4	Balanoposthitis	Other	0.05	3	6103
601.4	Balanoposthitis	White	0.08	365	446632
331.1	Hydrocephalus	Total	0.16	762	480324
331.1	Hydrocephalus	Asian	0.14	13	9490
331.1	Hydrocephalus	Black	0.17	13	7710
331.1	Hydrocephalus	Chinese	0.19	3	1537
331.1	Hydrocephalus	Mixed	0.14	4	2810
331.1	Hydrocephalus	Other	0.18	11	6184
331.1	Hydrocephalus	White	0.16	718	452593
525.0	Other diseases of the teeth and supporting structures	Total	0.77	3781	485832
525.0	Other diseases of the teeth and supporting structures	Asian	0.73	70	9511
525.0	Other diseases of the teeth and supporting structures	Black	1.59	122	7538
525.0	Other diseases of the teeth and supporting structures	Chinese	0.39	6	1534
525.0	Other diseases of the teeth and supporting structures	Mixed	1.03	29	2784
525.0	Other diseases of the teeth and supporting structures	Other	0.83	52	6206
525.0	Other diseases of the teeth and supporting structures	White	0.76	3502	458259
459.1	Hemorrhage NOS	Total	0.03	132	467602
459.1	Hemorrhage NOS	Asian	0.04	4	9244
459.1	Hemorrhage NOS	Black	0.0	0	7537
459.1	Hemorrhage NOS	Chinese	0.0	0	1517
459.1	Hemorrhage NOS	Mixed	0.0	0	2746
459.1	Hemorrhage NOS	Other	0.02	1	6066
459.1	Hemorrhage NOS	White	0.03	127	440492
287.32	Secondary thrombocytopenia	Total	0.03	130	496348
287.32	Secondary thrombocytopenia	Asian	0.02	2	9733
287.32	Secondary thrombocytopenia	Black	0.0	0	7941
287.32	Secondary thrombocytopenia	Chinese	0.0	0	1560
287.32	Secondary thrombocytopenia	Mixed	0.07	2	2883
287.32	Secondary thrombocytopenia	Other	0.02	1	6368
287.32	Secondary thrombocytopenia	White	0.03	125	467863
260.6	Anorexia	Total	0.26	1303	495737
260.6	Anorexia	Asian	0.23	22	9581
260.6	Anorexia	Black	0.19	15	7910
260.6	Anorexia	Chinese	0.06	1	1563
260.6	Anorexia	Mixed	0.38	11	2874
260.6	Anorexia	Other	0.31	20	6334
260.6	Anorexia	White	0.26	1234	467475
420.21	Acute pericarditis	Total	0.06	282	495513
420.21	Acute pericarditis	Asian	0.07	7	9725
420.21	Acute pericarditis	Black	0.1	8	7902
420.21	Acute pericarditis	Chinese	0.0	0	1560
420.21	Acute pericarditis	Mixed	0.03	1	2887
420.21	Acute pericarditis	Other	0.02	1	6361
420.21	Acute pericarditis	White	0.06	265	467078
764.0	Sciatica	Total	0.4	1979	497290
764.0	Sciatica	Asian	0.49	48	9748
764.0	Sciatica	Black	0.67	54	7950
764.0	Sciatica	Chinese	0.32	5	1563
764.0	Sciatica	Mixed	0.38	11	2893
764.0	Sciatica	Other	0.42	27	6381
764.0	Sciatica	White	0.39	1834	468755
595.0	Hydronephrosis	Total	0.62	3061	489504
595.0	Hydronephrosis	Asian	0.55	53	9568
595.0	Hydronephrosis	Black	0.4	32	7886
595.0	Hydronephrosis	Chinese	0.45	7	1539
595.0	Hydronephrosis	Mixed	0.56	16	2848
595.0	Hydronephrosis	Other	0.87	55	6234
595.0	Hydronephrosis	White	0.62	2898	461429
433.8	Late effects of cerebrovascular disease	Total	0.41	1999	485596
433.8	Late effects of cerebrovascular disease	Asian	0.41	39	9561
433.8	Late effects of cerebrovascular disease	Black	0.66	52	7776
433.8	Late effects of cerebrovascular disease	Chinese	0.19	3	1545
433.8	Late effects of cerebrovascular disease	Mixed	0.46	13	2833
433.8	Late effects of cerebrovascular disease	Other	0.37	23	6245
433.8	Late effects of cerebrovascular disease	White	0.41	1869	457636
572.0	Ascites (non malignant)	Total	0.5	2462	486179
572.0	Ascites (non malignant)	Asian	0.46	44	9535
572.0	Ascites (non malignant)	Black	0.55	43	7783
572.0	Ascites (non malignant)	Chinese	0.26	4	1532
572.0	Ascites (non malignant)	Mixed	0.42	12	2841
572.0	Ascites (non malignant)	Other	0.64	40	6215
572.0	Ascites (non malignant)	White	0.5	2319	458273
228.0	Hemangioma and lymphangioma, any site	Total	0.43	2134	498294
228.0	Hemangioma and lymphangioma, any site	Asian	0.35	34	9789
228.0	Hemangioma and lymphangioma, any site	Black	0.3	24	7995
228.0	Hemangioma and lymphangioma, any site	Chinese	0.25	4	1565
228.0	Hemangioma and lymphangioma, any site	Mixed	0.28	8	2900
228.0	Hemangioma and lymphangioma, any site	Other	0.39	25	6397
228.0	Hemangioma and lymphangioma, any site	White	0.43	2039	469648
411.2	Myocardial infarction	Total	3.65	17263	455461
411.2	Myocardial infarction	Asian	6.3	565	8404
411.2	Myocardial infarction	Black	1.9	146	7536
411.2	Myocardial infarction	Chinese	1.31	20	1509
411.2	Myocardial infarction	Mixed	2.64	74	2724
411.2	Myocardial infarction	Other	3.53	213	5821
411.2	Myocardial infarction	White	3.64	16245	429467
187.0	Cancer of other male genital organs	Total	0.04	209	490679
187.0	Cancer of other male genital organs	Asian	0.03	3	9730
187.0	Cancer of other male genital organs	Black	0.03	2	7824
187.0	Cancer of other male genital organs	Chinese	0.0	0	1560
187.0	Cancer of other male genital organs	Mixed	0.03	1	2871
187.0	Cancer of other male genital organs	Other	0.06	4	6327
187.0	Cancer of other male genital organs	White	0.04	199	462367
819.0	Skull and face fracture and other intercranial injury	Total	0.28	1380	498860
819.0	Skull and face fracture and other intercranial injury	Asian	0.19	19	9801
819.0	Skull and face fracture and other intercranial injury	Black	0.27	22	7996
819.0	Skull and face fracture and other intercranial injury	Chinese	0.0	0	1569
819.0	Skull and face fracture and other intercranial injury	Mixed	0.31	9	2899
819.0	Skull and face fracture and other intercranial injury	Other	0.26	17	6404
819.0	Skull and face fracture and other intercranial injury	White	0.28	1313	470191
425.11	Hypertrophic obstructive cardiomyopathy	Total	0.04	213	495513
425.11	Hypertrophic obstructive cardiomyopathy	Asian	0.03	3	9725
425.11	Hypertrophic obstructive cardiomyopathy	Black	0.11	9	7902
425.11	Hypertrophic obstructive cardiomyopathy	Chinese	0.0	0	1560
425.11	Hypertrophic obstructive cardiomyopathy	Mixed	0.1	3	2887
425.11	Hypertrophic obstructive cardiomyopathy	Other	0.05	3	6361
425.11	Hypertrophic obstructive cardiomyopathy	White	0.04	195	467078
362.3	Other nondiabetic retinopathy	Total	0.02	107	481288
362.3	Other nondiabetic retinopathy	Asian	0.09	8	9300
362.3	Other nondiabetic retinopathy	Black	0.05	4	7589
362.3	Other nondiabetic retinopathy	Chinese	0.0	0	1528
362.3	Other nondiabetic retinopathy	Mixed	0.04	1	2817
362.3	Other nondiabetic retinopathy	Other	0.05	3	6149
362.3	Other nondiabetic retinopathy	White	0.02	91	453905
293.0	Symptoms involving head and neck	Total	0.56	2781	496422
293.0	Symptoms involving head and neck	Asian	0.81	79	9718
293.0	Symptoms involving head and neck	Black	0.84	67	7924
293.0	Symptoms involving head and neck	Chinese	0.45	7	1558
293.0	Symptoms involving head and neck	Mixed	0.9	26	2873
293.0	Symptoms involving head and neck	Other	0.87	56	6347
293.0	Symptoms involving head and neck	White	0.54	2546	468002
331.9	Cerebral degeneration, unspecified	Total	0.15	728	480324
331.9	Cerebral degeneration, unspecified	Asian	0.12	11	9490
331.9	Cerebral degeneration, unspecified	Black	0.16	12	7710
331.9	Cerebral degeneration, unspecified	Chinese	0.13	2	1537
331.9	Cerebral degeneration, unspecified	Mixed	0.14	4	2810
331.9	Cerebral degeneration, unspecified	Other	0.11	7	6184
331.9	Cerebral degeneration, unspecified	White	0.15	692	452593
759.1	Anomalies of endocrine glands, congenital	Total	0.02	121	499418
759.1	Anomalies of endocrine glands, congenital	Asian	0.01	1	9805
759.1	Anomalies of endocrine glands, congenital	Black	0.04	3	8001
759.1	Anomalies of endocrine glands, congenital	Chinese	0.06	1	1565
759.1	Anomalies of endocrine glands, congenital	Mixed	0.0	0	2902
759.1	Anomalies of endocrine glands, congenital	Other	0.03	2	6408
759.1	Anomalies of endocrine glands, congenital	White	0.02	114	470737
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Total	0.05	262	499745
