PheCode	Phenotype	Age	Prevalence	Case	Controls
519.0	Other diseases of respiratory system, not elsewhere classified	Male	0.03	67	220613
496.0	Chronic airway obstruction	Total	2.59	12028	452084
496.0	Chronic airway obstruction	Female	2.17	5428	244832
496.0	Chronic airway obstruction	Male	3.09	6600	207252
550.1	Inguinal hernia	Total	4.6	20970	434812
550.1	Inguinal hernia	Female	0.6	1470	245216
550.1	Inguinal hernia	Male	9.33	19500	189596
590.0	Pyelonephritis	Total	0.45	2076	460745
590.0	Pyelonephritis	Female	0.57	1445	251862
590.0	Pyelonephritis	Male	0.3	631	208883
184.2	Cancer of other female genital organs (excluding uterus and ovary)	Total	0.09	425	476572
184.2	Cancer of other female genital organs (excluding uterus and ovary)	Female	0.17	423	248699
184.2	Cancer of other female genital organs (excluding uterus and ovary)	Male	0.0	2	227873
858.0	Complication of internal orthopedic device	Total	1.06	5097	476287
858.0	Complication of internal orthopedic device	Female	1.1	2892	259809
858.0	Complication of internal orthopedic device	Male	1.01	2205	216478
790.0	Nonspecific findings on examination of blood	Total	0.05	269	490106
790.0	Nonspecific findings on examination of blood	Female	0.05	128	269672
790.0	Nonspecific findings on examination of blood	Male	0.06	141	220434
112.0	Candidiasis	Total	0.71	3537	496017
112.0	Candidiasis	Female	0.74	2012	269986
112.0	Candidiasis	Male	0.67	1525	226031
596.0	Other disorders of bladder	Total	2.13	10467	480785
596.0	Other disorders of bladder	Female	1.49	3990	264689
596.0	Other disorders of bladder	Male	2.91	6477	216096
738.0	Other acquired musculoskeletal deformity	Total	0.1	480	485349
738.0	Other acquired musculoskeletal deformity	Female	0.09	242	260128
738.0	Other acquired musculoskeletal deformity	Male	0.11	238	225221
395.2	Nonrheumatic aortic valve disorders	Total	0.08	402	489731
395.2	Nonrheumatic aortic valve disorders	Female	0.06	165	267511
395.2	Nonrheumatic aortic valve disorders	Male	0.11	237	222220
700.0	Corns and callosities	Total	0.08	415	493586
700.0	Corns and callosities	Female	0.12	328	268105
700.0	Corns and callosities	Male	0.04	87	225481
367.2	Astigmatism	Total	0.07	341	496505
367.2	Astigmatism	Female	0.07	199	270208
367.2	Astigmatism	Male	0.06	142	226297
803.0	Fracture of upper limb	Total	0.06	297	495626
803.0	Fracture of upper limb	Female	0.06	164	269827
803.0	Fracture of upper limb	Male	0.06	133	225799
356.0	Hereditary and idiopathic peripheral neuropathy	Total	0.04	215	497291
356.0	Hereditary and idiopathic peripheral neuropathy	Female	0.03	86	271026
356.0	Hereditary and idiopathic peripheral neuropathy	Male	0.06	129	226265
465.0	Acute upper respiratory infections of multiple or unspecified sites	Total	0.38	1890	496898
465.0	Acute upper respiratory infections of multiple or unspecified sites	Female	0.41	1119	270296
465.0	Acute upper respiratory infections of multiple or unspecified sites	Male	0.34	771	226602
713.5	Arthropathy associated with neurological disorders	Total	0.02	104	458152
713.5	Arthropathy associated with neurological disorders	Female	0.01	26	248077
713.5	Arthropathy associated with neurological disorders	Male	0.04	78	210075
840.0	Sprains and strains	Total	0.09	469	499910
840.0	Sprains and strains	Female	0.08	217	272131
840.0	Sprains and strains	Male	0.11	252	227779
527.7	Disturbance of salivary secretion	Total	0.02	101	492610
527.7	Disturbance of salivary secretion	Female	0.02	57	268020
527.7	Disturbance of salivary secretion	Male	0.02	44	224590
594.0	Urinary calculus	Total	0.13	656	489504
594.0	Urinary calculus	Female	0.07	188	268724
594.0	Urinary calculus	Male	0.21	468	220780
277.5	Other disorders of lipoid metabolism	Total	0.06	307	498010
277.5	Other disorders of lipoid metabolism	Female	0.05	135	271215
277.5	Other disorders of lipoid metabolism	Male	0.08	172	226795
189.0	Cancer of urinary organs (incl. kidney and bladder)	Total	0.82	4086	494561
189.0	Cancer of urinary organs (incl. kidney and bladder)	Female	0.42	1135	270641
189.0	Cancer of urinary organs (incl. kidney and bladder)	Male	1.3	2951	223920
300.1	Anxiety disorder	Total	2.15	9722	441655
300.1	Anxiety disorder	Female	2.5	6278	245022
300.1	Anxiety disorder	Male	1.72	3444	196633
474.1	Acute tonsillitis	Total	0.16	779	475549
474.1	Acute tonsillitis	Female	0.17	452	260917
474.1	Acute tonsillitis	Male	0.15	327	214632
751.12	Congenital anomalies of male genital organs	Total	0.06	278	497444
751.12	Congenital anomalies of male genital organs	Female	0.0	0	270799
751.12	Congenital anomalies of male genital organs	Male	0.12	278	226645
625.0	Pain and other symptoms associated with female genital organs	Total	0.49	2395	488771
625.0	Pain and other symptoms associated with female genital organs	Female	0.91	2395	260942
625.0	Pain and other symptoms associated with female genital organs	Male	0.0	0	227829
411.8	Other chronic ischemic heart disease, unspecified	Total	4.53	21630	455461
411.8	Other chronic ischemic heart disease, unspecified	Female	2.43	6407	257267
411.8	Other chronic ischemic heart disease, unspecified	Male	7.13	15223	198194
681.3	Cellulitis and abscess of arm/hand	Total	1.64	8082	484382
681.3	Cellulitis and abscess of arm/hand	Female	1.19	3197	265342
681.3	Cellulitis and abscess of arm/hand	Male	2.18	4885	219040
516.0	Abnormal sputum	Total	0.03	134	497319
516.0	Abnormal sputum	Female	0.02	56	271063
516.0	Abnormal sputum	Male	0.03	78	226256
334.0	Degenerative disease of the spinal cord	Total	0.45	2189	480324
334.0	Degenerative disease of the spinal cord	Female	0.37	964	262564
334.0	Degenerative disease of the spinal cord	Male	0.56	1225	217760
800.4	Fracture of patella	Total	0.03	162	495626
800.4	Fracture of patella	Female	0.02	51	269827
800.4	Fracture of patella	Male	0.05	111	225799
343.0	Infantile cerebral palsy	Total	0.04	197	480324
343.0	Infantile cerebral palsy	Female	0.03	86	262564
343.0	Infantile cerebral palsy	Male	0.05	111	217760
345.3	Convulsions	Total	0.68	3274	480324
345.3	Convulsions	Female	0.55	1462	262564
345.3	Convulsions	Male	0.83	1812	217760
870.6	Open wound of neck	Total	0.03	168	488645
870.6	Open wound of neck	Female	0.03	73	268058
870.6	Open wound of neck	Male	0.04	95	220587
281.11	Pernicious anemia	Total	0.23	1083	470418
281.11	Pernicious anemia	Female	0.29	733	254494
281.11	Pernicious anemia	Male	0.16	350	215924
618.1	Prolapse of vaginal walls	Total	1.96	9672	484670
618.1	Prolapse of vaginal walls	Female	3.63	9666	256617
618.1	Prolapse of vaginal walls	Male	0.0	6	228053
647.1	Infections of genitourinary tract during pregnancy	Total	0.07	375	499884
647.1	Infections of genitourinary tract during pregnancy	Female	0.14	374	271825
647.1	Infections of genitourinary tract during pregnancy	Male	0.0	1	228059
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Total	0.12	559	476419
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Female	0.12	305	256040
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Male	0.12	254	220379
569.0	Other disorders of intestine	Total	1.13	5358	469177
569.0	Other disorders of intestine	Female	1.13	2925	256812
569.0	Other disorders of intestine	Male	1.13	2433	212365
204.12	Lymphoid leukemia, chronic	Total	0.15	751	494261
204.12	Lymphoid leukemia, chronic	Female	0.1	257	269577
204.12	Lymphoid leukemia, chronic	Male	0.22	494	224684
605.0	Erectile dysfunction [ED]	Total	0.16	762	472891
605.0	Erectile dysfunction [ED]	Female	0.0	0	272355
605.0	Erectile dysfunction [ED]	Male	0.38	762	200536
250.1	Type 1 diabetes	Total	0.81	3808	468659
250.1	Type 1 diabetes	Female	0.63	1641	259550
250.1	Type 1 diabetes	Male	1.03	2167	209109
262.0	Mineral deficiency NEC	Total	0.09	455	495737
262.0	Mineral deficiency NEC	Female	0.11	287	269608
262.0	Mineral deficiency NEC	Male	0.07	168	226129
222.0	Benign neoplasm of male genital organs	Total	0.04	205	490679
222.0	Benign neoplasm of male genital organs	Female	0.0	1	272211
222.0	Benign neoplasm of male genital organs	Male	0.09	204	218468
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Total	0.1	494	498117
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Female	0.09	255	270815
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Male	0.11	239	227302
150.0	Cancer of esophagus	Total	0.22	1060	477326
150.0	Cancer of esophagus	Female	0.1	264	260716
150.0	Cancer of esophagus	Male	0.37	796	216610
377.0	Disorders of optic nerve and visual pathways	Total	0.06	302	488734
377.0	Disorders of optic nerve and visual pathways	Female	0.07	181	265636
377.0	Disorders of optic nerve and visual pathways	Male	0.05	121	223098
440.9	Atherosclerosis of aorta	Total	0.05	250	488142
440.9	Atherosclerosis of aorta	Female	0.04	96	267338
440.9	Atherosclerosis of aorta	Male	0.07	154	220804
334.2	Anterior horn cell disease	Total	0.08	364	480324
334.2	Anterior horn cell disease	Female	0.06	152	262564
334.2	Anterior horn cell disease	Male	0.1	212	217760
170.2	Cancer of connective tissue	Total	0.09	453	499806
170.2	Cancer of connective tissue	Female	0.07	201	272107
170.2	Cancer of connective tissue	Male	0.11	252	227699
372.0	Disorders of conjunctiva	Total	0.25	1227	486857
372.0	Disorders of conjunctiva	Female	0.26	686	264902
372.0	Disorders of conjunctiva	Male	0.24	541	221955
695.42	Systemic lupus erythematosus	Total	0.11	567	492583
695.42	Systemic lupus erythematosus	Female	0.18	484	267435
695.42	Systemic lupus erythematosus	Male	0.04	83	225148
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Total	0.33	1626	495118
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Female	0.61	1626	267059
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	Male	0.0	0	228059
573.2	Liver replaced by transplant	Total	0.03	146	486179
573.2	Liver replaced by transplant	Female	0.02	50	265153
573.2	Liver replaced by transplant	Male	0.04	96	221026
526.9	Jaw disease NOS	Total	0.07	340	485832
526.9	Jaw disease NOS	Female	0.08	204	264064
526.9	Jaw disease NOS	Male	0.06	136	221768
591.0	Urinary tract infection	Total	3.83	18360	460745
591.0	Urinary tract infection	Female	4.02	10550	251862
591.0	Urinary tract infection	Male	3.6	7810	208883
201.0	Hodgkin's disease	Total	0.07	362	494261
201.0	Hodgkin's disease	Female	0.06	168	269577
201.0	Hodgkin's disease	Male	0.09	194	224684
276.6	Fluid overload	Total	0.2	983	487225
276.6	Fluid overload	Female	0.14	373	266084
276.6	Fluid overload	Male	0.28	610	221141
364.2	Corneal edema	Total	0.03	135	482838
364.2	Corneal edema	Female	0.02	65	263427
364.2	Corneal edema	Male	0.03	70	219411
599.5	Frequency of urination and polyuria	Total	1.11	5226	466682
599.5	Frequency of urination and polyuria	Female	0.87	2239	255797
599.5	Frequency of urination and polyuria	Male	1.4	2987	210885
378.2	Nystagmus and other irregular eye movements	Total	0.07	336	488734
378.2	Nystagmus and other irregular eye movements	Female	0.05	127	265636
378.2	Nystagmus and other irregular eye movements	Male	0.09	209	223098
687.3	Changes in skin texture	Total	0.03	152	492407
687.3	Changes in skin texture	Female	0.03	81	267934
687.3	Changes in skin texture	Male	0.03	71	224473
295.2	Paranoid disorders	Total	0.07	314	441655
295.2	Paranoid disorders	Female	0.07	160	245022
295.2	Paranoid disorders	Male	0.08	154	196633
735.1	Flat foot	Total	0.05	232	485349
735.1	Flat foot	Female	0.06	169	260128
735.1	Flat foot	Male	0.03	63	225221
241.2	Nontoxic multinodular goiter	Total	0.21	999	474858
241.2	Nontoxic multinodular goiter	Female	0.33	843	251658
241.2	Nontoxic multinodular goiter	Male	0.07	156	223200
636.0	Early or threatened labor; hemorrhage in early pregnancy	Total	0.28	1354	490289
636.0	Early or threatened labor; hemorrhage in early pregnancy	Female	0.51	1354	262234
636.0	Early or threatened labor; hemorrhage in early pregnancy	Male	0.0	0	228055
353.0	Nerve root and plexus disorders	Total	0.33	1573	480141
353.0	Nerve root and plexus disorders	Female	0.32	832	259003
353.0	Nerve root and plexus disorders	Male	0.33	741	221138
335.0	Multiple sclerosis	Total	0.36	1756	480324
335.0	Multiple sclerosis	Female	0.48	1266	262564
335.0	Multiple sclerosis	Male	0.22	490	217760
426.0	Cardiac conduction disorders	Total	0.05	241	458792
426.0	Cardiac conduction disorders	Female	0.03	78	255264
426.0	Cardiac conduction disorders	Male	0.08	163	203528
601.1	Prostatitis	Total	0.19	880	474083
601.1	Prostatitis	Female	0.0	0	272204
601.1	Prostatitis	Male	0.43	880	201879
601.4	Balanoposthitis	Total	0.08	380	474083
601.4	Balanoposthitis	Female	0.0	0	272204
601.4	Balanoposthitis	Male	0.19	380	201879
331.1	Hydrocephalus	Total	0.16	762	480324
331.1	Hydrocephalus	Female	0.16	408	262564
331.1	Hydrocephalus	Male	0.16	354	217760
525.0	Other diseases of the teeth and supporting structures	Total	0.77	3781	485832
525.0	Other diseases of the teeth and supporting structures	Female	0.79	2090	264064
525.0	Other diseases of the teeth and supporting structures	Male	0.76	1691	221768
459.1	Hemorrhage NOS	Total	0.03	132	467602
459.1	Hemorrhage NOS	Female	0.02	61	256794
459.1	Hemorrhage NOS	Male	0.03	71	210808
287.32	Secondary thrombocytopenia	Total	0.03	130	496348
287.32	Secondary thrombocytopenia	Female	0.02	57	270348
287.32	Secondary thrombocytopenia	Male	0.03	73	226000
260.6	Anorexia	Total	0.26	1303	495737
260.6	Anorexia	Female	0.27	717	269608
260.6	Anorexia	Male	0.26	586	226129
420.21	Acute pericarditis	Total	0.06	282	495513
420.21	Acute pericarditis	Female	0.03	83	270495
420.21	Acute pericarditis	Male	0.09	199	225018
764.0	Sciatica	Total	0.4	1979	497290
764.0	Sciatica	Female	0.44	1204	270543
764.0	Sciatica	Male	0.34	775	226747
595.0	Hydronephrosis	Total	0.62	3061	489504
595.0	Hydronephrosis	Female	0.45	1223	268724
595.0	Hydronephrosis	Male	0.83	1838	220780
433.8	Late effects of cerebrovascular disease	Total	0.41	1999	485596
433.8	Late effects of cerebrovascular disease	Female	0.31	823	266169
433.8	Late effects of cerebrovascular disease	Male	0.53	1176	219427
572.0	Ascites (non malignant)	Total	0.5	2462	486179
572.0	Ascites (non malignant)	Female	0.48	1280	265153
572.0	Ascites (non malignant)	Male	0.53	1182	221026
228.0	Hemangioma and lymphangioma, any site	Total	0.43	2134	498294
228.0	Hemangioma and lymphangioma, any site	Female	0.44	1194	271174
228.0	Hemangioma and lymphangioma, any site	Male	0.41	940	227120
411.2	Myocardial infarction	Total	3.65	17263	455461
411.2	Myocardial infarction	Female	1.62	4247	257267
411.2	Myocardial infarction	Male	6.16	13016	198194
187.0	Cancer of other male genital organs	Total	0.04	209	490679
187.0	Cancer of other male genital organs	Female	0.05	149	272211
187.0	Cancer of other male genital organs	Male	0.03	60	218468
819.0	Skull and face fracture and other intercranial injury	Total	0.28	1380	498860
819.0	Skull and face fracture and other intercranial injury	Female	0.17	456	271843
819.0	Skull and face fracture and other intercranial injury	Male	0.41	924	227017
425.11	Hypertrophic obstructive cardiomyopathy	Total	0.04	213	495513
425.11	Hypertrophic obstructive cardiomyopathy	Female	0.03	70	270495
425.11	Hypertrophic obstructive cardiomyopathy	Male	0.06	143	225018
362.3	Other nondiabetic retinopathy	Total	0.02	107	481288
362.3	Other nondiabetic retinopathy	Female	0.02	44	262877
362.3	Other nondiabetic retinopathy	Male	0.03	63	218411
293.0	Symptoms involving head and neck	Total	0.56	2781	496422
293.0	Symptoms involving head and neck	Female	0.3	823	270929
293.0	Symptoms involving head and neck	Male	0.86	1958	225493
331.9	Cerebral degeneration, unspecified	Total	0.15	728	480324
331.9	Cerebral degeneration, unspecified	Female	0.1	260	262564
331.9	Cerebral degeneration, unspecified	Male	0.21	468	217760
759.1	Anomalies of endocrine glands, congenital	Total	0.02	121	499418
759.1	Anomalies of endocrine glands, congenital	Female	0.03	70	271779
759.1	Anomalies of endocrine glands, congenital	Male	0.02	51	227639
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Total	0.05	262	499745
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Female	0.1	262	271685
671.0	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Male	0.0	0	228060
365.2	Primary angle-closure glaucoma	Total	0.23	1089	482838
365.2	Primary angle-closure glaucoma	Female	0.27	720	263427
365.2	Primary angle-closure glaucoma	Male	0.17	369	219411
256.4	Polycystic ovaries	Total	0.06	318	494804
256.4	Polycystic ovaries	Female	0.12	318	269222
256.4	Polycystic ovaries	Male	0.0	0	225582
285.2	Anemia of chronic disease	Total	0.1	468	470418
285.2	Anemia of chronic disease	Female	0.09	234	254494
285.2	Anemia of chronic disease	Male	0.11	234	215924
290.2	Delirium due to conditions classified elsewhere	Total	0.33	1598	489014
290.2	Delirium due to conditions classified elsewhere	Female	0.23	609	267399
290.2	Delirium due to conditions classified elsewhere	Male	0.44	989	221615
212.0	Benign neoplasm of respiratory and intrathoracic organs	Total	0.1	493	499935
212.0	Benign neoplasm of respiratory and intrathoracic organs	Female	0.08	206	272162
212.0	Benign neoplasm of respiratory and intrathoracic organs	Male	0.13	287	227773
253.11	Acromegaly and gigantism	Total	0.03	133	494804
253.11	Acromegaly and gigantism	Female	0.03	75	269222
253.11	Acromegaly and gigantism	Male	0.03	58	225582
359.2	Myopathy	Total	0.07	369	497291
359.2	Myopathy	Female	0.06	171	271026
359.2	Myopathy	Male	0.09	198	226265
530.11	GERD	Total	5.05	23564	442592
530.11	GERD	Female	5.44	13886	241260
530.11	GERD	Male	4.59	9678	201332
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	Total	0.12	606	494646
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	Female	0.15	391	268585
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	Male	0.1	215	226061
341.0	Other demyelinating diseases of central nervous system	Total	0.07	317	480324
341.0	Other demyelinating diseases of central nervous system	Female	0.08	207	262564
341.0	Other demyelinating diseases of central nervous system	Male	0.05	110	217760
577.0	Diseases of pancreas	Total	0.18	900	497285
577.0	Diseases of pancreas	Female	0.15	417	270799
577.0	Diseases of pancreas	Male	0.21	483	226486
151.0	Cancer of stomach	Total	0.18	854	477326
151.0	Cancer of stomach	Female	0.1	255	260716
151.0	Cancer of stomach	Male	0.28	599	216610
871.4	Open wound of toe(s)	Total	0.02	111	488645
871.4	Open wound of toe(s)	Female	0.02	42	268058
871.4	Open wound of toe(s)	Male	0.03	69	220587
381.11	Suppurative and unspecified otitis media	Total	0.21	1046	495303
381.11	Suppurative and unspecified otitis media	Female	0.2	547	269679
381.11	Suppurative and unspecified otitis media	Male	0.22	499	225624
283.1	Autoimmune hemolytic anemias	Total	0.03	163	470418
283.1	Autoimmune hemolytic anemias	Female	0.03	80	254494
283.1	Autoimmune hemolytic anemias	Male	0.04	83	215924
426.2	Atrioventricular [AV] block	Total	0.04	197	458792
426.2	Atrioventricular [AV] block	Female	0.03	70	255264
426.2	Atrioventricular [AV] block	Male	0.06	127	203528
614.33	Pelvic inflammatory disease, NOS	Total	0.08	385	489046
614.33	Pelvic inflammatory disease, NOS	Female	0.15	385	260989
614.33	Pelvic inflammatory disease, NOS	Male	0.0	0	228057
401.1	Essential hypertension	Total	22.51	112399	386883
401.1	Essential hypertension	Female	19.42	52787	218983
401.1	Essential hypertension	Male	26.2	59612	167900
740.11	Osteoarthrosis, localized, primary	Total	2.43	11660	468627
740.11	Osteoarthrosis, localized, primary	Female	2.46	6399	253513
740.11	Osteoarthrosis, localized, primary	Male	2.39	5261	215114
798.0	Malaise and fatigue	Total	0.87	4340	495313
798.0	Malaise and fatigue	Female	0.87	2378	269404
798.0	Malaise and fatigue	Male	0.86	1962	225909
370.1	Corneal ulcer	Total	0.04	214	486857
370.1	Corneal ulcer	Female	0.04	112	264902
370.1	Corneal ulcer	Male	0.05	102	221955
528.5	Diseases of lips	Total	0.19	957	492610
528.5	Diseases of lips	Female	0.2	541	268020
528.5	Diseases of lips	Male	0.18	416	224590
741.2	Stiffness of joint	Total	0.03	142	497806
741.2	Stiffness of joint	Female	0.03	79	270876
741.2	Stiffness of joint	Male	0.03	63	226930
722.7	Intervertebral disc disorder with myelopathy	Total	0.12	577	487642
722.7	Intervertebral disc disorder with myelopathy	Female	0.09	244	265073
722.7	Intervertebral disc disorder with myelopathy	Male	0.15	333	222569
250.22	Type 2 diabetes with renal manifestations	Total	0.08	392	468659
250.22	Type 2 diabetes with renal manifestations	Female	0.04	111	259550
250.22	Type 2 diabetes with renal manifestations	Male	0.13	281	209109
270.35	Macroglobulinemia	Total	0.02	109	499210
270.35	Macroglobulinemia	Female	0.02	41	271854
270.35	Macroglobulinemia	Male	0.03	68	227356
414.0	Other forms of chronic heart disease	Total	0.7	3220	455461
414.0	Other forms of chronic heart disease	Female	0.37	949	257267
414.0	Other forms of chronic heart disease	Male	1.13	2271	198194
223.0	Benign neoplasm of kidney and other urinary organs	Total	0.06	267	451142
223.0	Benign neoplasm of kidney and other urinary organs	Female	0.04	95	238669
223.0	Benign neoplasm of kidney and other urinary organs	Male	0.08	172	212473
440.2	Atherosclerosis of the extremities	Total	0.13	655	488142
440.2	Atherosclerosis of the extremities	Female	0.06	155	267338
440.2	Atherosclerosis of the extremities	Male	0.23	500	220804
384.0	Other disorders of tympanic membrane	Total	0.1	482	495303
384.0	Other disorders of tympanic membrane	Female	0.09	246	269679
384.0	Other disorders of tympanic membrane	Male	0.1	236	225624
480.0	Pneumonia	Total	1.32	6449	483389
480.0	Pneumonia	Female	1.02	2732	264838
480.0	Pneumonia	Male	1.67	3717	218551
949.0	Allergies, other	Total	0.12	605	494278
949.0	Allergies, other	Female	0.14	376	268916
949.0	Allergies, other	Male	0.1	229	225362
681.0	Superficial cellulitis and abscess	Total	0.15	727	484382
681.0	Superficial cellulitis and abscess	Female	0.13	353	265342
681.0	Superficial cellulitis and abscess	Male	0.17	374	219040
446.5	Giant cell arteritis	Total	0.13	613	488142
446.5	Giant cell arteritis	Female	0.16	435	267338
446.5	Giant cell arteritis	Male	0.08	178	220804
695.9	Unspecified erythematous condition	Total	0.15	729	494289
695.9	Unspecified erythematous condition	Female	0.14	373	268670
695.9	Unspecified erythematous condition	Male	0.16	356	225619
117.4	Aspergillosis	Total	0.05	247	496017
117.4	Aspergillosis	Female	0.04	120	269986
117.4	Aspergillosis	Male	0.06	127	226031
695.41	Cutaneous lupus erythematosus	Total	0.05	228	492583
695.41	Cutaneous lupus erythematosus	Female	0.07	181	267435
695.41	Cutaneous lupus erythematosus	Male	0.02	47	225148
426.32	Left bundle branch block	Total	0.64	2956	458792
426.32	Left bundle branch block	Female	0.48	1220	255264
426.32	Left bundle branch block	Male	0.85	1736	203528
626.2	Dysmenorrhea	Total	0.41	1923	463077
626.2	Dysmenorrhea	Female	0.81	1923	235021
626.2	Dysmenorrhea	Male	0.0	0	228056
705.3	Hidradenitis	Total	0.05	247	488374
705.3	Hidradenitis	Female	0.07	174	266110
705.3	Hidradenitis	Male	0.03	73	222264
395.1	Nonrheumatic mitral valve disorders	Total	0.96	4739	489731
395.1	Nonrheumatic mitral valve disorders	Female	0.76	2061	267511
395.1	Nonrheumatic mitral valve disorders	Male	1.19	2678	222220
252.2	Hypoparathyroidism	Total	0.05	248	494804
252.2	Hypoparathyroidism	Female	0.06	169	269222
252.2	Hypoparathyroidism	Male	0.04	79	225582
851.0	Complications of transplants and reattached limbs	Total	1.84	8909	476287
851.0	Complications of transplants and reattached limbs	Female	1.75	4618	259809
851.0	Complications of transplants and reattached limbs	Male	1.94	4291	216478
496.2	Chronic bronchitis	Total	0.1	463	452084
496.2	Chronic bronchitis	Female	0.09	231	244832
496.2	Chronic bronchitis	Male	0.11	232	207252
627.3	Postmenopausal atrophic vaginitis	Total	0.33	1552	463077
627.3	Postmenopausal atrophic vaginitis	Female	0.66	1552	235021
627.3	Postmenopausal atrophic vaginitis	Male	0.0	0	228056
805.0	Fracture of vertebral column without mention of spinal cord injury	Total	0.1	479	495626
805.0	Fracture of vertebral column without mention of spinal cord injury	Female	0.08	215	269827
805.0	Fracture of vertebral column without mention of spinal cord injury	Male	0.12	264	225799
70.4	Chronic hepatitis	Total	0.08	393	492293
70.4	Chronic hepatitis	Female	0.11	282	267844
70.4	Chronic hepatitis	Male	0.05	111	224449
245.21	Chronic lymphocytic thyroiditis	Total	0.06	298	474858
245.21	Chronic lymphocytic thyroiditis	Female	0.11	273	251658
245.21	Chronic lymphocytic thyroiditis	Male	0.01	25	223200
870.5	Open wound of lip and mouth	Total	0.11	549	488645
870.5	Open wound of lip and mouth	Female	0.09	237	268058
870.5	Open wound of lip and mouth	Male	0.14	312	220587
259.0	Other endocrine disorders	Total	0.04	174	494804
259.0	Other endocrine disorders	Female	0.04	117	269222
259.0	Other endocrine disorders	Male	0.03	57	225582
624.1	Dystrophy of female genital tract	Total	0.08	375	488771
624.1	Dystrophy of female genital tract	Female	0.14	375	260942
624.1	Dystrophy of female genital tract	Male	0.0	0	227829
477.0	Epistaxis or throat hemorrhage	Total	0.72	3447	475549
477.0	Epistaxis or throat hemorrhage	Female	0.55	1436	260917
477.0	Epistaxis or throat hemorrhage	Male	0.93	2011	214632
695.8	Other specified erythematous conditions	Total	0.05	251	494289
695.8	Other specified erythematous conditions	Female	0.06	169	268670
695.8	Other specified erythematous conditions	Male	0.04	82	225619
562.1	Diverticulosis	Total	9.4	40964	394601
562.1	Diverticulosis	Female	9.3	21795	212610
562.1	Diverticulosis	Male	9.53	19169	181991
961.1	Poisoning/allergy of sulfonamides	Total	0.27	1244	461001
961.1	Poisoning/allergy of sulfonamides	Female	0.43	1071	246290
961.1	Poisoning/allergy of sulfonamides	Male	0.08	173	214711
990.0	Effects radiation NOS	Total	1.15	5713	490223
990.0	Effects radiation NOS	Female	1.12	3029	267239
990.0	Effects radiation NOS	Male	1.19	2684	222984
952.0	Spinal cord injury without evidence of spinal bone injury	Total	0.03	126	500302
952.0	Spinal cord injury without evidence of spinal bone injury	Female	0.02	42	272326
952.0	Spinal cord injury without evidence of spinal bone injury	Male	0.04	84	227976
187.1	Malignant neoplasm of unspecified male genital organ	Total	0.02	102	490679
187.1	Malignant neoplasm of unspecified male genital organ	Female	0.0	0	272211
187.1	Malignant neoplasm of unspecified male genital organ	Male	0.05	102	218468
395.6	Heart valve replaced	Total	0.47	2294	489731
395.6	Heart valve replaced	Female	0.28	757	267511
395.6	Heart valve replaced	Male	0.69	1537	222220
727.7	Contracture of tendon (sheath)	Total	0.04	172	470973
727.7	Contracture of tendon (sheath)	Female	0.04	92	256374
727.7	Contracture of tendon (sheath)	Male	0.04	80	214599
579.8	Nonspecific abnormal findings in stool contents	Total	0.61	2869	466397
579.8	Nonspecific abnormal findings in stool contents	Female	0.65	1659	254455
579.8	Nonspecific abnormal findings in stool contents	Male	0.57	1210	211942
433.2	Occlusion of cerebral arteries	Total	0.92	4496	485596
433.2	Occlusion of cerebral arteries	Female	0.62	1661	266169
433.2	Occlusion of cerebral arteries	Male	1.28	2835	219427
53.0	Herpes zoster	Total	0.11	525	492293
53.0	Herpes zoster	Female	0.11	292	267844
53.0	Herpes zoster	Male	0.1	233	224449
349.0	Other and unspecified disorders of the nervous system	Total	0.12	589	480324
349.0	Other and unspecified disorders of the nervous system	Female	0.13	329	262564
349.0	Other and unspecified disorders of the nervous system	Male	0.12	260	217760
365.0	Glaucoma	Total	1.2	5848	482838
365.0	Glaucoma	Female	1.09	2915	263427
365.0	Glaucoma	Male	1.32	2933	219411
253.2	Pituitary hypofunction	Total	0.08	402	494804
253.2	Pituitary hypofunction	Female	0.05	140	269222
253.2	Pituitary hypofunction	Male	0.12	262	225582
340.0	Migraine	Total	0.85	4156	485693
340.0	Migraine	Female	1.19	3161	262685
340.0	Migraine	Male	0.44	995	223008
550.0	Abdominal hernia	Total	1.16	5087	434812
550.0	Abdominal hernia	Female	1.04	2582	245216
550.0	Abdominal hernia	Male	1.3	2505	189596
613.8	Other specified disorders of breast	Total	0.09	455	498194
