PheCode	Phenotype	Variance	Maximum Difference
381.11	Suppurative and unspecified otitis media	0.02	0.46
381.2	Eustachian tube disorders	0.0	0.13
381.3	Mastoiditis & related conditions	0.0	0.13
384.4	Perforation of tympanic membrane	0.01	0.29
384.0	Other disorders of tympanic membrane	0.0	0.1
384.1	Myringitis	0.0	0.01
385.0	Other disorders of middle ear and mastoid	0.0	0.04
385.5	Tympanosclerosis and middle ear disease related to otitis media	0.0	0.06
383.0	Otosclerosis	0.0	0.09
386.0	Vertiginous syndromes and other disorders of vestibular system	0.0	0.02
386.1	Meniere's disease	0.01	0.3
386.21	Central origin vertigo	0.0	0.0
386.3	Labyrinthitis	0.02	0.43
389.3	Degenerative and vascular disorders of ear	0.0	0.04
389.0	Hearing loss	1.08	2.91
389.2	Conductive hearing loss	0.01	0.26
389.1	Sensorineural hearing loss	0.01	0.2
382.0	Otalgia	0.0	0.08
381.9	Otorrhea	0.0	0.08
389.4	Tinnitus	0.01	0.22
389.5	Disorders of acoustic nerve	0.0	0.01
388.0	Other disorders of ear	0.0	0.03
41.21	Rheumatic fever / chorea	0.0	0.01
394.4	Acute rheumatic heart disease	0.0	0.02
420.21	Acute pericarditis	0.0	0.07
420.1	Myocarditis	0.0	0.04
394.2	Mitral valve disease	0.72	2.3
394.0	Rheumatic disease of the heart valves	0.15	1.03
394.3	Aortic valve disease	0.19	1.2
394.7	Disease of tricuspid valve	0.11	0.86
395.1	Nonrheumatic mitral valve disorders	0.71	2.3
395.2	Nonrheumatic aortic valve disorders	0.01	0.26
420.22	Chronic pericarditis	0.0	0.04
401.1	Essential hypertension	255.43	43.34
401.21	Hypertensive heart disease	0.0	0.15
401.22	Hypertensive chronic kidney disease	0.66	2.21
401.2	Hypertensive heart and/or renal disease	0.0	0.07
401.3	Other hypertensive complications	0.0	0.15
411.3	Angina pectoris	17.65	11.11
411.1	Unstable angina (intermediate coronary syndrome)	2.18	4.06
411.2	Myocardial infarction	11.18	9.11
414.0	Other forms of chronic heart disease	0.47	1.83
411.9	Other acute and subacute forms of ischemic heart disease	0.08	0.72
411.4	Coronary atherosclerosis	24.19	13.11
411.8	Other chronic ischemic heart disease, unspecified	22.19	12.56
440.0	Atherosclerosis	0.0	0.17
411.41	Aneurysm and dissection of heart	0.02	0.36
415.11	Pulmonary embolism and infarction, acute	0.0	0.09
415.0	Pulmonary heart disease	0.39	1.65
415.21	Primary pulmonary hypertension	0.02	0.34
415.2	Chronic pulmonary heart disease	0.0	0.1
420.2	Pericarditis	0.04	0.54
747.13	Congenital anomalies of great vessels	0.32	1.49
395.3	Nonrheumatic tricuspid valve disorders	0.0	0.17
395.4	Nonrheumatic pulmonary valve disorders	0.0	0.05
425.1	Primary/intrinsic cardiomyopathies	0.03	0.45
425.11	Hypertrophic obstructive cardiomyopathy	0.0	0.06
425.12	Other hypertrophic cardiomyopathy	0.0	0.07
425.8	Other cardiomyopathy	0.0	0.02
425.0	Cardiomyopathy	0.0	0.01
425.2	Secondary/extrinsic cardiomyopathies	0.0	0.0
426.21	First degree AV block	0.24	1.31
426.23	Second degree AV block	0.04	0.56
426.24	Atrioventricular block, complete	0.08	0.76
426.2	Atrioventricular [AV] block	0.01	0.2
426.32	Left bundle branch block	0.46	1.81
426.3	Bundle branch block	0.04	0.51
426.31	Right bundle branch block	0.37	1.66
426.25	Other heart block	0.0	0.07
426.4	Anomalous atrioventricular excitation	0.0	0.07
426.8	Other cardiac conduction disorders	0.0	0.05
426.0	Cardiac conduction disorders	0.01	0.31
427.42	Cardiac arrest	0.1	0.86
427.1	Paroxysmal tachycardia, unspecified	0.0	0.05
427.12	Paroxysmal ventricular tachycardia	0.07	0.76
427.11	Paroxysmal supraventricular tachycardia	42.02	16.290000000000003
427.2	Atrial fibrillation and flutter	24.0	13.02
427.41	Ventricular fibrillation and flutter	0.02	0.36
427.61	Supraventricular premature beats	0.0	0.07
427.6	Premature beats	0.02	0.36
427.3	Other specified cardiac dysrhythmias	0.93	2.68
427.8	Sinoatrial node dysfunction (Bradycardia)	0.02	0.41
427.5	Arrhythmia (cardiac) NOS	0.09	0.86
428.2	Heart failure NOS	1.98	3.77
428.1	Congestive heart failure (CHF) NOS	0.57	1.96
416.0	Cardiomegaly	0.43	1.73
430.1	Subarachnoid hemorrhage	0.01	0.27
459.9	Circulatory disease NEC	16.33	11.4
430.2	Intracerebral hemorrhage	0.08	0.8
430.3	Subdural hemorrhage	0.0	0.18
430.0	Intracranial hemorrhage	0.0	0.18
433.2	Occlusion of cerebral arteries	0.82	2.5
433.21	Cerebral artery occlusion, with cerebral infarction	0.43	1.81
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.0	0.09
433.1	Occlusion and stenosis of precerebral arteries	0.2	1.2
433.3	Cerebral ischemia	0.41	1.72
442.4	Arterial dissection	0.0	0.02
433.5	Cerebral aneurysm	0.0	0.13
433.12	Cerebral atherosclerosis	0.01	0.31
433.32	Moyamoya disease	0.0	0.0
433.8	Late effects of cerebrovascular disease	0.14	1.07
440.9	Atherosclerosis of aorta	0.0	0.09
440.1	Atherosclerosis of renal artery	0.0	0.04
440.2	Atherosclerosis of the extremities	0.01	0.31
442.1	Aortic aneurysm	0.02	0.35
442.11	Abdominal aortic aneurysm	0.34	1.51
442.0	Other aneurysm	0.0	0.04
442.8	Aneurysm of other specified artery	0.0	0.09
442.2	Aneurysm of iliac artery	0.0	0.09
442.3	Aneurysm of artery of lower extremity	0.0	0.09
443.8	Other specified peripheral vascular diseases	0.0	0.02
443.1	Raynaud's syndrome	0.02	0.44
446.1	Thromboangiitis obliterans	0.0	0.0
443.9	Peripheral vascular disease, unspecified	0.71	2.26
444.0	Arterial embolism and thrombosis	0.0	0.18
444.2	Embolism and thrombosis of abdominal aorta	0.0	0.01
444.1	Arterial embolism and thrombosis of lower extremity artery	0.02	0.35
447.0	Other disorders of arteries and arterioles	0.02	0.39
447.1	Stricture of artery	0.06	0.65
446.9	Arteritis NOS	0.01	0.31
448.0	Disease of capillaries	0.0	0.05
217.1	Nevus, non-neoplastic	0.01	0.21
451.0	Phlebitis and thrombophlebitis	0.0	0.15
451.2	Phlebitis and thrombophlebitis of lower extremities	0.38	1.65
452.0	Other venous embolism and thrombosis	0.01	0.22
454.1	Varicose veins of lower extremity	1.87	3.9
454.11	Varicose veins of lower extremity, symptomtic	0.03	0.48
455.0	Hemorrhoids	17.43	11.530000000000001
530.2	Esophageal bleeding (varices/hemorrhage)	0.11	0.9
454.0	Varicose veins	0.0	0.17
452.8	Postphlebitic syndrome	0.0	0.01
459.0	Other disorders of circulatory system	0.0	0.06
456.0	Chronic venous insufficiency [CVI]	0.0	0.19
289.4	Lymphadenitis	0.17	1.23
450.0	Noninfectious disorders of lymphatic channels	0.02	0.45
458.9	Hypotension NOS	1.04	2.87
458.1	Orthostatic hypotension	0.32	1.52
458.2	Iatrogenic hypotension	0.01	0.19
429.1	Heart transplant/surgery	0.0	0.04
464.0	Acute sinusitis	0.0	0.13
465.2	Acute pharyngitis	0.01	0.33
474.1	Acute tonsillitis	0.02	0.38
465.4	Acute laryngitis and tracheitis	0.0	0.05
483.0	Acute bronchitis and bronchiolitis	0.0	0.13
481.0	Influenza	0.02	0.4
480.11	Pneumococcal pneumonia	2.68	4.67
480.12	Pseudomonal pneumonia	0.0	0.09
480.5	Bronchopneumonia and lung abscess	0.03	0.49
503.0	Pulmonary congestion and hypostasis	0.01	0.25
519.8	Other diseases of respiratory system, NEC	3.28	5.3
476.0	Allergic rhinitis	0.03	0.48
472.0	Chronic pharyngitis and nasopharyngitis	0.01	0.31
475.0	Chronic sinusitis	0.08	0.76
471.0	Nasal polyps	0.13	1.0
479.0	Other upper respiratory disease	0.25	1.43
470.0	Septal Deviations/Turbinate Hypertrophy	0.31	1.53
474.2	Chronic tonsillitis and adenoiditis	0.03	0.55
474.0	Acute and chronic tonsillitis	0.01	0.23
473.1	Chronic laryngitis	0.0	0.09
473.3	Paralysis/spasm of vocal cords or larynx	0.0	0.18
473.0	Diseases of the larynx and vocal cords	0.07	0.83
497.0	Bronchitis	0.04	0.58
496.2	Chronic bronchitis	0.01	0.29
496.1	Emphysema	0.36	1.63
496.21	Obstructive chronic bronchitis	1.12	2.85
496.0	Chronic airway obstruction	5.75	6.44
495.0	Asthma	12.74	10.53
495.2	Asthma with exacerbation	0.0	0.1
496.3	Bronchiectasis	0.38	1.63
500.2	Pneumoconiosis	0.06	0.63
500.1	Extrinsic allergic alveolitis	0.0	0.09
500.0	Lung disease due to external agents	0.0	0.05
501.0	Pneumonitis due to inhalation of food or vomitus	0.07	0.76
509.2	Respiratory insufficiency	0.13	0.94
505.0	Other pulmonary inflamation or edema	0.0	0.02
502.0	Postinflammatory pulmonary fibrosis	0.11	0.85
506.0	Empyema and pneumothorax	0.08	0.85
507.0	Pleurisy; pleural effusion	3.58	5.3
509.3	Pulmonary insufficiency or respiratory failure following trauma and surgery	0.0	0.01
519.2	Respiratory complications	0.01	0.22
509.1	Respiratory failure	0.21	1.2
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.2	1.16
510.0	Other diseases of lung	0.04	0.58
513.8	Disorders of diaphragm	0.0	0.07
519.0	Other diseases of respiratory system, not elsewhere classified	0.0	0.04
714.1	Rheumatoid arthritis	0.22	1.25
520.0	Disorders of tooth development	0.0	0.01
520.1	Hereditary disturbances in tooth structure	0.0	0.01
520.2	Disturbances in tooth eruption	0.12	1.0
521.1	Dental caries	0.17	1.17
521.2	Dental abrasion, erosion and attrition	0.0	0.0
521.4	Tooth complications likely association with other diseases	0.0	0.01
523.0	Gingival and periodontal diseases	0.01	0.25
521.0	Diseases of hard tissues of teeth	0.0	0.01
522.0	Diseases of pulp and periapical tissues	0.0	0.17
522.1	Pulpitis and necrosis of tooth pulp	0.0	0.04
523.31	Acute periodontitis	0.0	0.05
523.32	Chronic periodontitis	0.03	0.46
522.5	Periapical abscess	0.03	0.47
523.1	Gingivitis	0.0	0.04
523.3	Periodontitis (acute or chronic)	0.0	0.0
526.3	Anomalies of jaw size/symmetry	0.0	0.02
524.3	Anomalies of tooth position/malocclusion	0.0	0.15
524.0	Dentofacial anomalies, including malocclusion	0.0	0.02
526.41	Temporomandibular joint disorder, unspecified	0.0	0.08
525.0	Other diseases of the teeth and supporting structures	0.13	1.09
525.2	Atrophy of edentulous alveolar ridge	0.0	0.09
526.1	Cysts of the jaws	0.0	0.1
706.2	Sebaceous cyst	0.83	2.41
528.4	Cysts of oral soft tissues	0.0	0.01
526.9	Jaw disease NOS	0.0	0.09
526.0	Diseases of the jaws	0.0	0.01
526.5	Inflammatory conditions of jaw	0.0	0.09
527.0	Diseases of the salivary glands	0.0	0.04
527.1	Hypertrophy of salivary gland	0.0	0.13
527.2	Sialoadenitis	0.0	0.12
528.3	Cellulitis and abscess of oral soft tissues	0.0	0.08
528.7	Sialolithiasis	0.0	0.08
528.41	Cyst of the salivary gland	0.0	0.08
527.7	Disturbance of salivary secretion	0.0	0.04
527.8	Other specified diseases of the salivary glands	0.0	0.08
528.12	Oral aphthae	0.0	0.04
528.11	Stomatitis and mucositis (ulcerative)	0.0	0.14
681.2	Cellulitis and abscess of face/neck	0.0	0.16
528.5	Diseases of lips	0.02	0.46
528.6	Leukoplakia of oral mucosa	0.0	0.11
529.0	Diseases and other conditions of the tongue	0.02	0.42
529.6	Glossodynia	0.0	0.01
530.1	Esophagitis, GERD and related diseases	2.49	4.39
530.11	GERD	7.83	8.02
530.14	Reflux esophagitis	3.25	5.12
530.5	Disorders of esophageal motility	0.01	0.28
530.12	Ulcer of esophagus	1.06	2.84
530.3	Stricture and stenosis of esophagus	0.33	1.64
530.0	Diseases of esophagus	0.01	0.28
530.6	Diverticulum of esophagus, acquired	0.0	0.15
530.7	Gastroesophageal laceration-hemorrhage syndrome	0.0	0.11
531.2	Gastric ulcer	0.79	2.56
531.1	Hemorrhage from gastrointestinal ulcer	0.02	0.43
531.3	Duodenal ulcer	0.17	1.09
531.4	Peptic ulcer, site unspecified	0.0	0.16
531.5	Gastrojejunal ulcer	0.0	0.04
535.0	Gastritis and duodenitis	9.08	8.65
535.1	Acute gastritis	0.05	0.58
535.8	Other specified gastritis	2.88	4.87
535.2	Atrophic gastritis	0.01	0.29
535.6	Duodenitis	1.65	3.67
785.0	Abdominal pain	5.3	6.0500000000000025
537.0	Other disorders of stomach and duodenum	0.5	2.03
536.0	Disorders of function of stomach	0.0	0.0
540.11	Acute appendicitis	0.07	0.72
540.1	Appendicitis	0.01	0.21
540.0	Appendiceal conditions	0.0	0.08
550.1	Inguinal hernia	10.97	9.28
550.3	Femoral hernia	0.04	0.59
550.4	Umbilical hernia	0.31	1.54
550.5	Ventral hernia	0.62	2.36
550.0	Abdominal hernia	0.82	2.72
550.2	Diaphragmatic hernia	31.46	16.08
555.1	Regional enteritis	0.11	1.04
555.2	Ulcerative colitis	0.25	1.41
555.21	Ulcerative colitis (chronic)	0.01	0.25
990.0	Effects radiation NOS	0.62	2.19
569.1	Toxic gastroenteritis and colitis	0.0	0.1
561.1	Diarrhea	0.02	0.43
558.0	Noninfectious gastroenteritis	6.89	7.79
441.0	Vascular insufficiency of intestine	0.01	0.22
441.1	Acute vascular insufficiency of intestine	0.0	0.13
441.2	Chronic vascular insufficiency of intestine	0.0	0.02
569.0	Other disorders of intestine	0.44	1.86
560.1	Paralytic ileus	0.02	0.43
560.4	Other intestinal obstruction	1.13	3.07
560.2	Impaction of intestine	0.0	0.19
560.3	Peritoneal or intestinal adhesions	0.05	0.62
562.1	Diverticulosis	53.79	20.18
564.1	Irritable Bowel Syndrome	1.06	3.13
564.0	Functional digestive disorders	0.11	0.98
563.0	Constipation	9.26	8.99
565.0	Anal and rectal conditions	33.8	14.430000000000001
565.1	Anal and rectal polyp	1.72	3.74
578.8	Hemorrhage of rectum and anus	2.44	4.17
556.0	Ulceration of the lower GI tract	0.01	0.2
567.0	Peritonitis and retroperitoneal infections	0.02	0.45
556.1	Ulceration of intestine	0.02	0.43
568.0	Other disorders of peritoneum	0.0	0.09
568.1	Peritoneal adhesions (postoperative) (postinfection)	0.19	1.23
317.11	Alcoholic liver damage	0.01	0.31
571.8	Liver abscess and sequelae of chronic liver disease	0.01	0.26
70.9	Hepatitis NOS	0.0	0.17
573.0	Other disorders of liver	0.14	1.08
70.4	Chronic hepatitis	0.0	0.13
571.51	Cirrhosis of liver without mention of alcohol	0.01	0.27
571.5	Other chronic nonalcoholic liver disease	0.06	0.63
571.6	Primary biliary cirrhosis	0.0	0.17
573.1	Chronic passive congestion of liver	0.0	0.09
573.4	Acute and subacute necrosis of liver	0.0	0.0
571.81	Portal hypertension	0.01	0.3
574.1	Cholelithiasis	1.68	3.75
574.11	Cholelithiasis with acute cholecystitis	0.05	0.61
574.12	Cholelithiasis with other cholecystitis	0.45	1.87
574.2	Calculus of bile duct	0.31	1.66
574.3	Cholecystitis without cholelithiasis	0.14	1.01
575.7	Other disorders of gallbladder	0.03	0.53
575.6	Cholesterolosis of gallbladder	0.0	0.13
575.8	Other disorders of biliary tract	0.06	0.7
575.1	Cholangitis	0.02	0.35
575.2	Obstruction of bile duct	0.03	0.53
577.2	Chronic pancreatitis	0.0	0.17
577.3	Cyst and pseudocyst of pancreas	0.0	0.15
577.0	Diseases of pancreas	0.01	0.26
557.0	Intestinal malabsorption (non-celiac)	0.02	0.37
557.1	Celiac disease	0.18	1.29
569.2	Gastrointestinal complications	0.0	0.2
539.0	Bariatric surgery	0.0	0.01
853.0	Complication of colostomy or enterostomy	0.0	0.2
578.1	Hematemesis	0.14	1.17
578.2	Blood in stool	0.2	1.21
578.9	Hemorrhage of gastrointestinal tract	0.69	2.26
695.8	Other specified erythematous conditions	0.0	0.06
686.2	Impetigo	0.0	0.01
681.0	Superficial cellulitis and abscess	0.0	0.18
681.1	Cellulitis and abscess of fingers/toes	0.01	0.26
681.5	Cellulitis and abscess of leg, except foot	0.77	2.56
681.6	Cellulitis and abscess of foot, toe	0.77	2.56
681.3	Cellulitis and abscess of arm/hand	0.77	2.56
681.7	Cellulitis and abscess of trunk	0.01	0.21
686.3	Pilonidal cyst	0.01	0.25
686.5	Pyoderma	0.0	0.02
701.1	Keratoderma, acquired	0.0	0.02
702.0	Degenerative skin conditions and other dermatoses	0.0	0.0
701.0	Other hypertrophic and atrophic conditions of skin	0.04	0.56
695.21	Dermatitis herpetiformis	0.0	0.02
695.1	Toxic erythema	0.0	0.03
695.2	Bullous dermatoses	0.0	0.0
939.0	Atopic/contact dermatitis due to other or unspecified	0.12	1.04
690.1	Seborrheic dermatitis	0.0	0.02
949.1	Diaper or napkin rash	0.0	0.04
930.0	Allergic reaction to food	0.0	0.07
931.0	Contact dermatitis and other eczema due to plants [except food]	0.0	0.0
695.9	Unspecified erythematous condition	0.0	0.18
687.1	Rash and other nonspecific skin eruption	0.25	1.55
695.7	Prurigo and Lichen	0.02	0.38
698.0	Pruritus and related conditions	0.01	0.29
705.1	Dyshidrosis	0.0	0.0
690.0	Erythematosquamous dermatosis	0.0	0.01
696.3	Pityriasis	0.0	0.04
696.2	Parapsoriasis	0.0	0.01
689.0	Disorder of skin and subcutaneous tissue NOS	0.93	2.85
947.0	Urticaria	0.01	0.2
695.81	Erythema nodosum	0.0	0.04
938.1	Acute dermatitis due to solar radiation	0.0	0.01
938.0	Dermatitis due to solar radiation	0.0	0.17
938.2	Chronic dermatitis due to solar radiation	0.01	0.21
694.2	Other dyschromia	0.01	0.3
703.0	Diseases of nail, NOS	0.0	0.21
703.1	Ingrowing nail	0.01	0.34
731.0	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	0.0	0.0
704.11	Alopecia Areata	0.0	0.01
704.1	Alopecia	0.0	0.05
704.12	Telogen effluvium	0.0	0.0
704.8	Other specified diseases of hair and hair follicles	0.0	0.02
704.0	Diseases of hair and hair follicles	0.29	1.35
704.2	Hirsutism	0.0	0.01
706.1	Acne	0.0	0.04
695.3	Rosacea	0.01	0.29
705.3	Hidradenitis	0.0	0.1
705.0	Disorders of sweat glands	0.0	0.01
694.1	Vitiligo	0.0	0.02
701.6	Acquired acanthosis nigricans	0.0	0.04
700.0	Corns and callosities	0.01	0.25
706.8	Other specified diseases of sebaceous glands	0.0	0.0
707.1	Decubitus ulcer	0.01	0.21
701.2	Scar conditions and fibrosis of skin	0.08	0.84
701.4	Keloid scar	0.0	0.09
701.5	Abnormal granulation tissue	0.0	0.17
702.4	Degenerative skin disorders	0.0	0.0
686.4	Pyogenic granuloma	0.0	0.11
695.41	Cutaneous lupus erythematosus	0.0	0.13
701.3	Circumscribed scleroderma	0.0	0.08
694.3	Vascular disorders of skin	0.02	0.34
707.0	Chronic ulcer of skin	0.06	0.66
711.1	Pyogenic arthritis	0.0	0.05
713.0	Arthropathy associated with other disorders classified elsewhere	0.0	0.05
716.9	Arthropathy NOS	28.39	14.7
711.2	Reiter's disease	0.0	0.01
446.3	Hypersensitivity angiitis	0.0	0.01
714.0	Rheumatoid arthritis and other inflammatory polyarthropathies	0.01	0.18
714.2	Juvenile rheumatoid arthritis	0.0	0.01
715.2	Ankylosing spondylitis	0.0	0.17
274.1	Gout	0.28	1.45
274.11	Gouty arthropathy	0.0	0.08
588.0	Disorders resulting from impaired renal function	0.01	0.23
274.2	Crystal arthropathies	0.0	0.01
274.21	Chondrocalcinosis	0.0	0.09
741.0	Symptoms and disorders of the joints	0.0	0.17
741.6	Villonodular synovitis	0.0	0.0
716.8	Palindromic rheumatism	0.0	0.01
836.0	Traumatic arthropathy	0.0	0.08
716.0	Other arthropathies	0.0	0.05
716.2	Unspecified monoarthritis	10.28	8.9
740.9	Osteoarthrosis NOS	1.99	3.84
713.5	Arthropathy associated with neurological disorders	0.0	0.1
740.2	Osteoarthrosis, generalized	0.04	0.57
740.1	Osteoarthritis; localized	7.09	7.28
740.11	Osteoarthrosis, localized, primary	4.53	5.76
740.12	Osteoarthrosis, localized, secondary	0.0	0.1
736.2	Acquired deformities of finger	0.0	0.09
735.3	Hallux valgus (Bunion)	0.69	2.26
735.23	Hallux rigidus	0.05	0.6
735.2	Acquired toe deformities	0.11	0.85
735.21	Hammer toe (acquired)	0.09	0.81
736.0	Other acquired deformities of limbs	0.0	0.11
739.0	Contracture of joint	0.0	0.03
735.1	Flat foot	0.0	0.06
735.0	Acquired foot deformities	0.0	0.05
835.0	Internal derangement of knee	0.17	1.08
742.2	Pathological, developmental or recurrent dislocation	0.0	0.04
742.9	Other derangement of joint	0.01	0.26
742.1	Loose body in joint	0.0	0.04
742.8	Articular cartilage disorder	0.0	0.04
728.2	Laxity of ligament or hypermobility syndrome	0.0	0.07
741.1	Ankylosis of joint	0.0	0.0
742.0	Derangement of joint, non-traumatic	0.0	0.04
741.5	Hemarthrosis	0.0	0.01
741.4	Joint effusions	0.0	0.08
745.0	Pain in joint	0.03	0.5
741.2	Stiffness of joint	0.0	0.04
726.1	Enthesopathy	1.06	2.87
446.0	Polyarteritis nodosa and allied conditions	0.0	0.0
446.6	Polyarteritis nodosa	0.0	0.02
446.4	Wegener's granulomatosis	0.0	0.09
446.2	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	0.0	0.0
446.8	Thrombotic microangiopathy	0.0	0.01
446.7	Takayasu's disease	0.0	0.0
446.5	Giant cell arteritis	0.02	0.31
695.42	Systemic lupus erythematosus	0.0	0.12
711.3	Behcet's syndrome	0.0	0.01
717.0	Polymyalgia Rheumatica	0.12	0.79
772.0	Symptoms of the muscles	0.0	0.08
729.3	Panniculitis	0.0	0.02
737.1	Kyphosis (acquired)	0.0	0.09
721.8	Other allied disorders of spine	0.0	0.13
724.9	Other unspecified back disorders	0.01	0.3
737.2	Lordosis (acquired)	0.0	0.0
737.3	Kyphoscoliosis and scoliosis	0.02	0.38
732.0	Osteochondropathies	0.0	0.09
732.1	Juvenile osteochondrosis	0.0	0.06
738.4	Acquired spondylolisthesis	0.0	0.11
723.1	Torticollis	0.0	0.02
737.0	Curvature of spine	0.0	0.01
715.0	Other inflammatory spondylopathies	0.0	0.15
715.3	Spinal enthesopathy	0.0	0.0
715.1	Sacroiliitis NEC	0.0	0.04
710.19	Unspecified osteomyelitis	0.0	0.1
710.0	Osteomyelitis, periostitis, and other infections involving bone	0.0	0.0
721.0	Spondylosis and allied disorders	0.07	0.77
721.2	Spondylosis with myelopathy	0.0	0.04
721.1	Spondylosis without myelopathy	0.02	0.43
720.0	Spinal stenosis	0.04	0.52
743.4	Stress fracture	0.0	0.0
743.21	Pathologic fracture of vertebrae	0.0	0.02
724.8	Other symptoms referable to back	0.0	0.01
805.0	Fracture of vertebral column without mention of spinal cord injury	0.0	0.12
723.0	Other disorders of cervical region	0.0	0.17
722.7	Intervertebral disc disorder with myelopathy	0.0	0.17
765.0	Cervical radiculitis	0.0	0.17
722.1	Displacement of intervertebral disc	0.0	0.12
722.6	Degeneration of intervertebral disc	0.23	1.45
722.3	Schmorl's nodes	0.0	0.01
760.0	Back pain	0.66	2.32
766.0	Neuralgia, neuritis, and radiculitis NOS	0.0	0.12
761.0	Cervicalgia	0.01	0.32
764.0	Sciatica	0.03	0.47
770.0	Myalgia and myositis unspecified	0.0	0.05
712.0	Infective connective tissue disorders	0.0	0.01
728.0	Disorders of muscle, ligament, and fascia	0.0	0.02
728.1	Muscular calcification and ossification	0.0	0.09
772.4	Rhabdomyolysis	0.0	0.0
727.7	Contracture of tendon (sheath)	0.0	0.09
772.1	Muscular wasting and disuse atrophy	0.0	0.01
729.0	Other disorders of soft tissues	0.03	0.53
727.1	Synovitis and tenosynovitis	0.11	0.89
727.0	Other disorders of synovium, tendon, and bursa	0.02	0.36
727.5	Rupture of synovium	0.01	0.22
727.6	Rupture of tendon, nontraumatic	0.0	0.04
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.11	0.86
781.0	Symptoms involving nervous and musculoskeletal systems	0.07	0.79
727.2	Bursitis disorders	0.0	0.01
726.3	Bursitis	0.0	0.17
728.7	Fasciitis	0.0	0.08
728.71	Contracture of palmar fascia [Dupuytren's disease]	0.34	1.54
726.0	Peripheral enthesopathies and allied syndromes	1.2	2.87
726.2	Synoviopathy	0.0	0.13
726.4	Calcaneal spur; Exostosis NOS	0.0	0.02
729.1	Rheumatism, unspecified and fibrositis	0.0	0.11
773.0	Pain in limb	0.04	0.58
771.1	Swelling of limb	0.03	0.5
743.2	Pathologic fracture	0.0	0.01
743.11	Osteoporosis NOS	1.23	2.98
733.0	Other disorders of bone and cartilage	0.03	0.47
733.8	Malunion and nonunion of fracture	0.01	0.22
733.2	Cyst of bone	0.0	0.02
743.9	Osteopenia or other disorder of bone and cartilage	0.0	0.07
710.11	Acute osteomyelitis	0.0	0.0
710.12	Chronic osteomyelitis	0.0	0.05
733.4	Aseptic necrosis of bone	0.0	0.13
731.1	Osteitis deformans [Paget's disease of bone]	0.0	0.13
710.3	Osteopathy resulting from poliomyelitis	0.0	0.0
756.5	Congenital osteodystrophies	0.0	0.05
732.7	Osteochondritis dissecans	0.0	0.02
738.0	Other acquired musculoskeletal deformity	0.0	0.14
858.0	Complication of internal orthopedic device	0.73	2.46
722.8	Postlaminectomy syndrome	0.0	0.02
769.0	Nonallopathic lesions NEC	0.0	0.0
830.0	Dislocation	0.05	0.63
580.11	Proliferative glomerulonephritis	0.0	0.05
580.12	Non-proliferative glomerulonephritis	0.0	0.06
593.0	Hematuria	7.38	7.82
580.14	Chronic glomerulonephritis, NOS	0.12	0.94
580.32	Nephritis and nephropathy with pathological lesion	0.0	0.09
269.0	Proteinuria	0.0	0.17
590.0	Pyelonephritis	0.04	0.57
586.4	Stricture/obstruction of ureter	0.02	0.41
599.1	Urinary obstruction	0.0	0.08
595.0	Hydronephrosis	0.09	0.82
586.12	Vesicoureteral reflux	0.0	0.01
585.1	Acute renal failure	3.25	4.95
585.3	Chronic renal failure [CKD]	1.2	2.99
585.2	Renal failure NOS	0.15	1.08
594.0	Urinary calculus	0.0	0.14
594.1	Calculus of kidney	0.18	1.18
594.3	Calculus of ureter	0.07	0.71
594.2	Calculus of lower urinary tract	0.04	0.59
594.8	Renal colic	0.04	0.54
588.1	Renal osteodystrophy	0.0	0.0
586.11	Small kidney	0.0	0.09
586.3	Vascular disorders of kidney/hypertrophy	0.0	0.05
586.2	Cyst of kidney, acquired	0.13	0.99
586.0	Other disorders of the kidney and ureters	0.05	0.59
592.1	Cystitis	0.14	1.05
592.11	Acute cystitis	0.0	0.1
592.13	Chronic interstitial cystitis	0.0	0.1
592.12	Chronic cystitis	0.02	0.38
596.5	Functional disorders of bladder	0.04	0.58
596.0	Other disorders of bladder	2.98	4.9
596.1	Bladder neck obstruction	0.21	1.24
592.2	Urethritis and urethral syndrome	0.0	0.1
592.21	Urethral syndrome	0.0	0.01
597.1	Urethral stricture (not specified as infectious)	0.36	1.76
592.3	Urethral stricture due to infecton	0.0	0.0
597.0	Other disorders of urethra and urinary tract	0.03	0.45
618.1	Prolapse of vaginal walls	1.07	2.73
599.0	Other symptoms/disorders or the urinary system	1.54	3.51
591.0	Urinary tract infection	7.64	7.98
599.4	Urinary incontinence	1.79	3.99
624.9	stress incontinence, female	0.43	1.79
600.0	Hyperplasia of prostate	13.29	9.58
601.1	Prostatitis	0.01	0.27
601.11	Acute prostatitis	0.0	0.19
601.12	Chronic prostatitis	0.06	0.66
602.0	Other disorders of prostate	0.11	0.8
603.1	Hydrocele	0.05	0.61
603.2	Spermatocele	0.0	0.01
603.0	Other disorders of testis	0.03	0.56
609.1	Infertility, male	0.0	0.04
604.1	Redundant prepuce and phimosis/BXO	0.1	0.85
604.0	Disorders of penis	0.03	0.56
601.4	Balanoposthitis	0.0	0.14
601.8	Other inflammatory disorders of male genital organs	0.0	0.1
608.0	Other disorders of male genital organs	0.21	1.39
