PheCode	Phenotype	Variance	Maximum Difference
626.11	Absent or infrequent menstruation	0.0	0.17
665.0	Obstetrical/birth trauma	0.47	1.7199999999999998
289.5	Diseases of spleen	0.0	0.19
652.0	Malposition and malpresentation of fetus or obstruction	0.03	0.47000000000000003
686.4	Pyogenic granuloma	0.0	0.13999999999999999
759.0	Other and unspecified congenital anomalies	0.0	0.049999999999999996
333.2	Myoclonus	0.0	0.07
649.0	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	0.0	0.13
70.2	Viral hepatitis B	0.46	1.8
598.9	Other nonspecific findings on examination of urine	0.0	0.13
686.0	Other local infections of skin and subcutaneous tissue	0.02	0.36
513.3	Hypoventilation	0.0	0.12
599.9	Other abnormality of urination	0.02	0.37999999999999995
401.22	Hypertensive chronic kidney disease	0.25	1.31
530.2	Esophageal bleeding (varices/hemorrhage)	0.01	0.27999999999999997
503.0	Pulmonary congestion and hypostasis	0.03	0.43
229.0	Benign neoplasm of unspecified sites	0.02	0.42
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	0.01	0.25
946.0	Anaphylactic shock NOS	0.01	0.25
276.12	Hyposmolality and/or hyponatremia	0.11	0.92
362.7	Hereditary retinal dystrophies	0.0	0.07
530.6	Diverticulum of esophagus, acquired	0.0	0.14
526.5	Inflammatory conditions of jaw	0.0	0.07
755.61	Congenital hip dysplasia and deformity	0.0	0.03
379.4	Anomalies of pupillary function	0.0	0.04
440.0	Atherosclerosis	0.0	0.06
962.0	Poisoning by hormones and synthetic substitutes	0.0	0.07
275.53	Disorders of phosphorus metabolism	0.0	0.09
250.13	Type 1 diabetes with ophthalmic manifestations	0.01	0.33
389.4	Tinnitus	0.01	0.22000000000000003
573.7	Abnormal results of function study of liver	0.04	0.5199999999999999
327.3	Sleep apnea	0.16	0.9999999999999999
587.0	Kidney replaced by transpant	0.02	0.31
760.0	Back pain	0.55	2.04
569.1	Toxic gastroenteritis and colitis	0.0	0.04
428.2	Heart failure NOS	0.4	1.9100000000000001
433.12	Cerebral atherosclerosis	0.0	0.08
626.14	Irregular menstrual bleeding	0.1	0.85
751.21	Cystic kidney disease	0.0	0.2
687.1	Rash and other nonspecific skin eruption	0.04	0.47000000000000003
579.0	Other symptoms involving abdomen and pelvis	0.0	0.18000000000000002
738.4	Acquired spondylolisthesis	0.0	0.1
704.0	Diseases of hair and hair follicles	0.15	0.9999999999999999
301.0	Personality disorders	0.01	0.27
348.8	Encephalopathy, not elsewhere classified	0.0	0.11
580.12	Non-proliferative glomerulonephritis	0.0	0.07
661.0	Fetal distress and abnormal forces of labor	0.05	0.5799999999999998
872.0	Traumatic amputation	0.0	0.15
695.1	Toxic erythema	0.0	0.18
371.0	Inflammation of the eye	0.0	0.11
378.5	Paralytic strabismus	0.0	0.11
523.32	Chronic periodontitis	0.02	0.34
291.8	Alteration of consciousness	0.0	0.15000000000000002
721.1	Spondylosis without myelopathy	0.01	0.27
442.3	Aneurysm of artery of lower extremity	0.0	0.05
642.1	Preeclampsia and eclampsia	0.01	0.29
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	0.0	0.15999999999999998
497.0	Bronchitis	0.01	0.27
994.2	Sepsis	0.11	0.8500000000000001
737.3	Kyphoscoliosis and scoliosis	0.0	0.09
979.0	Adverse drug events and drug allergies	0.0	0.15
184.1	Malignant neoplasm of ovary and other uterine adnexa	0.0	0.03
272.1	Hyperlipidemia	0.84	2.5300000000000002
189.4	Malignant neoplasm of other urinary organs	0.0	0.12000000000000001
561.0	Symptoms involving digestive system	0.26	1.46
180.1	Cervical cancer	0.0	0.1
369.0	Infection of the eye	0.0	0.12
599.3	Dysuria	0.04	0.53
586.0	Other disorders of the kidney and ureters	0.02	0.35
752.2	Other specified congenital anomalies of nervous system	0.0	0.03
303.3	Psychogenic disorder	0.0	0.11000000000000001
38.1	Gram negative septicemia	0.01	0.27
8.6	Viral Enteritis	0.01	0.32
556.1	Ulceration of intestine	0.01	0.31
426.25	Other heart block	0.0	0.04
300.11	Generalized anxiety disorder	0.0	0.05
276.11	Hyperosmolality and/or hypernatremia	0.0	0.19
427.3	Other specified cardiac dysrhythmias	0.05	0.5599999999999999
327.0	Sleep disorders	0.01	0.31
473.4	Voice disturbance	0.0	0.12
618.5	Prolapse of vaginal vault after hysterectomy	0.0	0.14
450.0	Noninfectious disorders of lymphatic channels	0.0	0.1
600.0	Hyperplasia of prostate	0.77	1.8800000000000001
296.1	Bipolar	0.08	0.79
528.7	Sialolithiasis	0.0	0.11
320.0	Meningitis	0.0	0.1
292.2	Mild cognitive impairment	0.0	0.11
789.0	Nausea and vomiting	0.35	1.6100000000000003
483.0	Acute bronchitis and bronchiolitis	0.0	0.18
323.2	Acute (transverse) myelitis	0.0	0.07
597.2	Urinary complications NEC	0.0	0.03
41.1	Staphylococcus infections	0.03	0.51
751.2	Congenital anomalies of urinary system	0.0	0.03
573.5	Jaundice (not of newborn)	0.01	0.21999999999999997
916.0	Contusion	0.01	0.29
610.1	Cystic mastopathy	0.02	0.41000000000000003
306.9	Tension headache	0.0	0.16999999999999998
594.2	Calculus of lower urinary tract	0.01	0.19
187.2	Malignant neoplasm of testis	0.0	0.1
350.1	Abnormal involuntary movements	0.03	0.49000000000000005
204.22	Myeloid leukemia, chronic	0.0	0.05
353.1	Nerve plexus lesions	0.0	0.07
601.11	Acute prostatitis	0.0	0.1
244.2	Acquired hypothyroidism	0.0	0.04000000000000001
655.0	Known or suspected fetal abnormality affecting management of mother	0.41	1.6599999999999997
471.0	Nasal polyps	0.09	0.6799999999999999
195.0	Cancer, suspected or other	0.01	0.27999999999999997
394.2	Mitral valve disease	0.02	0.30000000000000004
797.1	Cardiogenic shock	0.0	0.07
244.1	Secondary hypothyroidism	0.03	0.54
204.4	Multiple myeloma	0.01	0.3
701.4	Keloid scar	0.01	0.36
287.0	Purpura and other hemorrhagic conditions	0.0	0.08
295.3	Psychosis	0.0	0.14
531.4	Peptic ulcer, site unspecified	0.0	0.08000000000000002
565.0	Anal and rectal conditions	0.5	2.12
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.04	0.58
739.0	Contracture of joint	0.0	0.02
441.0	Vascular insufficiency of intestine	0.0	0.07
430.0	Intracranial hemorrhage	0.0	0.04
509.2	Respiratory insufficiency	0.05	0.6100000000000001
663.0	Umbilical cord complications during labor and delivery	0.01	0.26
287.31	Primary thrombocytopenia	0.01	0.23
798.1	Chronic fatigue syndrome	0.01	0.31
628.0	Ovarian cyst	0.15	1.0699999999999998
255.12	Hyperaldosteronism	0.0	0.13
364.0	Corneal opacity and other disorders of cornea	0.0	0.14
418.0	Nonspecific chest pain	9.17	8.61
442.8	Aneurysm of other specified artery	0.0	0.1
695.7	Prurigo and Lichen	0.01	0.22999999999999998
200.0	Myeloproliferative disease	0.02	0.44
681.5	Cellulitis and abscess of leg, except foot	0.15	1.16
385.5	Tympanosclerosis and middle ear disease related to otitis media	0.0	0.09
250.42	Other abnormal glucose	0.02	0.31
598.0	Abnormal findings on examination of urine	0.06	0.64
362.8	Retinal hemorrhage/ischemia	0.0	0.05
381.9	Otorrhea	0.0	0.06
526.41	Temporomandibular joint disorder, unspecified	0.0	0.09
446.9	Arteritis NOS	0.0	0.13
747.1	Cardiac congenital anomalies	0.0	0.07
586.4	Stricture/obstruction of ureter	0.01	0.22000000000000003
297.2	Suicide or self-inflicted injury	0.04	0.52
747.12	Valvular heart disease/ heart chambers	0.0	0.09
198.0	Secondary malignant neoplasm	0.01	0.22999999999999998
740.2	Osteoarthrosis, generalized	0.0	0.13
428.1	Congestive heart failure (CHF) NOS	0.13	1.15
870.0	Open wounds of head; neck; and trunk	0.0	0.05
415.2	Chronic pulmonary heart disease	0.0	0.06
198.3	Secondary malignant neoplasm of digestive systems	0.02	0.29999999999999993
402.0	Elevated blood pressure reading without diagnosis of hypertension	0.03	0.47
728.7	Fasciitis	0.0	0.13
681.7	Cellulitis and abscess of trunk	0.0	0.18
530.9	Heartburn	0.05	0.6399999999999999
250.2	Type 2 diabetes	24.54	12.899999999999999
332.0	Parkinson's disease	0.01	0.27999999999999997
907.0	Injuries to the nervous system	0.02	0.42000000000000004
348.2	Cerebral edema and compression of brain	0.01	0.32
187.8	Neoplasm of uncertain behavior of male genital organs	0.0	0.03
528.11	Stomatitis and mucositis (ulcerative)	0.0	0.08000000000000002
379.5	Disorders of iris and ciliary body	0.0	0.17
379.9	Pain, swelling or discharge of eye	0.0	0.17
480.11	Pneumococcal pneumonia	0.23	1.2599999999999998
627.4	Premenopausal menorrhagia	0.0	0.09000000000000001
698.0	Pruritus and related conditions	0.01	0.33
368.3	Anisometropia	0.0	0.11
540.1	Appendicitis	0.0	0.18
172.2	Other non-epithelial cancer of skin	1.55	3.22
258.0	Iatrogenic endocrine disorders	0.0	0.06
599.6	Oliguria and anuria	0.0	0.08
110.11	Dermatophytosis of nail	0.0	0.08
512.8	Cough	0.03	0.39
427.5	Arrhythmia (cardiac) NOS	0.01	0.24
568.0	Other disorders of peritoneum	0.0	0.07999999999999999
960.2	Allergy/adverse effect of penicillin	0.68	2.4200000000000004
701.2	Scar conditions and fibrosis of skin	0.02	0.35
512.7	Shortness of breath	0.5	1.9100000000000001
573.0	Other disorders of liver	0.02	0.39000000000000007
250.23	Type 2 diabetes with ophthalmic manifestations	0.51	1.93
145.0	Cancer of mouth	0.0	0.08
288.11	Neutropenia	0.01	0.29000000000000004
561.2	Flatulence	0.02	0.39
250.5	Glycosuria or Acetonuria	0.0	0.04000000000000001
369.5	Conjunctivitis, infectious	0.01	0.21
389.1	Sensorineural hearing loss	0.01	0.22999999999999998
427.6	Premature beats	0.0	0.15000000000000002
681.6	Cellulitis and abscess of foot, toe	0.15	1.16
830.0	Dislocation	0.04	0.61
427.7	Tachycardia NOS	0.03	0.41999999999999993
646.0	Other complications of pregnancy NEC	0.26	1.2999999999999998
772.0	Symptoms of the muscles	0.0	0.19
221.0	Benign neoplasm of other female genital organs	0.0	0.07
585.31	Renal dialysis	0.03	0.42000000000000004
286.7	Other and unspecified coagulation defects	0.0	0.14
761.0	Cervicalgia	0.02	0.37
619.3	Noninflammatory disorders of cervix	0.05	0.59
613.7	Other signs and symptoms in breast	0.0	0.17
395.3	Nonrheumatic tricuspid valve disorders	0.0	0.06
740.9	Osteoarthrosis NOS	0.31	1.5
801.0	Fracture of ankle and foot	0.0	0.1
755.1	Congenital deformities of feet	0.0	0.06
710.19	Unspecified osteomyelitis	0.0	0.05
300.8	Acute reaction to stress	0.0	0.07999999999999999
159.2	Malignant neoplasm of small intestine, including duodenum	0.0	0.06
571.81	Portal hypertension	0.0	0.16000000000000003
703.1	Ingrowing nail	0.0	0.13999999999999999
626.13	Irregular menstrual cycle	0.01	0.32
687.2	Localized superficial swelling, mass, or lump	0.0	0.09000000000000001
681.1	Cellulitis and abscess of fingers/toes	0.0	0.14
313.3	Autism	0.0	0.06
853.0	Complication of colostomy or enterostomy	0.0	0.09999999999999999
444.1	Arterial embolism and thrombosis of lower extremity artery	0.01	0.21
279.7	Other immunological findings	0.0	0.16
557.0	Intestinal malabsorption (non-celiac)	0.0	0.19
276.8	Polydipsia	0.0	0.12000000000000001
366.2	Senile cataract	1.31	3.5
756.5	Congenital osteodystrophies	0.0	0.060000000000000005
871.0	Open wounds of extremities	0.11	0.9400000000000001
915.0	Superficial injury without mention of infection	0.12	1.03
654.2	Rhesus isoimmunization in pregnancy	0.0	0.08
279.11	Deficiency of humoral immunity	0.0	0.04
41.2	Streptococcus infection	0.02	0.39999999999999997
758.1	Chromosomal anomalies	0.0	0.06
586.11	Small kidney	0.0	0.12
242.0	Thyrotoxicosis with or without goiter	0.01	0.25999999999999995
714.1	Rheumatoid arthritis	0.05	0.6500000000000001
426.23	Second degree AV block	0.0	0.12
618.6	Vaginal enterocele, congenital or acquired	0.0	0.19
531.2	Gastric ulcer	0.02	0.33000000000000007
384.4	Perforation of tympanic membrane	0.13	1.0
687.4	Disturbance of skin sensation	0.08	0.7699999999999999
376.0	Disorders of the orbit	0.0	0.04
586.2	Cyst of kidney, acquired	0.01	0.31
456.0	Chronic venous insufficiency [CVI]	0.0	0.15
535.1	Acute gastritis	0.02	0.41000000000000003
495.0	Asthma	3.03	4.709999999999999
290.1	Dementias	0.02	0.42
589.0	Abnormal results of function study of kidney	0.0	0.09
599.1	Urinary obstruction	0.0	0.07
226.0	Benign neoplasm of thyroid glands	0.0	0.09
516.1	Hemoptysis	0.03	0.44999999999999996
740.12	Osteoarthrosis, localized, secondary	0.0	0.08
701.6	Acquired acanthosis nigricans	0.0	0.049999999999999996
382.0	Otalgia	0.0	0.1
282.9	Other hereditary hemolytic anemias	0.0	0.11000000000000001
961.0	Poisoning by other anti-infectives	0.01	0.18
729.0	Other disorders of soft tissues	0.02	0.36
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.0	0.06
261.4	Vitamin D deficiency	0.23	1.2999999999999998
782.3	Edema	0.01	0.3
602.0	Other disorders of prostate	0.01	0.19
870.1	Open wound or laceration of eye or eyelid	0.0	0.12
728.2	Laxity of ligament or hypermobility syndrome	0.0	0.04
270.32	Paraproteinemia	0.0	0.18
859.0	Complication due to other implant and internal device	0.03	0.49999999999999994
427.9	Palpitations	0.05	0.66
174.3	Neoplasm of uncertain behavior of breast	0.0	0.08
202.2	Non-Hodgkins lymphoma	0.01	0.28
790.1	Elevated sedimentation rate	0.0	0.07
691.0	Congenital anomalies of skin	0.0	0.02
204.0	Leukemia	0.0	0.14
394.7	Disease of tricuspid valve	0.01	0.26
352.1	Trigeminal nerve disorders [CN5]	0.0	0.13
930.0	Allergic reaction to food	0.0	0.17
425.1	Primary/intrinsic cardiomyopathies	0.02	0.47000000000000003
502.0	Postinflammatory pulmonary fibrosis	0.01	0.32
526.1	Cysts of the jaws	0.0	0.060000000000000005
287.3	Thrombocytopenia	0.01	0.24
870.2	Open wound of ear	0.0	0.07
364.41	Keratoconus	0.0	0.09
276.14	Hypopotassemia	0.03	0.48000000000000004
530.0	Diseases of esophagus	0.0	0.16000000000000003
8.5	Bacterial enteritis	0.07	0.65
973.0	Poisoning by agents primarily affecting the gastrointestinal system	0.0	0.08
674.0	Other complications of the puerperium NEC	0.0	0.16999999999999998
427.42	Cardiac arrest	0.02	0.45999999999999996
715.2	Ankylosing spondylitis	0.01	0.2
71.1	HIV infection, symptomatic	0.02	0.33999999999999997
381.2	Eustachian tube disorders	0.0	0.07
292.1	Aphasia/speech disturbance	0.04	0.53
446.4	Wegener's granulomatosis	0.0	0.05
279.1	Immunity deficiency	0.0	0.06
972.0	Poisoning by agents primarily affecting the cardiovascular system	0.0	0.1
726.0	Peripheral enthesopathies and allied syndromes	0.27	1.48
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.0	0.039999999999999994
253.1	Pituitary hyperfunction	0.0	0.15
870.3	Other open wound of head and face	0.04	0.56
642.0	Hypertension complicating pregnancy, childbirth, and the puerperium	0.03	0.49
560.1	Paralytic ileus	0.01	0.21999999999999997
348.0	Other conditions of brain	0.0	0.060000000000000005
694.1	Vitiligo	0.0	0.12000000000000001
592.13	Chronic interstitial cystitis	0.0	0.11
276.41	Acidosis	0.04	0.5700000000000001
8.52	Intestinal infection due to C. difficile	0.0	0.18
317.11	Alcoholic liver damage	0.01	0.24
380.0	Disorders of external ear	0.0	0.12
751.11	Congenital anomalies of female genital organs	0.0	0.08000000000000002
496.21	Obstructive chronic bronchitis	0.16	0.9299999999999999
603.1	Hydrocele	0.02	0.37
531.1	Hemorrhage from gastrointestinal ulcer	0.0	0.10000000000000003
199.4	Neurofibromatosis	0.0	0.07
157.0	Pancreatic cancer	0.0	0.10999999999999999
528.3	Cellulitis and abscess of oral soft tissues	0.0	0.09
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	0.0	0.04
647.0	Infectious and parasitic complications affecting pregnancy	0.0	0.13
448.0	Disease of capillaries	0.0	0.06
604.1	Redundant prepuce and phimosis/BXO	0.04	0.47000000000000003
368.9	Subjective visual disturbances	0.01	0.21999999999999997
745.0	Pain in joint	0.02	0.4
458.9	Hypotension NOS	0.05	0.5100000000000001
250.41	Impaired fasting glucose	0.0	0.18
443.7	Peripheral angiopathy in diseases classified elsewhere	0.0	0.19
791.0	Gangrene	0.0	0.07
530.3	Stricture and stenosis of esophagus	0.02	0.32
158.0	Neoplasm of unspecified nature of digestive system	0.01	0.22999999999999998
241.1	Nontoxic uninodular goiter	0.02	0.35000000000000003
686.3	Pilonidal cyst	0.0	0.09999999999999999
727.1	Synovitis and tenosynovitis	0.02	0.39
716.9	Arthropathy NOS	3.82	5.47
362.0	Other retinal disorders	0.02	0.42000000000000004
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.0	0.03
339.0	Other headache syndromes	0.77	2.34
532.0	Dysphagia	0.06	0.71
578.9	Hemorrhage of gastrointestinal tract	0.03	0.43999999999999995
194.0	Cancer of other endocrine glands	0.0	0.1
250.24	Type 2 diabetes with neurological manifestations	0.02	0.38
743.9	Osteopenia or other disorder of bone and cartilage	0.0	0.08
333.1	Essential tremor	0.0	0.08
193.0	Thyroid cancer	0.0	0.09
275.5	Disorders of calcium/phosphorus metabolism	0.03	0.48
429.2	Abnormal function study of cardiovascular system	0.03	0.4
218.2	Other benign neoplasm of uterus	0.01	0.27
250.11	Type 1 diabetes with ketoacidosis	0.0	0.14
611.3	Lump or mass in breast	0.02	0.32999999999999996
182.0	Malignant neoplasm of uterus	0.01	0.20999999999999996
785.0	Abdominal pain	2.93	4.540000000000001
195.1	Malignant neoplasm, other	0.76	2.5300000000000002
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	0.0	0.07
727.6	Rupture of tendon, nontraumatic	0.0	0.04
352.0	Disorders of other cranial nerves	0.0	0.04
433.3	Cerebral ischemia	0.04	0.5900000000000001
594.8	Renal colic	0.01	0.20999999999999996
250.12	Type 1 diabetes with renal manifestations	0.0	0.1
614.3	Pelvic inflammatory disease (PID)	0.0	0.09
441.1	Acute vascular insufficiency of intestine	0.0	0.11000000000000001
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.0	0.17
750.21	Congenital anomalies of intestine	0.0	0.1
189.11	Malignant neoplasm of kidney, except pelvis	0.01	0.19999999999999998
803.3	Fracture of clavicle or scapula	0.0	0.07
947.0	Urticaria	0.01	0.28
318.0	Tobacco use disorder	4.3	6.1499999999999995
754.0	Congenital musculoskeletal deformities of spine	0.0	0.08
396.0	Abnormal heart sounds	0.0	0.13999999999999999
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	0.0	0.11
564.9	Personal history of diseases of digestive system	0.86	2.64
571.8	Liver abscess and sequelae of chronic liver disease	0.0	0.10999999999999999
578.2	Blood in stool	0.01	0.24
645.0	Late pregnancy and failed induction	0.02	0.30000000000000004
375.2	Epiphora	0.0	0.18000000000000002
276.5	Hypovolemia	0.05	0.65
723.0	Other disorders of cervical region	0.01	0.24
735.21	Hammer toe (acquired)	0.03	0.43000000000000005
362.6	Peripheral retinal degenerations	0.0	0.09000000000000001
558.0	Noninfectious gastroenteritis	1.04	2.6499999999999995
529.0	Diseases and other conditions of the tongue	0.01	0.22
850.0	Hemorrhage or hematoma complicating a procedure	0.01	0.2799999999999998
133.0	Arthropod-borne diseases	0.18	1.12
371.1	Uveitis, noninfectious or NOS	0.02	0.46
703.0	Diseases of nail, NOS	0.0	0.1
732.1	Juvenile osteochondrosis	0.0	0.08
766.0	Neuralgia, neuritis, and radiculitis NOS	0.0	0.13
627.1	Postmenopausal bleeding	0.03	0.3900000000000001
623.0	Hypertrophy of female genital organs	0.03	0.45999999999999996
174.1	Breast cancer [female]	0.02	0.35
758.0	Chromosomal anomalies and genetic disorders	0.0	0.03
289.3	Personal history of diseases of blood and blood-forming organs	0.01	0.22
190.0	Cancer of eye	0.0	0.05
773.0	Pain in limb	0.05	0.68
368.1	Amblyopia	0.0	0.13
704.1	Alopecia	0.0	0.18
364.9	Cornea replaced by transplant	0.0	0.11
528.6	Leukoplakia of oral mucosa	0.0	0.11
430.2	Intracerebral hemorrhage	0.01	0.24000000000000002
70.9	Hepatitis NOS	0.01	0.22999999999999998
300.9	Posttraumatic stress disorder	0.01	0.21
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.15	0.9400000000000002
840.3	Joint/ligament sprain	0.0	0.05
381.3	Mastoiditis & related conditions	0.0	0.04
530.5	Disorders of esophageal motility	0.0	0.10999999999999999
451.2	Phlebitis and thrombophlebitis of lower extremities	0.1	0.8399999999999999
255.0	Disorders of adrenal glands	0.0	0.1
345.1	Epilepsy	0.0	0.11000000000000001
601.12	Chronic prostatitis	0.01	0.27
427.12	Paroxysmal ventricular tachycardia	0.01	0.32
374.0	Other disorders of eyelids	0.03	0.49
530.12	Ulcer of esophagus	0.26	1.4
213.0	Benign neoplasm of bone and articular cartilage	0.0	0.15
272.13	Mixed hyperlipidemia	0.0	0.18
964.1	Anticoagulants causing adverse effects	0.0	0.12
736.2	Acquired deformities of finger	0.0	0.13
368.0	Visual disturbances	0.01	0.35000000000000003
530.1	Esophagitis, GERD and related diseases	0.39	1.5399999999999998
716.2	Unspecified monoarthritis	1.82	3.8100000000000005
624.2	Atrophy of female genital tract	0.0	0.14
741.3	Difficulty in walking	0.0	0.14
430.3	Subdural hemorrhage	0.0	0.16999999999999998
614.52	Vaginitis and vulvovaginitis	0.0	0.13
433.31	Transient cerebral ischemia	0.01	0.31
613.9	Breast disorder NOS	0.0	0.1
635.3	Placenta previa and abruptio placenta	0.05	0.6699999999999999
275.3	Disorders of magnesium metabolism	0.0	0.2
800.3	Fracture of tibia and fibula	0.0	0.12000000000000001
426.21	First degree AV block	0.02	0.36
280.1	Iron deficiency anemias, unspecified or not due to blood loss	1.97	3.96
608.0	Other disorders of male genital organs	0.05	0.59
593.0	Hematuria	0.11	0.8900000000000001
504.0	Other alveolar and parietoalveolar pneumonopathy	0.0	0.15
618.0	Genital prolapse	0.0	0.12
574.1	Cholelithiasis	0.2	1.26
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	0.0	0.1
557.1	Celiac disease	0.05	0.65
80.0	Postoperative infection	0.05	0.6100000000000001
315.0	Develomental delays and disorders	0.0	0.12
565.1	Anal and rectal polyp	0.09	0.8199999999999998
242.1	Graves' disease	0.01	0.21999999999999997
704.8	Other specified diseases of hair and hair follicles	0.0	0.03
614.4	Inflammatory diseases of uterus, except cervix	0.0	0.16999999999999998
636.3	Hemorrhage in early pregnancy	0.02	0.36
411.3	Angina pectoris	5.0	6.27
594.3	Calculus of ureter	0.04	0.51
426.24	Atrioventricular block, complete	0.0	0.15
735.2	Acquired toe deformities	0.02	0.37
447.1	Stricture of artery	0.01	0.26
958.0	Certain early complications of trauma or procedure	0.0	0.14
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.0	0.1
613.5	Mastodynia	0.0	0.049999999999999996
153.2	Colon cancer	0.04	0.51
369.2	Eye infection, viral	0.0	0.04000000000000001
560.3	Peritoneal or intestinal adhesions	0.01	0.22999999999999998
809.0	Fracture of unspecified bones	0.0	0.03
342.0	Hemiplegia	0.04	0.58
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.0	0.06
291.1	Transient mental disorders due to conditions classified elsewhere	0.0	0.13999999999999999
610.4	Benign neoplasm of breast	0.02	0.31999999999999995
535.8	Other specified gastritis	0.32	1.5
344.0	Other paralytic syndromes	0.0	0.10999999999999999
540.0	Appendiceal conditions	0.0	0.14
575.7	Other disorders of gallbladder	0.01	0.29
272.11	Hypercholesterolemia	17.47	11.870000000000001
250.7	Diabetic retinopathy	0.33	1.5
512.1	Wheezing	0.0	0.18
214.0	Lipoma	0.02	0.38
751.22	Other specified congenital anomalies of kidney	0.0	0.13
800.2	Fracture of unspecified part of femur	0.0	0.03
172.11	Melanomas of skin	0.09	0.8
358.1	Myasthenia gravis	0.0	0.13
411.9	Other acute and subacute forms of ischemic heart disease	0.09	0.79
752.11	Spina bifida	0.0	0.07
443.1	Raynaud's syndrome	0.01	0.23
340.1	Migrain with aura	0.0	0.1
173.0	Neoplasm of uncertain behavior of skin	0.0	0.05
535.6	Duodenitis	0.3	1.4700000000000002
473.0	Diseases of the larynx and vocal cords	0.0	0.18
427.61	Supraventricular premature beats	0.0	0.07
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	0.0	0.04
722.6	Degeneration of intervertebral disc	0.05	0.67
707.0	Chronic ulcer of skin	0.02	0.34
727.5	Rupture of synovium	0.0	0.22
592.12	Chronic cystitis	0.01	0.22999999999999998
750.13	Congenital anomalies of mouth/tongue	0.0	0.06
733.4	Aseptic necrosis of bone	0.0	0.06
447.0	Other disorders of arteries and arterioles	0.0	0.14
578.1	Hematemesis	0.02	0.33999999999999997
521.1	Dental caries	1.23	3.1300000000000003
304.0	Adjustment reaction	0.0	0.13
357.0	Inflammatory and toxic neuropathy	0.01	0.26999999999999996
331.0	Other cerebral degenerations	0.0	0.11
535.2	Atrophic gastritis	0.01	0.21000000000000002
726.2	Synoviopathy	0.0	0.17
794.0	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	0.0	0.1
555.1	Regional enteritis	0.04	0.47
723.1	Torticollis	0.0	0.04
580.14	Chronic glomerulonephritis, NOS	0.01	0.29
560.2	Impaction of intestine	0.0	0.09
513.4	Hyperventilation	0.0	0.14
394.0	Rheumatic disease of the heart valves	0.01	0.32
296.0	Mood disorders	0.0	0.05
198.2	Secondary malignancy of respiratory organs	0.03	0.49999999999999994
464.0	Acute sinusitis	0.0	0.09
282.5	Sickle cell anemia	3.84	5.05
386.9	Dizziness and giddiness (Light-headedness and vertigo)	0.18	1.19
540.11	Acute appendicitis	0.01	0.25999999999999995
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	0.01	0.26
514.0	Abnormal findings examination of lungs	0.02	0.3500000000000001
512.9	Other dyspnea	0.01	0.29
427.11	Paroxysmal supraventricular tachycardia	0.02	0.35
359.1	Muscular dystrophies	0.0	0.05
327.41	Organic or persistent insomnia	0.0	0.08
380.1	Otitis externa	0.0	0.17
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.0	0.06
290.16	Vascular dementia	0.0	0.15
454.0	Varicose veins	0.0	0.10999999999999999
10.0	Tuberculosis	0.08	0.7799999999999999
742.9	Other derangement of joint	0.0	0.18
351.0	Other peripheral nerve disorders	0.23	1.29
749.0	Congenital anomalies of face and neck	0.0	0.08000000000000002
854.0	Complications of cardiac/vascular device, implant, and graft	0.06	0.7499999999999999
599.2	Retention of urine	0.26	1.5
780.0	Hypothermia/Chills	0.0	0.12
836.0	Traumatic arthropathy	0.0	0.13
475.0	Chronic sinusitis	0.01	0.26
706.2	Sebaceous cyst	0.18	1.2
155.1	Malignant neoplasm of liver, primary	0.01	0.2
480.2	Viral pneumonia	0.0	0.03
528.12	Oral aphthae	0.0	0.04
368.4	Visual field defects	0.0	0.16
442.2	Aneurysm of iliac artery	0.0	0.03
686.1	Carbuncle and furuncle	0.2	1.2400000000000002
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	0.0	0.08
292.4	Altered mental status	0.06	0.7
41.4	E. coli	0.02	0.30999999999999994
70.0	Viral hepatitis	0.12	0.94
574.2	Calculus of bile duct	0.05	0.5800000000000001
610.3	Fibrosclerosis of breast	0.0	0.09
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.03	0.56
720.0	Spinal stenosis	0.0	0.12
575.6	Cholesterolosis of gallbladder	0.0	0.18
374.3	Ptosis of eyelid	0.02	0.39
197.0	Chemotherapy	0.95	2.69
202.21	Nodular lymphoma	0.0	0.11
375.0	Disorders of lacrimal system	0.04	0.56
580.32	Nephritis and nephropathy with pathological lesion	0.0	0.12
