PheCode	Phenotype	MinPrev	MaxPrev
755.61	Congenital hip dysplasia and deformity	0.02	0.05
379.4	Anomalies of pupillary function	0.01	0.04
440.0	Atherosclerosis	0.01	0.11
962.0	Poisoning by hormones and synthetic substitutes	0.04	0.06
275.53	Disorders of phosphorus metabolism	0.03	0.14
250.13	Type 1 diabetes with ophthalmic manifestations	0.1	0.2
389.4	Tinnitus	0.09	0.24
573.7	Abnormal results of function study of liver	0.56	1.6
327.3	Sleep apnea	0.95	1.48
587.0	Kidney replaced by transpant	0.07	0.12
760.0	Back pain	1.42	2.2
569.1	Toxic gastroenteritis and colitis	0.01	0.12
428.2	Heart failure NOS	0.25	3.21
433.12	Cerebral atherosclerosis	0.01	0.2
626.14	Irregular menstrual bleeding	0.11	1.81
751.21	Cystic kidney disease	0.07	0.18
687.1	Rash and other nonspecific skin eruption	0.49	0.88
579.0	Other symptoms involving abdomen and pelvis	0.22	0.46
738.4	Acquired spondylolisthesis	0.02	0.14
704.0	Diseases of hair and hair follicles	1.29	1.36
301.0	Personality disorders	0.04	0.16
348.8	Encephalopathy, not elsewhere classified	0.01	0.06
580.12	Non-proliferative glomerulonephritis	0.02	0.07
661.0	Fetal distress and abnormal forces of labor	0.0	4.18
872.0	Traumatic amputation	0.11	0.13
695.1	Toxic erythema	0.02	0.04
371.0	Inflammation of the eye	0.01	0.05
378.5	Paralytic strabismus	0.04	0.12
523.32	Chronic periodontitis	0.2	0.52
291.8	Alteration of consciousness	0.12	0.23
721.1	Spondylosis without myelopathy	0.1	0.46
442.3	Aneurysm of artery of lower extremity	0.01	0.13
642.1	Preeclampsia and eclampsia	0.0	0.51
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	0.25	0.46
497.0	Bronchitis	0.08	0.32
994.2	Sepsis	0.42	1.67
737.3	Kyphoscoliosis and scoliosis	0.09	0.25
979.0	Adverse drug events and drug allergies	0.09	0.18
184.1	Malignant neoplasm of ovary and other uterine adnexa	0.01	0.06
272.1	Hyperlipidemia	0.3	3.6
189.4	Malignant neoplasm of other urinary organs	0.0	0.09
561.0	Symptoms involving digestive system	2.72	7.1
180.1	Cervical cancer	0.05	0.09
369.0	Infection of the eye	0.05	0.1
599.3	Dysuria	0.25	0.5
586.0	Other disorders of the kidney and ureters	0.13	0.6
752.2	Other specified congenital anomalies of nervous system	0.01	0.03
303.3	Psychogenic disorder	0.1	0.12
38.1	Gram negative septicemia	0.11	0.52
8.6	Viral Enteritis	0.2	0.39
556.1	Ulceration of intestine	0.19	0.38
426.25	Other heart block	0.01	0.09
300.11	Generalized anxiety disorder	0.05	0.05
276.11	Hyperosmolality and/or hypernatremia	0.04	0.22
427.3	Other specified cardiac dysrhythmias	0.33	2.24
327.0	Sleep disorders	0.19	0.3
473.4	Voice disturbance	0.12	0.43
618.5	Prolapse of vaginal vault after hysterectomy	0.03	0.21
450.0	Noninfectious disorders of lymphatic channels	0.14	0.34
600.0	Hyperplasia of prostate	0.25	7.66
296.1	Bipolar	0.31	0.4
528.7	Sialolithiasis	0.07	0.08
320.0	Meningitis	0.1	0.16
292.2	Mild cognitive impairment	0.02	0.19
789.0	Nausea and vomiting	2.5	4.58
483.0	Acute bronchitis and bronchiolitis	0.05	0.1
323.2	Acute (transverse) myelitis	0.01	0.03
597.2	Urinary complications NEC	0.01	0.03
41.1	Staphylococcus infections	0.58	1.4
751.2	Congenital anomalies of urinary system	0.02	0.03
573.5	Jaundice (not of newborn)	0.11	0.4
916.0	Contusion	0.3	0.67
610.1	Cystic mastopathy	0.13	0.24
306.9	Tension headache	0.09	0.12
594.2	Calculus of lower urinary tract	0.09	0.42
187.2	Malignant neoplasm of testis	0.04	0.13
350.1	Abnormal involuntary movements	0.2	0.39
204.22	Myeloid leukemia, chronic	0.03	0.06
353.1	Nerve plexus lesions	0.03	0.04
601.11	Acute prostatitis	0.01	0.13
244.2	Acquired hypothyroidism	0.02	0.04
655.0	Known or suspected fetal abnormality affecting management of mother	0.0	7.44
471.0	Nasal polyps	0.58	1.05
195.0	Cancer, suspected or other	0.13	0.42
394.2	Mitral valve disease	0.27	2.13
797.1	Cardiogenic shock	0.0	0.06
244.1	Secondary hypothyroidism	0.16	0.54
204.4	Multiple myeloma	0.05	0.34
701.4	Keloid scar	0.06	0.1
287.0	Purpura and other hemorrhagic conditions	0.01	0.06
295.3	Psychosis	0.05	0.1
531.4	Peptic ulcer, site unspecified	0.05	0.19
565.0	Anal and rectal conditions	2.16	2.75
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.62	0.88
739.0	Contracture of joint	0.02	0.03
441.0	Vascular insufficiency of intestine	0.02	0.19
430.0	Intracranial hemorrhage	0.02	0.06
509.2	Respiratory insufficiency	0.17	1.11
663.0	Umbilical cord complications during labor and delivery	0.0	0.99
287.31	Primary thrombocytopenia	0.07	0.19
798.1	Chronic fatigue syndrome	0.13	0.2
628.0	Ovarian cyst	0.68	2.08
255.12	Hyperaldosteronism	0.01	0.03
364.0	Corneal opacity and other disorders of cornea	0.03	0.12
418.0	Nonspecific chest pain	5.21	10.5
442.8	Aneurysm of other specified artery	0.03	0.1
695.7	Prurigo and Lichen	0.11	0.3
200.0	Myeloproliferative disease	0.08	0.41
681.5	Cellulitis and abscess of leg, except foot	1.07	2.31
385.5	Tympanosclerosis and middle ear disease related to otitis media	0.05	0.06
250.42	Other abnormal glucose	0.08	0.2
598.0	Abnormal findings on examination of urine	0.47	1.44
362.8	Retinal hemorrhage/ischemia	0.01	0.06
381.9	Otorrhea	0.05	0.09
526.41	Temporomandibular joint disorder, unspecified	0.04	0.08
446.9	Arteritis NOS	0.04	0.13
747.1	Cardiac congenital anomalies	0.06	0.06
586.4	Stricture/obstruction of ureter	0.15	0.41
297.2	Suicide or self-inflicted injury	0.25	0.64
747.12	Valvular heart disease/ heart chambers	0.06	0.08
198.0	Secondary malignant neoplasm	0.11	0.71
740.2	Osteoarthrosis, generalized	0.01	0.34
428.1	Congestive heart failure (CHF) NOS	0.09	1.81
870.0	Open wounds of head; neck; and trunk	0.04	0.07
415.2	Chronic pulmonary heart disease	0.02	0.14
198.3	Secondary malignant neoplasm of digestive systems	0.16	1.03
402.0	Elevated blood pressure reading without diagnosis of hypertension	0.23	1.1
728.7	Fasciitis	0.07	0.08
681.7	Cellulitis and abscess of trunk	0.14	0.23
530.9	Heartburn	0.42	0.81
250.2	Type 2 diabetes	1.94	10.03
332.0	Parkinson's disease	0.03	1.01
907.0	Injuries to the nervous system	0.35	0.37
348.2	Cerebral edema and compression of brain	0.08	0.1
187.8	Neoplasm of uncertain behavior of male genital organs	0.02	0.04
528.11	Stomatitis and mucositis (ulcerative)	0.07	0.14
379.5	Disorders of iris and ciliary body	0.04	0.21
379.9	Pain, swelling or discharge of eye	0.05	0.07
480.11	Pneumococcal pneumonia	0.86	3.73
627.4	Premenopausal menorrhagia	0.01	0.12
698.0	Pruritus and related conditions	0.2	0.26
368.3	Anisometropia	0.01	0.1
540.1	Appendicitis	0.11	0.23
172.2	Other non-epithelial cancer of skin	0.78	6.34
258.0	Iatrogenic endocrine disorders	0.02	0.04
599.6	Oliguria and anuria	0.01	0.08
110.11	Dermatophytosis of nail	0.01	0.03
512.8	Cough	0.61	1.35
427.5	Arrhythmia (cardiac) NOS	0.1	0.63
568.0	Other disorders of peritoneum	0.05	0.09
960.2	Allergy/adverse effect of penicillin	3.73	6.12
701.2	Scar conditions and fibrosis of skin	0.51	0.73
512.7	Shortness of breath	1.04	2.94
573.0	Other disorders of liver	0.24	0.82
250.23	Type 2 diabetes with ophthalmic manifestations	0.17	0.91
145.0	Cancer of mouth	0.02	0.06
288.11	Neutropenia	0.53	1.33
561.2	Flatulence	0.46	0.82
250.5	Glycosuria or Acetonuria	0.02	0.12
369.5	Conjunctivitis, infectious	0.04	0.11
389.1	Sensorineural hearing loss	0.07	0.24
427.6	Premature beats	0.08	0.41
681.6	Cellulitis and abscess of foot, toe	1.07	2.31
830.0	Dislocation	0.49	0.69
427.7	Tachycardia NOS	0.42	1.23
646.0	Other complications of pregnancy NEC	0.0	4.0
772.0	Symptoms of the muscles	0.03	0.08
221.0	Benign neoplasm of other female genital organs	0.05	0.07
585.31	Renal dialysis	0.09	0.25
286.7	Other and unspecified coagulation defects	0.1	0.15
761.0	Cervicalgia	0.24	0.33
619.3	Noninflammatory disorders of cervix	0.42	1.07
613.7	Other signs and symptoms in breast	0.11	0.14
395.3	Nonrheumatic tricuspid valve disorders	0.01	0.08
740.9	Osteoarthrosis NOS	0.46	3.34
801.0	Fracture of ankle and foot	0.08	0.12
755.1	Congenital deformities of feet	0.05	0.07
710.19	Unspecified osteomyelitis	0.02	0.05
300.8	Acute reaction to stress	0.03	0.07
159.2	Malignant neoplasm of small intestine, including duodenum	0.02	0.11
571.81	Portal hypertension	0.09	0.21
703.1	Ingrowing nail	0.2	0.23
626.13	Irregular menstrual cycle	0.11	0.71
687.2	Localized superficial swelling, mass, or lump	0.04	0.07
681.1	Cellulitis and abscess of fingers/toes	0.12	0.21
313.3	Autism	0.01	0.04
853.0	Complication of colostomy or enterostomy	0.07	0.24
444.1	Arterial embolism and thrombosis of lower extremity artery	0.03	0.36
279.7	Other immunological findings	0.01	0.14
557.0	Intestinal malabsorption (non-celiac)	0.09	0.12
276.8	Polydipsia	0.03	0.04
366.2	Senile cataract	0.26	8.09
756.5	Congenital osteodystrophies	0.04	0.05
871.0	Open wounds of extremities	1.1	1.35
915.0	Superficial injury without mention of infection	1.01	1.96
654.2	Rhesus isoimmunization in pregnancy	0.0	0.46
279.11	Deficiency of humoral immunity	0.03	0.05
41.2	Streptococcus infection	0.4	0.68
758.1	Chromosomal anomalies	0.02	0.06
586.11	Small kidney	0.03	0.12
242.0	Thyrotoxicosis with or without goiter	0.24	0.66
714.1	Rheumatoid arthritis	0.3	1.29
426.23	Second degree AV block	0.04	0.4
618.6	Vaginal enterocele, congenital or acquired	0.04	0.27
531.2	Gastric ulcer	0.48	1.95
384.4	Perforation of tympanic membrane	0.22	0.29
687.4	Disturbance of skin sensation	0.79	0.9
376.0	Disorders of the orbit	0.02	0.03
586.2	Cyst of kidney, acquired	0.12	0.88
456.0	Chronic venous insufficiency [CVI]	0.03	0.16
535.1	Acute gastritis	0.17	0.58
495.0	Asthma	6.51	9.22
290.1	Dementias	0.03	1.05
589.0	Abnormal results of function study of kidney	0.02	0.07
599.1	Urinary obstruction	0.02	0.11
226.0	Benign neoplasm of thyroid glands	0.06	0.08
516.1	Hemoptysis	0.29	0.91
740.12	Osteoarthrosis, localized, secondary	0.03	0.09
701.6	Acquired acanthosis nigricans	0.01	0.04
382.0	Otalgia	0.07	0.09
282.9	Other hereditary hemolytic anemias	0.02	0.05
961.0	Poisoning by other anti-infectives	0.06	0.22
729.0	Other disorders of soft tissues	0.26	0.46
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.01	0.06
261.4	Vitamin D deficiency	0.21	0.34
782.3	Edema	0.2	1.1
602.0	Other disorders of prostate	0.05	0.97
870.1	Open wound or laceration of eye or eyelid	0.13	0.21
728.2	Laxity of ligament or hypermobility syndrome	0.01	0.07
270.32	Paraproteinemia	0.01	0.16
859.0	Complication due to other implant and internal device	0.5	1.43
427.9	Palpitations	0.81	1.62
174.3	Neoplasm of uncertain behavior of breast	0.02	0.04
202.2	Non-Hodgkins lymphoma	0.16	0.72
790.1	Elevated sedimentation rate	0.01	0.05
691.0	Congenital anomalies of skin	0.02	0.03
204.0	Leukemia	0.07	0.21
394.7	Disease of tricuspid valve	0.09	0.9
352.1	Trigeminal nerve disorders [CN5]	0.07	0.22
930.0	Allergic reaction to food	0.04	0.07
425.1	Primary/intrinsic cardiomyopathies	0.14	0.54
502.0	Postinflammatory pulmonary fibrosis	0.05	0.78
526.1	Cysts of the jaws	0.07	0.09
287.3	Thrombocytopenia	0.2	0.64
870.2	Open wound of ear	0.05	0.06
364.41	Keratoconus	0.02	0.04
276.14	Hypopotassemia	0.22	1.02
530.0	Diseases of esophagus	0.08	0.3
8.5	Bacterial enteritis	0.4	0.83
973.0	Poisoning by agents primarily affecting the gastrointestinal system	0.02	0.04
674.0	Other complications of the puerperium NEC	0.0	0.47
427.42	Cardiac arrest	0.08	0.73
715.2	Ankylosing spondylitis	0.08	0.14
71.1	HIV infection, symptomatic	0.01	0.09
381.2	Eustachian tube disorders	0.04	0.06
292.1	Aphasia/speech disturbance	0.27	0.83
446.4	Wegener's granulomatosis	0.02	0.07
279.1	Immunity deficiency	0.02	0.03
972.0	Poisoning by agents primarily affecting the cardiovascular system	0.06	0.08
726.0	Peripheral enthesopathies and allied syndromes	1.59	3.01
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.01	0.08
253.1	Pituitary hyperfunction	0.02	0.05
870.3	Other open wound of head and face	0.66	1.27
642.0	Hypertension complicating pregnancy, childbirth, and the puerperium	0.0	1.68
560.1	Paralytic ileus	0.09	0.44
348.0	Other conditions of brain	0.02	0.07
694.1	Vitiligo	0.01	0.03
592.13	Chronic interstitial cystitis	0.05	0.13
276.41	Acidosis	0.17	0.73
8.52	Intestinal infection due to C. difficile	0.09	0.37
317.11	Alcoholic liver damage	0.16	0.29
380.0	Disorders of external ear	0.07	0.28
751.11	Congenital anomalies of female genital organs	0.06	0.19
496.21	Obstructive chronic bronchitis	0.13	2.2
603.1	Hydrocele	0.2	0.62
531.1	Hemorrhage from gastrointestinal ulcer	0.05	0.35
199.4	Neurofibromatosis	0.02	0.03
157.0	Pancreatic cancer	0.04	0.39
528.3	Cellulitis and abscess of oral soft tissues	0.04	0.06
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	0.02	0.05
647.0	Infectious and parasitic complications affecting pregnancy	0.0	0.15
448.0	Disease of capillaries	0.01	0.06
604.1	Redundant prepuce and phimosis/BXO	0.67	0.96
368.9	Subjective visual disturbances	0.18	0.27
745.0	Pain in joint	0.35	0.56
458.9	Hypotension NOS	0.48	2.35
250.41	Impaired fasting glucose	0.07	0.17
443.7	Peripheral angiopathy in diseases classified elsewhere	0.03	0.21
791.0	Gangrene	0.11	0.28
530.3	Stricture and stenosis of esophagus	0.2	1.08
158.0	Neoplasm of unspecified nature of digestive system	0.08	0.58
241.1	Nontoxic uninodular goiter	0.12	0.17
686.3	Pilonidal cyst	0.06	0.31
727.1	Synovitis and tenosynovitis	0.27	0.9
716.9	Arthropathy NOS	2.46	13.08
362.0	Other retinal disorders	0.06	0.6
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.01	0.05
339.0	Other headache syndromes	2.12	2.53
532.0	Dysphagia	1.13	3.31
578.9	Hemorrhage of gastrointestinal tract	1.46	2.4
194.0	Cancer of other endocrine glands	0.02	0.03
250.24	Type 2 diabetes with neurological manifestations	0.06	0.38
743.9	Osteopenia or other disorder of bone and cartilage	0.04	0.07
333.1	Essential tremor	0.02	0.16
193.0	Thyroid cancer	0.07	0.11
275.5	Disorders of calcium/phosphorus metabolism	0.14	0.62
429.2	Abnormal function study of cardiovascular system	0.09	0.28
218.2	Other benign neoplasm of uterus	0.06	0.12
250.11	Type 1 diabetes with ketoacidosis	0.06	0.11
611.3	Lump or mass in breast	0.36	0.44
182.0	Malignant neoplasm of uterus	0.09	0.6
785.0	Abdominal pain	10.57	12.31
195.1	Malignant neoplasm, other	1.73	8.8
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	0.02	0.07
727.6	Rupture of tendon, nontraumatic	0.02	0.03
352.0	Disorders of other cranial nerves	0.0	0.04
433.3	Cerebral ischemia	0.05	0.95
594.8	Renal colic	0.43	0.53
250.12	Type 1 diabetes with renal manifestations	0.02	0.03
614.3	Pelvic inflammatory disease (PID)	0.01	0.09
441.1	Acute vascular insufficiency of intestine	0.02	0.14
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.07	0.1
750.21	Congenital anomalies of intestine	0.04	0.08
189.11	Malignant neoplasm of kidney, except pelvis	0.07	0.51
803.3	Fracture of clavicle or scapula	0.05	0.08
947.0	Urticaria	0.13	0.23
318.0	Tobacco use disorder	5.52	6.07
754.0	Congenital musculoskeletal deformities of spine	0.02	0.04
396.0	Abnormal heart sounds	0.22	0.55
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	0.06	0.24
564.9	Personal history of diseases of digestive system	2.44	9.44
571.8	Liver abscess and sequelae of chronic liver disease	0.09	0.24
578.2	Blood in stool	0.39	1.28
645.0	Late pregnancy and failed induction	0.0	2.04
375.2	Epiphora	0.07	0.52
276.5	Hypovolemia	0.41	1.92
723.0	Other disorders of cervical region	0.09	0.15
735.21	Hammer toe (acquired)	0.1	0.88
362.6	Peripheral retinal degenerations	0.03	0.06
558.0	Noninfectious gastroenteritis	3.25	6.63
529.0	Diseases and other conditions of the tongue	0.16	0.31
850.0	Hemorrhage or hematoma complicating a procedure	1.01	2.2
133.0	Arthropod-borne diseases	0.02	0.06
371.1	Uveitis, noninfectious or NOS	0.09	0.2
703.0	Diseases of nail, NOS	0.06	0.12
732.1	Juvenile osteochondrosis	0.04	0.06
766.0	Neuralgia, neuritis, and radiculitis NOS	0.07	0.11
627.1	Postmenopausal bleeding	0.41	3.16
623.0	Hypertrophy of female genital organs	0.15	0.52
174.1	Breast cancer [female]	0.3	0.72
758.0	Chromosomal anomalies and genetic disorders	0.01	0.04
289.3	Personal history of diseases of blood and blood-forming organs	0.09	0.12
190.0	Cancer of eye	0.01	0.06
773.0	Pain in limb	0.31	0.45
368.1	Amblyopia	0.06	0.38
704.1	Alopecia	0.03	0.06
364.9	Cornea replaced by transplant	0.03	0.05
528.6	Leukoplakia of oral mucosa	0.05	0.13
430.2	Intracerebral hemorrhage	0.06	0.48
70.9	Hepatitis NOS	0.11	0.16
300.9	Posttraumatic stress disorder	0.02	0.11
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.23	1.06
840.3	Joint/ligament sprain	0.03	0.06
381.3	Mastoiditis & related conditions	0.04	0.05
530.5	Disorders of esophageal motility	0.1	0.31
451.2	Phlebitis and thrombophlebitis of lower extremities	0.49	1.8
255.0	Disorders of adrenal glands	0.02	0.07
345.1	Epilepsy	0.08	0.11
601.12	Chronic prostatitis	0.06	0.53
427.12	Paroxysmal ventricular tachycardia	0.11	0.57
374.0	Other disorders of eyelids	0.47	1.24
530.12	Ulcer of esophagus	0.5	2.68
213.0	Benign neoplasm of bone and articular cartilage	0.08	0.1
272.13	Mixed hyperlipidemia	0.02	0.09
964.1	Anticoagulants causing adverse effects	0.03	0.19
736.2	Acquired deformities of finger	0.05	0.08
368.0	Visual disturbances	0.26	0.45
530.1	Esophagitis, GERD and related diseases	1.32	4.24
716.2	Unspecified monoarthritis	1.75	8.07
624.2	Atrophy of female genital tract	0.02	0.22
741.3	Difficulty in walking	0.03	0.11
430.3	Subdural hemorrhage	0.03	0.22
614.52	Vaginitis and vulvovaginitis	0.1	0.12
433.31	Transient cerebral ischemia	0.13	1.32
613.9	Breast disorder NOS	0.03	0.05
635.3	Placenta previa and abruptio placenta	0.0	2.39
275.3	Disorders of magnesium metabolism	0.06	0.29
800.3	Fracture of tibia and fibula	0.07	0.11
426.21	First degree AV block	0.05	0.97
280.1	Iron deficiency anemias, unspecified or not due to blood loss	1.7	3.8
608.0	Other disorders of male genital organs	0.55	1.04
593.0	Hematuria	2.05	6.91
504.0	Other alveolar and parietoalveolar pneumonopathy	0.03	0.22
618.0	Genital prolapse	0.06	0.14
574.1	Cholelithiasis	1.5	3.3
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	0.02	0.08
557.1	Celiac disease	0.38	0.89
80.0	Postoperative infection	0.84	1.63
315.0	Develomental delays and disorders	0.05	0.16
565.1	Anal and rectal polyp	0.95	3.33
242.1	Graves' disease	0.12	0.15
704.8	Other specified diseases of hair and hair follicles	0.02	0.02
614.4	Inflammatory diseases of uterus, except cervix	0.04	0.13
636.3	Hemorrhage in early pregnancy	0.0	1.57
411.3	Angina pectoris	0.7	10.03
594.3	Calculus of ureter	0.49	0.71
426.24	Atrioventricular block, complete	0.04	0.55
735.2	Acquired toe deformities	0.2	0.89
447.1	Stricture of artery	0.03	0.57
958.0	Certain early complications of trauma or procedure	0.09	0.11
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.14	0.18
613.5	Mastodynia	0.02	0.02
153.2	Colon cancer	0.14	1.96
369.2	Eye infection, viral	0.02	0.06
560.3	Peritoneal or intestinal adhesions	0.12	0.55
809.0	Fracture of unspecified bones	0.01	0.03
342.0	Hemiplegia	0.26	0.84
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.05	0.07
291.1	Transient mental disorders due to conditions classified elsewhere	0.02	0.06
610.4	Benign neoplasm of breast	0.25	0.52
535.8	Other specified gastritis	1.07	4.19
344.0	Other paralytic syndromes	0.18	0.25
540.0	Appendiceal conditions	0.06	0.08
575.7	Other disorders of gallbladder	0.29	0.57
272.11	Hypercholesterolemia	2.12	18.72
250.7	Diabetic retinopathy	0.17	0.9
512.1	Wheezing	0.05	0.13
214.0	Lipoma	0.25	0.63
751.22	Other specified congenital anomalies of kidney	0.07	0.13
800.2	Fracture of unspecified part of femur	0.01	0.04
172.11	Melanomas of skin	0.4	1.2
358.1	Myasthenia gravis	0.02	0.09
411.9	Other acute and subacute forms of ischemic heart disease	0.1	0.89
752.11	Spina bifida	0.05	0.09
443.1	Raynaud's syndrome	0.24	0.49
340.1	Migrain with aura	0.05	0.11
173.0	Neoplasm of uncertain behavior of skin	0.03	0.06
535.6	Duodenitis	1.16	3.28
473.0	Diseases of the larynx and vocal cords	0.26	0.61
427.61	Supraventricular premature beats	0.01	0.09
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	0.01	0.08
722.6	Degeneration of intervertebral disc	0.62	1.14
707.0	Chronic ulcer of skin	0.15	0.71
727.5	Rupture of synovium	0.04	0.22
592.12	Chronic cystitis	0.11	0.47
750.13	Congenital anomalies of mouth/tongue	0.02	0.11
733.4	Aseptic necrosis of bone	0.01	0.03
447.0	Other disorders of arteries and arterioles	0.06	0.29
578.1	Hematemesis	0.39	0.89
521.1	Dental caries	0.86	1.24
304.0	Adjustment reaction	0.05	0.14
357.0	Inflammatory and toxic neuropathy	0.21	0.71
331.0	Other cerebral degenerations	0.02	0.19
535.2	Atrophic gastritis	0.02	0.24
726.2	Synoviopathy	0.07	0.13
794.0	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	0.01	0.16
555.1	Regional enteritis	0.54	0.67
723.1	Torticollis	0.02	0.02
580.14	Chronic glomerulonephritis, NOS	0.04	0.55
560.2	Impaction of intestine	0.06	0.18
513.4	Hyperventilation	0.06	0.09
394.0	Rheumatic disease of the heart valves	0.06	0.84
296.0	Mood disorders	0.02	0.03
198.2	Secondary malignancy of respiratory organs	0.22	1.47
464.0	Acute sinusitis	0.05	0.06
282.5	Sickle cell anemia	0.05	0.23
386.9	Dizziness and giddiness (Light-headedness and vertigo)	0.86	2.23
540.11	Acute appendicitis	0.49	0.77
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	0.09	0.23
514.0	Abnormal findings examination of lungs	0.25	1.51
512.9	Other dyspnea	0.19	0.38
427.11	Paroxysmal supraventricular tachycardia	0.35	1.21
359.1	Muscular dystrophies	0.03	0.06
327.41	Organic or persistent insomnia	0.04	0.05
380.1	Otitis externa	0.13	0.16
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.01	0.05
290.16	Vascular dementia	0.01	0.35
454.0	Varicose veins	0.14	0.19
10.0	Tuberculosis	0.06	0.08
742.9	Other derangement of joint	0.14	0.29
351.0	Other peripheral nerve disorders	2.02	3.94
749.0	Congenital anomalies of face and neck	0.05	0.1
854.0	Complications of cardiac/vascular device, implant, and graft	0.31	1.43
599.2	Retention of urine	0.65	4.74
780.0	Hypothermia/Chills	0.03	0.1
836.0	Traumatic arthropathy	0.03	0.08
475.0	Chronic sinusitis	0.52	0.77
706.2	Sebaceous cyst	1.86	2.39
155.1	Malignant neoplasm of liver, primary	0.0	0.11
480.2	Viral pneumonia	0.02	0.03
528.12	Oral aphthae	0.02	0.03
368.4	Visual field defects	0.04	0.18
442.2	Aneurysm of iliac artery	0.0	0.1
686.1	Carbuncle and furuncle	0.65	0.77
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	0.03	0.08
292.4	Altered mental status	0.21	1.68
41.4	E. coli	0.44	1.63
70.0	Viral hepatitis	0.07	0.09
574.2	Calculus of bile duct	0.43	1.09
610.3	Fibrosclerosis of breast	0.06	0.08
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.3	1.3
720.0	Spinal stenosis	0.07	0.47
575.6	Cholesterolosis of gallbladder	0.11	0.14
374.3	Ptosis of eyelid	0.15	0.95
197.0	Chemotherapy	3.09	8.36
202.21	Nodular lymphoma	0.04	0.17
375.0	Disorders of lacrimal system	0.18	0.89
580.32	Nephritis and nephropathy with pathological lesion	0.03	0.11
288.0	Diseases of white blood cells	0.13	0.26
535.0	Gastritis and duodenitis	2.61	7.53
420.22	Chronic pericarditis	0.01	0.03
260.0	Protein-calorie malnutrition	0.03	0.08
496.1	Emphysema	0.12	1.32
433.21	Cerebral artery occlusion, with cerebral infarction	0.14	1.19
282.8	Other hemoglobinopathies	0.06	0.11
346.1	Nonspecific abnormal findings on radiological and other examination of skull and head	0.03	0.07
218.1	Uterine leiomyoma	1.47	3.86
509.1	Respiratory failure	0.19	1.29
70.3	Viral hepatitis C	0.03	0.16
411.1	Unstable angina (intermediate coronary syndrome)	0.26	3.05
420.2	Pericarditis	0.22	0.53
389.0	Hearing loss	0.35	2.08
965.0	Poisoning by analgesics, antipyretics, and antirheumatics	1.71	2.31
620.0	Dysplasia of female genital organs	0.02	0.02
315.1	Learning disorder	0.03	0.1
612.3	Congenital anomalies of breast	0.01	0.04
204.21	Myeloid leukemia, acute	0.05	0.17
465.2	Acute pharyngitis	0.23	0.26
519.2	Respiratory complications	0.04	0.16
377.3	Optic neuritis/neuropathy	0.04	0.06
465.4	Acute laryngitis and tracheitis	0.03	0.05
803.2	Fracture of radius and ulna	0.12	0.27
317.1	Alcoholism	1.93	3.08
524.3	Anomalies of tooth position/malocclusion	0.04	0.2
530.14	Reflux esophagitis	1.63	4.69
617.0	Disorders secondary to childbirth, surgery, trauma	0.07	0.1
592.1	Cystitis	0.23	1.02
610.2	Fibroadenosis of breast	0.05	0.09
473.1	Chronic laryngitis	0.01	0.03
388.0	Other disorders of ear	0.03	0.04
170.1	Bone cancer	0.03	0.05
592.2	Urethritis and urethral syndrome	0.01	0.05
707.1	Decubitus ulcer	0.02	0.14
571.6	Primary biliary cirrhosis	0.02	0.1
695.81	Erythema nodosum	0.01	0.03
394.3	Aortic valve disease	0.1	0.94
597.0	Other disorders of urethra and urinary tract	0.08	0.37
145.3	Cancer of major salivary glands	0.02	0.04
603.0	Other disorders of testis	0.24	0.32
215.0	Other benign neoplasm of connective and other soft tissue	0.23	0.31
586.3	Vascular disorders of kidney/hypertrophy	0.02	0.05
803.1	Fracture of humerus	0.03	0.1
495.2	Asthma with exacerbation	0.08	0.1
618.2	Uterine/Uterovaginal prolapse	0.59	1.98
295.1	Schizophrenia	0.17	0.3
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.12	1.22
253.7	Other disorders of neurohypophysis	0.01	0.11
765.0	Cervical radiculitis	0.12	0.18
506.0	Empyema and pneumothorax	0.23	0.58
323.0	Encephalitis	0.06	0.09
653.0	Problems associated with amniotic cavity and membranes	0.0	2.74
427.1	Paroxysmal tachycardia, unspecified	0.01	0.06
643.0	Excessive vomiting in pregnancy	0.0	0.18
411.41	Aneurysm and dissection of heart	0.08	0.43
110.12	Althete's foot	0.04	0.05
401.3	Other hypertensive complications	0.02	0.1
