PheCode	Phenotype	MinPrev	MaxPrev
755.61	Congenital hip dysplasia and deformity	0.02	0.04
379.4	Anomalies of pupillary function	0.02	0.03
440.0	Atherosclerosis	0.04	0.07
962.0	Poisoning by hormones and synthetic substitutes	0.02	0.1
275.53	Disorders of phosphorus metabolism	0.06	0.13
250.13	Type 1 diabetes with ophthalmic manifestations	0.1	0.26
389.4	Tinnitus	0.13	0.22
573.7	Abnormal results of function study of liver	0.96	1.4
327.3	Sleep apnea	0.99	1.98
587.0	Kidney replaced by transpant	0.08	0.17
760.0	Back pain	1.46	2.42
569.1	Toxic gastroenteritis and colitis	0.06	0.08
428.2	Heart failure NOS	1.09	2.11
433.12	Cerebral atherosclerosis	0.05	0.11
626.14	Irregular menstrual bleeding	0.86	1.05
751.21	Cystic kidney disease	0.1	0.14
687.1	Rash and other nonspecific skin eruption	0.55	0.85
579.0	Other symptoms involving abdomen and pelvis	0.28	0.4
738.4	Acquired spondylolisthesis	0.06	0.1
704.0	Diseases of hair and hair follicles	1.17	1.54
301.0	Personality disorders	0.03	0.24
348.8	Encephalopathy, not elsewhere classified	0.03	0.08
580.12	Non-proliferative glomerulonephritis	0.03	0.06
661.0	Fetal distress and abnormal forces of labor	0.51	0.62
872.0	Traumatic amputation	0.11	0.14
695.1	Toxic erythema	0.02	0.04
371.0	Inflammation of the eye	0.02	0.04
378.5	Paralytic strabismus	0.06	0.1
523.32	Chronic periodontitis	0.25	0.41
291.8	Alteration of consciousness	0.1	0.25
721.1	Spondylosis without myelopathy	0.21	0.39
442.3	Aneurysm of artery of lower extremity	0.04	0.07
642.1	Preeclampsia and eclampsia	0.07	0.1
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	0.29	0.46
497.0	Bronchitis	0.14	0.37
994.2	Sepsis	0.89	1.28
737.3	Kyphoscoliosis and scoliosis	0.11	0.19
979.0	Adverse drug events and drug allergies	0.07	0.28
184.1	Malignant neoplasm of ovary and other uterine adnexa	0.02	0.03
272.1	Hyperlipidemia	1.31	2.46
189.4	Malignant neoplasm of other urinary organs	0.03	0.05
561.0	Symptoms involving digestive system	4.7	5.82
180.1	Cervical cancer	0.05	0.09
369.0	Infection of the eye	0.06	0.1
599.3	Dysuria	0.31	0.48
586.0	Other disorders of the kidney and ureters	0.3	0.47
752.2	Other specified congenital anomalies of nervous system	0.01	0.03
303.3	Psychogenic disorder	0.09	0.14
38.1	Gram negative septicemia	0.24	0.36
8.6	Viral Enteritis	0.21	0.37
556.1	Ulceration of intestine	0.2	0.36
426.25	Other heart block	0.03	0.05
300.11	Generalized anxiety disorder	0.04	0.07
276.11	Hyperosmolality and/or hypernatremia	0.07	0.18
427.3	Other specified cardiac dysrhythmias	0.99	1.26
327.0	Sleep disorders	0.21	0.36
473.4	Voice disturbance	0.24	0.42
618.5	Prolapse of vaginal vault after hysterectomy	0.09	0.15
450.0	Noninfectious disorders of lymphatic channels	0.18	0.36
600.0	Hyperplasia of prostate	3.2	3.44
296.1	Bipolar	0.2	0.72
528.7	Sialolithiasis	0.06	0.09
320.0	Meningitis	0.1	0.11
292.2	Mild cognitive impairment	0.05	0.14
789.0	Nausea and vomiting	2.81	4.64
483.0	Acute bronchitis and bronchiolitis	0.05	0.1
323.2	Acute (transverse) myelitis	0.01	0.03
597.2	Urinary complications NEC	0.02	0.03
41.1	Staphylococcus infections	0.72	1.36
751.2	Congenital anomalies of urinary system	0.02	0.03
573.5	Jaundice (not of newborn)	0.21	0.32
916.0	Contusion	0.31	0.57
610.1	Cystic mastopathy	0.18	0.22
306.9	Tension headache	0.08	0.16
594.2	Calculus of lower urinary tract	0.2	0.26
187.2	Malignant neoplasm of testis	0.05	0.08
350.1	Abnormal involuntary movements	0.22	0.44
204.22	Myeloid leukemia, chronic	0.03	0.05
353.1	Nerve plexus lesions	0.03	0.04
601.11	Acute prostatitis	0.07	0.09
244.2	Acquired hypothyroidism	0.03	0.05
655.0	Known or suspected fetal abnormality affecting management of mother	1.09	1.28
471.0	Nasal polyps	0.83	0.9
195.0	Cancer, suspected or other	0.25	0.3
394.2	Mitral valve disease	0.88	1.16
797.1	Cardiogenic shock	0.03	0.04
244.1	Secondary hypothyroidism	0.32	0.41
204.4	Multiple myeloma	0.15	0.2
701.4	Keloid scar	0.05	0.11
287.0	Purpura and other hemorrhagic conditions	0.02	0.04
295.3	Psychosis	0.02	0.15
531.4	Peptic ulcer, site unspecified	0.07	0.23
565.0	Anal and rectal conditions	2.14	2.84
727.4	Ganglion and cyst of synovium, tendon, and bursa	0.78	0.85
739.0	Contracture of joint	0.01	0.03
441.0	Vascular insufficiency of intestine	0.07	0.14
430.0	Intracranial hemorrhage	0.02	0.05
509.2	Respiratory insufficiency	0.35	0.97
663.0	Umbilical cord complications during labor and delivery	0.15	0.19
287.31	Primary thrombocytopenia	0.09	0.16
798.1	Chronic fatigue syndrome	0.15	0.22
628.0	Ovarian cyst	1.14	1.46
255.12	Hyperaldosteronism	0.02	0.03
364.0	Corneal opacity and other disorders of cornea	0.06	0.09
418.0	Nonspecific chest pain	6.78	10.81
442.8	Aneurysm of other specified artery	0.04	0.09
695.7	Prurigo and Lichen	0.19	0.24
200.0	Myeloproliferative disease	0.2	0.24
681.5	Cellulitis and abscess of leg, except foot	1.29	2.24
385.5	Tympanosclerosis and middle ear disease related to otitis media	0.04	0.09
250.42	Other abnormal glucose	0.08	0.25
598.0	Abnormal findings on examination of urine	0.81	1.14
362.8	Retinal hemorrhage/ischemia	0.02	0.05
381.9	Otorrhea	0.05	0.1
526.41	Temporomandibular joint disorder, unspecified	0.06	0.08
446.9	Arteritis NOS	0.07	0.09
747.1	Cardiac congenital anomalies	0.05	0.08
586.4	Stricture/obstruction of ureter	0.23	0.34
297.2	Suicide or self-inflicted injury	0.18	0.93
747.12	Valvular heart disease/ heart chambers	0.07	0.08
198.0	Secondary malignant neoplasm	0.35	0.45
740.2	Osteoarthrosis, generalized	0.12	0.23
428.1	Congestive heart failure (CHF) NOS	0.53	1.13
870.0	Open wounds of head; neck; and trunk	0.03	0.08
415.2	Chronic pulmonary heart disease	0.03	0.12
198.3	Secondary malignant neoplasm of digestive systems	0.52	0.6
402.0	Elevated blood pressure reading without diagnosis of hypertension	0.47	0.69
728.7	Fasciitis	0.06	0.1
681.7	Cellulitis and abscess of trunk	0.16	0.24
530.9	Heartburn	0.6	0.78
250.2	Type 2 diabetes	4.15	9.25
332.0	Parkinson's disease	0.37	0.45
907.0	Injuries to the nervous system	0.3	0.43
348.2	Cerebral edema and compression of brain	0.06	0.11
187.8	Neoplasm of uncertain behavior of male genital organs	0.02	0.03
528.11	Stomatitis and mucositis (ulcerative)	0.11	0.15
379.5	Disorders of iris and ciliary body	0.1	0.14
379.9	Pain, swelling or discharge of eye	0.04	0.07
480.11	Pneumococcal pneumonia	1.54	2.93
627.4	Premenopausal menorrhagia	0.07	0.1
698.0	Pruritus and related conditions	0.19	0.28
368.3	Anisometropia	0.04	0.06
540.1	Appendicitis	0.12	0.17
172.2	Other non-epithelial cancer of skin	2.39	3.65
258.0	Iatrogenic endocrine disorders	0.02	0.04
599.6	Oliguria and anuria	0.02	0.08
110.11	Dermatophytosis of nail	0.02	0.03
512.8	Cough	0.75	1.24
427.5	Arrhythmia (cardiac) NOS	0.26	0.34
568.0	Other disorders of peritoneum	0.06	0.09
960.2	Allergy/adverse effect of penicillin	4.63	5.4
701.2	Scar conditions and fibrosis of skin	0.6	0.66
512.7	Shortness of breath	1.41	2.7
573.0	Other disorders of liver	0.41	0.69
250.23	Type 2 diabetes with ophthalmic manifestations	0.32	0.86
145.0	Cancer of mouth	0.03	0.07
288.11	Neutropenia	0.97	1.02
561.2	Flatulence	0.6	0.77
250.5	Glycosuria or Acetonuria	0.03	0.05
369.5	Conjunctivitis, infectious	0.05	0.11
389.1	Sensorineural hearing loss	0.13	0.21
427.6	Premature beats	0.21	0.24
681.6	Cellulitis and abscess of foot, toe	1.29	2.24
830.0	Dislocation	0.48	0.61
427.7	Tachycardia NOS	0.6	1.1
646.0	Other complications of pregnancy NEC	0.58	0.71
772.0	Symptoms of the muscles	0.04	0.1
221.0	Benign neoplasm of other female genital organs	0.04	0.07
585.31	Renal dialysis	0.12	0.28
286.7	Other and unspecified coagulation defects	0.09	0.18
761.0	Cervicalgia	0.22	0.38
619.3	Noninflammatory disorders of cervix	0.67	0.74
613.7	Other signs and symptoms in breast	0.11	0.14
395.3	Nonrheumatic tricuspid valve disorders	0.03	0.05
740.9	Osteoarthrosis NOS	1.39	2.36
801.0	Fracture of ankle and foot	0.07	0.11
755.1	Congenital deformities of feet	0.05	0.07
710.19	Unspecified osteomyelitis	0.01	0.05
300.8	Acute reaction to stress	0.02	0.09
159.2	Malignant neoplasm of small intestine, including duodenum	0.04	0.07
571.81	Portal hypertension	0.1	0.34
703.1	Ingrowing nail	0.15	0.32
626.13	Irregular menstrual cycle	0.4	0.48
687.2	Localized superficial swelling, mass, or lump	0.05	0.07
681.1	Cellulitis and abscess of fingers/toes	0.13	0.25
313.3	Autism	0.01	0.04
853.0	Complication of colostomy or enterostomy	0.13	0.2
444.1	Arterial embolism and thrombosis of lower extremity artery	0.1	0.3
279.7	Other immunological findings	0.06	0.07
557.0	Intestinal malabsorption (non-celiac)	0.09	0.13
276.8	Polydipsia	0.02	0.07
366.2	Senile cataract	2.84	3.43
756.5	Congenital osteodystrophies	0.03	0.05
871.0	Open wounds of extremities	0.97	1.52
915.0	Superficial injury without mention of infection	0.99	1.97
654.2	Rhesus isoimmunization in pregnancy	0.06	0.09
279.11	Deficiency of humoral immunity	0.04	0.05
41.2	Streptococcus infection	0.44	0.64
758.1	Chromosomal anomalies	0.02	0.05
586.11	Small kidney	0.04	0.09
242.0	Thyrotoxicosis with or without goiter	0.35	0.57
714.1	Rheumatoid arthritis	0.66	1.02
426.23	Second degree AV block	0.15	0.17
618.6	Vaginal enterocele, congenital or acquired	0.15	0.2
531.2	Gastric ulcer	0.95	1.7
384.4	Perforation of tympanic membrane	0.21	0.39
687.4	Disturbance of skin sensation	0.68	1.13
376.0	Disorders of the orbit	0.02	0.03
586.2	Cyst of kidney, acquired	0.36	0.57
456.0	Chronic venous insufficiency [CVI]	0.05	0.14
535.1	Acute gastritis	0.3	0.53
495.0	Asthma	6.66	9.66
290.1	Dementias	0.28	0.43
589.0	Abnormal results of function study of kidney	0.03	0.06
599.1	Urinary obstruction	0.04	0.08
226.0	Benign neoplasm of thyroid glands	0.06	0.08
516.1	Hemoptysis	0.42	0.99
740.12	Osteoarthrosis, localized, secondary	0.07	0.09
701.6	Acquired acanthosis nigricans	0.02	0.03
382.0	Otalgia	0.05	0.12
282.9	Other hereditary hemolytic anemias	0.03	0.04
961.0	Poisoning by other anti-infectives	0.12	0.2
729.0	Other disorders of soft tissues	0.27	0.41
290.3	Other persistent mental disorders due to conditions classified elsewhere	0.01	0.07
261.4	Vitamin D deficiency	0.16	0.54
782.3	Edema	0.43	0.85
602.0	Other disorders of prostate	0.37	0.41
870.1	Open wound or laceration of eye or eyelid	0.1	0.26
728.2	Laxity of ligament or hypermobility syndrome	0.02	0.06
270.32	Paraproteinemia	0.06	0.08
859.0	Complication due to other implant and internal device	0.81	1.16
427.9	Palpitations	1.07	1.41
174.3	Neoplasm of uncertain behavior of breast	0.01	0.04
202.2	Non-Hodgkins lymphoma	0.39	0.45
790.1	Elevated sedimentation rate	0.02	0.03
691.0	Congenital anomalies of skin	0.01	0.03
204.0	Leukemia	0.11	0.15
394.7	Disease of tricuspid valve	0.36	0.55
352.1	Trigeminal nerve disorders [CN5]	0.13	0.16
930.0	Allergic reaction to food	0.04	0.07
425.1	Primary/intrinsic cardiomyopathies	0.29	0.38
502.0	Postinflammatory pulmonary fibrosis	0.25	0.44
526.1	Cysts of the jaws	0.08	0.1
287.3	Thrombocytopenia	0.36	0.49
870.2	Open wound of ear	0.04	0.08
364.41	Keratoconus	0.02	0.03
276.14	Hypopotassemia	0.45	0.75
530.0	Diseases of esophagus	0.13	0.25
8.5	Bacterial enteritis	0.42	0.84
973.0	Poisoning by agents primarily affecting the gastrointestinal system	0.01	0.08
674.0	Other complications of the puerperium NEC	0.06	0.08
427.42	Cardiac arrest	0.29	0.44
715.2	Ankylosing spondylitis	0.1	0.16
71.1	HIV infection, symptomatic	0.0	0.15
381.2	Eustachian tube disorders	0.04	0.07
292.1	Aphasia/speech disturbance	0.38	0.66
446.4	Wegener's granulomatosis	0.04	0.06
279.1	Immunity deficiency	0.02	0.03
972.0	Poisoning by agents primarily affecting the cardiovascular system	0.03	0.16
726.0	Peripheral enthesopathies and allied syndromes	2.33	2.79
433.11	Occlusion of cerebral arteries, with cerebral infarction	0.02	0.07
253.1	Pituitary hyperfunction	0.02	0.04
870.3	Other open wound of head and face	0.61	1.38
642.0	Hypertension complicating pregnancy, childbirth, and the puerperium	0.24	0.31
560.1	Paralytic ileus	0.19	0.24
348.0	Other conditions of brain	0.03	0.07
694.1	Vitiligo	0.01	0.03
592.13	Chronic interstitial cystitis	0.06	0.09
276.41	Acidosis	0.25	0.65
8.52	Intestinal infection due to C. difficile	0.17	0.29
317.11	Alcoholic liver damage	0.1	0.66
380.0	Disorders of external ear	0.16	0.19
751.11	Congenital anomalies of female genital organs	0.1	0.13
496.21	Obstructive chronic bronchitis	0.41	2.25
603.1	Hydrocele	0.35	0.46
531.1	Hemorrhage from gastrointestinal ulcer	0.15	0.24
199.4	Neurofibromatosis	0.01	0.05
157.0	Pancreatic cancer	0.18	0.22
528.3	Cellulitis and abscess of oral soft tissues	0.03	0.08
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	0.02	0.03
647.0	Infectious and parasitic complications affecting pregnancy	0.02	0.03
448.0	Disease of capillaries	0.03	0.05
604.1	Redundant prepuce and phimosis/BXO	0.63	0.99
368.9	Subjective visual disturbances	0.16	0.29
745.0	Pain in joint	0.36	0.5
458.9	Hypotension NOS	1.05	1.67
250.41	Impaired fasting glucose	0.07	0.16
443.7	Peripheral angiopathy in diseases classified elsewhere	0.05	0.25
791.0	Gangrene	0.12	0.31
530.3	Stricture and stenosis of esophagus	0.55	0.8
158.0	Neoplasm of unspecified nature of digestive system	0.29	0.35
241.1	Nontoxic uninodular goiter	0.14	0.18
686.3	Pilonidal cyst	0.09	0.18
727.1	Synovitis and tenosynovitis	0.63	0.78
716.9	Arthropathy NOS	6.78	8.76
362.0	Other retinal disorders	0.29	0.32
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	0.01	0.04
339.0	Other headache syndromes	1.86	3.13
532.0	Dysphagia	1.88	2.81
578.9	Hemorrhage of gastrointestinal tract	1.61	2.44
194.0	Cancer of other endocrine glands	0.02	0.03
250.24	Type 2 diabetes with neurological manifestations	0.12	0.42
743.9	Osteopenia or other disorder of bone and cartilage	0.04	0.07
333.1	Essential tremor	0.06	0.13
193.0	Thyroid cancer	0.09	0.11
275.5	Disorders of calcium/phosphorus metabolism	0.28	0.51
429.2	Abnormal function study of cardiovascular system	0.15	0.25
218.2	Other benign neoplasm of uterus	0.09	0.12
250.11	Type 1 diabetes with ketoacidosis	0.05	0.16
611.3	Lump or mass in breast	0.36	0.45
182.0	Malignant neoplasm of uterus	0.36	0.42
785.0	Abdominal pain	9.9	13.48
195.1	Malignant neoplasm, other	4.75	5.14
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	0.04	0.05
727.6	Rupture of tendon, nontraumatic	0.01	0.03
352.0	Disorders of other cranial nerves	0.01	0.03
433.3	Cerebral ischemia	0.27	0.53
594.8	Renal colic	0.4	0.61
250.12	Type 1 diabetes with renal manifestations	0.01	0.06
614.3	Pelvic inflammatory disease (PID)	0.02	0.06
441.1	Acute vascular insufficiency of intestine	0.06	0.11
286.12	Congenital deficiency of other clotting factors (including factor VII)	0.07	0.09
750.21	Congenital anomalies of intestine	0.05	0.08
189.11	Malignant neoplasm of kidney, except pelvis	0.26	0.33
803.3	Fracture of clavicle or scapula	0.05	0.09
947.0	Urticaria	0.15	0.21
318.0	Tobacco use disorder	3.17	11.05
754.0	Congenital musculoskeletal deformities of spine	0.03	0.04
396.0	Abnormal heart sounds	0.32	0.36
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	0.1	0.22
564.9	Personal history of diseases of digestive system	5.07	6.8
571.8	Liver abscess and sequelae of chronic liver disease	0.11	0.3
578.2	Blood in stool	0.6	1.18
645.0	Late pregnancy and failed induction	0.3	0.35
375.2	Epiphora	0.23	0.3
276.5	Hypovolemia	0.8	1.45
723.0	Other disorders of cervical region	0.08	0.18
735.21	Hammer toe (acquired)	0.51	0.57
362.6	Peripheral retinal degenerations	0.03	0.07
558.0	Noninfectious gastroenteritis	4.04	6.38
529.0	Diseases and other conditions of the tongue	0.23	0.31
850.0	Hemorrhage or hematoma complicating a procedure	1.41	1.76
133.0	Arthropod-borne diseases	0.01	0.12
371.1	Uveitis, noninfectious or NOS	0.13	0.18
703.0	Diseases of nail, NOS	0.09	0.11
732.1	Juvenile osteochondrosis	0.04	0.05
766.0	Neuralgia, neuritis, and radiculitis NOS	0.09	0.11
627.1	Postmenopausal bleeding	2.31	2.58
623.0	Hypertrophy of female genital organs	0.32	0.37
174.1	Breast cancer [female]	0.51	0.62
758.0	Chromosomal anomalies and genetic disorders	0.01	0.04
289.3	Personal history of diseases of blood and blood-forming organs	0.08	0.15
190.0	Cancer of eye	0.04	0.06
773.0	Pain in limb	0.3	0.49
368.1	Amblyopia	0.15	0.21
704.1	Alopecia	0.03	0.08
364.9	Cornea replaced by transplant	0.03	0.05
528.6	Leukoplakia of oral mucosa	0.08	0.11
430.2	Intracerebral hemorrhage	0.2	0.25
70.9	Hepatitis NOS	0.1	0.2
300.9	Posttraumatic stress disorder	0.02	0.12
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	0.45	0.68
840.3	Joint/ligament sprain	0.04	0.06
381.3	Mastoiditis & related conditions	0.03	0.05
530.5	Disorders of esophageal motility	0.18	0.26
451.2	Phlebitis and thrombophlebitis of lower extremities	0.95	1.38
255.0	Disorders of adrenal glands	0.03	0.09
345.1	Epilepsy	0.07	0.15
601.12	Chronic prostatitis	0.23	0.3
427.12	Paroxysmal ventricular tachycardia	0.24	0.37
374.0	Other disorders of eyelids	0.77	0.96
530.12	Ulcer of esophagus	1.24	1.94
213.0	Benign neoplasm of bone and articular cartilage	0.08	0.1
272.13	Mixed hyperlipidemia	0.03	0.09
964.1	Anticoagulants causing adverse effects	0.07	0.13
736.2	Acquired deformities of finger	0.05	0.07
368.0	Visual disturbances	0.28	0.41
530.1	Esophagitis, GERD and related diseases	2.25	3.75
716.2	Unspecified monoarthritis	4.51	5.01
624.2	Atrophy of female genital tract	0.12	0.15
741.3	Difficulty in walking	0.04	0.1
430.3	Subdural hemorrhage	0.07	0.12
614.52	Vaginitis and vulvovaginitis	0.1	0.11
433.31	Transient cerebral ischemia	0.53	0.76
613.9	Breast disorder NOS	0.03	0.05
635.3	Placenta previa and abruptio placenta	0.3	0.37
275.3	Disorders of magnesium metabolism	0.12	0.24
800.3	Fracture of tibia and fibula	0.08	0.12
426.21	First degree AV block	0.31	0.5
280.1	Iron deficiency anemias, unspecified or not due to blood loss	1.96	3.53
608.0	Other disorders of male genital organs	0.68	0.89
593.0	Hematuria	4.22	5.07
504.0	Other alveolar and parietoalveolar pneumonopathy	0.09	0.16
618.0	Genital prolapse	0.11	0.12
574.1	Cholelithiasis	2.07	3.01
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	0.01	0.1
557.1	Celiac disease	0.59	0.65
80.0	Postoperative infection	1.06	1.62
315.0	Develomental delays and disorders	0.07	0.16
565.1	Anal and rectal polyp	1.96	2.67
242.1	Graves' disease	0.11	0.19
704.8	Other specified diseases of hair and hair follicles	0.01	0.03
614.4	Inflammatory diseases of uterus, except cervix	0.06	0.09
636.3	Hemorrhage in early pregnancy	0.21	0.24
411.3	Angina pectoris	3.79	6.52
594.3	Calculus of ureter	0.59	0.79
426.24	Atrioventricular block, complete	0.2	0.23
735.2	Acquired toe deformities	0.57	0.62
447.1	Stricture of artery	0.16	0.42
958.0	Certain early complications of trauma or procedure	0.09	0.15
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	0.14	0.18
613.5	Mastodynia	0.01	0.03
153.2	Colon cancer	0.91	0.99
369.2	Eye infection, viral	0.03	0.05
560.3	Peritoneal or intestinal adhesions	0.29	0.35
809.0	Fracture of unspecified bones	0.02	0.03
342.0	Hemiplegia	0.3	0.84
191.0	Manlignant and unknown neoplasms of brain and nervous system	0.05	0.07
291.1	Transient mental disorders due to conditions classified elsewhere	0.02	0.08
610.4	Benign neoplasm of breast	0.35	0.41
535.8	Other specified gastritis	2.2	3.62
344.0	Other paralytic syndromes	0.17	0.27
540.0	Appendiceal conditions	0.06	0.09
575.7	Other disorders of gallbladder	0.38	0.46
272.11	Hypercholesterolemia	8.23	12.87
250.7	Diabetic retinopathy	0.33	0.8
512.1	Wheezing	0.07	0.12
214.0	Lipoma	0.44	0.51
751.22	Other specified congenital anomalies of kidney	0.08	0.12
800.2	Fracture of unspecified part of femur	0.01	0.03
172.11	Melanomas of skin	0.5	0.91
358.1	Myasthenia gravis	0.04	0.06
411.9	Other acute and subacute forms of ischemic heart disease	0.37	0.54
752.11	Spina bifida	0.04	0.09
443.1	Raynaud's syndrome	0.34	0.39
340.1	Migrain with aura	0.05	0.11
173.0	Neoplasm of uncertain behavior of skin	0.04	0.05
535.6	Duodenitis	1.79	3.17
473.0	Diseases of the larynx and vocal cords	0.33	0.63
427.61	Supraventricular premature beats	0.04	0.05
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	0.02	0.06
722.6	Degeneration of intervertebral disc	0.69	1.08
707.0	Chronic ulcer of skin	0.23	0.71
727.5	Rupture of synovium	0.1	0.14
592.12	Chronic cystitis	0.22	0.35
750.13	Congenital anomalies of mouth/tongue	0.04	0.06
733.4	Aseptic necrosis of bone	0.02	0.03
447.0	Other disorders of arteries and arterioles	0.12	0.23
578.1	Hematemesis	0.38	1.04
521.1	Dental caries	0.68	1.62
304.0	Adjustment reaction	0.05	0.18
357.0	Inflammatory and toxic neuropathy	0.4	0.59
331.0	Other cerebral degenerations	0.07	0.14
535.2	Atrophic gastritis	0.09	0.18
726.2	Synoviopathy	0.09	0.12
794.0	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	0.03	0.04
555.1	Regional enteritis	0.51	0.73
723.1	Torticollis	0.02	0.03
580.14	Chronic glomerulonephritis, NOS	0.19	0.28
560.2	Impaction of intestine	0.09	0.13
513.4	Hyperventilation	0.05	0.12
394.0	Rheumatic disease of the heart valves	0.32	0.39
296.0	Mood disorders	0.01	0.05
198.2	Secondary malignancy of respiratory organs	0.76	0.93
464.0	Acute sinusitis	0.03	0.07
282.5	Sickle cell anemia	0.02	0.31
386.9	Dizziness and giddiness (Light-headedness and vertigo)	1.18	2.01
540.11	Acute appendicitis	0.53	0.6
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	0.08	0.31
514.0	Abnormal findings examination of lungs	0.56	1.26
512.9	Other dyspnea	0.2	0.38
427.11	Paroxysmal supraventricular tachycardia	0.69	0.83
359.1	Muscular dystrophies	0.03	0.06
327.41	Organic or persistent insomnia	0.03	0.1
380.1	Otitis externa	0.11	0.19
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	0.02	0.03
290.16	Vascular dementia	0.07	0.16
454.0	Varicose veins	0.11	0.21
10.0	Tuberculosis	0.04	0.15
742.9	Other derangement of joint	0.17	0.21
351.0	Other peripheral nerve disorders	2.78	4.06
749.0	Congenital anomalies of face and neck	0.05	0.09
854.0	Complications of cardiac/vascular device, implant, and graft	0.61	1.01
599.2	Retention of urine	2.12	2.53
780.0	Hypothermia/Chills	0.04	0.1
836.0	Traumatic arthropathy	0.06	0.08
475.0	Chronic sinusitis	0.66	0.78
706.2	Sebaceous cyst	1.98	2.4
155.1	Malignant neoplasm of liver, primary	0.03	0.07
480.2	Viral pneumonia	0.02	0.03
528.12	Oral aphthae	0.02	0.02
368.4	Visual field defects	0.09	0.12
442.2	Aneurysm of iliac artery	0.03	0.05
686.1	Carbuncle and furuncle	0.48	1.05
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	0.02	0.14
292.4	Altered mental status	0.57	1.17
41.4	E. coli	0.76	1.32
70.0	Viral hepatitis	0.04	0.17
574.2	Calculus of bile duct	0.61	0.94
610.3	Fibrosclerosis of breast	0.06	0.09
508.0	Pulmonary collapse; interstitial and compensatory emphysema	0.61	1.06
720.0	Spinal stenosis	0.21	0.26
575.6	Cholesterolosis of gallbladder	0.12	0.14
374.3	Ptosis of eyelid	0.52	0.61
197.0	Chemotherapy	5.36	6.37
202.21	Nodular lymphoma	0.09	0.13
375.0	Disorders of lacrimal system	0.45	0.57
580.32	Nephritis and nephropathy with pathological lesion	0.05	0.11
288.0	Diseases of white blood cells	0.17	0.24
535.0	Gastritis and duodenitis	4.24	7.17
420.22	Chronic pericarditis	0.02	0.03
260.0	Protein-calorie malnutrition	0.04	0.11
496.1	Emphysema	0.31	1.21
433.21	Cerebral artery occlusion, with cerebral infarction	0.39	0.83
282.8	Other hemoglobinopathies	0.04	0.14
346.1	Nonspecific abnormal findings on radiological and other examination of skull and head	0.04	0.06
218.1	Uterine leiomyoma	2.49	3.17
509.1	Respiratory failure	0.4	1.14
70.3	Viral hepatitis C	0.03	0.28
411.1	Unstable angina (intermediate coronary syndrome)	1.16	2.16
420.2	Pericarditis	0.31	0.41
389.0	Hearing loss	0.97	1.23
965.0	Poisoning by analgesics, antipyretics, and antirheumatics	1.55	2.65
620.0	Dysplasia of female genital organs	0.01	0.03
315.1	Learning disorder	0.01	0.16
612.3	Congenital anomalies of breast	0.02	0.03
204.21	Myeloid leukemia, acute	0.08	0.1
465.2	Acute pharyngitis	0.22	0.31
519.2	Respiratory complications	0.05	0.14
377.3	Optic neuritis/neuropathy	0.04	0.07
465.4	Acute laryngitis and tracheitis	0.03	0.07
803.2	Fracture of radius and ulna	0.17	0.23
317.1	Alcoholism	2.16	3.6
524.3	Anomalies of tooth position/malocclusion	0.07	0.09
530.14	Reflux esophagitis	2.86	3.83
617.0	Disorders secondary to childbirth, surgery, trauma	0.07	0.1
592.1	Cystitis	0.53	0.69
610.2	Fibroadenosis of breast	0.06	0.09
473.1	Chronic laryngitis	0.02	0.04
388.0	Other disorders of ear	0.02	0.04
170.1	Bone cancer	0.03	0.05
592.2	Urethritis and urethral syndrome	0.03	0.05
707.1	Decubitus ulcer	0.04	0.12
571.6	Primary biliary cirrhosis	0.05	0.1
695.81	Erythema nodosum	0.02	0.03
394.3	Aortic valve disease	0.39	0.49
597.0	Other disorders of urethra and urinary tract	0.2	0.24
145.3	Cancer of major salivary glands	0.03	0.03
603.0	Other disorders of testis	0.19	0.38
215.0	Other benign neoplasm of connective and other soft tissue	0.28	0.32
586.3	Vascular disorders of kidney/hypertrophy	0.02	0.04
803.1	Fracture of humerus	0.05	0.09
495.2	Asthma with exacerbation	0.05	0.16
618.2	Uterine/Uterovaginal prolapse	1.21	1.54
295.1	Schizophrenia	0.06	0.67
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	0.6	0.67
253.7	Other disorders of neurohypophysis	0.04	0.06
765.0	Cervical radiculitis	0.12	0.19
506.0	Empyema and pneumothorax	0.27	0.52
323.0	Encephalitis	0.07	0.09
653.0	Problems associated with amniotic cavity and membranes	0.38	0.47
427.1	Paroxysmal tachycardia, unspecified	0.03	0.04
643.0	Excessive vomiting in pregnancy	0.02	0.04
411.41	Aneurysm and dissection of heart	0.19	0.25
110.12	Althete's foot	0.04	0.05
401.3	Other hypertensive complications	0.03	0.08
